date,event_local_flag,holiday,rail_ridership,temperature_c,rainfall_mm,wind_speed_mps,snowfall_cm,y
2024-09-26,,weekday,0.595,22.2,22.4,12.2,0.0,1
2024-09-27,0.0,weekday,0.585,21.3,20.1,10.6,0.8,1
2024-09-28,0.0,holiday,0.1,23.0,19.0,10.4,0.0,1
2024-09-29,0.0,holiday,0.035,22.8,17.7,11.6,1.4,1
2024-09-30,0.0,weekday,0.54,21.4,20.6,11.8,1.6,1
2024-10-01,0.0,weekday,0.619,22.6,2.1,4.2,1.4,0
2024-10-02,0.0,weekday,0.582,22.3,1.5,5.5,0.0,1
2024-10-03,0.0,weekday,0.685,22.9,2.6,4.3,0.0,0
2024-10-04,0.0,weekday,0.616,21.3,1.4,4.6,2.4,0
2024-10-05,0.0,holiday,0.089,22.6,2.6,7.3,0.0,0
2024-10-06,0.0,holiday,0.112,23.8,5.1,5.1,0.0,0
2024-10-07,,weekday,0.621,22.1,7.9,4.6,1.7,0
2024-10-08,0.0,weekday,0.656,22.9,1.0,3.8,0.3,0
2024-10-09,0.0,weekday,0.617,23.9,,4.0,0.9,0
2024-10-10,0.0,weekday,0.574,23.2,4.7,4.6,0.0,0
2024-10-11,0.0,weekday,0.687,24.2,3.5,3.6,0.0,0
2024-10-12,0.0,holiday,0.211,24.2,1.1,5.1,0.2,0
2024-10-13,0.0,holiday,0.169,25.5,2.0,6.2,0.1,0
2024-10-14,0.0,weekday,0.574,25.3,3.9,5.3,1.7,0
2024-10-15,0.0,weekday,0.701,24.2,0.8,9.0,1.0,1
2024-10-16,0.0,weekday,0.671,24.4,1.4,4.7,0.1,0
2024-10-17,0.0,weekday,0.669,26.0,1.1,5.6,4.0,0
2024-10-18,1.0,weekday,0.519,25.9,2.4,5.0,0.6,0
2024-10-19,0.0,holiday,0.031,23.8,5.8,5.6,0.0,0
2024-10-20,0.0,holiday,0.107,25.3,0.8,4.9,0.0,0
2024-10-21,0.0,weekday,0.743,26.4,1.7,6.9,2.1,1
2024-10-22,0.0,weekday,0.633,24.7,3.4,5.6,0.0,0
2024-10-23,0.0,weekday,0.582,25.6,1.5,4.9,2.9,0
2024-10-24,0.0,weekday,0.68,24.6,5.2,4.4,0.0,1
2024-10-25,0.0,weekday,0.547,26.2,1.9,4.8,0.0,0
2024-10-26,0.0,holiday,0.026,25.9,1.9,6.7,0.0,0
2024-10-27,0.0,holiday,0.124,26.8,0.9,4.2,1.3,0
2024-10-28,0.0,weekday,,24.8,2.2,4.4,0.0,0
2024-10-29,0.0,weekday,0.678,26.7,3.2,5.3,0.0,0
2024-10-30,0.0,weekday,0.654,28.0,4.7,6.0,1.1,0
2024-10-31,0.0,weekday,0.733,26.2,1.5,5.7,0.0,0
2024-11-01,0.0,weekday,0.629,25.7,5.1,5.4,1.9,0
2024-11-02,0.0,holiday,0.0,27.9,1.5,6.6,1.8,1
2024-11-03,0.0,,0.111,26.7,2.1,6.0,0.0,1
2024-11-04,0.0,weekday,0.633,26.3,0.9,5.3,0.0,0
2024-11-05,0.0,weekday,0.675,27.0,5.6,5.4,1.0,0
2024-11-06,0.0,weekday,0.679,26.9,4.1,4.8,0.2,0
2024-11-07,0.0,weekday,,26.8,1.7,4.1,0.0,0
2024-11-08,0.0,weekday,0.607,28.2,3.8,8.3,0.0,1
2024-11-09,1.0,holiday,0.057,27.2,4.4,5.2,0.9,0
2024-11-10,0.0,holiday,0.097,27.7,2.2,4.6,0.0,0
2024-11-11,0.0,weekday,0.647,27.7,6.2,4.7,1.9,0
2024-11-12,0.0,weekday,0.715,27.9,6.1,5.0,0.4,0
2024-11-13,0.0,weekday,0.725,26.5,3.3,4.2,2.2,0
2024-11-14,0.0,weekday,0.685,28.6,,4.9,0.0,0
2024-11-15,0.0,weekday,0.536,28.7,2.9,5.4,0.0,0
2024-11-16,0.0,holiday,0.048,27.4,4.1,2.5,2.4,0
2024-11-17,0.0,holiday,0.109,26.3,0.8,5.0,0.0,0
2024-11-18,0.0,weekday,0.708,28.4,,6.0,0.1,1
2024-11-19,0.0,weekday,,28.3,,7.1,0.5,0
2024-11-20,0.0,weekday,0.729,27.4,4.2,8.0,0.2,1
2024-11-21,0.0,weekday,0.623,29.8,1.8,4.7,0.0,0
2024-11-22,1.0,weekday,0.709,25.7,1.1,5.4,2.4,0
2024-11-23,1.0,holiday,0.054,28.3,4.2,7.1,0.0,1
2024-11-24,0.0,holiday,0.137,28.2,6.5,5.6,0.0,0
2024-11-25,0.0,weekday,0.629,28.3,2.0,5.0,0.0,0
2024-11-26,0.0,weekday,0.568,28.6,2.2,4.1,0.0,0
2024-11-27,0.0,weekday,0.672,28.4,2.5,4.3,0.0,0
2024-11-28,0.0,weekday,0.665,28.9,0.4,4.8,0.3,0
2024-11-29,0.0,weekday,0.65,29.4,3.6,3.8,0.0,0
2024-11-30,0.0,holiday,0.128,28.7,3.2,5.9,0.5,0
2024-12-01,0.0,holiday,0.101,28.2,5.0,6.1,2.1,1
2024-12-02,0.0,holiday,0.045,28.9,1.1,4.3,2.2,0
2024-12-03,0.0,holiday,0.057,29.5,2.8,5.6,1.7,0
2024-12-04,0.0,holiday,0.078,29.5,3.2,3.5,1.7,0
2024-12-05,1.0,holiday,0.053,29.1,0.9,4.6,1.8,0
2024-12-06,0.0,holiday,,28.1,10.3,3.5,2.0,0
2024-12-07,,holiday,0.087,28.3,5.6,6.4,3.9,0
2024-12-08,0.0,holiday,,28.8,1.8,6.7,0.0,1
2024-12-09,0.0,holiday,0.0,30.5,6.1,3.1,0.0,0
2024-12-10,0.0,holiday,0.001,29.4,5.2,4.8,2.5,0
2024-12-11,,holiday,0.075,29.6,2.6,6.9,2.4,0
2024-12-12,0.0,holiday,0.0,29.3,2.9,5.7,0.7,0
2024-12-13,0.0,,0.094,29.1,1.4,5.7,0.0,0
2024-12-14,0.0,holiday,0.046,30.0,0.8,3.3,4.0,1
2024-12-15,0.0,holiday,0.104,28.7,7.4,4.9,0.4,0
2024-12-16,1.0,holiday,,29.2,6.1,5.1,0.0,1
2024-12-17,0.0,holiday,0.173,28.3,4.2,5.4,1.9,1
2024-12-18,0.0,holiday,0.092,29.8,1.1,3.3,1.0,0
2024-12-19,0.0,holiday,0.069,29.6,1.1,5.9,2.3,0
2024-12-20,0.0,holiday,0.057,28.9,7.4,7.3,0.5,1
2024-12-21,0.0,holiday,0.024,28.0,1.5,5.4,3.3,0
2024-12-22,0.0,holiday,0.101,28.6,5.7,4.2,3.1,0
2024-12-23,1.0,holiday,0.003,29.9,2.3,5.5,0.0,0
2024-12-24,0.0,holiday,0.098,28.5,4.6,4.4,0.3,0
2024-12-25,0.0,holiday,0.018,29.6,1.6,7.0,0.0,1
2024-12-26,0.0,holiday,0.172,27.9,0.7,6.4,0.0,0
2024-12-27,0.0,holiday,0.0,28.5,6.2,7.1,0.6,1
2024-12-28,0.0,holiday,0.148,29.0,7.4,6.8,0.3,1
2024-12-29,1.0,holiday,0.119,29.0,8.0,5.0,0.0,0
2024-12-30,0.0,holiday,0.005,29.3,3.6,3.9,1.4,0
2024-12-31,0.0,holiday,0.101,27.3,0.5,7.5,4.3,1
2025-01-01,0.0,holiday,0.086,28.8,5.4,4.9,0.4,0
2025-01-02,0.0,holiday,0.088,28.4,0.3,7.2,0.0,0
2025-01-03,0.0,holiday,0.064,30.2,4.0,7.2,1.9,1
2025-01-04,0.0,holiday,0.084,28.4,4.0,6.3,0.0,0
2025-01-05,0.0,holiday,0.06,29.5,5.4,7.0,0.4,0
2025-01-06,0.0,holiday,0.076,27.0,4.1,4.9,1.2,0
2025-01-07,0.0,holiday,0.058,27.4,1.0,5.2,3.6,0
2025-01-08,0.0,holiday,0.0,28.5,3.4,3.2,1.9,0
2025-01-09,0.0,holiday,0.075,28.7,0.7,5.8,0.4,0
2025-01-10,0.0,holiday,0.154,28.6,2.9,2.4,1.2,0
2025-01-11,0.0,holiday,0.102,26.8,5.5,7.4,1.9,0
2025-01-12,0.0,holiday,0.096,28.3,1.9,5.8,0.0,0
2025-01-13,0.0,holiday,0.0,28.2,7.7,4.3,1.0,0
2025-01-14,0.0,holiday,0.06,26.1,2.4,7.5,0.0,0
2025-01-15,0.0,holiday,0.117,27.1,6.2,4.3,3.1,0
2025-01-16,0.0,holiday,0.032,27.2,0.4,6.0,4.3,1
2025-01-17,0.0,holiday,0.018,26.8,2.4,2.9,1.2,0
2025-01-18,0.0,holiday,0.158,26.8,1.7,5.8,2.7,0
2025-01-19,0.0,holiday,0.093,26.3,6.7,3.3,2.8,0
2025-01-20,1.0,holiday,0.057,27.3,4.8,5.6,3.9,0
2025-01-21,0.0,holiday,0.126,25.9,1.1,6.8,1.6,0
2025-01-22,0.0,holiday,0.0,26.6,2.6,3.8,2.5,0
2025-01-23,0.0,holiday,0.011,26.0,3.4,7.5,4.7,0
2025-01-24,0.0,holiday,0.115,26.6,,7.1,1.9,1
2025-01-25,0.0,holiday,0.091,26.1,1.8,4.9,3.2,0
2025-01-26,0.0,holiday,0.063,25.0,5.6,3.6,2.9,0
2025-01-27,0.0,holiday,0.013,25.8,4.0,5.7,1.1,0
2025-01-28,0.0,holiday,0.058,26.9,1.3,6.6,2.6,1
2025-01-29,0.0,holiday,0.015,25.4,3.3,6.3,2.1,0
2025-01-30,0.0,holiday,0.08,24.1,2.6,5.3,4.1,0
2025-01-31,0.0,holiday,0.152,25.8,6.2,5.5,4.3,0
2025-02-01,0.0,holiday,0.211,25.5,3.2,5.8,2.4,0
2025-02-02,0.0,holiday,0.176,23.9,,7.7,5.2,0
2025-02-03,0.0,weekday,0.781,25.3,1.0,5.2,2.6,0
2025-02-04,0.0,weekday,0.659,24.6,1.9,5.4,2.9,1
2025-02-05,0.0,weekday,0.691,25.1,5.3,5.1,2.2,0
2025-02-06,0.0,weekday,0.608,24.7,3.3,5.2,3.4,0
2025-02-07,0.0,weekday,0.665,24.2,6.4,5.6,3.3,0
2025-02-08,0.0,holiday,0.192,24.3,1.7,3.7,4.7,0
2025-02-09,0.0,holiday,0.124,24.3,2.8,6.2,2.1,0
2025-02-10,0.0,weekday,0.624,24.9,1.1,1.8,1.7,0
2025-02-11,1.0,weekday,0.694,23.3,3.7,5.8,5.3,0
2025-02-12,0.0,weekday,0.706,24.1,2.2,3.5,3.8,0
2025-02-13,0.0,weekday,0.669,24.4,1.5,5.2,0.0,0
2025-02-14,0.0,weekday,0.671,22.8,,5.1,3.1,0
2025-02-15,0.0,,0.136,22.5,3.7,6.4,1.5,0
2025-02-16,0.0,holiday,0.155,24.5,0.5,6.7,2.8,0
2025-02-17,0.0,weekday,0.609,24.5,3.7,5.6,0.0,0
2025-02-18,1.0,weekday,0.654,23.0,3.0,6.1,1.9,1
2025-02-19,0.0,weekday,0.601,22.6,,4.3,3.1,0
2025-02-20,0.0,weekday,0.634,22.0,1.6,5.9,3.5,0
2025-02-21,0.0,weekday,0.734,22.7,7.4,6.0,2.6,0
2025-02-22,0.0,holiday,0.056,23.4,1.6,7.0,4.3,1
2025-02-23,1.0,holiday,0.12,21.7,4.5,4.6,3.5,0
2025-02-24,0.0,weekday,0.604,21.8,4.1,7.4,5.2,0
2025-02-25,0.0,weekday,0.698,22.3,0.5,2.2,2.2,0
2025-02-26,0.0,weekday,,19.6,2.2,5.4,3.7,1
2025-02-27,0.0,weekday,0.598,22.3,2.0,4.1,1.7,0
2025-02-28,0.0,weekday,,20.7,7.4,5.3,1.9,0
2025-03-01,0.0,holiday,0.125,21.1,1.8,4.8,6.3,0
2025-03-02,0.0,holiday,0.05,20.9,2.0,5.5,7.7,0
2025-03-03,0.0,weekday,0.577,21.0,5.0,7.4,1.4,1
2025-03-04,0.0,weekday,0.59,20.6,7.5,4.9,2.6,0
2025-03-05,,weekday,0.659,19.3,3.3,5.3,2.9,0
2025-03-06,0.0,weekday,0.73,22.3,1.8,4.2,5.6,0
2025-03-07,0.0,weekday,,20.5,5.1,4.8,3.6,0
2025-03-08,0.0,holiday,0.128,20.8,6.6,4.7,4.3,0
2025-03-09,,holiday,0.095,18.6,2.5,4.9,5.5,0
2025-03-10,0.0,weekday,0.624,19.8,3.8,7.1,3.3,0
2025-03-11,0.0,weekday,0.649,19.3,3.8,8.3,4.4,1
2025-03-12,0.0,weekday,0.609,20.4,4.2,6.6,4.6,0
2025-03-13,0.0,weekday,0.65,19.6,6.7,4.5,0.3,0
2025-03-14,0.0,weekday,0.736,18.3,4.8,4.6,5.0,0
2025-03-15,0.0,holiday,0.159,17.6,1.6,5.7,3.3,0
2025-03-16,0.0,holiday,0.039,17.7,2.6,3.2,4.7,0
2025-03-17,0.0,weekday,0.706,19.6,,4.1,1.8,0
2025-03-18,1.0,weekday,0.665,19.0,2.2,5.5,3.5,0
2025-03-19,0.0,weekday,0.63,18.8,2.0,3.9,6.2,0
2025-03-20,0.0,weekday,0.72,18.4,3.2,5.2,6.4,1
2025-03-21,0.0,weekday,0.71,18.6,2.4,3.6,2.7,0
2025-03-22,0.0,holiday,0.117,18.2,0.2,4.8,6.0,0
2025-03-23,0.0,holiday,0.028,18.6,0.7,8.2,6.3,1
2025-03-24,0.0,weekday,0.546,17.8,3.0,6.7,5.7,0
2025-03-25,,weekday,0.668,17.9,4.5,4.6,2.4,0
2025-03-26,0.0,weekday,0.592,16.4,6.5,4.4,6.8,0
2025-03-27,0.0,weekday,0.597,17.4,2.2,4.3,4.9,0
2025-03-28,0.0,weekday,0.773,17.8,0.9,3.8,3.6,0
2025-03-29,0.0,holiday,0.133,16.4,2.3,5.1,3.5,0
2025-03-30,0.0,holiday,0.15,15.9,4.2,7.9,6.8,0
2025-03-31,0.0,weekday,,16.5,8.5,3.2,4.4,0
2025-04-01,0.0,weekday,0.689,14.7,2.8,4.2,2.0,0
2025-04-02,0.0,weekday,0.696,16.3,4.5,6.2,1.7,0
2025-04-03,0.0,weekday,0.678,14.9,5.2,4.3,0.0,0
2025-04-04,0.0,weekday,0.671,15.1,1.7,5.7,0.0,0
2025-04-05,1.0,holiday,0.085,15.8,5.6,3.1,0.3,0
2025-04-06,0.0,holiday,0.0,15.8,4.0,7.2,0.0,0
2025-04-07,0.0,weekday,0.603,15.4,3.9,3.4,0.0,0
2025-04-08,0.0,weekday,0.765,14.5,6.4,6.0,0.0,0
2025-04-09,0.0,weekday,0.574,15.0,2.3,6.0,0.6,0
2025-04-10,0.0,weekday,0.691,15.2,6.3,4.9,0.4,0
2025-04-11,0.0,weekday,0.621,14.1,2.3,5.4,0.0,0
2025-04-12,0.0,holiday,0.027,13.6,8.9,5.2,0.0,1
2025-04-13,0.0,holiday,0.132,14.2,7.3,7.2,0.0,1
2025-04-14,0.0,weekday,0.699,13.1,1.8,6.1,0.0,0
2025-04-15,0.0,weekday,0.647,13.6,3.3,5.8,0.0,0
2025-04-16,0.0,weekday,0.694,13.6,3.7,4.3,0.1,0
2025-04-17,0.0,weekday,0.664,13.8,1.9,4.2,0.1,0
2025-04-18,0.0,weekday,0.616,13.0,6.4,6.5,0.0,1
2025-04-19,0.0,holiday,0.14,13.4,2.3,5.4,0.0,1
2025-04-20,1.0,holiday,0.089,13.4,1.7,4.7,0.0,0
2025-04-21,1.0,weekday,0.558,15.0,8.3,6.8,0.0,1
2025-04-22,0.0,weekday,0.563,13.5,8.3,5.4,1.4,0
2025-04-23,0.0,weekday,0.588,12.9,2.9,4.1,0.0,0
2025-04-24,1.0,weekday,0.647,12.2,4.3,4.4,0.2,0
2025-04-25,0.0,weekday,0.698,12.3,1.8,4.7,0.0,0
2025-04-26,0.0,holiday,0.115,11.0,6.3,5.5,0.1,0
2025-04-27,0.0,holiday,,11.5,2.4,4.7,1.1,0
2025-04-28,0.0,weekday,0.679,12.7,3.3,5.6,0.0,1
2025-04-29,0.0,weekday,0.612,11.7,,3.4,1.4,0
2025-04-30,0.0,weekday,0.584,10.9,1.9,6.5,2.4,0
2025-05-01,0.0,holiday,0.0,12.4,8.4,6.4,0.0,0
2025-05-02,0.0,holiday,0.064,10.1,0.3,6.1,0.0,0
2025-05-03,0.0,holiday,0.12,11.0,4.0,5.9,2.2,1
2025-05-04,0.0,holiday,0.132,11.4,3.4,5.3,1.4,0
2025-05-05,0.0,holiday,0.045,11.6,0.8,5.5,0.0,0
2025-05-06,0.0,holiday,0.112,11.4,2.7,4.7,0.0,0
2025-05-07,1.0,holiday,0.129,11.0,2.6,4.5,2.3,0
2025-05-08,0.0,holiday,0.191,12.2,4.4,3.0,0.0,0
2025-05-09,0.0,holiday,0.14,11.2,4.0,4.0,0.0,0
2025-05-10,0.0,holiday,0.078,12.0,5.3,5.4,0.0,1
2025-05-11,,holiday,0.072,10.0,7.1,4.8,0.0,0
2025-05-12,0.0,holiday,0.111,11.3,0.7,3.6,0.3,0
2025-05-13,0.0,holiday,0.012,11.4,,4.7,0.0,0
2025-05-14,0.0,holiday,0.035,10.9,1.0,6.7,2.6,1
2025-05-15,0.0,holiday,0.114,10.8,2.7,6.6,0.0,1
2025-05-16,0.0,holiday,0.085,9.1,5.5,6.2,0.0,0
2025-05-17,0.0,holiday,0.194,8.4,3.0,2.0,2.9,0
2025-05-18,0.0,holiday,0.071,11.7,6.6,6.4,0.0,0
2025-05-19,,holiday,0.062,10.3,2.1,4.7,0.3,0
2025-05-20,1.0,holiday,,10.6,2.1,7.5,0.0,1
2025-05-21,0.0,holiday,0.086,9.1,1.7,5.6,0.0,0
2025-05-22,0.0,holiday,0.066,10.1,0.4,5.9,3.3,0
2025-05-23,0.0,holiday,,8.9,0.4,3.7,0.0,0
2025-05-24,0.0,holiday,0.029,10.9,9.3,4.8,0.0,1
2025-05-25,0.0,holiday,0.056,9.6,2.3,2.4,0.0,0
2025-05-26,0.0,holiday,0.117,9.7,5.3,5.4,0.0,0
2025-05-27,0.0,holiday,0.106,8.2,7.0,4.5,0.8,0
2025-05-28,0.0,holiday,0.0,8.3,3.1,7.0,0.0,0
2025-05-29,1.0,holiday,0.138,10.9,2.5,6.8,0.0,1
2025-05-30,0.0,holiday,0.092,8.8,3.6,5.3,0.0,0
2025-05-31,0.0,holiday,0.079,9.4,3.3,6.7,0.0,1
2025-06-01,0.0,holiday,0.082,9.2,20.6,6.3,2.4,1
2025-06-02,0.0,weekday,0.54,9.2,21.6,5.7,0.0,0
2025-06-03,0.0,weekday,0.521,10.3,24.6,4.2,1.1,0
2025-06-04,0.0,weekday,0.615,9.7,20.7,1.3,0.0,0
2025-06-05,0.0,weekday,0.574,9.3,24.0,5.4,0.0,1
2025-06-06,0.0,weekday,0.523,9.7,23.9,4.9,1.8,0
2025-06-07,1.0,holiday,0.026,8.2,30.2,7.4,0.0,1
2025-06-08,0.0,holiday,0.015,9.5,25.6,4.8,0.0,0
2025-06-09,,weekday,0.54,8.8,21.1,5.4,0.0,1
2025-06-10,0.0,weekday,0.568,9.2,25.2,6.0,0.1,0
2025-06-11,0.0,weekday,0.626,9.0,26.5,3.1,0.0,0
2025-06-12,0.0,weekday,0.563,7.8,21.8,4.0,0.1,1
2025-06-13,,weekday,0.741,9.0,18.4,4.2,0.7,1
2025-06-14,0.0,holiday,0.06,8.8,20.4,4.0,2.7,0
2025-06-15,0.0,holiday,0.08,7.6,19.8,5.0,0.8,0
2025-06-16,0.0,weekday,0.621,9.4,22.0,4.6,0.0,1
2025-06-17,0.0,weekday,0.684,8.7,24.0,5.5,0.0,1
2025-06-18,1.0,weekday,0.655,8.5,19.1,3.2,0.0,0
2025-06-19,0.0,weekday,0.708,8.6,19.4,4.0,0.0,1
2025-06-20,0.0,weekday,0.617,9.8,21.0,6.5,2.8,1
2025-06-21,0.0,holiday,,9.9,21.5,6.1,0.0,1
2025-06-22,0.0,,0.034,8.1,19.8,5.8,0.0,1
2025-06-23,1.0,weekday,0.617,8.4,21.0,4.7,0.0,1
2025-06-24,0.0,weekday,0.622,8.2,19.8,6.9,0.0,1
2025-06-25,0.0,weekday,0.621,8.6,,4.9,0.0,1
2025-06-26,0.0,weekday,0.734,9.4,20.1,4.7,2.9,1
2025-06-27,0.0,weekday,0.682,9.2,26.7,6.7,0.0,1
2025-06-28,0.0,holiday,0.066,10.0,23.7,4.8,2.2,1
2025-06-29,0.0,holiday,0.081,10.1,21.0,3.5,0.8,0
2025-06-30,0.0,weekday,0.671,9.8,28.0,7.5,0.0,1
2025-07-01,0.0,weekday,0.574,9.0,24.2,4.5,0.0,0
2025-07-02,0.0,weekday,0.618,9.1,20.6,6.1,0.0,1
2025-07-03,0.0,weekday,0.639,7.7,21.4,6.2,0.5,1
2025-07-04,0.0,weekday,0.587,8.9,22.5,3.5,0.0,1
2025-07-05,0.0,holiday,0.058,9.1,21.4,4.1,0.2,1
2025-07-06,0.0,holiday,0.134,10.6,20.1,7.2,3.7,1
2025-07-07,0.0,weekday,0.55,10.5,26.3,7.1,0.0,1
2025-07-08,0.0,weekday,0.586,8.8,24.3,5.6,2.3,1
2025-07-09,0.0,weekday,0.595,9.3,21.1,3.3,1.1,1
2025-07-10,0.0,weekday,0.638,11.2,24.0,5.1,0.0,1
2025-07-11,0.0,weekday,0.663,10.3,2.6,6.6,1.1,0
2025-07-12,0.0,holiday,0.036,9.5,4.1,3.7,2.8,0
2025-07-13,0.0,holiday,0.067,11.6,3.2,4.0,0.3,0
2025-07-14,0.0,weekday,0.708,10.9,1.0,6.3,0.0,0
2025-07-15,0.0,weekday,0.729,11.0,4.1,6.1,0.0,1
2025-07-16,0.0,weekday,0.6,10.1,,3.7,0.0,0
2025-07-17,0.0,weekday,0.666,9.1,3.2,5.1,0.2,0
2025-07-18,0.0,weekday,0.614,10.6,2.0,4.2,0.0,0
2025-07-19,0.0,holiday,0.047,10.2,4.9,2.2,0.0,0
2025-07-20,0.0,holiday,0.193,12.4,1.7,5.0,0.0,1
2025-07-21,0.0,weekday,0.673,11.2,5.0,8.1,0.0,0
2025-07-22,0.0,weekday,0.68,11.5,2.8,7.2,2.6,1
2025-07-23,0.0,weekday,,13.0,2.3,4.5,0.3,1
2025-07-24,0.0,weekday,0.755,11.0,,8.3,0.5,1
2025-07-25,0.0,weekday,0.637,11.6,2.6,6.7,0.0,0
2025-07-26,0.0,holiday,0.052,12.3,2.3,4.8,0.0,0
2025-07-27,0.0,holiday,,10.9,9.3,4.9,1.0,0
2025-07-28,0.0,weekday,0.612,13.4,2.8,4.1,0.1,0
2025-07-29,0.0,weekday,0.659,12.6,1.6,4.6,0.0,0
2025-07-30,0.0,weekday,0.643,11.4,3.9,3.3,0.0,0
2025-07-31,0.0,weekday,0.684,13.1,0.6,3.1,2.2,0
2025-08-01,0.0,holiday,0.128,14.0,18.7,11.8,2.1,1
2025-08-02,0.0,holiday,0.132,11.7,18.5,13.3,0.8,1
2025-08-03,0.0,holiday,0.052,12.9,20.9,12.9,0.0,1
2025-08-04,0.0,holiday,0.01,13.6,18.0,11.6,0.0,1
2025-08-05,0.0,holiday,0.0,12.3,21.5,12.2,0.4,1
2025-08-06,0.0,holiday,0.052,12.7,17.2,12.1,0.4,1
2025-08-07,0.0,holiday,0.062,12.0,17.0,13.2,2.3,1
2025-08-08,0.0,holiday,0.143,12.7,19.7,10.4,0.0,1
2025-08-09,0.0,holiday,0.058,14.2,19.1,11.9,0.0,1
2025-08-10,0.0,holiday,0.0,12.7,20.9,9.9,0.0,1
2025-08-11,0.0,holiday,0.104,14.0,18.3,10.1,2.9,1
2025-08-12,0.0,holiday,0.0,12.9,20.1,11.5,0.3,1
2025-08-13,0.0,holiday,0.0,13.4,18.6,12.0,0.0,1
2025-08-14,0.0,holiday,0.047,14.0,19.8,11.0,0.6,1
2025-08-15,0.0,holiday,0.035,15.6,21.6,13.2,0.0,1
2025-08-16,0.0,holiday,0.08,15.5,18.5,12.7,0.4,1
2025-08-17,0.0,holiday,0.173,15.9,18.4,10.7,2.4,1
2025-08-18,0.0,holiday,0.0,16.2,18.0,13.5,0.9,1
2025-08-19,0.0,holiday,0.0,15.9,19.1,10.4,0.0,1
2025-08-20,1.0,holiday,0.025,14.4,17.8,13.4,3.0,1
2025-08-21,0.0,holiday,0.019,14.7,16.5,10.8,1.6,1
2025-08-22,0.0,holiday,,17.0,21.9,12.5,4.4,1
2025-08-23,0.0,holiday,0.0,16.7,21.1,11.6,1.9,1
2025-08-24,0.0,holiday,0.007,17.5,23.5,9.8,1.6,1
2025-08-25,0.0,holiday,0.076,16.7,,11.3,3.5,1
2025-08-26,0.0,holiday,0.0,17.0,18.9,11.4,0.4,1
2025-08-27,0.0,holiday,0.005,16.4,22.3,12.7,0.0,1
2025-08-28,0.0,holiday,0.035,15.5,19.1,12.1,0.0,1
2025-08-29,0.0,holiday,0.149,16.1,17.5,8.9,3.7,1
2025-08-30,0.0,holiday,0.091,16.2,23.0,9.5,0.2,1
2025-08-31,0.0,holiday,0.0,15.8,19.3,9.6,0.1,1
2025-09-01,0.0,weekday,0.638,17.3,19.7,13.6,0.0,1
2025-09-02,0.0,weekday,0.562,17.1,20.8,12.0,0.0,1
2025-09-03,0.0,weekday,0.589,16.5,18.2,12.2,1.5,1
2025-09-04,,weekday,0.613,18.4,18.8,12.3,0.6,1
2025-09-05,0.0,weekday,0.673,18.3,18.9,11.6,0.0,1
2025-09-06,0.0,holiday,0.041,17.7,20.7,11.5,0.0,1
2025-09-07,0.0,holiday,0.108,17.3,18.7,12.3,0.0,1
2025-09-08,0.0,weekday,0.686,18.7,17.9,9.8,1.8,1
2025-09-09,0.0,weekday,0.617,16.2,19.8,10.4,0.4,1
2025-09-10,0.0,weekday,0.626,18.2,20.4,13.1,0.0,1
2025-09-11,0.0,weekday,0.588,19.3,23.2,9.2,0.0,1
