date,rainfall_mm,ferry_cancel_count,event_local_flag,holiday,temperature_c,wind_speed_mps,snowfall_cm,typhoon_alert_flag,mobility_inflow_index,tourist_inflow_count,lodging_occupancy_ratio,rail_ridership,temple_shrine_visits,onsen_visitors_count,y
2024-04-15,,0.148,0.0,weekday,3.5,4.5,0.0,0,0.388,0.0,0.0,0.581,0.0,0.063,0.357
2024-04-16,2.6,0.177,0.0,weekday,2.9,4.4,0.0,0,0.351,0.0,0.0,0.729,0.0,0.176,0.387
2024-04-17,5.8,0.234,0.0,weekday,2.6,5.5,0.0,0,0.398,0.0,0.03,0.586,0.017,0.107,0.413
2024-04-18,,,0.0,weekday,5.0,5.3,0.8,0,,0.0,0.029,0.638,0.0,0.182,0.378
2024-04-19,0.9,0.099,0.0,weekday,2.3,3.5,3.4,0,0.296,0.0,0.078,0.698,0.0,0.098,0.393
2024-04-20,3.3,0.078,0.0,holiday,3.3,3.3,0.0,0,0.595,0.526,0.675,0.215,,0.381,0.405
2024-04-21,4.8,0.162,1.0,holiday,3.2,4.6,0.0,0,0.739,0.627,0.791,0.0,0.658,0.498,0.353
2024-04-22,2.9,0.149,0.0,,4.0,3.2,1.7,0,0.281,0.063,0.103,0.737,0.0,0.154,0.397
2024-04-23,4.5,0.155,0.0,weekday,4.2,4.0,0.0,0,,,0.0,0.685,0.025,0.075,0.389
2024-04-24,2.6,0.089,0.0,weekday,3.9,2.5,2.6,0,0.322,0.015,0.0,0.675,0.069,,0.295
2024-04-25,5.4,0.089,0.0,weekday,3.0,1.4,0.9,0,0.419,0.0,0.0,0.665,0.0,,0.366
2024-04-26,5.3,0.118,1.0,weekday,4.0,4.5,0.0,0,0.544,0.255,0.344,0.671,0.173,0.121,0.453
2024-04-27,4.8,0.138,0.0,holiday,4.7,4.1,1.1,0,0.907,0.385,0.558,0.073,0.536,0.414,0.356
2024-04-28,,0.582,0.0,holiday,2.3,6.0,0.0,1,0.767,0.39,0.537,0.058,0.481,0.453,0.347
2024-04-29,5.5,0.202,0.0,weekday,2.3,5.5,0.4,0,0.537,0.097,0.078,0.651,0.0,0.149,0.407
2024-04-30,7.1,0.192,,weekday,1.7,5.2,0.5,0,0.509,0.049,0.038,0.582,,0.078,0.391
2024-05-01,2.5,0.196,0.0,holiday,2.6,5.6,0.0,0,0.495,0.224,0.31,0.0,0.293,0.297,0.265
2024-05-02,0.1,0.025,0.0,holiday,2.0,2.4,0.4,0,0.605,0.211,0.349,0.124,0.226,0.194,0.365
2024-05-03,4.0,0.066,0.0,holiday,2.3,2.6,1.2,0,0.609,0.057,,0.125,0.29,0.28,0.35
2024-05-04,2.2,0.094,0.0,holiday,2.8,4.2,0.0,0,0.645,0.487,0.6,0.033,0.531,0.515,0.302
2024-05-05,1.7,0.155,0.0,holiday,2.4,4.5,0.0,0,0.56,0.394,0.613,0.077,0.51,0.396,0.284
2024-05-06,1.2,0.133,0.0,holiday,1.6,4.4,0.0,0,0.579,0.229,0.286,0.091,0.153,0.385,0.304
2024-05-07,2.9,0.138,1.0,holiday,2.9,4.1,0.0,0,0.558,0.55,0.597,0.163,0.41,0.358,0.44
2024-05-08,1.3,0.17,0.0,holiday,2.2,5.0,2.5,0,0.522,0.078,0.271,0.124,,0.402,0.357
2024-05-09,6.2,0.139,0.0,holiday,2.1,4.3,0.0,0,,0.243,0.273,0.0,0.228,0.337,0.235
2024-05-10,7.8,0.155,0.0,holiday,3.2,4.0,2.0,0,,0.202,0.314,0.068,0.204,0.361,0.277
2024-05-11,2.0,0.163,1.0,holiday,2.1,4.7,0.2,0,0.731,0.684,0.764,0.135,,0.457,0.421
2024-05-12,8.1,0.122,0.0,holiday,2.2,3.1,0.0,0,0.566,0.26,0.53,0.22,0.5,0.456,0.39
2024-05-13,,0.184,0.0,holiday,2.5,4.5,0.0,0,0.625,0.176,0.3,0.077,0.245,0.35,0.361
2024-05-14,4.5,0.146,0.0,holiday,2.8,4.3,1.0,0,0.61,,0.161,0.1,0.265,0.367,0.33
2024-05-15,3.1,0.172,0.0,holiday,3.0,3.5,0.0,0,0.383,0.225,0.332,0.018,0.209,0.222,0.239
2024-05-16,1.6,,0.0,holiday,3.3,5.6,0.0,0,0.632,0.196,0.281,0.11,0.335,0.304,0.362
2024-05-17,8.8,0.159,0.0,holiday,3.0,4.3,0.0,0,0.55,0.075,0.229,0.0,0.22,0.351,0.313
2024-05-18,5.4,0.171,0.0,holiday,3.0,4.1,1.4,0,0.671,0.331,0.594,,0.499,0.464,0.367
2024-05-19,1.9,0.201,0.0,holiday,0.4,5.4,0.5,0,0.751,0.42,0.504,0.11,0.464,0.456,0.403
2024-05-20,0.3,0.132,,holiday,2.2,4.9,0.0,0,0.603,0.26,0.285,0.044,0.296,0.361,0.328
2024-05-21,1.2,0.194,0.0,holiday,2.1,3.5,0.0,0,0.444,0.222,0.269,0.085,0.268,0.24,0.32
2024-05-22,1.3,0.108,0.0,holiday,1.0,3.9,0.0,0,0.568,0.164,0.329,0.125,0.211,0.3,0.325
2024-05-23,5.7,0.11,0.0,holiday,2.9,4.5,0.0,0,0.747,0.215,0.326,0.093,0.29,0.253,0.368
2024-05-24,3.1,0.041,0.0,holiday,2.3,1.2,0.4,0,0.641,0.18,0.248,,0.249,0.352,0.374
2024-05-25,0.7,0.034,0.0,holiday,3.4,3.0,2.4,0,0.784,0.419,0.643,0.051,0.498,,0.391
2024-05-26,5.6,0.173,0.0,holiday,3.5,4.5,0.0,0,0.665,0.436,0.591,0.074,0.493,0.494,0.323
2024-05-27,1.0,0.07,0.0,holiday,3.6,1.2,0.0,0,0.559,0.245,0.279,0.092,0.293,0.252,0.374
2024-05-28,8.6,0.085,0.0,holiday,5.3,1.8,0.0,0,0.481,0.237,0.34,0.169,0.259,0.285,0.369
2024-05-29,5.0,0.18,0.0,holiday,3.5,4.2,0.0,0,0.467,0.074,0.293,0.047,0.253,0.264,0.302
2024-05-30,5.6,0.081,0.0,holiday,3.7,2.4,0.0,0,0.591,0.319,0.307,,0.299,0.261,0.373
2024-05-31,6.4,0.089,0.0,holiday,4.1,3.5,0.0,0,0.601,0.197,0.268,0.06,0.212,0.282,0.303
2024-06-01,2.3,0.118,0.0,holiday,3.7,3.1,0.0,0,0.797,0.299,0.538,0.144,0.482,0.429,0.413
2024-06-02,3.7,0.153,0.0,holiday,2.3,3.6,0.7,0,0.642,0.268,0.625,0.099,0.53,0.487,0.311
2024-06-03,3.4,0.101,0.0,weekday,4.4,3.9,1.8,0,0.349,0.032,0.0,0.622,0.024,0.088,0.331
2024-06-04,3.0,0.178,0.0,weekday,3.9,4.4,1.8,0,0.427,0.0,0.045,0.707,0.0,0.077,0.46
2024-06-05,0.8,0.16,0.0,weekday,4.0,3.7,0.0,0,0.243,0.027,0.072,0.622,0.041,0.132,0.335
2024-06-06,4.6,0.127,0.0,weekday,3.9,3.7,0.0,0,0.325,0.0,0.04,0.61,0.017,0.051,0.32
2024-06-07,1.2,0.139,0.0,weekday,4.2,5.1,0.0,0,0.416,0.0,,0.589,0.015,0.048,0.386
2024-06-08,26.1,0.158,0.0,holiday,4.0,1.6,0.0,0,0.674,0.293,0.593,0.08,0.532,0.446,0.287
2024-06-09,26.3,0.225,0.0,holiday,4.3,4.3,0.0,0,0.734,0.22,0.548,,0.386,0.471,0.266
2024-06-10,22.9,,0.0,weekday,5.2,3.8,0.0,0,0.453,0.0,0.032,0.637,0.016,0.075,0.37
2024-06-11,19.1,,0.0,weekday,4.3,5.8,0.0,0,0.318,0.0,0.042,0.534,0.0,0.134,0.309
2024-06-12,21.9,0.181,0.0,weekday,4.8,3.8,0.0,0,0.469,0.0,0.034,0.582,0.0,,0.284
2024-06-13,22.0,0.184,0.0,weekday,5.7,3.3,0.0,0,0.343,0.007,0.043,0.647,0.013,0.257,0.3
2024-06-14,25.3,0.247,0.0,weekday,5.5,4.9,3.3,0,0.358,0.028,0.002,0.635,0.066,0.048,0.355
2024-06-15,19.8,0.266,0.0,holiday,5.0,5.1,1.3,0,0.614,0.42,0.562,0.103,0.478,0.392,0.274
2024-06-16,25.5,0.268,0.0,holiday,6.3,5.4,2.8,0,0.627,0.341,0.626,0.0,0.409,0.473,0.264
2024-06-17,20.5,0.099,0.0,weekday,6.2,2.2,1.3,0,0.478,0.053,0.0,0.717,0.004,0.169,0.385
2024-06-18,23.1,0.193,0.0,weekday,6.2,3.2,0.0,0,0.419,0.0,0.0,0.612,0.0,0.176,0.397
2024-06-19,19.6,0.186,0.0,weekday,7.0,4.0,0.9,0,0.348,0.0,0.0,0.611,0.018,0.09,0.354
2024-06-20,18.5,0.184,0.0,weekday,7.0,4.3,0.0,0,0.416,0.0,,0.645,0.0,0.123,0.332
2024-06-21,23.5,0.213,0.0,weekday,6.7,3.0,0.0,0,0.46,0.0,0.0,0.622,0.021,0.111,0.337
2024-06-22,23.6,0.169,0.0,holiday,5.9,3.4,2.3,0,0.7,0.381,0.639,,0.418,0.459,0.321
2024-06-23,21.2,0.205,0.0,holiday,6.1,3.3,2.4,0,0.532,0.364,0.568,0.072,0.508,0.431,0.294
2024-06-24,23.6,0.178,0.0,weekday,5.7,5.1,0.4,0,0.516,0.0,0.0,0.619,0.0,0.095,0.394
2024-06-25,20.1,0.186,,weekday,7.0,4.2,0.0,0,0.446,0.0,0.057,0.624,0.018,,0.336
2024-06-26,19.5,0.312,0.0,weekday,7.4,5.8,0.0,0,0.34,0.0,0.013,0.602,0.019,0.118,0.353
2024-06-27,30.2,0.195,1.0,weekday,6.4,3.6,0.0,0,0.473,0.108,0.208,0.599,0.167,0.094,0.327
2024-06-28,26.6,0.252,0.0,weekday,8.5,5.6,1.6,0,0.48,0.0,0.009,0.615,0.0,0.0,0.324
2024-06-29,18.8,0.116,0.0,holiday,7.5,2.0,1.9,0,0.765,0.329,0.615,0.145,0.538,0.379,0.379
2024-06-30,20.1,0.273,0.0,holiday,7.3,5.1,5.0,0,0.728,0.238,0.509,0.0,0.531,0.489,0.26
2024-07-01,20.5,0.224,0.0,weekday,7.3,4.6,5.6,0,0.484,0.03,0.035,0.627,0.056,0.107,0.321
2024-07-02,20.5,0.122,0.0,weekday,8.6,2.8,0.0,0,0.351,0.0,0.021,0.571,0.0,0.148,0.281
2024-07-03,23.4,0.154,0.0,weekday,9.8,2.9,0.0,0,0.471,0.0,0.0,0.667,0.023,0.05,0.361
2024-07-04,18.7,0.192,0.0,weekday,8.2,4.2,0.0,0,0.234,0.0,0.0,0.579,0.02,0.097,0.294
2024-07-05,25.3,0.288,0.0,weekday,9.1,4.6,1.6,0,0.544,0.0,0.0,0.636,0.03,0.113,0.394
2024-07-06,21.3,0.222,0.0,holiday,9.3,4.2,1.4,0,0.523,0.5,0.612,0.025,0.433,0.474,0.27
2024-07-07,,0.163,0.0,holiday,10.2,2.6,0.0,0,0.593,0.338,0.626,,0.585,0.46,0.261
2024-07-08,19.8,0.216,0.0,weekday,8.5,5.1,0.1,0,0.455,0.0,0.038,,0.063,0.062,0.403
2024-07-09,20.2,0.135,0.0,weekday,9.8,3.7,5.5,0,0.404,0.0,0.0,0.627,0.0,0.04,0.31
2024-07-10,21.2,0.167,1.0,weekday,9.5,3.5,0.0,0,0.427,0.216,0.224,0.584,,0.055,0.354
2024-07-11,19.6,0.14,0.0,weekday,10.1,2.8,0.0,0,0.528,0.0,0.042,0.725,0.009,0.074,0.422
2024-07-12,24.2,0.244,0.0,weekday,9.6,3.8,0.7,0,0.398,0.0,0.003,0.654,0.08,0.029,0.326
2024-07-13,20.4,0.093,0.0,holiday,11.4,2.1,2.1,0,0.577,0.366,0.606,0.096,,0.411,0.317
2024-07-14,26.1,0.2,0.0,holiday,10.3,3.9,0.0,0,0.612,0.335,0.541,0.072,0.588,0.475,0.292
2024-07-15,20.0,0.228,0.0,weekday,11.2,5.6,0.0,0,0.5,0.031,0.01,0.674,0.003,,0.363
2024-07-16,20.9,0.148,0.0,weekday,11.8,2.5,0.0,0,0.415,0.0,0.131,0.644,0.066,0.069,0.337
2024-07-17,23.1,0.176,0.0,weekday,11.1,2.6,0.0,0,0.327,0.0,0.0,0.555,0.021,0.027,0.246
2024-07-18,,0.157,0.0,weekday,11.4,4.0,0.7,0,0.364,0.0,,0.674,0.0,0.0,0.355
2024-07-19,1.2,0.143,0.0,weekday,12.4,3.7,0.0,0,0.322,0.0,0.012,0.671,0.093,0.047,0.36
2024-07-20,2.5,0.155,0.0,holiday,10.9,5.6,0.3,0,0.718,0.343,0.671,0.218,0.522,0.391,0.441
2024-07-21,1.4,0.113,0.0,holiday,11.1,3.1,3.5,0,0.783,0.41,0.548,0.014,0.48,0.366,0.365
2024-07-22,7.3,0.158,0.0,weekday,12.7,3.7,0.6,0,0.32,0.0,0.015,0.608,0.024,0.0,0.312
2024-07-23,3.9,0.158,0.0,weekday,12.4,4.2,0.0,0,0.291,0.0,0.013,,0.052,0.06,0.343
2024-07-24,1.8,0.147,1.0,weekday,12.7,4.9,3.0,0,0.456,0.274,0.277,0.639,0.164,0.096,0.463
2024-07-25,3.0,0.228,0.0,weekday,13.2,6.4,0.0,0,0.453,0.021,0.012,0.646,0.0,0.113,0.424
2024-07-26,,,1.0,weekday,12.9,4.2,0.0,0,0.535,0.26,0.367,0.748,0.141,0.079,0.549
2024-07-27,2.1,0.131,0.0,holiday,12.9,4.0,0.5,0,0.672,0.443,0.587,0.069,0.565,0.384,0.359
2024-07-28,0.9,,0.0,holiday,14.5,4.1,0.0,0,0.599,0.413,,0.114,0.57,0.38,0.374
2024-07-29,1.1,0.02,0.0,weekday,13.1,0.9,0.0,0,0.363,0.0,0.01,0.74,0.094,0.055,0.424
2024-07-30,3.2,0.146,0.0,weekday,14.5,3.9,0.0,0,0.541,0.044,0.0,0.602,0.033,0.043,0.373
2024-07-31,2.4,0.172,0.0,weekday,15.5,4.8,0.7,0,0.359,0.059,0.076,0.645,0.0,0.054,0.416
2024-08-01,14.3,0.32,0.0,holiday,13.6,7.7,0.7,0,0.618,0.116,0.326,0.0,0.338,0.188,0.279
2024-08-02,14.8,0.287,0.0,holiday,14.5,8.4,0.0,0,0.546,0.355,0.303,0.065,0.339,0.207,0.234
2024-08-03,9.6,0.187,0.0,holiday,15.3,5.5,0.0,0,0.838,0.415,0.439,0.129,0.454,0.366,0.373
2024-08-04,12.3,0.319,0.0,holiday,14.8,7.4,1.5,0,0.606,0.184,0.477,0.072,0.594,0.428,0.334
2024-08-05,10.8,0.295,1.0,holiday,16.3,8.1,0.0,0,0.392,0.413,0.53,0.051,0.488,,0.231
2024-08-06,8.9,0.298,0.0,holiday,15.6,7.8,0.0,0,0.681,0.169,0.317,0.15,0.339,0.155,0.337
2024-08-07,13.4,0.295,0.0,holiday,13.9,7.5,0.0,0,0.558,0.368,0.366,0.057,0.282,0.284,0.278
2024-08-08,9.7,0.184,0.0,holiday,16.5,4.7,0.0,0,0.547,0.222,0.272,0.055,0.28,0.192,0.276
2024-08-09,12.2,0.237,0.0,holiday,14.3,6.8,1.5,0,0.477,0.209,0.282,0.019,0.25,0.151,0.301
2024-08-10,12.5,0.148,0.0,holiday,15.7,3.9,0.0,0,0.499,0.479,0.661,0.036,0.543,0.402,0.245
2024-08-11,,0.274,0.0,holiday,17.0,6.8,0.0,0,0.772,0.42,0.604,0.094,0.579,0.271,0.351
2024-08-12,10.7,0.298,0.0,,16.4,8.4,1.3,0,0.486,0.137,0.224,0.034,0.288,0.216,0.277
2024-08-13,10.4,0.266,0.0,holiday,16.4,6.8,2.4,0,0.523,0.307,0.339,0.03,0.416,0.139,0.278
2024-08-14,13.6,0.29,0.0,holiday,17.2,8.1,3.3,0,0.515,0.287,0.251,0.033,0.203,0.235,0.3
2024-08-15,12.4,0.243,1.0,holiday,16.8,4.6,0.0,0,0.421,0.466,0.563,0.0,0.569,0.165,0.304
2024-08-16,16.8,0.288,0.0,holiday,18.0,7.3,0.0,0,0.493,0.305,0.245,0.023,0.331,0.188,0.263
2024-08-17,11.4,0.185,0.0,holiday,18.2,4.4,0.2,0,0.662,0.531,,0.078,0.573,0.405,0.304
2024-08-18,17.7,0.206,0.0,holiday,17.9,6.0,0.0,0,0.406,0.523,0.486,0.027,0.629,0.401,0.211
2024-08-19,9.9,0.292,0.0,holiday,17.0,7.9,0.6,0,0.632,0.075,0.176,0.08,0.31,0.285,0.31
2024-08-20,12.8,0.283,0.0,holiday,20.1,7.8,0.0,0,0.48,0.324,0.37,0.062,0.269,0.277,0.287
2024-08-21,13.3,0.544,0.0,holiday,18.5,5.5,2.2,1,0.483,0.233,0.357,0.044,0.283,0.285,0.234
2024-08-22,11.7,0.36,0.0,holiday,19.4,10.0,0.0,0,0.673,0.285,,0.219,0.365,0.143,0.384
2024-08-23,9.2,0.19,0.0,holiday,19.1,6.0,0.0,0,0.504,,0.242,,0.341,,0.28
2024-08-24,9.5,0.245,0.0,holiday,19.1,7.8,0.0,0,0.784,0.514,0.671,0.109,0.526,0.324,0.386
2024-08-25,,0.167,0.0,holiday,20.8,4.5,0.0,0,0.556,0.312,0.556,0.0,0.623,0.322,0.258
2024-08-26,11.5,0.222,0.0,holiday,20.0,6.0,0.0,0,0.515,0.328,0.394,0.056,0.309,0.149,0.318
2024-08-27,11.7,0.231,0.0,holiday,20.2,6.3,0.0,0,0.612,0.229,,,0.338,0.149,0.346
2024-08-28,9.2,0.349,0.0,holiday,19.9,8.6,0.0,0,0.518,0.302,0.305,0.158,0.402,0.238,0.355
2024-08-29,8.3,0.235,0.0,holiday,20.8,6.5,0.0,0,0.583,0.229,0.305,0.0,0.293,0.121,0.298
2024-08-30,13.0,0.216,0.0,holiday,20.0,6.8,0.0,0,0.584,0.257,0.298,0.073,0.292,0.22,0.219
2024-08-31,10.1,0.315,0.0,holiday,21.1,8.3,0.2,0,0.69,0.542,0.533,0.027,0.562,0.296,0.279
2024-09-01,9.8,0.272,0.0,holiday,21.3,8.6,0.0,0,0.577,0.38,0.462,0.044,0.626,0.246,0.294
2024-09-02,9.8,0.306,0.0,weekday,21.7,8.0,0.0,0,0.314,0.049,0.062,0.662,0.163,0.0,0.327
2024-09-03,14.7,0.232,0.0,weekday,21.9,6.4,3.2,0,0.351,0.02,0.0,0.602,0.134,0.025,0.354
2024-09-04,10.7,,0.0,weekday,21.4,8.2,0.0,0,,0.135,0.033,0.593,0.071,0.011,0.297
2024-09-05,12.6,0.307,0.0,weekday,22.4,8.7,1.1,0,0.31,0.0,0.04,0.648,0.064,0.0,0.258
2024-09-06,,0.272,0.0,weekday,22.1,7.3,0.0,0,0.406,0.093,0.028,0.669,0.107,0.001,0.349
2024-09-07,11.9,0.247,0.0,holiday,22.9,8.1,0.0,0,0.733,,0.621,0.111,0.641,0.488,0.348
2024-09-08,15.1,0.211,0.0,holiday,22.1,6.0,0.0,0,0.647,,0.592,0.135,0.673,0.348,0.353
2024-09-09,10.8,0.216,0.0,weekday,21.4,5.4,0.7,0,0.458,0.021,0.0,0.682,0.055,0.006,0.353
2024-09-10,9.2,,0.0,weekday,22.1,4.9,0.0,0,0.442,0.097,0.065,0.557,0.047,0.0,0.389
2024-09-11,10.8,0.255,0.0,weekday,24.2,6.4,0.0,0,0.419,0.013,0.0,0.656,0.154,0.0,0.41
2024-09-12,9.8,0.309,0.0,weekday,24.1,9.0,1.8,0,0.54,0.113,0.065,0.662,0.138,0.0,0.415
2024-09-13,8.8,0.304,,weekday,23.9,6.7,0.0,0,0.56,0.015,0.0,0.607,0.083,,0.419
2024-09-14,8.6,0.306,0.0,holiday,22.9,7.5,0.0,0,0.621,0.404,,0.173,0.589,0.32,0.356
2024-09-15,8.4,0.255,0.0,holiday,24.3,7.4,0.0,0,0.64,0.553,0.562,0.014,0.538,0.327,0.32
2024-09-16,,0.291,0.0,weekday,25.0,5.5,1.1,0,0.386,0.19,0.001,0.67,0.114,0.0,0.318
2024-09-17,12.9,0.21,0.0,weekday,23.9,4.4,0.0,0,0.54,0.066,0.0,0.692,0.0,0.075,0.443
2024-09-18,15.7,0.282,0.0,weekday,24.3,7.8,0.8,0,0.372,,0.066,0.684,0.172,0.001,0.363
2024-09-19,10.0,0.197,0.0,weekday,25.0,6.5,3.8,0,0.347,0.127,0.01,0.598,0.062,0.0,0.339
2024-09-20,,0.269,0.0,weekday,24.5,6.0,0.0,0,0.35,0.079,0.03,0.632,0.109,0.08,0.382
2024-09-21,13.2,,0.0,holiday,24.2,4.9,0.1,0,0.571,0.564,0.549,0.13,0.573,0.336,0.369
2024-09-22,11.4,0.274,0.0,holiday,25.9,7.0,0.4,0,0.834,0.575,0.579,0.204,0.583,0.348,0.423
2024-09-23,16.7,0.715,0.0,weekday,25.1,9.5,0.0,1,0.494,,0.048,0.598,,0.04,0.366
2024-09-24,12.0,0.333,0.0,weekday,24.6,9.4,1.8,0,0.471,0.0,0.0,0.788,0.159,0.0,0.443
2024-09-25,17.6,0.385,0.0,weekday,25.1,9.3,1.7,0,0.406,0.097,0.059,0.645,0.109,0.062,0.352
2024-09-26,10.7,0.291,0.0,weekday,23.6,8.7,1.6,0,,0.129,0.037,0.692,0.062,0.0,0.423
2024-09-27,12.0,0.161,0.0,weekday,26.2,5.1,0.0,0,0.484,0.066,0.028,0.742,0.181,0.0,0.49
2024-09-28,13.7,0.278,,holiday,25.3,7.7,0.0,0,0.66,0.284,0.542,0.046,0.623,0.417,0.309
2024-09-29,14.5,0.182,0.0,holiday,24.3,4.7,0.0,0,0.643,0.51,0.604,0.092,0.604,0.469,0.299
2024-09-30,9.5,0.285,0.0,weekday,25.5,6.6,0.0,0,0.432,0.079,0.046,0.609,0.218,0.018,0.332
2024-10-01,0.7,0.198,0.0,weekday,27.1,5.0,0.3,0,0.598,0.144,0.005,,0.099,0.026,0.42
2024-10-02,2.9,0.173,0.0,weekday,26.9,4.5,0.0,0,0.56,0.0,0.0,0.692,0.141,0.035,0.48
2024-10-03,5.3,0.137,0.0,weekday,27.1,4.7,0.0,0,0.363,0.141,0.0,0.634,0.033,0.038,0.331
2024-10-04,2.0,0.199,0.0,weekday,26.4,4.9,0.7,0,0.462,0.073,0.043,0.659,0.13,0.0,0.414
2024-10-05,0.9,0.174,0.0,holiday,26.8,3.9,2.8,0,0.568,0.576,0.585,0.157,0.579,0.378,0.416
2024-10-06,2.2,,0.0,holiday,25.3,4.9,3.2,0,0.815,0.591,0.626,0.063,0.606,0.291,0.372
2024-10-07,0.7,,0.0,weekday,26.8,5.6,0.1,0,0.471,0.103,0.0,0.667,0.122,0.008,0.365
2024-10-08,0.0,,0.0,weekday,27.2,4.8,2.9,0,0.473,0.112,0.022,0.686,0.123,0.0,0.371
2024-10-09,2.1,0.079,0.0,weekday,26.2,3.0,1.8,0,0.402,0.076,0.0,0.672,0.007,0.0,0.434
2024-10-10,3.0,0.188,0.0,weekday,27.8,5.4,1.5,0,0.343,0.0,0.01,0.646,0.111,0.001,0.393
2024-10-11,7.4,0.125,0.0,weekday,26.8,3.4,0.0,0,0.495,0.018,0.048,0.618,0.114,0.001,0.422
2024-10-12,2.5,0.175,0.0,holiday,27.7,4.1,0.0,0,0.723,0.526,0.63,0.2,0.573,0.334,0.425
2024-10-13,6.8,0.194,0.0,holiday,28.6,6.0,0.0,0,,0.316,0.539,0.083,0.585,0.292,0.354
2024-10-14,5.7,0.115,0.0,weekday,27.2,3.5,0.0,0,0.239,0.141,0.025,0.626,0.138,0.059,0.347
2024-10-15,6.5,0.086,0.0,weekday,26.8,3.2,1.3,0,0.529,0.218,0.0,0.685,0.062,0.0,0.45
2024-10-16,2.1,0.024,0.0,weekday,26.9,1.7,3.0,0,0.429,0.066,0.0,0.678,0.043,0.0,0.416
2024-10-17,0.3,0.204,0.0,weekday,28.6,6.6,1.0,0,0.362,0.15,0.019,0.584,0.175,0.0,0.349
2024-10-18,2.0,0.054,0.0,,27.2,1.8,0.0,0,0.435,0.138,0.055,0.674,0.097,0.0,0.481
2024-10-19,4.0,0.135,0.0,holiday,27.8,3.3,4.5,0,0.722,0.518,0.647,0.117,0.569,0.458,0.356
2024-10-20,0.8,0.116,1.0,holiday,29.3,3.3,0.0,0,0.559,0.834,0.864,0.076,0.739,0.397,0.342
2024-10-21,6.3,0.074,0.0,weekday,28.2,1.7,2.0,0,0.318,0.163,0.02,0.592,0.049,0.0,0.329
2024-10-22,1.8,0.095,0.0,weekday,27.3,2.8,1.1,0,0.477,0.207,0.014,0.614,0.156,0.032,0.431
2024-10-23,2.2,,0.0,weekday,29.4,2.5,0.0,0,0.334,0.207,,0.644,0.123,0.066,0.385
2024-10-24,3.5,0.073,0.0,weekday,28.1,2.1,0.8,0,0.471,0.176,0.0,0.677,0.12,0.041,0.428
2024-10-25,4.1,0.119,0.0,weekday,28.6,3.8,0.0,0,0.44,0.058,,0.628,0.142,0.033,0.444
2024-10-26,1.6,0.16,0.0,holiday,28.8,5.4,4.6,0,0.676,0.538,0.646,0.022,0.549,0.332,0.328
2024-10-27,3.7,0.035,0.0,holiday,28.0,1.9,2.9,0,0.679,0.6,0.549,0.195,0.665,0.343,0.295
2024-10-28,2.4,,0.0,weekday,28.6,3.5,0.0,0,0.533,0.296,0.155,0.671,0.169,0.04,0.396
2024-10-29,4.0,0.108,0.0,weekday,28.5,3.2,0.5,0,0.503,0.182,0.047,0.621,,0.021,0.346
2024-10-30,1.2,0.179,0.0,weekday,29.1,4.5,2.0,0,0.467,0.099,0.0,0.656,0.077,0.0,0.381
2024-10-31,2.8,0.105,0.0,weekday,28.5,2.3,1.5,0,0.284,0.15,0.0,0.649,0.014,0.093,0.341
2024-11-01,2.7,0.062,0.0,weekday,27.9,3.6,1.0,0,0.469,0.032,0.0,0.547,0.042,0.071,0.355
2024-11-02,1.7,0.122,0.0,holiday,26.8,3.0,0.2,0,0.541,0.406,0.588,0.081,0.579,0.398,0.338
2024-11-03,7.5,0.082,1.0,holiday,29.1,2.5,0.0,0,0.628,0.72,0.811,0.084,0.773,0.37,0.411
2024-11-04,4.7,0.145,0.0,weekday,29.5,4.4,1.4,0,0.402,0.17,0.008,0.722,0.086,0.044,0.424
2024-11-05,2.4,0.074,0.0,weekday,28.0,3.7,1.3,0,0.455,0.103,0.002,0.691,0.12,0.124,0.381
2024-11-06,,0.254,0.0,weekday,28.5,5.6,0.0,0,0.383,0.141,0.075,0.698,0.165,0.0,0.388
2024-11-07,4.0,0.156,0.0,weekday,28.9,4.2,0.1,0,0.464,0.0,0.035,0.649,0.102,0.039,0.383
2024-11-08,10.9,0.123,0.0,weekday,30.1,4.4,0.0,0,0.352,0.261,0.042,0.597,0.175,0.0,0.342
2024-11-09,4.2,0.07,0.0,holiday,28.7,3.2,0.0,0,0.541,0.569,0.56,0.081,0.471,0.332,0.318
2024-11-10,6.0,0.192,1.0,holiday,29.4,4.7,0.0,0,0.763,0.833,0.886,0.114,0.837,0.353,0.412
2024-11-11,1.4,0.142,0.0,weekday,28.7,3.1,0.9,0,0.498,0.168,0.001,0.628,0.06,0.028,0.444
2024-11-12,1.5,,0.0,weekday,26.8,4.9,1.1,0,0.544,0.035,0.03,0.688,0.205,0.0,0.492
2024-11-13,0.7,0.121,0.0,weekday,28.4,3.5,1.0,0,0.31,0.15,0.0,0.656,0.1,0.0,0.377
2024-11-14,1.5,,0.0,weekday,28.1,3.0,0.0,0,0.519,0.095,0.0,0.674,0.165,0.124,0.452
2024-11-15,2.9,0.176,0.0,weekday,29.8,6.6,1.8,0,0.469,0.069,0.036,0.648,0.146,0.083,0.358
2024-11-16,7.4,0.13,0.0,holiday,27.4,3.4,0.1,0,0.518,0.508,0.672,0.024,0.501,0.369,0.289
2024-11-17,7.4,0.219,0.0,holiday,28.5,7.3,0.0,0,,0.495,0.648,0.1,0.581,0.348,0.356
