date,holiday,event_local_flag,rainfall_mm,lodging_occupancy_ratio,tourist_inflow_count,temperature_c,wind_speed_mps,snowfall_cm,typhoon_alert_flag,mobility_inflow_index,rail_ridership,temple_shrine_visits,onsen_visitors_count,beach_crowd_index,y
2024-04-15,weekday,0.0,3.9,,0.016,3.5,3.8,0.3,0,0.353,0.663,0.034,0.127,,0.024
2024-04-16,weekday,1.0,6.0,0.218,0.196,4.2,3.9,0.6,0,0.538,0.626,0.162,0.161,0.024,0.236
2024-04-17,weekday,0.0,2.9,0.014,0.041,2.6,3.8,0.0,0,0.292,0.625,0.078,0.104,0.0,0.001
2024-04-18,weekday,0.0,3.2,0.005,,2.5,6.1,0.0,0,0.444,0.683,0.0,0.164,0.0,0.082
2024-04-19,weekday,0.0,1.0,0.0,0.01,2.9,4.6,1.4,0,,0.684,0.0,0.119,0.0,0.017
2024-04-20,holiday,1.0,7.1,0.902,0.644,1.6,6.3,0.0,0,0.683,0.059,0.689,0.496,0.022,0.756
2024-04-21,holiday,0.0,8.2,0.579,0.401,2.0,4.2,0.6,0,0.62,0.032,0.457,0.48,,0.499
2024-04-22,weekday,0.0,8.3,0.0,0.031,1.9,5.7,0.0,0,0.377,0.712,0.0,0.15,0.0,0.0
2024-04-23,weekday,0.0,6.8,0.057,0.0,2.2,6.9,0.0,0,0.534,0.675,0.044,0.146,0.0,0.0
2024-04-24,weekday,0.0,4.5,0.019,0.045,1.6,6.3,0.3,0,0.414,0.62,0.011,0.192,0.0,0.037
2024-04-25,weekday,0.0,6.4,0.0,0.0,2.0,3.6,1.7,0,0.439,,0.0,0.066,0.0,0.0
2024-04-26,weekday,0.0,6.0,0.0,0.0,3.8,4.1,0.0,0,0.304,0.625,0.0,,0.0,0.023
2024-04-27,holiday,0.0,4.0,0.532,0.39,3.3,3.1,0.0,0,0.625,0.06,0.525,0.457,0.128,0.487
2024-04-28,holiday,0.0,1.5,0.574,0.5,2.1,4.6,0.0,0,0.629,0.022,0.489,0.501,0.06,0.483
2024-04-29,weekday,0.0,2.7,0.068,0.066,2.6,6.3,1.5,0,0.333,0.63,0.022,0.181,0.0,0.031
2024-04-30,weekday,0.0,7.1,0.0,0.0,2.8,4.1,1.5,0,0.544,0.788,0.0,0.147,0.0,0.0
2024-05-01,holiday,0.0,3.5,0.294,0.194,1.7,5.0,0.7,0,0.569,0.082,0.226,0.317,0.0,0.407
2024-05-02,holiday,0.0,,0.321,0.239,2.3,6.7,0.7,0,0.499,0.154,0.28,,0.0,0.42
2024-05-03,holiday,0.0,1.4,0.242,,2.9,6.9,1.7,0,0.469,0.088,0.222,0.226,0.007,0.358
2024-05-04,holiday,0.0,1.7,0.576,0.361,3.2,4.3,0.0,0,0.605,0.095,0.512,0.438,0.077,0.399
2024-05-05,holiday,0.0,1.3,0.521,0.405,2.0,5.9,0.0,0,0.618,0.089,0.423,0.463,0.0,0.442
2024-05-06,holiday,0.0,8.0,0.294,0.061,2.5,4.3,1.3,0,0.493,0.109,0.194,0.316,0.0,0.277
2024-05-07,holiday,0.0,4.5,0.217,0.005,3.6,7.2,0.0,0,0.692,0.123,0.23,0.25,0.0,0.348
2024-05-08,holiday,0.0,,0.191,0.174,3.6,5.7,2.1,0,0.581,0.123,0.231,0.159,0.0,0.428
2024-05-09,holiday,0.0,3.5,0.283,0.074,3.8,5.0,1.8,0,0.533,0.092,0.23,0.277,0.0,0.341
2024-05-10,holiday,0.0,6.7,0.252,0.164,3.1,3.8,1.4,0,0.629,0.056,0.238,0.283,0.051,0.403
2024-05-11,holiday,0.0,3.9,0.571,0.37,4.0,5.9,0.0,0,0.572,,0.543,0.487,0.108,0.48
2024-05-12,holiday,0.0,5.8,0.621,,2.2,5.0,0.0,0,0.662,0.057,0.538,0.486,0.19,0.491
2024-05-13,holiday,0.0,,0.236,0.137,3.1,5.3,2.6,0,0.708,0.168,0.275,0.283,0.131,0.384
2024-05-14,holiday,0.0,2.7,0.226,,3.6,6.5,0.0,0,0.495,0.045,0.269,0.33,0.042,0.457
2024-05-15,holiday,0.0,3.3,0.212,0.04,2.1,6.0,2.7,0,0.631,0.095,0.191,0.324,0.0,0.422
2024-05-16,holiday,0.0,2.1,0.363,0.141,2.3,3.6,0.0,0,0.601,0.121,0.148,0.278,0.0,0.438
2024-05-17,holiday,0.0,2.3,0.282,0.148,3.6,4.3,2.1,0,0.705,0.111,0.18,0.287,0.0,0.428
2024-05-18,holiday,0.0,4.0,0.554,0.406,1.4,5.3,0.0,0,0.713,0.053,0.579,0.452,0.0,0.446
2024-05-19,holiday,0.0,9.8,0.544,0.211,2.4,5.5,0.9,0,0.648,0.018,0.399,0.347,0.001,0.449
2024-05-20,holiday,0.0,0.7,0.214,0.155,4.2,3.7,0.0,0,0.43,0.058,0.229,0.328,0.069,0.378
2024-05-21,holiday,0.0,1.6,0.272,0.215,2.8,4.7,1.1,0,0.572,0.065,0.308,0.342,0.064,0.362
2024-05-22,,0.0,4.2,0.35,0.324,2.9,4.0,0.0,0,0.65,0.166,0.155,0.31,0.038,0.475
2024-05-23,holiday,0.0,3.6,0.191,0.187,2.4,7.3,1.0,0,0.606,0.165,0.236,0.282,0.055,0.411
2024-05-24,holiday,,4.8,0.301,0.349,4.2,4.8,0.0,0,,0.072,0.265,0.302,0.0,0.467
2024-05-25,holiday,0.0,3.2,0.687,0.464,3.1,4.3,0.0,0,0.579,0.098,0.608,0.501,0.076,0.506
2024-05-26,holiday,0.0,5.4,0.539,0.276,3.3,6.0,0.1,0,0.674,0.0,0.508,0.478,0.033,0.413
2024-05-27,holiday,0.0,8.2,0.245,0.227,3.5,4.4,0.0,0,0.505,0.007,0.28,0.295,0.017,0.436
2024-05-28,holiday,0.0,3.9,0.301,0.131,4.5,6.1,3.7,0,0.546,0.0,0.255,0.323,0.0,0.345
2024-05-29,holiday,0.0,8.1,0.344,0.238,4.0,5.7,1.5,0,0.492,0.058,0.3,0.318,0.0,0.412
2024-05-30,holiday,0.0,5.1,0.338,0.305,3.0,2.3,0.0,0,0.491,0.087,0.155,0.3,0.056,0.529
2024-05-31,holiday,1.0,6.3,0.52,0.443,3.4,7.7,0.6,0,0.49,0.088,0.461,0.265,0.0,0.675
2024-06-01,holiday,0.0,4.7,0.582,0.286,3.0,4.3,0.0,0,0.678,0.012,0.62,0.508,0.232,0.386
2024-06-02,holiday,0.0,4.0,0.612,0.37,3.8,3.8,0.0,0,0.697,0.107,0.378,,0.12,0.453
2024-06-03,weekday,0.0,3.8,0.044,0.009,4.0,5.2,4.2,0,0.454,0.77,0.0,0.148,0.0,0.035
2024-06-04,weekday,0.0,3.7,0.031,,3.9,5.5,0.0,0,0.376,0.62,0.063,,0.0,0.002
2024-06-05,weekday,0.0,0.8,0.056,0.027,4.2,4.9,0.0,0,0.394,0.682,0.069,0.125,0.0,0.006
2024-06-06,weekday,0.0,2.1,0.008,0.169,4.0,5.3,0.0,0,0.546,0.652,0.0,0.11,0.0,0.059
2024-06-07,weekday,0.0,4.6,0.086,0.0,3.9,2.4,2.4,0,0.374,0.648,0.023,0.09,0.036,0.0
2024-06-08,holiday,0.0,21.6,0.582,0.396,5.6,5.2,0.0,0,0.689,0.105,0.544,0.51,0.122,0.416
2024-06-09,holiday,0.0,22.4,0.558,0.338,4.2,5.5,0.0,0,0.736,0.141,0.506,0.495,,0.484
2024-06-10,weekday,0.0,21.7,,0.0,4.1,2.3,1.1,0,0.357,0.757,0.033,,0.0,0.0
2024-06-11,weekday,0.0,21.5,0.11,0.0,5.7,6.2,1.5,0,0.224,0.557,0.0,0.15,0.0,0.0
2024-06-12,weekday,0.0,24.2,0.005,0.0,5.0,6.6,0.0,0,0.456,,0.0,0.119,0.0,0.0
2024-06-13,weekday,1.0,19.6,0.251,0.231,4.8,3.8,0.0,0,,0.559,0.13,0.1,0.0,0.236
2024-06-14,weekday,1.0,21.2,0.219,0.152,4.9,5.8,0.2,0,0.474,0.628,0.222,0.127,0.0,0.175
2024-06-15,holiday,0.0,19.0,0.551,0.392,5.7,4.3,0.0,0,0.544,0.0,,0.468,0.0,0.436
2024-06-16,holiday,0.0,18.3,0.461,0.309,4.9,5.3,2.0,0,0.783,0.219,0.487,0.475,0.0,0.476
2024-06-17,weekday,0.0,23.3,0.005,0.0,5.1,5.4,1.5,0,0.453,0.568,0.001,0.127,0.0,0.0
2024-06-18,weekday,0.0,22.9,0.038,0.0,5.1,7.0,0.0,0,0.526,0.7,,0.086,0.0,0.0
2024-06-19,weekday,0.0,20.5,0.0,0.002,6.2,4.6,0.0,0,0.52,0.69,,0.095,0.0,0.0
2024-06-20,weekday,0.0,20.2,0.033,0.067,5.6,7.6,0.3,0,0.453,0.625,0.038,0.054,0.0,0.012
2024-06-21,weekday,0.0,23.2,0.0,,5.7,6.1,0.1,0,0.427,0.574,0.0,0.123,0.0,0.0
2024-06-22,holiday,1.0,20.5,0.865,0.652,6.5,5.4,0.1,0,0.66,0.058,0.693,0.578,0.028,0.709
2024-06-23,holiday,0.0,21.8,0.608,0.344,5.2,7.0,0.1,0,0.676,0.097,0.522,0.407,0.014,0.391
2024-06-24,weekday,0.0,19.3,0.0,0.0,6.0,7.1,0.0,0,0.459,0.614,0.0,0.122,0.0,0.0
2024-06-25,weekday,0.0,24.0,0.0,0.0,6.8,4.1,0.0,0,0.463,0.579,0.0,0.046,0.0,0.0
2024-06-26,weekday,0.0,23.6,0.0,0.039,6.7,5.0,0.9,0,,0.591,0.039,0.069,0.0,0.0
2024-06-27,weekday,0.0,21.9,0.0,,6.4,4.2,0.0,0,0.391,0.593,0.0,0.115,0.0,0.0
2024-06-28,weekday,0.0,23.3,0.0,0.0,7.9,5.5,2.1,0,0.495,0.636,0.026,0.049,0.0,0.0
2024-06-29,holiday,0.0,18.6,0.59,0.271,9.0,3.6,0.0,0,0.638,0.125,0.555,0.396,0.0,0.365
2024-06-30,holiday,0.0,20.3,0.5,0.269,7.8,3.9,0.0,0,0.657,0.068,0.487,0.518,0.0,0.436
2024-07-01,weekday,0.0,23.7,0.0,0.0,8.5,6.0,1.6,0,0.414,0.65,0.073,,0.0,0.01
2024-07-02,weekday,0.0,20.2,0.017,0.0,8.0,5.0,0.0,0,0.499,0.633,0.119,0.081,0.0,0.008
2024-07-03,weekday,0.0,19.2,0.0,0.0,9.3,7.2,0.0,0,0.418,0.512,0.0,0.089,0.0,0.0
2024-07-04,weekday,0.0,23.7,,0.0,9.6,6.5,0.0,0,0.556,0.667,0.0,0.029,0.0,0.0
2024-07-05,weekday,0.0,20.8,0.029,0.0,9.1,7.4,0.6,0,0.511,0.57,0.072,0.152,0.0,0.0
2024-07-06,holiday,0.0,20.3,0.542,0.333,8.9,6.5,1.1,0,0.661,0.127,0.555,0.481,0.0,0.404
2024-07-07,holiday,0.0,20.9,0.485,0.354,9.0,5.6,2.3,0,0.539,0.0,0.578,0.397,0.019,0.444
2024-07-08,weekday,0.0,21.7,0.0,0.0,9.7,5.8,1.1,0,0.452,0.626,0.02,0.032,0.0,0.0
2024-07-09,weekday,0.0,25.3,0.076,0.0,9.4,5.7,0.0,0,0.357,0.613,0.0,0.075,0.0,0.0
2024-07-10,weekday,0.0,23.8,0.056,0.0,10.5,6.0,0.0,0,0.421,0.571,0.004,0.0,0.0,0.0
2024-07-11,weekday,0.0,25.4,0.032,0.0,10.6,5.0,0.0,0,0.459,0.588,0.077,0.1,0.0,0.0
2024-07-12,weekday,0.0,19.4,0.001,0.0,9.8,4.8,0.0,0,0.329,0.691,0.08,0.091,0.0,0.0
2024-07-13,holiday,0.0,20.5,0.647,0.468,11.2,4.6,0.0,0,0.715,0.168,0.52,0.373,0.027,0.473
2024-07-14,holiday,0.0,20.9,0.612,0.276,10.4,6.0,0.8,0,0.617,0.057,0.596,0.534,0.0,0.372
2024-07-15,weekday,0.0,26.9,0.014,0.0,11.4,6.0,1.0,0,0.496,0.638,0.0,,0.0,0.013
2024-07-16,weekday,0.0,20.3,,0.0,9.6,6.0,0.8,0,0.509,0.653,,0.095,,0.0
2024-07-17,weekday,0.0,20.4,0.09,0.0,11.8,5.4,0.3,0,0.455,0.677,0.034,0.0,0.0,0.0
2024-07-18,weekday,0.0,20.3,0.044,0.0,10.9,3.6,0.0,0,0.555,0.656,0.0,0.08,0.0,0.0
2024-07-19,weekday,0.0,4.2,0.0,0.0,11.5,4.6,0.0,0,0.286,0.657,0.024,0.0,0.02,0.0
2024-07-20,holiday,0.0,3.5,0.536,0.488,10.7,5.4,0.7,0,0.632,0.018,0.65,0.383,0.207,0.529
2024-07-21,holiday,0.0,5.2,0.606,0.416,12.3,3.8,0.0,0,,0.044,0.503,0.431,0.098,0.488
2024-07-22,weekday,0.0,4.1,0.011,,12.5,5.3,0.0,0,0.485,0.681,0.039,0.188,0.0,0.045
2024-07-23,weekday,0.0,3.3,0.0,0.0,11.8,4.8,0.0,0,0.348,0.664,0.0,0.075,0.0,0.009
2024-07-24,weekday,0.0,1.6,0.16,0.115,13.5,2.4,0.8,0,,,0.019,0.038,0.0,0.08
2024-07-25,weekday,0.0,7.7,,0.081,13.1,7.4,0.2,0,0.339,0.624,0.0,0.044,0.0,0.006
2024-07-26,weekday,0.0,1.9,0.0,0.087,14.3,5.2,2.6,0,0.404,0.608,0.037,0.151,0.024,0.041
2024-07-27,holiday,0.0,6.7,0.554,0.279,12.9,5.6,0.0,0,0.652,0.185,0.613,0.453,,0.453
2024-07-28,holiday,0.0,1.9,,0.38,14.1,5.4,0.0,0,0.732,0.15,0.584,0.379,0.119,0.461
2024-07-29,weekday,0.0,1.1,0.0,0.008,14.2,4.4,2.8,0,,0.637,0.142,0.026,0.0,0.015
2024-07-30,weekday,0.0,8.8,0.044,0.026,15.0,4.6,0.0,0,0.423,0.678,0.028,0.034,0.0,0.001
2024-07-31,weekday,0.0,6.0,0.0,0.036,14.5,4.7,1.0,0,0.47,0.589,0.0,0.0,0.0,0.024
2024-08-01,holiday,0.0,11.4,0.253,0.14,14.3,8.2,2.6,0,0.539,0.035,0.381,0.197,0.0,0.416
2024-08-02,holiday,0.0,13.6,0.329,0.135,13.5,8.3,0.0,0,0.595,0.055,0.316,0.316,0.0,0.439
2024-08-03,holiday,0.0,,0.563,0.353,14.6,5.4,1.5,0,0.674,0.155,0.514,0.308,0.048,0.481
2024-08-04,holiday,,16.0,0.582,0.48,13.9,8.3,1.8,0,0.547,0.117,0.515,0.404,0.066,0.443
2024-08-05,holiday,0.0,9.1,0.239,0.277,15.9,11.3,2.1,0,0.595,0.148,0.378,0.117,0.0,0.424
2024-08-06,holiday,1.0,12.3,,,16.2,10.6,0.6,0,0.399,0.0,0.526,0.209,,0.691
2024-08-07,holiday,0.0,13.2,0.285,0.243,15.5,8.3,0.3,0,0.492,0.0,0.335,0.219,0.0,0.451
2024-08-08,holiday,0.0,10.2,0.329,0.364,15.4,7.9,1.4,0,0.508,0.027,0.286,0.235,0.0,0.411
2024-08-09,holiday,,10.0,0.364,0.143,16.5,8.8,0.9,0,0.629,0.008,0.248,0.212,0.036,0.423
2024-08-10,holiday,0.0,11.0,0.587,0.428,14.8,8.6,0.0,0,0.664,,0.545,0.429,0.0,0.434
2024-08-11,holiday,0.0,13.4,0.519,0.428,15.8,7.8,1.3,0,0.642,0.054,,0.4,0.036,0.421
2024-08-12,holiday,0.0,9.7,0.308,0.313,15.9,7.8,4.4,0,0.7,0.084,0.3,,0.022,0.431
2024-08-13,holiday,0.0,9.4,0.344,0.173,18.0,7.1,0.0,0,0.591,0.0,0.396,0.293,0.0,0.464
2024-08-14,holiday,0.0,10.6,0.361,0.39,16.9,6.8,0.9,0,0.611,0.15,0.308,0.174,0.025,0.463
2024-08-15,holiday,0.0,10.3,0.26,0.262,18.0,7.3,0.6,0,0.686,0.053,0.317,0.158,0.01,0.427
2024-08-16,holiday,1.0,9.1,0.632,0.448,17.9,9.5,0.0,0,0.633,0.064,0.519,0.193,0.0,0.721
2024-08-17,holiday,0.0,14.6,,0.456,17.9,7.6,0.0,0,0.691,0.077,0.553,,0.16,0.525
2024-08-18,holiday,0.0,13.6,,0.448,18.2,7.7,0.1,0,0.534,0.166,0.583,0.352,0.128,0.479
2024-08-19,holiday,0.0,11.7,0.247,0.137,18.1,8.5,0.9,0,0.509,0.038,0.349,0.298,0.05,0.44
2024-08-20,holiday,0.0,9.2,0.267,0.364,18.9,10.1,2.4,0,0.595,0.101,0.292,0.216,0.0,0.437
2024-08-21,holiday,0.0,12.4,0.235,0.225,18.4,7.1,0.0,0,0.584,0.081,0.356,0.136,0.088,0.481
2024-08-22,holiday,0.0,10.2,0.275,0.154,19.2,6.4,0.6,1,0.557,0.0,0.275,0.135,0.204,0.441
2024-08-23,holiday,0.0,15.4,0.223,0.123,18.8,7.8,0.0,1,0.606,0.017,0.254,0.153,0.025,0.384
2024-08-24,holiday,0.0,8.6,0.701,0.45,18.4,8.5,0.1,0,0.603,0.0,0.521,0.382,0.105,0.51
2024-08-25,holiday,0.0,12.6,0.552,0.452,17.7,10.5,1.4,0,,0.128,0.51,0.349,0.062,0.461
2024-08-26,holiday,0.0,10.8,0.316,0.343,19.2,7.0,0.0,0,,0.069,0.333,0.171,0.057,0.418
2024-08-27,holiday,0.0,9.9,0.238,0.246,20.9,9.1,2.7,0,0.622,0.06,0.316,0.167,0.048,0.351
2024-08-28,holiday,0.0,11.0,0.379,0.358,21.5,7.9,1.6,0,0.411,0.055,0.355,0.114,0.087,0.47
2024-08-29,holiday,0.0,9.2,0.271,0.338,20.3,7.2,1.1,0,0.581,0.051,0.365,0.239,0.158,0.451
2024-08-30,holiday,0.0,10.4,0.267,0.277,20.1,7.2,0.0,0,0.553,0.063,0.301,0.212,0.0,0.419
2024-08-31,holiday,0.0,9.7,0.53,0.386,19.6,6.7,0.0,0,0.737,0.085,0.551,0.309,0.3,0.47
2024-09-01,holiday,0.0,11.9,0.502,0.366,20.8,9.0,3.4,0,0.745,0.072,,0.37,,0.491
2024-09-02,weekday,0.0,12.4,0.0,0.063,21.3,8.8,0.0,0,0.391,0.609,0.108,0.0,0.0,0.0
2024-09-03,weekday,0.0,15.8,0.029,0.063,21.7,8.8,0.0,0,0.413,0.598,0.121,0.0,0.023,0.0
2024-09-04,weekday,0.0,14.1,0.0,0.0,23.1,6.6,0.0,0,0.517,0.693,0.138,0.0,0.139,0.039
2024-09-05,weekday,1.0,11.3,,0.321,22.6,4.1,1.4,0,0.51,0.632,0.298,0.016,0.085,0.29
2024-09-06,weekday,0.0,14.1,0.0,0.0,21.6,10.9,1.0,0,0.362,0.65,0.07,0.0,0.0,0.0
2024-09-07,holiday,0.0,11.4,0.675,0.52,23.2,6.6,0.0,0,0.93,0.121,0.638,0.447,0.282,0.573
2024-09-08,holiday,0.0,10.3,0.58,0.618,22.1,8.2,4.3,0,0.708,0.024,0.559,0.352,0.246,0.534
2024-09-09,weekday,0.0,14.9,0.076,0.0,20.9,8.4,0.1,0,0.48,0.501,0.12,0.007,0.044,0.015
2024-09-10,weekday,0.0,11.8,0.035,0.181,22.3,8.5,1.5,0,0.516,0.628,0.101,0.007,0.0,0.033
2024-09-11,weekday,0.0,11.5,0.0,0.009,22.8,8.9,0.5,0,0.393,0.58,0.171,0.002,0.0,0.0
2024-09-12,weekday,0.0,13.3,0.0,,23.6,9.7,0.0,0,0.33,0.555,0.092,0.018,0.062,0.087
2024-09-13,weekday,1.0,11.3,0.233,0.178,23.1,8.8,1.7,0,0.399,0.823,0.279,0.0,0.096,0.248
2024-09-14,holiday,1.0,12.3,0.8,0.811,23.0,7.8,1.4,0,0.713,0.069,0.665,0.327,0.301,0.791
2024-09-15,holiday,0.0,12.0,0.573,,25.0,6.8,0.9,0,0.668,0.103,0.579,0.346,0.319,0.533
2024-09-16,weekday,0.0,17.0,0.0,0.0,23.4,8.2,0.0,0,0.404,0.59,0.049,0.0,0.067,0.031
2024-09-17,weekday,0.0,11.2,0.068,0.0,24.7,7.3,0.0,0,0.431,0.575,0.047,0.001,0.227,0.0
2024-09-18,weekday,0.0,9.2,0.03,0.143,24.0,5.1,0.0,0,0.378,0.663,0.075,0.0,0.256,0.058
2024-09-19,weekday,0.0,8.9,0.0,0.158,25.1,11.5,0.0,0,0.263,0.638,0.16,0.022,0.12,0.039
2024-09-20,weekday,0.0,13.6,0.0,0.0,24.1,8.0,0.2,0,0.412,0.625,0.078,0.099,0.089,0.017
2024-09-21,holiday,0.0,14.1,0.615,0.437,24.7,5.2,3.8,0,0.719,0.11,0.556,0.372,0.303,0.46
2024-09-22,holiday,0.0,13.8,0.579,0.427,24.6,9.4,0.7,0,0.608,0.151,0.486,0.308,0.272,0.453
2024-09-23,weekday,1.0,13.8,0.185,0.395,26.5,8.3,0.0,0,0.484,0.663,,0.0,0.152,0.288
2024-09-24,weekday,0.0,9.5,0.074,0.077,26.8,7.0,0.0,0,0.456,0.613,0.052,0.0,0.16,0.055
2024-09-25,weekday,0.0,10.3,0.011,0.047,25.2,5.9,0.0,0,0.295,0.593,0.132,,0.188,0.076
2024-09-26,weekday,0.0,9.9,0.07,0.0,24.6,9.2,1.4,0,0.477,0.626,0.143,0.0,0.053,0.014
2024-09-27,weekday,0.0,11.2,0.0,0.123,26.2,6.8,0.0,0,0.424,0.572,0.116,0.027,0.168,0.061
2024-09-28,holiday,0.0,9.3,0.58,0.496,26.9,7.1,2.9,0,0.88,0.156,0.534,0.313,0.41,0.589
2024-09-29,holiday,1.0,12.9,0.772,0.733,25.8,7.8,0.0,0,0.882,0.16,0.736,,,0.779
2024-09-30,weekday,0.0,16.8,0.0,0.0,24.4,7.8,0.0,0,,0.702,0.144,0.0,0.216,0.012
2024-10-01,weekday,0.0,2.3,0.095,0.195,24.4,4.2,0.0,0,,0.686,0.111,0.014,0.179,0.086
2024-10-02,weekday,0.0,2.3,0.029,0.23,26.9,5.5,2.5,0,0.329,,0.09,0.0,0.431,0.094
2024-10-03,weekday,0.0,4.7,,0.192,26.3,4.5,0.0,0,0.532,0.667,0.137,0.0,0.314,0.052
2024-10-04,weekday,0.0,3.2,0.016,0.117,27.3,3.5,0.0,0,0.428,0.61,0.0,,0.252,0.087
2024-10-05,holiday,0.0,2.6,0.653,0.497,26.0,1.6,0.0,0,0.715,0.089,0.587,0.314,0.463,0.529
2024-10-06,holiday,0.0,6.5,0.604,0.696,27.8,3.8,0.6,0,0.54,0.117,0.666,0.374,0.411,0.564
2024-10-07,weekday,0.0,1.8,0.061,0.181,26.9,5.4,0.0,0,0.473,0.74,0.209,0.033,0.258,0.061
2024-10-08,weekday,0.0,6.5,0.006,0.379,27.7,4.4,1.6,0,0.555,0.687,0.097,0.0,0.309,0.144
2024-10-09,weekday,0.0,6.4,0.0,0.189,27.3,6.1,0.0,0,0.549,0.693,0.158,0.0,0.178,0.097
2024-10-10,weekday,0.0,2.0,0.047,0.127,27.1,5.7,0.0,0,0.447,0.69,0.097,0.039,0.293,0.102
2024-10-11,weekday,,2.1,0.03,0.149,27.0,7.5,0.9,0,0.517,0.678,0.033,0.0,0.107,0.059
2024-10-12,holiday,0.0,6.2,0.584,,27.1,5.9,0.0,0,0.599,0.031,0.554,0.404,0.365,0.529
2024-10-13,holiday,0.0,5.2,0.525,0.639,27.3,6.7,0.0,0,0.754,0.039,0.53,0.256,0.392,0.6
2024-10-14,weekday,0.0,4.4,0.019,0.102,27.1,5.8,0.0,0,0.529,0.695,0.085,0.048,0.279,0.046
2024-10-15,weekday,0.0,2.9,0.082,0.129,27.4,5.5,0.0,0,0.547,0.589,0.0,0.034,0.193,0.061
2024-10-16,weekday,0.0,0.3,0.0,0.206,26.9,5.3,2.3,0,,0.644,0.148,0.0,0.259,0.091
2024-10-17,,0.0,2.4,0.033,0.062,28.2,6.6,0.0,0,,0.682,0.104,0.0,0.3,0.086
2024-10-18,weekday,0.0,5.0,0.023,0.107,27.5,5.8,0.0,0,0.419,,0.0,0.008,0.24,0.111
2024-10-19,holiday,0.0,,0.592,0.58,28.5,5.7,0.0,0,0.512,0.069,,0.357,0.492,0.583
2024-10-20,holiday,0.0,0.7,0.571,0.488,27.6,3.7,2.2,0,0.843,0.102,,0.397,0.483,0.548
2024-10-21,weekday,0.0,0.8,0.068,0.203,27.6,5.2,0.0,0,0.462,0.7,0.1,0.083,0.329,0.121
2024-10-22,weekday,,2.0,0.0,0.14,27.8,4.3,1.0,0,0.405,0.593,0.145,0.0,0.4,0.057
2024-10-23,weekday,0.0,3.3,0.0,0.03,28.3,6.9,0.0,0,0.354,0.687,0.137,0.001,0.301,0.039
2024-10-24,weekday,0.0,3.7,0.014,0.12,28.4,4.2,0.0,0,0.416,0.617,0.085,0.001,0.317,0.071
2024-10-25,weekday,0.0,4.1,0.05,0.12,27.6,5.1,0.0,0,0.288,0.634,0.177,,0.181,0.061
2024-10-26,holiday,0.0,3.2,0.593,0.422,28.1,4.4,0.0,0,0.739,0.165,0.529,0.411,,0.555
2024-10-27,holiday,0.0,1.5,0.643,0.47,28.9,5.2,1.5,0,0.721,0.14,0.587,0.316,0.601,0.488
2024-10-28,weekday,1.0,4.1,0.28,0.269,29.3,7.8,1.7,0,0.429,0.679,0.266,0.0,0.274,0.348
2024-10-29,weekday,0.0,6.1,0.066,0.102,28.0,6.3,0.0,0,0.308,0.611,0.14,0.0,0.266,0.043
2024-10-30,weekday,0.0,1.1,0.109,0.207,27.5,4.5,2.7,0,0.422,0.692,0.135,0.075,0.316,0.099
2024-10-31,weekday,0.0,7.7,,0.083,28.4,5.1,0.0,0,0.409,0.594,,0.012,0.167,0.041
2024-11-01,weekday,0.0,2.2,0.0,0.123,29.0,5.8,0.0,0,0.402,,0.08,,0.341,0.028
2024-11-02,holiday,0.0,1.5,0.58,0.578,28.7,6.1,0.0,0,0.542,0.113,0.647,0.343,0.673,0.585
2024-11-03,holiday,0.0,4.3,0.604,0.559,28.8,6.6,1.7,0,0.747,0.174,0.596,0.348,,0.514
2024-11-04,weekday,0.0,2.5,0.032,0.185,28.5,5.4,0.0,0,0.416,0.588,0.161,0.022,0.262,0.056
2024-11-05,weekday,0.0,3.9,,0.225,29.0,4.9,0.0,0,0.371,0.582,0.081,0.03,0.299,0.072
2024-11-06,weekday,0.0,3.3,0.053,,29.2,6.4,1.9,0,0.425,0.607,0.085,0.0,0.386,0.111
2024-11-07,weekday,0.0,5.7,0.047,0.062,28.1,4.1,0.5,0,0.483,,0.087,0.0,0.251,0.052
2024-11-08,weekday,0.0,3.4,0.05,0.182,27.7,6.7,0.0,0,0.445,0.841,0.144,0.0,0.268,0.07
2024-11-09,holiday,0.0,2.0,0.675,0.6,29.1,6.2,0.0,0,0.789,0.092,0.538,0.308,0.496,0.577
2024-11-10,holiday,0.0,4.5,,0.404,27.9,4.3,0.0,0,0.518,0.041,0.558,0.364,0.572,0.548
2024-11-11,weekday,0.0,,0.078,0.089,29.5,6.4,0.0,0,0.396,0.676,0.096,0.135,0.204,0.068
2024-11-12,weekday,0.0,8.6,0.029,0.136,28.5,6.8,0.4,0,0.49,,0.072,0.047,0.156,0.004
2024-11-13,weekday,0.0,5.2,0.099,0.146,27.5,6.7,0.0,0,0.394,0.698,0.164,0.0,0.167,0.11
2024-11-14,weekday,0.0,1.4,0.0,,28.7,3.9,0.0,0,0.48,0.701,0.093,0.058,0.293,0.085
2024-11-15,weekday,0.0,2.2,0.023,0.115,30.1,4.0,0.2,0,0.316,0.573,0.075,0.0,0.453,0.04
2024-11-16,holiday,0.0,4.3,0.66,0.477,28.9,4.0,1.3,0,0.582,0.13,0.635,0.389,0.55,0.538
2024-11-17,holiday,0.0,6.9,0.622,0.438,26.8,4.0,0.0,0,0.589,0.114,0.691,0.368,0.393,0.559
