date,temperature_c,wind_speed_mps,holiday,special_local_index,rainfall_mm,snowfall_cm,event_local_flag,typhoon_alert_flag,mobility_inflow_index,tourist_inflow_count,lodging_occupancy_ratio,rail_ridership,temple_shrine_visits,onsen_visitors_count,y
2024-04-16,3.9,2.2,weekday,0.0,2.6,0.0,0.0,0,0.419,0.106,0.084,0.631,0.02,0.208,0.029
2024-04-17,3.3,3.4,weekday,0.044,1.3,2.5,0.0,0,0.418,0.003,0.0,0.639,0.0,0.063,0.005
2024-04-18,3.9,5.5,weekday,0.0,1.6,0.0,0.0,0,0.469,0.0,0.0,0.529,0.054,0.135,0.008
2024-04-19,4.1,3.6,weekday,,2.7,0.9,0.0,0,0.313,0.0,0.0,0.662,0.012,0.161,0.0
2024-04-20,1.3,7.3,holiday,0.281,5.6,2.8,0.0,0,0.738,0.387,0.526,0.135,0.557,0.509,0.479
2024-04-21,4.2,4.2,holiday,0.172,1.4,3.8,0.0,0,0.617,0.492,0.662,0.053,0.479,0.495,0.509
2024-04-22,3.4,5.0,weekday,0.0,2.7,0.0,0.0,0,0.382,0.0,0.047,,0.0,0.028,0.004
2024-04-23,4.1,4.9,weekday,0.106,0.2,0.2,0.0,0,0.514,0.0,0.035,0.75,0.0,0.139,0.039
2024-04-24,3.4,5.2,weekday,,6.2,0.4,0.0,0,0.534,0.114,0.03,0.672,0.0,0.125,0.001
2024-04-25,2.9,3.5,weekday,0.0,2.2,1.1,0.0,0,,0.0,0.021,0.634,0.003,0.148,0.0
2024-04-26,2.8,0.9,weekday,,,0.0,0.0,0,0.432,0.0,0.0,,0.087,0.109,0.0
2024-04-27,3.2,3.3,holiday,0.18,5.2,1.5,1.0,0,0.658,,0.848,0.04,0.699,0.493,0.768
2024-04-28,2.3,2.5,holiday,0.241,1.6,0.0,1.0,0,0.727,0.753,0.857,0.121,0.711,0.42,0.83
2024-04-29,2.6,4.6,weekday,0.0,3.5,2.0,0.0,0,0.562,0.0,0.0,0.655,0.0,0.164,0.0
2024-04-30,2.2,3.3,weekday,0.081,5.0,2.4,0.0,0,0.44,0.011,0.053,0.662,0.0,0.038,0.043
2024-05-01,2.7,3.9,holiday,0.086,8.0,0.0,0.0,0,0.539,0.174,0.217,0.108,0.158,0.31,0.387
2024-05-02,3.0,4.4,holiday,0.014,5.4,3.0,0.0,0,0.535,0.193,0.265,,0.269,0.255,0.365
2024-05-03,3.1,5.8,holiday,0.031,3.8,1.4,0.0,0,0.614,0.184,0.332,0.123,0.239,0.245,0.414
2024-05-04,2.7,2.1,holiday,0.166,0.9,0.0,0.0,0,0.643,0.457,0.544,0.085,0.565,0.512,0.48
2024-05-05,2.6,3.8,holiday,0.171,5.2,0.0,0.0,0,0.745,0.257,0.558,0.087,0.444,,0.44
2024-05-06,2.1,2.7,holiday,0.0,2.7,0.0,1.0,0,0.538,0.56,0.524,0.051,,0.219,0.759
2024-05-07,2.2,3.8,holiday,0.094,11.0,0.8,0.0,0,0.494,0.207,0.302,0.041,0.177,0.211,0.414
2024-05-08,2.9,4.4,holiday,0.093,5.9,1.4,0.0,0,0.643,0.165,0.348,0.061,0.254,0.209,0.482
2024-05-09,2.6,5.5,holiday,0.134,4.6,4.1,0.0,0,0.495,0.142,0.304,0.012,0.323,0.403,0.478
2024-05-10,2.3,3.0,holiday,0.154,1.3,0.0,0.0,0,0.524,,0.383,0.066,0.258,0.341,0.514
2024-05-11,2.5,3.9,holiday,0.15,8.3,2.1,1.0,0,0.673,0.693,0.735,0.172,0.676,0.522,0.762
2024-05-12,3.2,3.3,holiday,0.249,1.3,0.0,0.0,0,0.696,0.429,,0.122,0.408,,0.501
2024-05-13,3.4,3.6,holiday,0.111,1.7,0.0,0.0,0,0.575,0.211,0.237,0.093,0.311,,0.435
2024-05-14,0.8,1.9,holiday,0.096,,3.0,0.0,0,0.44,0.366,0.332,0.081,0.178,0.28,0.478
2024-05-15,1.7,3.4,holiday,0.17,6.7,2.1,0.0,0,0.471,0.186,0.263,0.057,0.284,0.354,0.361
2024-05-16,3.3,1.6,holiday,0.049,1.4,0.0,0.0,0,0.505,,0.263,0.043,0.237,0.352,0.368
2024-05-17,2.5,2.2,holiday,0.092,5.1,0.3,0.0,0,0.489,0.246,0.356,0.02,0.268,0.308,0.512
2024-05-18,3.1,4.4,,0.158,2.2,0.0,0.0,0,0.73,0.347,0.607,0.179,0.498,0.477,0.476
2024-05-19,2.5,3.6,holiday,0.186,2.4,0.0,0.0,0,0.617,0.429,0.567,0.182,0.482,0.438,0.429
2024-05-20,2.7,4.6,holiday,0.167,4.3,0.3,0.0,0,0.387,0.21,0.298,0.062,0.231,0.336,0.459
2024-05-21,3.7,4.8,holiday,0.069,5.1,0.0,0.0,0,0.63,0.054,0.384,0.148,0.233,0.32,0.412
2024-05-22,0.6,4.6,holiday,0.144,0.8,1.8,0.0,0,0.56,0.266,0.281,,0.24,0.344,0.46
2024-05-23,3.3,3.4,holiday,0.021,4.5,0.0,0.0,0,0.51,0.235,0.37,0.014,0.266,0.277,0.4
2024-05-24,4.2,8.2,holiday,0.102,4.6,0.0,0.0,0,0.431,0.048,,0.068,0.232,0.184,0.364
2024-05-25,4.1,4.6,holiday,0.048,3.4,0.0,0.0,0,0.691,0.187,,0.121,0.505,0.449,0.462
2024-05-26,2.7,3.5,holiday,0.129,0.7,0.0,0.0,0,0.63,0.284,0.591,,0.471,0.474,0.463
2024-05-27,4.2,5.3,holiday,0.044,4.8,0.0,1.0,0,0.626,0.255,0.545,0.077,0.458,0.321,0.628
2024-05-28,3.8,2.7,holiday,,1.6,1.9,0.0,0,,0.287,0.347,0.0,0.264,0.317,0.415
2024-05-29,3.3,1.5,holiday,0.059,2.6,0.0,0.0,0,0.59,0.143,0.239,,0.237,0.262,0.396
2024-05-30,4.1,3.4,holiday,0.08,1.4,1.0,0.0,0,0.538,0.22,0.349,0.134,0.222,0.306,0.41
2024-05-31,3.3,4.9,holiday,0.099,5.5,0.0,0.0,0,0.587,0.265,0.178,0.086,0.24,,0.458
2024-06-01,5.1,3.2,holiday,0.215,3.0,0.4,0.0,0,0.557,0.463,,0.098,0.484,0.559,0.487
2024-06-02,3.5,1.9,holiday,0.084,5.4,0.0,0.0,0,,,0.529,0.062,0.455,0.479,0.397
2024-06-03,2.0,3.9,weekday,0.0,4.6,0.0,0.0,0,0.53,0.143,0.088,0.768,0.032,0.241,0.036
2024-06-04,2.5,1.7,weekday,0.028,2.2,0.0,0.0,0,0.452,0.0,,0.616,0.054,0.162,0.0
2024-06-05,4.7,3.2,weekday,0.054,3.6,0.0,1.0,0,0.536,0.313,0.199,0.664,0.248,0.137,0.292
2024-06-06,4.6,2.3,weekday,0.0,4.2,0.6,0.0,0,0.389,0.0,0.0,0.707,0.0,0.184,0.0
2024-06-07,3.7,2.6,weekday,0.0,2.1,0.0,0.0,0,0.442,0.032,0.001,0.677,0.0,0.052,0.021
2024-06-08,4.8,4.4,holiday,0.105,20.9,0.9,0.0,0,0.623,0.188,0.636,0.105,0.499,0.433,0.359
2024-06-09,4.3,3.6,holiday,0.056,20.7,1.4,0.0,0,0.756,0.345,,0.132,,0.398,0.458
2024-06-10,4.6,3.4,weekday,0.0,21.6,0.0,0.0,0,0.538,,0.0,0.65,,0.148,0.0
2024-06-11,5.5,3.6,weekday,0.0,22.0,0.2,0.0,0,0.188,0.0,,,0.0,0.114,0.0
2024-06-12,5.9,2.9,weekday,0.0,19.4,1.9,0.0,0,0.461,0.0,0.033,0.689,0.0,0.076,0.0
2024-06-13,5.1,3.8,weekday,0.0,22.8,0.6,0.0,0,0.374,0.0,0.065,0.559,0.0,0.124,0.0
2024-06-14,5.4,5.1,weekday,0.0,21.4,1.7,0.0,0,0.463,0.0,0.044,0.543,0.0,0.076,0.0
2024-06-15,5.8,2.5,holiday,0.043,24.7,1.0,0.0,0,0.722,0.346,0.566,0.054,0.52,0.448,0.419
2024-06-16,6.0,2.3,holiday,,21.9,0.8,0.0,0,0.617,0.375,0.499,0.031,,0.466,0.441
2024-06-17,7.0,3.2,weekday,0.0,,1.7,0.0,0,0.315,0.0,0.0,0.601,0.0,0.022,0.024
2024-06-18,4.8,2.7,weekday,0.0,20.4,0.0,0.0,0,0.407,0.008,0.053,0.708,0.018,0.034,0.0
2024-06-19,7.0,4.6,weekday,0.0,23.6,0.0,0.0,0,0.331,0.0,0.056,0.587,0.022,0.091,0.0
2024-06-20,5.9,3.9,weekday,0.0,18.9,0.0,0.0,0,0.274,0.0,0.078,,0.0,0.079,0.0
2024-06-21,6.7,6.2,weekday,0.0,19.3,1.3,0.0,0,0.319,0.012,0.0,0.609,0.0,0.19,0.0
2024-06-22,7.2,1.7,holiday,0.159,21.3,4.2,0.0,0,0.77,0.373,0.573,0.135,0.509,0.485,0.406
2024-06-23,5.6,2.7,holiday,0.163,20.0,2.2,0.0,0,0.53,0.329,0.594,0.019,0.43,0.471,0.492
2024-06-24,6.3,3.2,weekday,0.0,20.0,0.2,0.0,0,0.464,0.058,0.081,0.626,0.0,0.147,0.0
2024-06-25,7.0,2.5,weekday,0.0,22.0,0.0,1.0,0,0.501,0.138,0.201,0.744,0.208,0.108,0.213
2024-06-26,6.1,1.8,weekday,0.0,20.7,0.0,,0,0.593,0.0,0.0,0.547,0.043,0.129,0.0
2024-06-27,7.2,3.6,weekday,0.0,19.8,0.1,1.0,0,0.4,0.29,0.268,0.575,0.292,0.104,0.238
2024-06-28,7.6,4.1,weekday,0.0,20.7,0.5,0.0,0,0.494,0.0,0.056,0.646,0.0,0.064,0.0
2024-06-29,8.3,1.5,holiday,0.163,18.7,0.0,0.0,0,0.882,0.269,0.58,0.165,0.602,0.473,0.427
2024-06-30,8.7,3.1,holiday,,22.5,0.0,0.0,0,0.684,0.293,0.547,0.049,0.565,0.468,0.427
2024-07-01,8.9,3.5,weekday,0.0,20.8,0.6,0.0,0,0.565,0.025,0.041,0.665,0.096,0.072,0.0
2024-07-02,7.7,4.8,weekday,0.0,18.6,3.1,0.0,0,0.371,0.0,0.0,0.666,0.0,0.105,0.011
2024-07-03,9.6,4.4,weekday,0.0,20.7,0.0,0.0,0,0.532,,0.0,0.625,0.038,0.047,0.004
2024-07-04,9.1,3.9,weekday,0.0,20.7,0.0,0.0,0,0.47,0.0,0.074,0.682,0.032,0.188,0.0
2024-07-05,8.2,3.6,weekday,0.0,24.8,0.0,0.0,0,0.508,,0.067,0.706,0.044,0.051,0.0
2024-07-06,8.8,3.6,holiday,0.133,21.6,0.0,0.0,0,0.649,0.171,0.484,0.185,0.566,0.436,0.41
2024-07-07,7.5,4.1,holiday,0.051,25.7,0.0,0.0,0,0.645,,0.538,0.0,0.448,0.392,0.423
2024-07-08,9.4,2.8,weekday,0.0,19.3,0.0,0.0,0,0.554,0.0,0.0,0.626,0.056,0.164,0.0
2024-07-09,10.3,4.5,weekday,0.0,23.4,0.0,0.0,0,0.406,0.0,0.023,0.662,0.045,,0.015
2024-07-10,10.7,3.8,weekday,0.0,23.2,2.2,0.0,0,,0.0,0.0,0.644,0.0,0.097,0.0
2024-07-11,9.0,3.3,weekday,,20.4,1.2,0.0,0,0.3,0.0,0.0,0.648,0.043,0.129,0.0
2024-07-12,9.8,3.3,weekday,0.0,21.5,0.0,0.0,0,0.42,0.0,0.037,0.611,0.075,0.032,0.0
2024-07-13,11.2,3.6,holiday,0.14,20.9,0.0,0.0,0,0.648,0.376,0.605,0.148,0.513,0.402,0.422
2024-07-14,10.3,3.7,holiday,0.096,21.4,0.0,0.0,0,0.917,0.169,0.517,0.083,0.533,0.454,0.437
2024-07-15,9.9,4.1,weekday,0.0,,0.0,0.0,0,0.405,0.0,0.0,0.591,0.083,0.101,0.0
2024-07-16,11.7,6.2,weekday,0.0,22.4,0.7,0.0,0,0.543,0.0,,0.733,0.09,0.041,0.0
2024-07-17,12.1,5.9,weekday,0.0,20.9,0.0,0.0,0,0.563,0.0,0.021,0.658,0.05,0.124,0.0
2024-07-18,10.8,5.1,weekday,0.0,18.3,4.3,0.0,0,0.512,0.101,0.0,0.625,0.022,0.071,0.046
2024-07-19,12.6,5.7,weekday,0.025,4.5,2.4,0.0,0,0.442,0.1,0.047,0.688,0.0,0.089,0.036
2024-07-20,11.8,4.3,holiday,0.27,5.7,0.0,0.0,0,0.709,0.369,0.628,0.034,0.645,0.408,0.507
2024-07-21,11.7,4.8,holiday,0.228,2.3,0.0,0.0,0,0.668,0.504,0.589,0.129,0.546,0.477,0.504
2024-07-22,11.9,4.2,weekday,0.021,3.1,1.5,0.0,0,0.367,0.0,0.0,0.652,0.0,0.113,0.073
2024-07-23,13.3,4.1,weekday,0.0,1.7,0.0,,0,0.477,0.0,0.112,0.697,0.072,0.051,0.011
2024-07-24,13.0,3.0,weekday,0.059,1.2,1.8,0.0,0,0.537,0.071,0.026,0.722,0.103,0.041,0.016
2024-07-25,12.4,3.1,weekday,0.085,4.8,0.0,0.0,0,0.398,0.0,0.084,0.623,0.044,0.047,0.02
2024-07-26,13.0,5.0,weekday,0.079,1.6,0.4,0.0,0,0.463,0.033,0.07,0.625,0.02,0.021,0.0
2024-07-27,13.2,4.2,holiday,0.265,1.0,1.1,0.0,0,0.551,0.389,0.481,0.11,0.518,0.453,0.481
2024-07-28,13.3,4.4,holiday,0.332,3.1,0.0,0.0,0,0.597,0.428,0.607,0.1,0.551,0.367,0.496
2024-07-29,13.7,7.5,weekday,0.05,3.1,0.0,0.0,0,0.389,0.024,0.021,0.639,0.006,0.0,0.022
2024-07-30,11.6,4.7,weekday,0.0,2.3,0.0,0.0,0,0.519,0.117,0.0,0.748,0.052,0.049,0.056
2024-07-31,13.9,3.1,weekday,0.094,1.6,0.0,0.0,0,0.417,0.0,0.0,0.555,0.037,0.042,0.035
2024-08-01,14.5,7.6,holiday,0.18,10.4,0.0,0.0,0,0.537,0.262,,0.018,0.286,0.156,0.45
2024-08-02,14.2,9.8,holiday,0.135,13.1,2.0,0.0,0,0.485,0.153,0.265,0.08,0.298,0.204,0.403
2024-08-03,14.8,8.3,holiday,0.276,10.4,0.3,0.0,0,0.824,0.369,0.583,0.193,0.565,0.339,0.484
2024-08-04,15.8,6.7,holiday,0.199,13.9,2.5,0.0,0,0.528,,0.59,0.141,0.523,0.318,0.478
2024-08-05,16.5,7.8,holiday,0.302,8.9,1.6,0.0,0,0.533,0.175,0.242,0.049,0.244,0.168,0.431
2024-08-06,15.3,4.8,holiday,0.202,12.1,1.1,0.0,0,0.588,0.08,0.238,0.078,0.281,0.182,0.449
2024-08-07,15.2,6.5,holiday,0.208,10.4,1.2,0.0,0,0.46,0.237,0.293,0.08,0.316,0.274,0.441
2024-08-08,15.3,6.7,holiday,0.119,14.1,3.1,0.0,0,0.541,0.214,0.343,0.036,0.267,0.192,0.384
2024-08-09,16.7,6.6,holiday,0.149,8.9,0.0,0.0,0,0.802,0.098,0.245,0.0,0.343,0.153,0.375
2024-08-10,17.0,8.0,holiday,0.189,11.1,0.8,0.0,0,0.792,0.422,0.582,0.146,0.54,0.372,0.483
2024-08-11,16.8,4.9,holiday,0.293,14.2,2.4,1.0,0,0.725,0.775,0.85,0.159,0.75,0.298,0.803
2024-08-12,15.8,7.4,holiday,0.086,10.5,2.9,0.0,0,0.524,0.232,0.273,0.043,0.319,0.146,0.46
2024-08-13,17.8,8.7,holiday,0.265,8.4,0.0,0.0,0,0.521,0.124,0.305,0.0,0.37,0.171,0.427
2024-08-14,16.1,6.3,holiday,0.142,15.0,2.7,0.0,0,0.608,0.096,0.197,0.0,0.276,0.169,0.374
2024-08-15,16.9,5.6,holiday,0.179,9.8,0.0,0.0,0,0.555,0.27,0.33,0.025,0.374,0.176,0.443
2024-08-16,17.7,7.8,holiday,0.165,12.9,0.0,0.0,0,0.525,0.343,0.282,0.037,0.221,0.104,0.45
2024-08-17,17.8,6.5,holiday,0.242,17.7,0.0,0.0,0,0.685,0.448,0.534,0.013,0.555,0.322,0.455
2024-08-18,18.6,6.8,holiday,0.366,8.7,0.0,0.0,0,0.598,0.425,0.545,0.106,0.535,0.415,0.442
2024-08-19,17.8,7.4,holiday,0.164,11.0,0.0,0.0,0,0.547,0.161,0.283,0.113,0.254,0.198,0.453
2024-08-20,19.0,8.8,holiday,0.301,14.5,1.5,0.0,0,0.504,0.218,0.328,0.031,0.322,0.169,0.398
2024-08-21,20.0,7.5,holiday,0.237,13.0,0.0,0.0,0,0.608,0.284,0.263,0.013,0.417,0.077,0.423
2024-08-22,19.3,6.4,holiday,0.271,11.8,0.0,1.0,0,0.53,0.526,0.607,0.055,0.514,0.187,0.732
2024-08-23,18.9,7.3,holiday,0.13,10.5,0.0,0.0,0,0.615,0.21,0.273,0.011,0.271,0.167,0.392
2024-08-24,21.0,8.3,holiday,0.384,13.8,0.0,0.0,0,0.588,0.416,0.518,0.069,0.56,0.293,0.455
2024-08-25,21.4,7.3,holiday,0.38,10.0,1.8,0.0,0,0.595,0.547,0.571,0.127,0.613,0.259,0.552
2024-08-26,20.5,5.7,holiday,0.294,13.4,0.0,0.0,0,0.5,,0.235,0.0,0.284,0.214,0.455
2024-08-27,19.7,6.9,holiday,0.258,,0.8,0.0,0,0.409,0.244,0.205,,0.379,0.173,0.458
2024-08-28,20.5,7.0,holiday,0.233,20.3,0.0,0.0,0,0.513,0.216,0.154,0.014,0.385,0.068,0.37
2024-08-29,20.5,7.7,holiday,0.245,9.9,1.3,0.0,0,0.548,0.151,0.269,0.084,0.371,0.21,0.38
2024-08-30,20.4,6.7,holiday,0.21,10.7,2.3,0.0,1,0.488,0.215,0.197,0.061,0.236,0.204,0.393
2024-08-31,19.8,7.9,holiday,0.334,18.1,0.0,0.0,0,0.705,0.388,0.503,0.041,0.568,0.398,0.44
2024-09-01,22.1,7.5,holiday,0.383,11.0,0.7,0.0,0,0.666,0.535,0.687,0.057,0.695,0.392,0.541
2024-09-02,22.0,7.0,weekday,0.168,9.8,0.0,0.0,0,0.326,0.089,0.034,0.615,0.091,0.0,0.078
2024-09-03,20.5,6.9,weekday,0.234,11.9,0.0,0.0,0,0.47,0.02,0.0,0.597,0.104,0.069,0.036
2024-09-04,22.2,5.3,weekday,0.17,10.1,0.1,0.0,0,0.423,0.028,0.0,0.706,0.053,0.107,0.107
2024-09-05,22.7,6.3,weekday,0.152,12.3,1.4,0.0,0,0.175,0.111,0.05,0.575,,0.045,0.0
2024-09-06,21.0,7.7,weekday,0.175,10.6,0.0,0.0,0,0.479,0.03,0.0,0.653,0.056,0.0,0.011
2024-09-07,21.8,8.1,holiday,0.32,13.8,0.0,0.0,0,0.694,,0.492,0.077,0.521,0.332,0.455
2024-09-08,22.4,5.7,holiday,0.459,9.8,0.0,0.0,0,0.666,0.409,0.606,0.161,0.606,0.374,0.466
2024-09-09,22.6,6.4,weekday,0.275,10.1,0.0,0.0,0,0.449,0.056,0.13,0.633,0.103,0.038,0.075
2024-09-10,22.3,8.0,weekday,0.235,9.2,0.2,0.0,0,0.442,0.063,0.008,0.652,0.097,0.0,0.0
2024-09-11,22.8,7.0,weekday,0.287,,0.0,0.0,0,0.5,0.194,0.0,0.745,0.137,0.0,0.139
2024-09-12,24.2,4.6,weekday,0.254,10.3,0.0,0.0,0,0.508,0.015,,0.618,0.093,0.035,0.02
2024-09-13,22.9,8.4,weekday,0.186,13.0,0.9,0.0,0,0.498,0.0,0.0,0.603,0.136,0.034,0.069
2024-09-14,22.9,6.3,holiday,0.337,10.4,0.0,0.0,0,0.597,0.499,0.638,0.069,0.618,0.287,0.521
2024-09-15,23.1,6.3,holiday,0.375,11.0,0.0,0.0,0,0.679,0.461,0.601,0.118,0.563,0.368,0.52
2024-09-16,24.1,7.6,weekday,0.234,10.9,0.4,0.0,0,0.243,0.084,0.0,0.603,0.096,0.0,0.0
2024-09-17,23.6,6.2,weekday,0.116,13.2,0.0,0.0,0,0.374,0.062,0.0,0.618,0.088,0.0,0.0
2024-09-18,25.0,5.1,weekday,0.174,12.3,2.8,0.0,0,0.289,0.0,0.05,0.717,0.184,0.0,0.009
2024-09-19,24.8,6.9,weekday,0.128,9.9,0.0,0.0,0,0.502,0.112,0.085,0.642,0.179,0.0,0.048
2024-09-20,24.6,6.9,weekday,0.133,9.3,0.0,0.0,0,0.532,0.101,0.0,0.681,0.044,0.0,0.028
2024-09-21,25.8,7.3,holiday,0.447,8.9,0.7,0.0,0,,0.541,0.603,0.027,0.611,0.371,0.549
2024-09-22,24.9,9.1,holiday,0.45,10.9,3.2,0.0,1,0.66,0.524,0.574,0.02,0.563,0.303,0.531
2024-09-23,26.0,4.8,weekday,0.253,9.2,0.0,0.0,0,0.514,0.106,0.02,0.732,0.126,0.0,0.023
2024-09-24,25.6,4.5,weekday,0.317,12.8,2.2,0.0,0,0.428,0.113,0.012,0.59,0.186,0.057,0.0
2024-09-25,26.0,6.1,weekday,0.311,9.7,0.0,0.0,0,0.309,0.188,0.002,0.61,0.077,0.0,0.039
2024-09-26,25.5,6.3,weekday,0.269,12.8,0.0,0.0,0,0.498,0.149,,0.573,0.228,0.009,0.029
2024-09-27,25.1,6.9,weekday,0.226,9.9,1.8,0.0,0,0.52,0.128,0.033,0.641,0.094,0.0,0.1
2024-09-28,26.1,7.0,holiday,0.477,12.0,0.0,0.0,1,0.676,,0.574,0.068,0.605,0.371,0.531
2024-09-29,26.2,7.5,holiday,0.497,13.3,0.8,0.0,0,0.683,0.343,0.496,0.057,,0.318,0.505
2024-09-30,26.9,3.8,weekday,0.286,12.4,0.2,0.0,0,0.395,0.206,0.089,0.643,0.197,0.04,0.036
2024-10-01,25.6,3.4,weekday,0.345,2.3,1.3,0.0,0,0.287,0.244,0.0,0.738,0.042,0.0,0.085
2024-10-02,26.8,3.6,weekday,0.315,6.3,1.0,0.0,0,0.403,0.044,0.016,0.677,0.048,0.1,0.064
2024-10-03,25.6,3.3,weekday,0.226,3.2,0.0,0.0,0,0.484,0.207,0.011,0.569,0.105,0.026,0.039
2024-10-04,25.8,4.5,weekday,0.285,1.1,0.0,0.0,0,0.297,0.09,0.0,0.65,0.109,0.0,0.033
2024-10-05,27.0,3.9,holiday,0.521,3.8,0.8,0.0,0,0.694,0.557,0.592,0.066,0.592,0.301,0.548
2024-10-06,27.7,3.5,holiday,0.553,2.1,0.0,0.0,0,0.719,0.555,0.609,0.101,0.583,0.445,0.578
2024-10-07,27.1,1.8,weekday,0.284,4.1,1.3,0.0,0,0.327,0.197,0.084,,0.126,0.027,0.093
2024-10-08,26.1,3.8,weekday,0.42,0.3,0.7,0.0,0,0.474,0.238,0.049,0.649,0.115,0.076,0.075
2024-10-09,26.6,4.0,weekday,0.401,6.2,0.0,0.0,0,0.451,0.231,0.05,0.648,0.129,0.066,0.068
2024-10-10,28.0,4.0,weekday,0.376,3.0,2.5,0.0,0,0.378,0.114,0.02,0.619,0.034,0.0,0.024
2024-10-11,27.8,2.7,weekday,0.361,1.5,0.0,0.0,0,0.362,0.102,0.04,0.614,0.182,0.0,0.055
2024-10-12,28.0,5.2,holiday,0.432,6.5,1.0,0.0,0,0.493,0.629,0.679,0.122,0.658,0.398,0.619
2024-10-13,27.6,3.8,holiday,0.496,1.3,4.4,0.0,0,,0.736,0.676,0.074,0.632,0.357,0.581
2024-10-14,28.1,4.0,weekday,0.317,4.2,0.8,0.0,0,0.452,0.211,0.106,0.692,0.041,0.0,0.141
2024-10-15,27.8,4.8,weekday,0.339,3.1,2.8,0.0,0,0.415,0.227,0.039,0.65,0.147,0.055,0.102
2024-10-16,28.2,1.4,weekday,0.366,0.4,0.5,0.0,0,0.403,0.157,0.027,0.635,0.151,0.058,0.059
2024-10-17,28.6,3.1,weekday,0.316,4.7,2.2,0.0,0,0.529,0.155,0.0,0.643,0.162,0.065,0.039
2024-10-18,27.7,4.8,weekday,0.352,1.6,2.0,0.0,0,0.433,0.273,0.097,0.656,0.099,0.0,0.099
2024-10-19,27.3,4.0,holiday,0.49,0.2,0.0,0.0,0,0.735,,0.558,0.08,0.657,0.309,0.561
2024-10-20,28.2,6.9,holiday,0.564,5.3,0.7,0.0,0,0.805,0.506,0.671,0.066,0.62,0.332,0.529
2024-10-21,28.1,5.7,weekday,0.372,1.6,0.0,0.0,0,0.419,0.127,0.015,0.642,0.126,0.014,0.124
2024-10-22,27.9,3.5,weekday,0.349,1.2,2.8,0.0,0,0.333,0.101,0.039,0.615,0.104,0.0,0.053
2024-10-23,28.0,3.2,weekday,0.277,3.0,0.0,0.0,0,0.631,0.071,0.085,0.647,0.008,0.03,0.04
2024-10-24,28.7,3.8,weekday,0.472,5.8,0.2,0.0,0,0.495,0.288,0.039,0.594,0.117,0.0,0.07
2024-10-25,27.2,4.8,weekday,0.271,5.1,0.0,0.0,0,0.437,0.007,0.029,0.731,0.206,0.0,0.04
2024-10-26,29.8,4.0,holiday,0.604,3.5,0.0,0.0,0,0.635,0.664,0.635,0.164,0.567,0.282,0.554
2024-10-27,27.2,1.7,holiday,0.509,3.5,1.6,0.0,0,0.647,0.453,,0.063,0.562,0.355,0.5
2024-10-28,27.8,4.1,weekday,0.398,3.8,0.0,0.0,0,0.426,0.085,0.0,0.622,0.16,0.014,0.078
2024-10-29,27.7,4.4,weekday,0.357,1.9,0.0,0.0,0,0.394,0.145,0.079,0.739,0.03,0.013,0.071
2024-10-30,28.2,3.2,weekday,,2.4,0.0,,0,0.456,0.311,0.0,0.675,0.199,0.0,0.053
2024-10-31,28.1,5.2,weekday,0.383,0.3,0.0,0.0,0,0.423,0.177,,0.646,,0.0,0.105
2024-11-01,29.4,6.5,weekday,0.337,2.5,1.7,0.0,0,0.48,0.227,0.0,0.633,0.071,0.0,0.101
2024-11-02,28.1,2.7,holiday,0.529,5.6,0.0,0.0,0,0.73,0.528,0.626,0.121,0.707,0.313,0.497
2024-11-03,28.6,3.9,holiday,0.512,1.7,1.4,0.0,0,0.716,0.479,0.648,0.156,0.582,0.364,0.543
2024-11-04,29.6,3.4,weekday,0.368,1.5,2.0,,0,0.501,0.249,0.073,,0.17,0.01,0.122
2024-11-05,29.1,4.2,weekday,0.369,2.9,1.3,0.0,0,0.425,0.062,0.023,0.604,0.125,0.0,0.127
2024-11-06,27.5,6.6,weekday,0.321,2.6,0.9,0.0,0,0.217,0.032,0.055,0.592,0.171,0.0,0.0
2024-11-07,28.0,5.0,weekday,0.398,4.1,3.4,0.0,0,0.513,0.157,0.0,0.644,0.045,0.0,0.078
2024-11-08,26.7,2.6,weekday,0.291,4.6,0.0,0.0,1,0.421,0.21,0.019,0.558,0.077,0.019,0.086
2024-11-09,28.3,5.2,holiday,0.61,2.6,2.1,0.0,0,0.627,0.57,0.679,0.203,0.645,0.34,0.603
2024-11-10,27.4,6.4,holiday,0.528,1.8,0.7,0.0,0,0.699,0.49,0.611,0.015,0.646,0.407,0.599
2024-11-11,27.1,4.5,weekday,0.355,4.2,1.5,0.0,0,0.426,0.0,0.0,0.638,0.087,0.0,0.03
2024-11-12,29.7,3.4,weekday,0.522,3.9,0.0,0.0,0,0.536,0.105,0.0,,0.031,0.0,0.068
2024-11-13,27.6,3.5,weekday,0.371,4.4,1.4,0.0,0,0.433,0.088,0.052,0.639,0.082,0.038,0.072
2024-11-14,30.0,5.3,weekday,0.314,4.6,1.0,0.0,0,0.39,0.125,0.0,0.674,0.1,0.003,0.05
2024-11-15,28.1,2.7,weekday,0.44,5.9,1.3,0.0,0,0.663,0.106,0.0,0.618,0.077,0.0,0.093
2024-11-16,27.3,4.2,holiday,0.497,4.2,0.0,0.0,0,0.557,0.413,0.543,0.12,0.585,0.289,0.527
2024-11-17,29.1,2.8,holiday,0.522,8.3,0.0,0.0,0,0.653,0.441,0.57,0.117,0.548,0.343,0.564
2024-11-18,29.8,5.7,weekday,,5.4,1.3,0.0,0,0.48,0.021,0.027,0.672,0.097,0.065,0.014
