date,snowfall_cm,wind_speed_mps,temperature_c,holiday,rainfall_mm,event_local_flag,typhoon_alert_flag,mobility_inflow_index,tourist_inflow_count,lodging_occupancy_ratio,rail_ridership,temple_shrine_visits,onsen_visitors_count,beach_crowd_index,y
2024-04-22,1.1,5.8,3.6,weekday,5.0,0.0,0,,0.038,0.035,0.731,0.028,0.085,0.0,0
2024-04-23,0.0,5.5,2.8,weekday,5.2,0.0,0,,0.0,0.018,0.685,0.041,0.155,0.058,1
2024-04-24,0.0,5.0,1.2,weekday,3.8,0.0,0,0.364,0.127,0.058,0.51,0.066,0.106,0.0,1
2024-04-25,0.0,5.5,2.5,weekday,2.4,0.0,0,0.396,0.0,0.02,0.727,0.034,0.153,0.0,0
2024-04-26,0.0,6.7,3.2,weekday,2.0,1.0,0,0.395,0.174,0.304,0.66,0.138,0.085,0.0,1
2024-04-27,0.0,4.2,3.1,holiday,5.8,0.0,0,0.845,0.366,0.609,0.049,,0.447,0.165,0
2024-04-28,1.8,4.7,4.2,holiday,5.0,0.0,0,0.725,0.432,,0.025,,0.459,0.027,0
2024-04-29,0.0,4.7,2.4,weekday,3.3,0.0,0,0.615,0.0,0.025,0.642,0.0,0.067,0.0,0
2024-04-30,0.0,5.3,3.5,weekday,1.9,0.0,0,0.412,0.097,0.12,0.627,0.0,0.073,0.0,1
2024-05-01,0.0,7.5,2.2,holiday,1.8,0.0,0,0.434,0.305,0.302,0.11,0.22,0.266,0.0,1
2024-05-02,3.5,5.7,3.6,holiday,4.4,0.0,0,0.619,0.094,0.276,,0.224,0.314,0.045,0
2024-05-03,0.0,6.4,4.0,holiday,0.5,0.0,0,0.442,0.033,0.266,0.005,0.11,0.365,0.0,1
2024-05-04,0.0,3.6,2.7,holiday,6.7,1.0,0,0.652,0.567,0.795,0.024,0.661,,0.016,0
2024-05-05,1.6,3.0,3.0,holiday,6.7,0.0,0,0.687,0.352,0.521,0.025,,,0.063,0
2024-05-06,0.0,4.9,3.4,holiday,1.3,0.0,0,0.425,0.204,0.316,0.059,0.379,0.281,0.109,1
2024-05-07,0.0,3.8,3.6,holiday,6.9,0.0,0,0.635,0.085,0.258,0.079,0.209,0.298,0.102,0
2024-05-08,1.3,5.4,3.4,holiday,1.8,0.0,0,0.503,,0.336,0.128,0.233,0.231,0.0,1
2024-05-09,0.0,5.9,2.9,holiday,1.6,0.0,0,0.535,0.217,0.298,0.106,0.282,0.294,0.0,1
2024-05-10,0.0,5.8,1.9,holiday,4.0,0.0,0,0.659,0.22,0.293,0.017,0.24,,0.092,0
2024-05-11,4.9,5.1,3.7,holiday,3.9,0.0,0,0.619,0.493,0.575,0.121,0.466,0.491,,1
2024-05-12,0.0,4.0,3.4,holiday,4.6,0.0,0,0.613,0.354,0.499,0.102,0.484,0.431,0.053,0
2024-05-13,0.4,3.7,3.2,holiday,2.6,0.0,0,0.611,,0.213,0.152,0.257,0.347,0.039,0
2024-05-14,0.4,4.6,3.3,holiday,4.2,0.0,0,0.693,0.262,0.297,0.022,0.228,0.328,0.026,0
2024-05-15,2.0,3.1,3.1,holiday,3.4,1.0,0,0.677,0.29,0.499,0.133,0.444,0.282,0.0,0
2024-05-16,1.0,3.9,2.7,holiday,2.2,0.0,0,0.466,0.342,0.282,0.046,0.285,0.286,0.098,0
2024-05-17,0.7,3.5,1.7,holiday,1.5,0.0,0,0.547,0.235,0.336,,0.179,0.307,0.084,0
2024-05-18,0.0,6.5,3.1,holiday,2.2,0.0,0,0.876,0.347,0.627,0.154,0.49,0.478,0.097,0
2024-05-19,0.9,4.4,2.4,holiday,4.9,0.0,0,0.59,0.321,0.599,0.175,0.604,0.451,,0
2024-05-20,3.6,5.1,2.4,holiday,7.4,0.0,0,0.532,0.17,0.297,0.125,0.218,0.325,0.0,0
2024-05-21,2.2,4.4,3.2,holiday,4.3,0.0,0,0.633,0.222,0.394,0.123,0.16,0.39,0.025,0
2024-05-22,0.0,5.6,3.2,holiday,2.8,0.0,0,0.483,0.152,0.312,0.045,0.229,0.26,0.0,1
2024-05-23,1.8,5.4,1.7,holiday,1.7,,0,0.453,0.268,0.322,0.108,0.259,,0.0,0
2024-05-24,0.5,6.6,3.6,holiday,5.0,1.0,0,0.47,0.305,0.477,0.054,0.391,0.195,0.0,0
2024-05-25,1.0,4.5,2.7,holiday,2.1,0.0,0,0.568,0.3,0.544,0.047,0.565,0.443,0.088,0
2024-05-26,0.0,5.1,4.2,holiday,0.6,0.0,0,0.661,0.38,,0.086,0.512,0.429,0.186,0
2024-05-27,0.9,5.3,3.6,holiday,5.0,1.0,0,0.707,0.39,,0.101,0.448,0.304,0.024,1
2024-05-28,0.0,5.1,3.4,holiday,4.7,0.0,0,0.613,0.25,0.303,0.15,0.282,0.302,0.0,0
2024-05-29,0.0,2.1,2.3,holiday,2.9,0.0,0,0.492,0.136,0.148,0.104,0.206,0.308,0.02,0
2024-05-30,0.8,4.6,3.4,holiday,5.5,0.0,0,0.546,0.239,0.243,0.095,0.229,0.298,0.1,0
2024-05-31,0.0,7.6,4.4,holiday,0.8,0.0,0,0.693,0.308,0.328,0.136,0.264,0.317,0.0,0
2024-06-01,1.4,7.0,4.3,holiday,1.3,0.0,0,0.912,0.515,0.56,0.103,0.517,0.478,0.001,0
2024-06-02,0.0,4.8,5.5,holiday,0.6,0.0,0,0.809,0.457,0.577,0.074,0.445,0.502,0.139,0
2024-06-03,0.0,4.9,2.4,weekday,5.4,0.0,0,0.546,0.127,0.085,0.702,0.072,0.141,0.0,1
2024-06-04,0.0,5.6,3.8,weekday,4.1,0.0,0,0.498,0.0,0.026,0.757,0.118,0.166,0.061,0
2024-06-05,0.0,6.7,4.9,weekday,1.8,0.0,0,0.397,0.033,0.032,0.678,0.007,0.118,0.0,1
2024-06-06,0.9,5.3,3.3,weekday,6.3,0.0,0,0.451,,0.063,0.691,0.0,0.063,0.0,1
2024-06-07,0.0,4.6,3.8,weekday,4.2,1.0,0,0.559,0.179,0.369,0.696,0.213,0.141,0.0,0
2024-06-08,0.0,6.1,4.0,holiday,21.2,0.0,0,0.758,0.239,0.53,0.092,,0.472,0.157,0
2024-06-09,0.0,6.2,5.2,holiday,19.8,0.0,0,0.59,0.427,0.651,0.013,,0.567,0.0,1
2024-06-10,0.0,3.3,5.0,weekday,20.8,1.0,0,0.234,0.216,0.255,0.521,0.213,0.211,0.0,0
2024-06-11,0.0,4.6,5.6,weekday,19.5,0.0,0,0.517,,0.026,0.642,0.012,0.172,0.0,0
2024-06-12,0.0,2.6,3.7,weekday,20.7,0.0,0,0.26,0.0,0.0,0.624,0.0,,0.0,0
2024-06-13,0.0,5.1,4.4,weekday,20.6,0.0,0,0.466,0.0,0.0,0.556,0.0,0.154,0.0,0
2024-06-14,1.8,5.5,5.8,weekday,20.2,0.0,0,0.434,0.1,0.002,0.646,0.025,0.143,0.0,0
2024-06-15,0.0,2.8,6.3,holiday,19.2,0.0,0,0.698,0.432,0.509,0.048,0.521,0.465,0.0,0
2024-06-16,1.1,5.5,6.3,,19.7,0.0,0,0.608,0.31,0.614,0.057,0.549,0.445,0.0,0
2024-06-17,3.1,3.7,7.1,weekday,19.0,0.0,0,0.457,0.0,0.0,0.613,0.048,0.131,,1
2024-06-18,0.0,4.6,6.1,weekday,22.4,1.0,0,0.357,0.144,0.194,0.661,0.172,0.04,0.0,0
2024-06-19,0.0,7.7,4.6,weekday,,0.0,0,0.55,0.016,0.0,0.683,0.015,0.075,0.0,1
2024-06-20,1.3,4.7,6.0,weekday,23.9,1.0,0,0.55,0.347,0.223,0.632,0.199,0.0,0.0,0
2024-06-21,0.0,6.7,6.3,weekday,24.7,0.0,0,0.32,0.0,0.0,0.466,0.0,,0.0,0
2024-06-22,0.0,5.1,6.9,holiday,19.4,0.0,0,0.717,0.424,0.565,0.028,0.561,0.493,0.07,0
2024-06-23,0.3,6.4,5.7,holiday,20.6,1.0,0,0.662,0.593,0.759,,0.696,0.507,0.093,1
2024-06-24,0.0,5.3,5.8,weekday,22.1,0.0,0,0.603,0.01,0.0,0.617,,0.178,0.0,1
2024-06-25,0.0,3.2,6.2,weekday,21.5,0.0,0,0.377,0.028,,0.657,0.019,0.152,0.0,0
2024-06-26,0.3,6.3,6.2,weekday,19.7,0.0,0,0.455,,0.011,0.544,0.083,0.119,0.0,0
2024-06-27,0.0,5.9,7.5,weekday,20.8,0.0,0,0.359,0.0,0.029,0.58,0.0,0.184,0.0,0
2024-06-28,0.0,2.9,7.8,weekday,18.7,0.0,0,0.449,0.0,0.0,0.651,0.028,0.1,0.0,0
2024-06-29,0.0,5.2,7.8,holiday,21.8,0.0,0,0.701,0.405,0.619,0.015,0.457,0.498,0.031,0
2024-06-30,0.0,5.5,7.3,holiday,21.9,0.0,0,,0.399,0.547,,0.549,0.345,0.129,0
2024-07-01,0.0,4.9,8.2,weekday,21.5,0.0,0,0.216,0.0,0.025,,0.102,0.07,0.0,0
2024-07-02,0.2,6.3,8.1,weekday,,0.0,0,0.595,0.0,0.039,0.684,0.036,0.115,0.0,0
2024-07-03,1.4,7.1,7.7,weekday,19.3,0.0,0,0.351,0.005,0.07,0.581,0.009,0.177,0.0,0
2024-07-04,1.8,3.8,7.9,weekday,19.7,0.0,0,0.445,0.0,0.034,0.576,0.054,0.072,0.0,0
2024-07-05,1.9,4.1,9.6,weekday,20.1,0.0,0,0.494,0.0,0.019,0.655,0.0,0.123,0.0,0
2024-07-06,0.0,4.7,8.2,holiday,22.1,0.0,0,0.624,0.277,0.537,0.061,0.502,0.436,0.082,1
2024-07-07,0.3,5.7,10.3,holiday,24.1,0.0,0,0.566,0.349,0.567,0.0,,0.431,0.0,0
2024-07-08,1.4,4.4,9.2,weekday,18.9,0.0,0,0.495,0.0,0.048,0.658,0.0,0.064,0.0,0
2024-07-09,0.0,2.7,9.4,weekday,19.8,0.0,0,0.268,0.029,0.027,0.591,,0.018,0.0,0
2024-07-10,0.0,6.6,10.0,weekday,,0.0,0,0.382,0.0,0.0,0.727,0.001,0.0,,0
2024-07-11,0.3,7.8,10.0,weekday,18.7,0.0,0,0.503,0.0,0.0,0.626,0.007,0.087,0.0,0
2024-07-12,0.5,7.3,9.5,weekday,22.4,0.0,0,0.413,,0.029,0.602,0.007,0.053,0.0,0
2024-07-13,0.0,3.0,10.0,holiday,,1.0,0,0.56,0.6,0.802,0.043,0.613,0.558,0.057,0
2024-07-14,3.2,5.6,11.3,holiday,26.5,0.0,0,0.587,0.213,0.39,0.056,0.552,0.432,0.0,0
2024-07-15,0.6,2.7,11.5,weekday,21.3,0.0,1,0.283,0.0,,0.604,0.0,0.0,0.0,0
2024-07-16,0.0,5.7,9.9,weekday,18.5,0.0,0,0.566,,0.031,0.605,0.0,0.0,0.0,0
2024-07-17,0.3,5.7,11.6,weekday,20.2,0.0,0,0.426,0.014,0.0,0.614,0.06,,0.0,0
2024-07-18,1.5,8.7,11.9,weekday,23.4,0.0,0,0.56,0.0,0.067,0.69,0.053,0.0,0.0,0
2024-07-19,0.0,5.8,11.0,weekday,2.4,0.0,0,0.386,0.0,0.0,0.557,0.0,0.019,0.0,1
2024-07-20,0.6,7.2,12.0,holiday,1.1,0.0,0,0.623,0.428,0.507,0.018,0.532,0.372,0.237,0
2024-07-21,0.6,3.8,12.9,holiday,,0.0,0,0.507,,0.572,0.0,0.602,0.362,0.024,0
2024-07-22,1.1,3.2,13.0,weekday,6.3,0.0,0,0.447,0.0,0.0,0.704,,,0.032,0
2024-07-23,0.4,5.3,12.7,weekday,4.1,0.0,0,0.367,0.023,0.0,0.644,0.124,0.075,0.0,0
2024-07-24,0.0,3.7,12.6,weekday,5.9,0.0,0,0.47,0.0,0.0,0.699,0.03,0.068,0.0,0
2024-07-25,0.5,6.4,13.5,weekday,1.5,0.0,0,0.412,,0.0,0.618,0.022,0.064,0.0,0
2024-07-26,5.0,6.1,13.3,weekday,1.3,0.0,0,0.426,0.0,0.0,0.614,0.115,0.0,0.0,1
2024-07-27,0.6,5.3,12.6,holiday,4.2,0.0,0,0.733,0.526,0.559,0.161,0.544,0.264,,0
2024-07-28,0.0,4.0,13.0,holiday,4.9,0.0,0,0.697,0.409,0.556,0.072,0.609,0.471,0.123,0
2024-07-29,0.0,6.9,14.4,weekday,0.8,0.0,0,0.458,0.043,0.074,0.6,0.0,0.037,0.0,0
2024-07-30,0.3,4.4,12.5,weekday,3.5,0.0,0,0.4,0.0,0.015,0.692,0.008,0.0,0.0,0
2024-07-31,0.0,7.3,13.5,weekday,3.9,0.0,0,0.396,0.042,0.016,0.627,0.156,0.085,0.0,0
2024-08-01,0.0,9.0,14.4,holiday,9.9,,0,0.645,0.196,0.377,0.055,0.273,0.179,0.0,0
2024-08-02,0.0,6.8,14.9,holiday,10.1,0.0,0,0.613,0.161,0.311,0.099,0.284,0.224,0.0,0
2024-08-03,4.7,9.3,14.5,holiday,11.7,0.0,0,0.711,0.385,0.615,0.069,0.543,0.356,0.132,1
2024-08-04,0.0,9.4,15.2,holiday,11.2,0.0,0,0.646,0.5,0.582,0.037,0.583,0.351,0.0,0
2024-08-05,0.0,7.8,15.9,holiday,12.4,0.0,0,0.562,0.248,0.297,0.131,0.341,0.222,,0
2024-08-06,0.0,9.0,16.1,holiday,12.4,0.0,0,0.519,0.121,0.286,0.161,0.37,0.199,0.0,0
2024-08-07,0.0,7.3,16.8,holiday,13.5,0.0,0,0.586,0.186,0.311,0.066,0.335,,0.037,0
2024-08-08,0.0,9.2,16.5,holiday,12.8,1.0,0,0.637,0.444,0.505,0.025,0.54,0.208,0.0,0
2024-08-09,0.0,10.0,18.0,holiday,,0.0,0,0.596,0.283,0.263,,0.361,0.189,0.0,0
2024-08-10,1.6,8.0,15.8,holiday,17.1,0.0,0,0.678,0.407,,0.099,0.61,0.361,0.0,0
2024-08-11,3.8,11.6,16.3,holiday,8.9,0.0,0,0.598,0.548,0.633,0.044,0.552,0.428,0.08,1
2024-08-12,0.0,9.3,16.7,holiday,14.8,0.0,0,0.544,0.226,0.274,0.024,0.328,0.208,0.0,0
2024-08-13,2.2,9.6,16.5,holiday,8.5,0.0,0,,0.44,0.415,0.111,0.319,0.269,0.0,1
2024-08-14,0.9,7.2,17.2,holiday,,0.0,0,0.684,,0.271,0.011,0.325,,0.0,0
2024-08-15,0.0,8.1,17.3,holiday,9.3,0.0,0,0.587,0.254,0.271,0.102,0.299,0.187,0.0,0
2024-08-16,0.0,8.3,18.1,holiday,12.7,1.0,0,0.464,0.527,0.533,0.0,0.538,0.109,0.068,0
2024-08-17,1.2,7.9,17.6,holiday,12.0,1.0,0,0.688,0.71,,0.149,0.826,0.405,0.171,0
2024-08-18,0.0,8.6,18.6,holiday,12.5,0.0,1,0.684,0.503,0.686,0.008,0.558,0.293,0.118,1
2024-08-19,1.9,7.6,18.2,holiday,,0.0,0,0.537,0.144,0.251,0.068,,0.154,0.0,0
2024-08-20,0.0,8.2,19.4,holiday,11.3,0.0,0,0.537,,0.299,0.026,0.336,0.175,0.0,0
2024-08-21,0.7,7.3,19.3,holiday,,0.0,0,0.622,0.142,0.206,0.033,0.237,0.156,,0
2024-08-22,0.0,7.1,18.7,holiday,,1.0,0,0.527,0.441,0.529,0.072,0.502,0.191,0.116,0
2024-08-23,0.0,9.4,18.6,holiday,10.8,0.0,0,0.529,0.131,0.245,0.009,0.397,0.249,0.0,0
2024-08-24,1.4,9.2,20.1,holiday,14.8,0.0,0,0.737,0.384,0.634,0.05,0.635,0.284,0.163,0
2024-08-25,1.9,7.5,19.9,holiday,9.7,0.0,0,0.737,0.36,0.487,0.169,0.554,0.359,0.218,0
2024-08-26,1.0,6.8,20.5,holiday,15.6,0.0,0,0.546,0.183,0.281,0.161,0.339,0.221,0.139,0
2024-08-27,1.0,6.6,21.5,holiday,9.6,,0,0.583,,0.274,0.007,0.332,0.229,0.067,0
2024-08-28,0.0,7.7,19.3,holiday,9.0,0.0,0,0.42,0.22,0.274,0.054,0.315,0.113,0.069,0
2024-08-29,0.0,9.8,21.6,holiday,13.4,0.0,0,0.53,0.264,0.253,0.127,0.281,0.227,,0
2024-08-30,3.0,7.7,19.7,holiday,9.4,0.0,0,0.643,0.309,0.231,0.118,0.389,0.169,0.151,0
2024-08-31,0.0,10.2,22.2,holiday,10.6,0.0,0,0.584,0.395,0.548,0.057,0.68,0.373,0.278,0
2024-09-01,4.2,6.9,21.7,holiday,12.1,0.0,0,0.726,0.448,0.525,0.103,0.593,0.346,0.065,0
2024-09-02,0.0,7.6,22.1,weekday,,0.0,0,0.372,0.0,0.0,,0.169,0.022,0.114,0
2024-09-03,0.0,9.0,21.2,weekday,13.0,0.0,1,0.542,0.171,0.037,0.652,0.052,0.021,0.0,0
2024-09-04,1.2,6.1,21.6,weekday,12.8,0.0,0,0.336,0.027,0.0,0.568,0.066,0.0,0.14,0
2024-09-05,0.0,6.6,22.3,weekday,11.2,0.0,0,0.395,0.137,0.158,0.682,0.119,0.0,0.117,0
2024-09-06,0.0,8.1,21.5,weekday,16.2,0.0,0,0.296,0.0,0.0,0.583,0.07,0.01,0.0,0
2024-09-07,0.9,7.7,22.4,holiday,13.9,0.0,0,0.609,0.54,0.595,0.027,0.562,0.298,0.187,0
2024-09-08,0.7,7.3,22.8,holiday,13.9,0.0,0,0.575,0.555,0.639,0.08,0.535,0.258,0.154,0
2024-09-09,0.0,9.8,23.4,weekday,14.9,0.0,0,0.607,0.005,0.023,0.722,0.162,0.052,0.0,0
2024-09-10,0.2,4.1,23.5,weekday,10.6,0.0,0,0.276,0.0,0.071,0.604,0.122,0.045,0.076,0
2024-09-11,0.0,6.9,21.9,weekday,9.9,0.0,0,0.347,0.09,0.001,,0.116,0.0,0.021,0
2024-09-12,0.0,7.2,25.0,weekday,10.6,0.0,0,0.429,0.176,0.0,0.726,0.075,0.0,0.115,0
2024-09-13,0.8,7.9,21.2,weekday,8.4,0.0,0,0.314,0.0,0.0,0.652,0.057,0.066,0.054,1
2024-09-14,0.0,9.1,22.3,holiday,13.0,0.0,0,0.611,,0.633,0.053,0.62,0.399,0.207,0
2024-09-15,2.1,7.2,23.5,holiday,10.5,,0,0.81,0.384,0.572,0.109,0.544,0.376,0.215,0
2024-09-16,1.0,6.6,22.7,weekday,17.4,1.0,0,0.348,0.185,0.286,0.561,0.204,0.0,0.032,0
2024-09-17,0.0,7.7,23.9,weekday,9.5,0.0,0,0.299,0.1,0.0,0.609,,0.0,0.166,0
2024-09-18,2.3,7.0,25.4,weekday,10.3,0.0,0,0.37,0.062,0.0,0.653,0.085,0.046,0.136,0
2024-09-19,1.8,8.8,24.8,weekday,20.3,0.0,0,0.403,0.006,0.0,,0.133,0.0,0.065,0
2024-09-20,0.0,6.6,24.2,weekday,10.6,0.0,0,0.41,0.114,0.056,0.567,0.067,0.006,0.12,0
2024-09-21,0.0,8.3,24.6,holiday,12.1,0.0,0,0.498,0.549,0.613,0.043,0.584,,0.234,0
2024-09-22,0.0,10.2,24.3,holiday,9.0,0.0,1,0.64,0.516,0.592,0.016,0.603,0.384,0.17,1
2024-09-23,0.2,8.1,24.3,weekday,8.2,0.0,1,0.47,0.087,0.005,0.684,0.13,0.007,0.168,1
2024-09-24,0.0,5.5,25.6,weekday,16.1,0.0,0,0.421,0.0,0.0,0.588,,0.0,0.163,0
2024-09-25,0.0,9.0,24.6,weekday,10.9,0.0,0,0.498,0.068,0.113,0.695,0.044,0.038,,0
2024-09-26,0.0,8.6,24.9,weekday,10.9,0.0,0,,0.172,0.043,,0.082,0.002,0.061,0
2024-09-27,2.8,8.8,25.6,weekday,11.7,0.0,0,0.438,0.045,0.055,,0.062,0.003,0.119,0
2024-09-28,0.0,8.8,25.9,holiday,13.1,0.0,0,0.655,0.432,0.538,0.088,,0.29,0.153,0
2024-09-29,3.1,8.3,24.2,holiday,9.8,0.0,0,0.781,0.427,0.581,0.013,0.567,0.305,0.352,0
2024-09-30,0.0,5.9,26.2,weekday,11.3,0.0,0,0.4,0.009,0.001,0.539,0.118,,0.203,0
2024-10-01,0.0,4.2,26.4,weekday,3.4,0.0,0,0.456,0.038,0.02,0.717,0.066,0.069,0.273,0
2024-10-02,0.0,5.0,26.4,weekday,2.5,0.0,0,0.433,0.291,0.0,0.6,0.138,0.006,0.174,0
2024-10-03,0.0,5.1,25.8,weekday,4.9,,0,0.412,0.0,,0.617,0.114,0.0,0.225,0
2024-10-04,2.4,6.5,26.7,weekday,3.3,0.0,0,0.522,0.027,0.0,0.611,0.07,0.022,0.375,0
2024-10-05,0.0,3.8,26.9,holiday,7.1,0.0,0,0.806,0.566,0.613,0.117,0.647,0.38,0.473,0
2024-10-06,0.0,4.8,25.8,holiday,3.6,0.0,0,,0.494,0.609,0.07,0.583,0.378,0.347,0
2024-10-07,0.6,6.7,25.7,weekday,3.8,0.0,0,0.412,0.059,0.0,,0.149,0.0,0.079,0
2024-10-08,0.5,3.1,26.9,weekday,4.9,0.0,0,0.445,0.148,0.162,0.56,0.2,0.043,0.241,0
2024-10-09,0.8,6.0,26.3,weekday,4.3,0.0,0,0.563,0.159,0.035,0.571,0.166,0.0,0.285,0
2024-10-10,0.0,4.4,26.3,weekday,6.1,0.0,0,0.382,0.03,0.0,0.706,0.0,0.0,0.062,0
2024-10-11,1.7,5.9,28.3,weekday,2.5,0.0,0,0.419,0.158,0.058,0.616,0.14,0.129,0.265,0
2024-10-12,0.0,4.7,26.6,holiday,3.6,0.0,0,0.66,0.395,0.611,0.115,0.593,0.36,0.651,0
2024-10-13,1.1,7.5,28.1,holiday,4.4,0.0,0,0.763,0.611,0.677,0.0,0.617,0.266,0.441,0
2024-10-14,2.8,3.2,27.3,weekday,5.7,0.0,0,0.477,0.203,0.0,0.649,0.086,0.056,0.245,0
2024-10-15,3.5,2.8,28.4,weekday,3.9,0.0,0,0.5,0.05,0.011,0.692,0.129,0.0,0.297,0
2024-10-16,2.4,3.9,27.7,weekday,0.8,1.0,0,0.368,0.399,0.263,0.687,0.207,0.059,0.355,0
2024-10-17,0.0,4.5,28.1,weekday,3.9,0.0,0,0.389,0.175,0.11,0.751,0.14,0.0,0.313,0
2024-10-18,1.5,5.2,28.2,weekday,6.6,0.0,0,0.508,0.148,0.0,,0.112,0.0,0.296,0
2024-10-19,1.3,6.6,28.4,holiday,4.0,0.0,0,,0.611,0.7,0.146,0.641,0.44,0.429,0
2024-10-20,0.0,6.7,26.9,holiday,1.9,0.0,0,0.649,0.377,0.601,0.099,0.648,0.341,0.451,0
2024-10-21,0.6,4.7,29.2,weekday,5.4,0.0,0,0.482,0.201,0.0,0.725,0.075,0.076,0.402,0
2024-10-22,1.6,8.3,29.0,weekday,7.0,0.0,0,0.38,0.24,0.001,0.682,0.11,0.0,0.366,0
2024-10-23,2.7,5.6,28.2,weekday,1.2,0.0,0,0.373,0.111,0.023,0.699,0.244,0.0,0.272,0
2024-10-24,0.0,3.9,28.0,weekday,,0.0,0,0.371,0.067,0.106,0.716,0.149,0.034,0.209,0
2024-10-25,0.0,6.5,27.3,weekday,3.2,0.0,0,0.288,0.045,0.0,0.701,0.138,0.0,0.291,0
2024-10-26,3.3,6.2,29.7,holiday,2.1,0.0,0,0.609,0.518,0.686,0.088,0.607,0.391,0.49,0
2024-10-27,0.0,4.4,28.8,holiday,4.7,0.0,0,0.669,0.402,,0.081,0.587,0.392,0.525,0
2024-10-28,0.7,4.5,28.4,weekday,3.7,,0,0.476,0.509,0.371,0.574,0.273,0.0,0.273,0
2024-10-29,0.0,5.0,29.4,weekday,4.5,0.0,0,0.388,0.217,0.062,0.633,0.229,0.0,0.291,0
2024-10-30,0.0,5.0,27.9,weekday,6.6,0.0,0,0.326,0.052,0.0,0.645,0.0,0.069,0.273,0
2024-10-31,0.0,5.3,29.5,weekday,9.6,0.0,0,0.47,0.15,0.0,0.609,0.0,0.0,0.219,0
2024-11-01,0.0,6.0,28.0,weekday,5.7,0.0,0,0.432,0.074,0.013,0.609,0.08,0.011,0.194,0
2024-11-02,0.0,6.8,28.9,holiday,2.2,1.0,0,0.612,0.953,0.845,0.002,0.784,0.304,0.553,0
2024-11-03,0.0,4.7,27.5,holiday,5.7,0.0,0,0.704,0.422,0.51,0.079,0.629,0.331,0.501,0
2024-11-04,0.0,5.1,27.0,weekday,3.4,0.0,0,0.441,0.058,0.055,0.671,0.132,0.005,0.314,0
2024-11-05,1.7,7.5,27.2,weekday,6.2,0.0,0,0.476,0.245,0.0,,0.216,0.0,0.163,0
2024-11-06,1.7,5.7,28.1,weekday,1.4,1.0,0,0.524,,0.368,0.755,0.366,0.0,0.361,0
2024-11-07,1.1,7.8,28.6,weekday,1.2,0.0,0,0.486,0.129,0.013,0.659,0.097,0.07,0.319,0
2024-11-08,1.6,4.7,28.5,,2.2,0.0,0,0.361,0.065,,0.612,0.08,0.072,0.411,0
2024-11-09,0.2,4.3,28.6,holiday,1.3,0.0,0,0.637,0.548,0.644,0.046,0.64,0.241,0.563,0
2024-11-10,0.0,2.9,28.3,holiday,1.3,1.0,0,0.435,0.765,0.837,0.104,0.766,,0.686,0
2024-11-11,0.0,5.9,28.5,weekday,1.1,0.0,0,,0.213,0.052,0.666,0.141,0.0,0.373,0
2024-11-12,1.1,4.6,29.1,weekday,5.2,0.0,0,0.398,0.058,0.0,0.649,0.151,0.0,0.341,0
2024-11-13,0.3,8.0,27.6,weekday,3.6,0.0,0,0.343,0.006,0.0,0.7,0.074,0.174,0.118,0
2024-11-14,0.0,3.9,29.1,weekday,3.8,0.0,0,0.407,0.151,0.004,0.589,0.069,0.0,0.337,0
2024-11-15,0.0,6.8,28.6,weekday,1.4,1.0,0,0.555,0.474,0.276,0.737,0.299,0.031,0.191,0
2024-11-16,0.0,5.7,28.5,holiday,2.7,0.0,0,0.698,0.483,0.559,0.1,0.525,0.291,0.499,0
2024-11-17,0.0,4.9,27.6,holiday,4.4,0.0,0,0.606,0.616,0.728,0.164,0.607,0.352,0.499,0
2024-11-18,0.0,4.1,28.1,weekday,3.7,0.0,0,0.358,0.192,0.042,0.601,0.051,0.032,0.281,0
2024-11-19,1.2,6.0,28.7,weekday,0.4,0.0,0,0.402,0.0,0.049,0.709,0.157,0.0,0.184,0
2024-11-20,2.9,4.3,28.1,weekday,1.9,0.0,0,0.507,0.19,0.099,0.687,0.184,0.017,0.273,0
2024-11-21,0.0,8.9,27.7,weekday,1.9,0.0,0,0.301,0.202,0.05,0.588,0.071,0.01,0.206,0
2024-11-22,0.0,6.7,28.4,weekday,1.7,0.0,0,0.266,0.186,0.029,0.686,0.112,0.0,0.197,0
2024-11-23,1.8,4.6,28.2,holiday,6.0,0.0,0,0.727,0.398,0.569,0.176,0.648,0.36,0.477,0
2024-11-24,3.4,4.5,26.5,holiday,,0.0,0,0.606,0.464,0.586,0.09,0.553,0.448,0.384,0
2024-11-25,0.0,4.9,28.6,weekday,3.9,0.0,0,,,0.055,0.569,0.102,0.0,0.189,0
2024-11-26,0.0,8.1,28.8,weekday,3.0,0.0,0,0.456,0.148,0.09,0.621,0.0,0.0,0.282,0
2024-11-27,0.0,4.8,26.4,weekday,2.7,0.0,0,0.483,0.268,0.0,0.649,0.0,0.04,0.319,0
2024-11-28,0.0,4.1,27.2,weekday,3.6,1.0,0,0.454,0.406,0.247,0.669,0.304,0.0,0.368,0
2024-11-29,0.0,5.3,28.0,weekday,2.7,0.0,0,0.342,0.119,0.054,0.646,0.107,0.0,0.33,0
2024-11-30,2.2,2.9,27.0,holiday,6.3,0.0,0,0.607,0.43,0.656,0.04,0.593,0.258,0.519,0
2024-12-01,8.2,6.2,25.6,holiday,0.0,0.0,0,0.752,0.593,0.594,0.094,0.648,0.319,0.435,0
2024-12-02,8.1,2.6,26.1,holiday,0.0,0.0,0,0.549,0.369,0.29,0.143,0.325,0.169,0.372,0
