date,snowfall_cm,rainfall_mm,wind_speed_mps,ferry_cancel_count,holiday,temperature_c,event_local_flag,typhoon_alert_flag,mobility_inflow_index,tourist_inflow_count,lodging_occupancy_ratio,rail_ridership,temple_shrine_visits,onsen_visitors_count,beach_crowd_index,snow_quality_index,ski_resort_visitors,flight_delay_count,y
2024-03-08,35.0,0.0,3.0,0.067,weekday,0.1,0.0,0,0.492,0.049,0.004,0.747,0.0,0.152,0.0,0.933,0.543,0.043,0
2024-03-09,35.0,0.0,2.9,0.11,holiday,1.3,0.0,0,0.604,0.368,0.519,0.107,0.515,0.519,0.206,0.942,0.614,0.079,0
2024-03-10,32.4,0.0,5.7,0.161,holiday,1.0,0.0,0,0.679,0.443,0.657,0.028,0.501,0.396,0.048,0.845,0.751,0.057,0
2024-03-11,35.0,0.0,4.1,0.149,weekday,0.9,0.0,0,0.491,0.029,0.033,0.734,0.039,0.175,,0.978,0.474,0.091,0
2024-03-12,32.2,0.0,2.7,0.092,weekday,-0.6,0.0,0,0.5,0.0,0.0,0.708,0.0,0.104,0.006,0.92,0.403,0.093,0
2024-03-13,33.6,0.0,4.1,0.137,weekday,0.4,0.0,0,0.465,0.052,0.042,0.585,0.0,0.13,0.0,0.913,0.452,0.061,0
2024-03-14,34.6,2.6,5.1,0.173,weekday,0.1,0.0,0,0.598,0.016,0.058,0.713,0.0,,0.0,0.988,0.622,0.106,1
2024-03-15,35.0,0.0,3.6,0.133,weekday,2.2,0.0,0,0.268,0.0,0.0,0.684,0.01,0.175,0.0,,0.471,0.007,0
2024-03-16,35.0,0.0,3.3,0.098,holiday,1.2,0.0,0,0.668,0.384,0.605,0.194,0.601,0.587,0.124,0.917,0.598,0.075,0
2024-03-17,33.5,0.0,3.1,0.054,holiday,-0.5,0.0,0,0.753,0.275,0.424,0.035,0.48,0.448,0.178,1.0,0.705,0.048,0
2024-03-18,34.0,0.0,2.4,0.056,weekday,-0.9,0.0,0,0.64,0.254,0.075,0.697,0.046,0.177,0.019,0.893,0.456,0.076,0
2024-03-19,33.2,1.2,5.3,0.21,weekday,0.5,0.0,0,0.236,0.0,0.0,0.694,0.046,0.111,0.0,0.991,0.592,0.146,1
2024-03-20,32.0,0.0,3.3,0.112,weekday,0.9,0.0,0,0.345,0.032,0.027,0.55,0.014,0.175,0.0,0.921,0.544,0.04,0
2024-03-21,35.0,0.4,3.1,0.119,weekday,0.6,0.0,0,0.349,0.095,0.073,0.663,0.036,0.158,0.0,0.902,0.538,0.107,0
2024-03-22,33.7,0.0,2.5,0.061,weekday,-1.2,0.0,0,0.438,0.086,0.044,0.61,0.0,0.166,0.0,1.0,0.581,0.084,0
2024-03-23,35.0,0.0,2.9,0.074,holiday,0.4,1.0,0,0.631,,0.834,0.105,0.694,0.521,0.049,0.988,0.767,0.03,0
2024-03-24,34.1,0.0,4.7,0.196,holiday,0.1,0.0,0,0.602,0.414,0.583,0.007,0.51,0.421,0.237,,0.712,0.099,0
2024-03-25,35.0,0.0,3.2,0.094,weekday,-0.4,0.0,0,0.297,0.042,0.015,0.707,0.041,0.11,0.0,1.0,0.582,0.109,0
2024-03-26,35.0,0.0,6.7,0.178,weekday,-0.6,1.0,0,0.471,0.44,0.333,0.577,0.231,0.236,0.0,0.979,0.561,0.183,1
2024-03-27,34.6,0.0,2.4,0.07,weekday,-1.5,0.0,0,0.534,0.0,0.0,0.602,0.0,0.176,0.0,1.0,0.661,0.007,0
2024-03-28,34.4,0.0,3.8,0.075,weekday,-2.4,0.0,0,0.437,0.101,0.097,0.58,0.0,,0.0,1.0,,0.13,0
2024-03-29,35.0,0.0,4.8,0.144,weekday,-1.1,0.0,0,0.519,0.022,0.067,0.681,0.033,0.131,0.0,1.0,0.551,0.162,1
2024-03-30,35.0,0.0,4.5,0.127,holiday,-1.2,0.0,0,0.69,0.339,0.677,0.102,,0.558,0.233,0.887,0.729,0.101,1
2024-03-31,35.0,0.0,4.7,0.157,holiday,-1.7,0.0,0,0.696,0.424,0.643,0.149,0.44,0.565,,1.0,0.806,0.099,1
2024-04-01,3.8,7.2,2.5,0.059,weekday,-0.5,0.0,0,0.223,0.0,0.027,0.621,0.0,0.104,0.0,0.698,0.41,0.031,0
2024-04-02,0.0,3.1,6.0,,weekday,-2.0,0.0,0,0.317,0.0,0.0,0.745,0.12,0.133,0.0,0.663,0.355,0.127,1
2024-04-03,0.8,3.7,3.3,0.059,weekday,-0.8,0.0,0,0.259,0.006,0.056,0.55,0.0,0.107,0.0,0.664,0.309,0.086,0
2024-04-04,4.5,6.1,3.2,0.095,weekday,-0.6,0.0,0,0.286,0.0,0.0,0.562,0.011,0.184,0.0,0.798,0.407,0.074,0
2024-04-05,0.0,3.8,4.3,,weekday,-0.9,0.0,0,0.5,0.0,0.03,0.647,0.0,0.089,0.038,0.632,0.41,0.129,1
2024-04-06,0.0,2.0,4.5,0.16,holiday,-0.9,0.0,0,0.691,0.373,0.542,0.176,0.458,0.517,0.083,0.548,0.474,0.086,0
2024-04-07,0.2,6.0,5.0,0.112,holiday,-1.2,0.0,0,0.712,0.265,0.606,0.082,0.485,0.451,0.083,0.636,0.618,0.111,0
2024-04-08,0.0,5.6,4.5,0.138,weekday,-1.1,0.0,0,0.41,0.0,0.0,0.588,0.0,0.094,0.0,0.626,0.33,0.149,1
2024-04-09,3.1,3.5,3.7,0.136,weekday,-3.1,0.0,0,0.425,0.003,0.0,0.707,0.0,0.157,,0.78,0.359,0.126,0
2024-04-10,1.8,0.8,5.0,0.139,weekday,-2.0,0.0,0,0.43,0.0,0.0,0.688,0.006,0.189,0.038,0.664,0.509,0.077,1
2024-04-11,0.0,3.9,3.3,0.146,weekday,-2.7,0.0,0,0.361,0.0,0.005,0.774,0.099,0.193,0.0,0.634,0.3,0.139,0
2024-04-12,3.0,4.6,5.0,0.159,weekday,-1.3,0.0,0,0.452,0.051,,0.643,0.0,0.167,0.0,0.705,0.389,0.092,0
2024-04-13,0.0,4.2,3.4,0.078,holiday,-1.6,0.0,0,0.719,0.339,,0.115,0.491,,0.152,0.615,0.584,0.062,0
2024-04-14,0.0,3.3,2.9,0.101,holiday,-1.9,0.0,0,0.717,0.274,0.587,0.064,0.484,0.542,0.175,0.659,0.606,0.082,0
2024-04-15,0.0,,4.9,0.158,weekday,-2.2,0.0,0,0.385,0.063,0.064,0.61,0.0,0.204,0.0,0.628,0.387,0.17,1
2024-04-16,0.0,1.3,2.6,0.083,weekday,-1.5,1.0,0,0.361,0.114,0.221,0.629,0.189,0.148,0.0,0.58,0.337,0.067,0
2024-04-17,0.0,6.6,4.0,0.199,weekday,-1.5,,0,0.486,0.106,0.0,0.704,0.02,0.128,0.0,,0.405,0.125,1
2024-04-18,0.5,2.0,2.9,0.116,weekday,-1.9,0.0,0,0.462,0.0,0.0,0.676,0.0,0.175,0.0,0.595,0.341,0.069,0
2024-04-19,0.3,2.9,7.0,0.27,weekday,-1.9,0.0,0,0.435,0.14,0.015,0.672,0.0,0.196,0.0,0.568,0.348,0.183,1
2024-04-20,0.2,6.2,5.6,0.174,holiday,-1.5,0.0,0,0.582,0.316,0.567,0.053,,0.565,0.184,0.62,0.516,0.142,0
2024-04-21,1.0,1.0,4.8,0.104,holiday,-2.6,1.0,0,0.743,0.664,0.834,0.135,,0.585,0.103,0.725,0.609,0.136,0
2024-04-22,1.0,8.5,4.1,0.139,weekday,-1.8,0.0,0,0.335,0.091,,0.649,0.0,0.113,0.0,0.632,0.338,0.135,0
2024-04-23,0.9,7.3,5.8,0.178,weekday,-1.3,0.0,0,0.32,0.0,0.0,0.654,0.017,0.226,0.0,0.624,0.304,0.207,1
2024-04-24,1.0,3.2,2.2,0.064,weekday,-2.0,0.0,0,0.472,0.141,0.041,0.597,0.04,0.169,0.0,0.649,0.441,0.005,0
2024-04-25,0.0,4.1,5.4,0.191,weekday,-2.9,0.0,0,0.352,0.028,0.061,0.545,0.06,0.197,0.0,0.654,0.3,0.184,1
2024-04-26,0.0,4.2,3.1,0.148,weekday,-3.1,0.0,0,0.369,0.065,0.061,0.592,0.0,0.144,0.0,0.569,0.332,0.051,0
2024-04-27,1.9,3.3,6.1,,holiday,-1.0,0.0,0,0.591,0.314,0.455,,0.493,0.543,0.124,0.622,0.515,0.167,0
2024-04-28,0.0,3.0,2.5,0.105,holiday,-2.0,0.0,0,0.765,0.341,0.571,0.104,0.516,0.569,0.165,0.574,0.487,0.082,0
2024-04-29,0.8,2.3,3.4,0.102,weekday,-0.8,0.0,0,0.419,0.0,0.0,0.679,0.0,0.071,0.0,0.617,0.293,,0
2024-04-30,0.0,3.0,2.0,,weekday,-1.0,1.0,0,0.417,0.238,0.24,0.642,0.257,0.135,0.0,0.568,0.279,0.077,0
2024-05-01,1.8,0.8,2.4,0.107,holiday,-1.3,0.0,0,0.562,0.198,0.35,0.0,,0.303,0.124,0.636,0.478,0.007,0
2024-05-02,0.4,3.2,3.3,0.069,holiday,-2.8,0.0,0,0.475,0.262,0.263,0.007,0.244,0.4,0.064,0.712,0.524,0.153,0
2024-05-03,0.0,4.9,4.2,0.171,,-1.7,0.0,0,0.598,0.104,0.373,0.1,0.18,0.307,0.0,0.556,0.396,0.148,1
2024-05-04,0.0,2.7,5.2,0.181,holiday,-2.6,0.0,0,0.639,0.517,0.661,0.0,0.437,0.556,0.145,0.567,0.544,0.129,1
2024-05-05,1.3,4.6,3.9,0.118,holiday,-1.2,0.0,0,0.602,0.362,0.525,0.126,0.504,0.406,0.123,0.719,0.556,0.141,0
2024-05-06,0.4,1.9,4.4,0.149,holiday,-2.0,0.0,0,0.492,0.257,0.291,0.0,0.259,0.305,0.055,0.661,0.499,0.112,0
2024-05-07,1.5,0.7,5.4,0.17,holiday,-1.5,0.0,0,0.535,,0.318,0.019,0.165,0.262,0.0,0.663,0.467,0.081,0
2024-05-08,3.4,4.3,2.2,0.127,holiday,-1.9,0.0,0,0.551,0.316,0.38,0.198,0.289,0.25,0.049,0.715,0.522,0.113,0
2024-05-09,1.9,7.5,1.8,0.115,holiday,-0.8,0.0,0,0.485,0.329,0.34,0.0,0.16,0.298,0.018,0.746,0.455,0.094,0
2024-05-10,2.9,3.1,4.8,0.101,,-1.4,0.0,0,0.496,0.324,0.299,0.0,0.198,0.354,0.0,0.712,0.4,0.163,0
2024-05-11,0.1,1.9,5.3,0.156,holiday,-0.2,0.0,0,0.722,0.3,0.591,0.154,0.551,0.564,0.03,0.668,0.538,0.124,1
2024-05-12,0.0,2.0,2.4,0.038,holiday,-1.9,0.0,0,0.647,0.294,0.577,0.103,0.513,0.515,0.185,0.609,0.482,0.105,0
2024-05-13,1.8,2.9,3.4,0.129,holiday,-1.0,0.0,0,0.614,0.118,0.217,0.094,0.297,0.392,,,0.463,0.03,0
2024-05-14,0.0,2.6,2.3,0.146,holiday,-0.5,0.0,0,0.62,0.2,0.267,0.008,0.25,0.373,,0.715,0.497,0.084,0
2024-05-15,0.4,0.6,5.6,0.273,holiday,-0.1,0.0,0,0.55,0.216,0.25,0.076,0.276,0.298,0.0,0.642,0.41,0.148,1
2024-05-16,0.2,1.1,3.9,0.092,holiday,-0.5,0.0,0,0.401,0.264,0.306,0.066,0.288,0.346,0.0,0.581,0.358,0.066,0
2024-05-17,0.0,0.9,2.4,0.101,holiday,0.2,0.0,0,0.444,0.199,0.318,0.046,0.197,0.288,0.0,0.652,0.456,0.023,0
2024-05-18,1.5,2.1,2.8,0.085,holiday,0.0,0.0,0,0.641,0.551,0.52,0.1,0.535,0.492,0.147,0.629,0.591,0.07,0
2024-05-19,0.0,,2.0,,holiday,-1.2,0.0,0,0.647,0.577,,0.051,0.528,0.537,0.182,0.598,0.519,0.029,0
2024-05-20,0.0,2.6,3.8,0.142,holiday,0.6,0.0,0,0.605,0.049,,0.08,0.139,0.354,0.0,0.684,0.526,0.085,0
2024-05-21,1.1,1.5,2.7,0.112,holiday,0.1,0.0,0,0.587,0.255,0.355,0.08,0.19,,0.042,0.646,0.426,0.106,0
2024-05-22,0.0,4.2,7.2,,holiday,0.3,0.0,0,0.382,0.216,0.338,,0.271,0.339,,0.675,0.384,0.208,1
2024-05-23,0.0,3.1,5.4,0.225,holiday,-0.2,0.0,0,0.44,0.269,0.307,0.148,0.259,0.299,,0.72,0.564,0.068,0
2024-05-24,0.0,0.2,4.5,0.199,holiday,-0.4,,0,0.482,0.134,0.288,0.101,0.347,0.274,0.052,0.653,0.451,0.038,0
2024-05-25,4.0,6.2,3.3,0.163,holiday,-0.1,0.0,0,0.711,0.399,0.511,0.132,0.507,0.437,0.039,0.686,0.529,0.127,0
2024-05-26,1.8,2.0,4.1,0.127,holiday,-1.0,0.0,0,0.744,0.414,0.587,,0.511,0.494,0.088,0.621,0.525,0.09,0
2024-05-27,0.0,3.8,3.5,0.169,holiday,0.3,0.0,0,0.449,0.079,0.273,0.075,0.273,0.388,0.004,0.633,0.501,0.094,0
2024-05-28,1.6,2.9,5.4,0.205,holiday,1.7,0.0,0,0.598,0.333,0.341,0.084,0.245,0.286,0.028,0.629,0.495,0.077,1
2024-05-29,2.6,5.9,3.9,0.134,holiday,2.5,0.0,0,0.741,0.233,0.274,0.065,0.246,0.25,0.004,0.509,0.42,0.079,0
2024-05-30,0.0,3.1,4.2,0.118,holiday,1.5,0.0,0,0.736,0.157,0.3,0.069,0.199,0.345,0.0,0.562,0.432,0.12,1
2024-05-31,0.0,2.9,4.9,0.115,holiday,1.0,0.0,0,0.655,0.325,0.313,0.046,0.284,0.34,0.013,0.629,0.451,0.106,0
2024-06-01,0.0,1.4,5.3,0.099,holiday,2.4,0.0,0,0.722,0.382,0.567,0.046,,0.476,0.192,,0.385,0.114,1
2024-06-02,0.0,0.4,5.5,0.186,holiday,2.0,0.0,0,0.706,,0.615,0.0,0.438,0.484,0.033,0.634,0.539,0.148,0
2024-06-03,0.0,3.4,5.1,0.104,weekday,1.5,0.0,0,0.41,0.0,0.0,0.651,0.035,0.114,0.0,0.624,,0.145,1
2024-06-04,0.3,0.5,3.9,0.13,weekday,2.8,0.0,0,0.345,0.017,0.0,0.625,0.0,0.032,0.0,0.529,0.307,0.039,0
2024-06-05,0.0,4.3,2.3,0.111,weekday,2.4,0.0,0,0.31,0.099,0.059,0.635,0.002,0.062,0.0,0.67,0.403,0.083,0
2024-06-06,2.9,1.8,1.5,0.064,weekday,2.8,0.0,0,0.577,0.0,0.062,0.754,0.007,0.093,0.0,0.587,0.31,0.031,0
2024-06-07,4.0,3.5,4.5,0.173,weekday,3.0,0.0,0,0.394,0.0,0.0,0.593,0.04,0.044,0.0,0.624,0.364,0.097,0
2024-06-08,0.0,2.4,4.1,0.133,holiday,3.9,0.0,0,0.714,0.469,0.628,0.097,0.528,0.504,0.087,0.446,0.468,0.094,1
2024-06-09,2.0,2.2,3.1,0.077,holiday,3.3,0.0,0,0.614,0.501,0.517,0.15,0.475,0.414,0.182,0.612,0.445,0.036,0
2024-06-10,0.6,8.2,3.4,0.116,weekday,3.3,0.0,0,0.481,0.026,0.0,0.615,0.045,0.108,0.0,0.524,0.284,0.178,0
2024-06-11,2.3,3.2,5.2,0.155,weekday,4.8,0.0,0,0.385,0.0,0.052,0.603,0.0,0.126,0.0,0.51,0.313,0.16,0
2024-06-12,0.0,4.9,3.4,0.521,weekday,3.0,0.0,1,0.534,0.0,0.0,0.676,0.013,0.182,0.0,0.593,,0.469,1
2024-06-13,3.0,3.1,5.0,0.147,weekday,4.4,0.0,0,0.449,0.0,0.0,0.604,0.001,0.118,0.0,0.546,0.295,,1
2024-06-14,0.4,,3.0,0.108,weekday,5.7,0.0,0,,0.0,0.0,0.675,0.021,0.035,0.0,0.481,0.259,0.041,0
2024-06-15,0.0,5.9,3.9,0.143,holiday,3.2,0.0,0,0.641,0.307,0.564,,0.468,0.433,0.121,0.494,0.531,0.16,1
2024-06-16,0.0,8.5,3.8,0.171,holiday,5.2,0.0,0,0.686,0.382,0.553,0.11,0.517,0.392,0.071,0.622,0.571,0.111,1
2024-06-17,0.9,3.9,5.4,0.2,weekday,3.5,0.0,0,0.474,0.023,0.059,0.72,0.0,0.089,0.0,0.694,0.305,0.153,1
2024-06-18,3.3,1.5,5.4,0.127,weekday,5.6,0.0,0,0.418,0.109,0.0,0.673,0.092,0.028,0.0,0.54,0.229,0.13,1
2024-06-19,1.2,1.4,2.2,0.095,weekday,5.2,0.0,0,0.386,0.0,0.055,0.707,0.0,0.165,0.167,0.566,0.34,0.07,0
2024-06-20,0.0,20.0,5.6,0.186,weekday,4.6,0.0,0,0.445,0.0,0.041,0.601,0.0,0.035,0.0,0.532,,0.274,1
2024-06-21,0.3,20.2,2.9,0.126,weekday,6.0,0.0,0,0.423,0.015,0.034,0.633,0.0,0.094,0.0,0.543,0.323,0.153,0
2024-06-22,1.5,25.6,4.5,0.193,holiday,4.1,,0,0.648,0.246,0.542,0.03,0.452,0.43,0.0,0.404,0.293,0.246,1
2024-06-23,0.4,,4.4,0.241,holiday,6.3,0.0,0,0.649,0.492,0.579,0.075,0.608,0.497,0.068,0.525,0.317,0.187,1
2024-06-24,0.0,28.2,5.8,0.255,weekday,6.0,0.0,0,0.405,0.0,0.0,0.535,0.019,0.03,0.0,0.477,0.171,0.252,1
2024-06-25,0.0,19.8,1.6,0.106,weekday,6.0,0.0,0,0.495,0.053,0.0,0.635,0.0,0.047,0.0,0.415,0.184,0.199,0
2024-06-26,0.0,21.8,5.3,0.255,weekday,7.1,0.0,0,0.4,,0.053,0.569,0.0,0.183,0.0,0.454,0.207,0.206,1
2024-06-27,0.0,22.9,2.0,0.13,weekday,5.6,0.0,0,0.438,0.0,0.0,0.568,0.0,0.144,0.0,0.414,0.238,0.255,1
2024-06-28,0.7,18.5,4.6,0.229,weekday,8.3,0.0,0,0.522,0.0,0.055,0.603,0.074,0.045,,,0.192,0.145,0
2024-06-29,0.0,22.3,3.7,0.196,holiday,7.7,0.0,0,0.645,0.403,0.576,0.127,0.591,,0.0,0.495,,0.187,1
2024-06-30,0.0,21.8,3.4,0.206,holiday,7.2,0.0,0,0.658,0.345,0.522,0.102,0.472,0.46,0.0,0.413,0.333,0.176,0
2024-07-01,0.0,20.5,3.8,0.195,weekday,7.7,0.0,0,0.514,0.0,0.046,0.588,0.083,0.061,0.0,0.404,0.196,0.213,1
2024-07-02,0.0,23.2,0.6,0.126,weekday,7.5,0.0,0,0.523,0.0,0.003,0.539,,0.143,0.0,0.505,0.319,0.129,0
2024-07-03,0.0,20.5,3.1,0.18,weekday,6.5,0.0,0,0.333,0.0,,0.612,0.115,,0.0,0.407,0.22,0.191,1
2024-07-04,0.0,19.9,2.3,0.144,weekday,9.0,0.0,0,0.447,0.0,0.021,,0.0,0.035,0.0,0.401,0.147,0.12,0
2024-07-05,0.0,19.1,6.2,0.299,weekday,8.0,0.0,0,0.439,0.0,0.0,0.62,0.0,0.096,0.0,0.427,0.228,0.256,1
2024-07-06,0.0,,2.2,0.117,holiday,7.9,0.0,0,0.597,0.294,0.599,0.096,0.523,0.445,,0.423,0.472,0.15,0
2024-07-07,0.1,20.1,4.9,0.231,holiday,9.9,0.0,0,0.666,0.36,0.544,0.0,0.507,0.344,0.0,0.431,0.441,0.28,1
2024-07-08,1.0,19.1,3.7,0.157,weekday,8.5,0.0,0,0.482,0.0,0.001,0.62,0.098,0.16,,,0.179,0.167,1
2024-07-09,0.0,22.3,3.8,0.513,weekday,9.6,1.0,1,0.393,0.247,0.262,0.682,0.139,0.129,0.0,0.231,0.04,0.544,1
2024-07-10,0.0,21.9,4.7,0.229,weekday,9.9,0.0,0,0.431,0.0,0.0,0.611,0.005,0.12,0.0,0.282,0.169,0.25,1
2024-07-11,0.0,19.6,2.9,0.138,weekday,10.2,0.0,0,0.472,0.0,0.041,0.652,0.0,0.082,0.0,0.409,0.155,0.153,1
2024-07-12,0.0,18.4,3.9,0.157,weekday,11.0,0.0,0,0.436,0.021,0.0,0.666,0.0,0.186,0.0,0.256,0.086,0.159,0
2024-07-13,0.6,21.5,4.1,0.163,holiday,11.1,0.0,0,0.614,0.333,0.63,0.035,0.539,,0.0,0.329,0.276,0.153,1
2024-07-14,2.3,27.3,6.1,,holiday,9.5,0.0,0,0.736,0.286,0.547,0.077,0.565,0.461,0.0,0.244,0.29,0.29,1
2024-07-15,3.3,20.3,1.1,0.126,weekday,11.5,0.0,0,0.391,0.014,0.024,0.644,0.044,0.071,0.0,0.429,0.23,0.102,0
2024-07-16,2.7,23.6,3.7,0.228,weekday,11.5,0.0,0,0.421,0.073,0.0,0.686,0.121,0.019,0.0,0.408,0.19,0.19,0
2024-07-17,0.4,21.2,2.9,,weekday,11.7,0.0,0,0.364,0.0,0.004,0.613,0.021,0.106,0.0,0.341,,0.163,0
2024-07-18,0.9,21.5,3.3,0.152,weekday,11.2,0.0,0,0.464,0.0,0.0,0.649,0.05,0.077,0.0,0.294,0.121,0.197,1
2024-07-19,0.1,21.8,2.1,0.16,weekday,11.2,0.0,0,0.385,0.0,0.085,0.639,0.111,0.062,0.0,0.362,0.259,0.169,1
2024-07-20,0.0,24.8,1.5,0.133,holiday,12.8,0.0,0,0.796,0.346,0.587,0.0,0.564,0.384,0.081,0.28,0.287,0.21,1
2024-07-21,0.0,28.9,3.1,0.175,holiday,12.9,,0,0.601,0.388,0.602,0.0,0.606,0.46,0.0,0.22,0.279,0.29,1
2024-07-22,0.7,,2.2,0.177,weekday,13.1,0.0,0,,0.0,0.0,0.69,,0.106,0.0,0.282,0.041,0.189,1
2024-07-23,0.0,,6.0,0.274,weekday,11.8,0.0,0,0.549,0.0,0.0,0.624,0.047,0.106,0.0,0.285,0.077,0.292,1
2024-07-24,0.1,,4.5,0.211,weekday,13.1,0.0,0,0.502,0.0,0.011,0.651,0.0,0.006,0.0,0.272,0.085,0.151,1
2024-07-25,0.0,22.5,3.4,0.187,weekday,14.1,0.0,0,0.491,0.0,0.024,0.548,0.0,0.116,0.0,0.188,0.093,0.233,1
2024-07-26,0.0,19.0,5.9,0.305,weekday,14.1,,0,0.48,0.0,0.024,0.627,0.0,0.14,0.0,0.237,0.103,,1
2024-07-27,0.0,20.2,3.8,0.186,holiday,13.9,0.0,0,0.675,0.479,0.633,0.085,0.603,0.361,0.09,0.323,0.317,0.226,1
2024-07-28,2.5,18.4,3.1,0.12,holiday,12.9,0.0,0,0.632,0.349,0.606,0.082,0.558,0.379,,0.267,0.321,0.218,1
2024-07-29,1.6,22.4,2.9,0.155,weekday,14.6,0.0,0,0.459,0.0,0.0,0.617,0.0,0.1,0.0,,0.132,0.201,0
2024-07-30,0.0,23.8,4.4,0.253,weekday,15.1,0.0,0,0.353,0.0,0.003,0.564,0.092,0.078,0.0,0.102,0.056,0.192,1
2024-07-31,3.7,2.1,6.1,0.182,weekday,15.0,1.0,0,0.654,0.421,0.257,0.63,0.283,0.0,0.0,0.363,0.134,0.147,1
2024-08-01,0.4,6.3,4.6,0.207,holiday,17.3,0.0,0,0.512,,0.347,0.092,0.328,0.171,0.064,0.171,0.128,0.18,1
2024-08-02,0.3,9.2,8.5,0.308,holiday,16.0,0.0,0,0.553,0.227,0.328,0.058,0.234,0.264,0.0,0.248,0.226,0.248,1
2024-08-03,0.0,9.2,6.2,0.274,holiday,16.6,0.0,0,0.515,0.374,,0.0,0.549,0.338,0.0,0.109,,0.192,1
2024-08-04,0.0,10.6,6.7,0.297,holiday,16.0,0.0,0,0.612,0.492,0.679,0.171,0.639,0.417,0.045,0.177,0.193,0.205,1
2024-08-05,0.0,8.2,8.1,0.29,holiday,15.3,1.0,0,0.567,0.442,0.544,0.051,0.543,,0.0,0.207,0.185,0.207,1
2024-08-06,1.4,7.9,4.4,,holiday,17.5,0.0,0,0.541,0.14,0.241,0.046,0.345,0.183,0.046,,0.242,0.128,0
2024-08-07,0.0,6.9,6.4,0.159,holiday,15.8,0.0,0,0.52,0.28,,0.069,0.29,0.202,0.0,0.172,0.125,0.114,1
2024-08-08,0.0,7.5,4.2,0.148,holiday,16.3,0.0,0,0.51,0.278,0.32,0.126,0.338,0.213,0.0,0.13,0.125,0.144,1
2024-08-09,2.4,6.1,6.0,0.201,holiday,16.2,0.0,0,0.654,0.151,,0.113,0.391,0.182,0.0,0.233,0.161,0.144,0
2024-08-10,0.0,11.2,6.8,0.323,holiday,17.9,0.0,0,0.685,0.476,0.55,0.104,0.491,0.4,0.161,0.207,0.32,0.249,1
2024-08-11,2.6,9.3,6.0,0.252,holiday,17.9,0.0,0,0.611,0.368,0.574,0.114,0.566,0.398,0.128,0.185,0.282,0.15,1
2024-08-12,0.7,7.5,6.1,0.237,holiday,19.1,0.0,0,0.566,0.203,0.255,0.082,0.415,0.138,0.072,0.016,0.068,0.227,1
2024-08-13,0.0,6.2,5.1,,holiday,17.1,1.0,0,0.426,0.417,0.524,0.082,0.443,0.14,0.052,0.135,0.141,0.12,1
2024-08-14,0.1,11.1,5.5,0.231,holiday,19.0,1.0,0,0.569,0.434,0.584,0.089,0.49,0.253,0.074,0.21,0.174,0.226,1
2024-08-15,0.5,7.2,8.1,0.262,holiday,18.1,0.0,0,0.571,0.397,0.31,0.21,0.329,0.219,0.0,0.163,0.189,0.185,1
2024-08-16,1.7,7.1,4.7,0.195,holiday,18.5,0.0,0,0.588,0.185,0.248,0.0,0.394,0.196,0.299,0.217,0.146,0.153,1
2024-08-17,1.1,11.1,7.2,0.32,holiday,19.2,0.0,0,0.698,,0.61,0.033,0.56,,0.25,0.133,0.152,0.283,1
2024-08-18,4.1,11.4,6.5,,holiday,18.5,0.0,0,0.663,0.378,0.574,0.137,0.573,,0.175,0.172,0.241,0.175,1
2024-08-19,0.0,10.8,6.9,,holiday,19.4,0.0,0,0.545,0.321,0.316,0.17,0.248,0.205,0.084,0.163,0.255,0.235,1
2024-08-20,0.2,10.1,5.9,0.251,holiday,18.6,0.0,0,0.477,0.055,0.246,0.064,0.419,0.214,0.124,0.091,0.052,0.155,1
2024-08-21,0.0,8.9,4.9,,holiday,18.6,0.0,0,0.512,0.148,0.326,0.066,0.329,0.167,0.206,0.139,0.107,0.123,0
2024-08-22,0.5,6.6,5.2,0.179,holiday,20.5,0.0,0,0.472,0.287,0.327,0.058,0.323,0.172,0.017,0.072,0.178,0.199,1
2024-08-23,2.6,6.6,5.7,0.238,holiday,20.0,0.0,0,0.539,,0.418,0.054,,0.202,0.256,0.14,0.136,0.11,0
2024-08-24,2.2,7.5,5.0,0.206,holiday,18.9,0.0,0,0.629,0.421,0.648,0.0,0.561,0.388,0.14,,0.289,0.172,1
2024-08-25,2.2,,7.8,0.285,holiday,20.8,0.0,0,0.61,0.412,0.606,0.133,0.536,0.377,0.167,0.199,0.232,0.257,1
2024-08-26,0.0,10.2,5.7,0.234,holiday,21.0,0.0,0,0.657,0.255,0.311,0.07,0.381,0.146,0.139,0.046,0.059,0.209,1
2024-08-27,0.0,7.4,6.0,0.242,holiday,20.1,0.0,0,0.604,0.409,0.254,,0.384,0.196,0.047,0.171,0.206,,1
2024-08-28,1.2,7.1,4.6,0.149,holiday,20.8,1.0,0,,0.426,0.502,0.014,0.621,0.118,0.196,0.177,0.159,,1
2024-08-29,0.0,,7.6,0.256,holiday,20.3,1.0,0,0.624,0.513,0.43,0.11,0.49,0.267,0.055,0.051,0.105,0.244,1
2024-08-30,1.3,11.2,4.3,0.14,holiday,20.3,0.0,0,0.63,0.405,0.305,0.126,0.218,,0.13,0.12,0.143,0.194,1
2024-08-31,3.1,7.1,6.0,0.595,holiday,22.0,0.0,1,0.651,,0.598,0.14,0.523,0.317,0.406,0.035,0.187,0.497,1
2024-09-01,0.0,8.3,6.5,0.208,holiday,23.3,0.0,0,0.632,0.489,0.561,0.0,0.56,0.332,0.334,0.0,0.214,0.212,1
