date,rail_ridership,mobility_inflow_index,holiday,rainfall_mm,temperature_c,wind_speed_mps,snowfall_cm,event_local_flag,typhoon_alert_flag,tourist_inflow_count,lodging_occupancy_ratio,temple_shrine_visits,onsen_visitors_count,beach_crowd_index,snow_quality_index,ski_resort_visitors,y
2024-03-23,0.011,0.612,holiday,0.5,8.1,2.7,5.7,1.0,0,0.719,0.834,0.692,0.49,0.053,0.489,0.536,0.322
2024-03-24,0.129,0.725,holiday,4.6,6.6,7.3,6.0,0.0,0,,0.615,0.544,0.458,0.064,0.56,0.405,0.37
2024-03-25,0.615,0.412,weekday,0.6,7.4,5.2,3.4,0.0,0,0.045,,0.0,0.139,0.0,0.529,0.34,0.36
2024-03-26,0.675,0.398,weekday,2.2,8.3,3.5,4.3,0.0,0,0.106,0.1,0.108,0.083,0.0,0.465,0.269,0.444
2024-03-27,0.717,0.385,weekday,3.5,9.3,3.5,4.1,0.0,0,0.0,0.054,0.07,0.047,0.0,,0.377,0.428
2024-03-28,0.698,0.405,weekday,3.4,8.8,5.1,5.0,0.0,0,0.084,0.031,0.095,0.107,0.0,0.446,0.136,0.392
2024-03-29,0.715,0.357,weekday,,6.5,3.2,5.1,0.0,0,0.0,0.0,0.006,0.118,0.0,0.483,,0.404
2024-03-30,0.046,0.721,holiday,7.1,8.2,4.6,4.5,0.0,0,0.534,0.57,0.544,0.452,0.165,0.519,0.461,0.379
2024-03-31,0.037,0.662,holiday,5.6,8.0,4.7,7.6,0.0,0,0.58,0.682,0.496,0.376,0.078,0.449,0.432,0.336
2024-04-01,0.736,0.492,weekday,7.5,6.8,2.7,0.0,0.0,0,0.0,0.0,0.033,0.048,0.001,0.419,0.149,0.51
2024-04-02,0.695,0.403,weekday,3.1,5.1,4.1,3.0,0.0,0,0.026,0.0,0.0,0.118,0.0,0.468,0.244,0.336
2024-04-03,0.656,0.398,weekday,1.4,6.7,6.4,0.0,0.0,0,,0.041,0.0,0.174,0.0,0.402,0.153,0.367
2024-04-04,0.694,0.397,weekday,3.1,6.1,3.1,0.0,0.0,0,0.0,0.0,0.028,0.057,0.0,0.554,0.317,0.455
2024-04-05,0.647,0.214,weekday,6.2,5.3,2.4,2.6,0.0,0,0.0,,0.012,0.146,0.0,0.442,0.216,0.324
2024-04-06,0.198,0.676,holiday,7.5,5.1,4.1,1.7,0.0,0,0.248,0.583,0.421,0.471,0.0,0.511,0.452,0.37
2024-04-07,,0.546,holiday,5.0,6.9,4.6,0.0,0.0,0,0.451,0.545,0.595,0.383,0.154,,0.382,0.347
2024-04-08,0.708,0.44,weekday,1.8,5.6,4.8,0.0,0.0,0,0.0,0.013,0.0,0.066,0.0,0.407,0.232,0.411
2024-04-09,0.785,0.52,weekday,1.9,4.9,4.9,0.0,0.0,0,0.02,0.0,0.084,0.0,0.0,0.49,0.275,0.476
2024-04-10,0.654,0.37,weekday,1.4,6.1,4.6,0.0,0.0,0,0.068,0.049,0.0,0.079,0.0,,0.165,0.385
2024-04-11,0.592,0.567,weekday,4.1,4.8,2.7,2.7,0.0,0,0.09,0.018,,0.044,0.013,0.596,0.294,0.378
2024-04-12,0.701,0.452,weekday,6.2,5.7,2.3,0.0,0.0,0,0.0,0.0,0.085,0.149,0.0,0.51,0.264,0.421
2024-04-13,0.078,0.683,holiday,2.1,2.7,5.2,2.6,0.0,0,0.464,0.513,0.358,0.44,0.154,0.514,0.467,0.379
2024-04-14,0.073,0.67,holiday,2.9,4.4,6.3,1.3,0.0,0,,0.548,0.503,0.519,0.104,0.539,0.459,0.356
2024-04-15,0.67,0.364,weekday,0.2,5.1,5.8,0.5,0.0,0,0.0,0.027,0.003,0.042,0.0,0.518,0.324,0.343
2024-04-16,0.68,0.259,weekday,5.5,6.1,4.4,1.9,1.0,0,,0.257,0.281,0.132,0.0,0.498,0.33,0.399
2024-04-17,0.697,0.545,weekday,1.5,6.0,3.5,0.3,0.0,0,0.0,0.0,0.064,0.072,0.0,0.53,0.255,0.46
2024-04-18,0.653,,weekday,3.6,5.3,5.1,1.7,0.0,0,0.0,0.061,0.004,0.092,0.0,0.514,0.233,0.403
2024-04-19,0.672,0.393,weekday,4.4,4.5,5.2,0.0,0.0,0,0.0,0.078,0.0,,,0.513,0.354,0.426
2024-04-20,,0.768,holiday,5.9,4.6,5.5,0.3,0.0,0,0.356,0.609,0.531,0.515,0.127,0.552,0.461,0.364
2024-04-21,0.094,0.698,holiday,0.5,5.7,4.4,0.0,0.0,0,0.305,0.569,0.436,0.457,0.16,0.609,,0.381
2024-04-22,0.695,0.468,weekday,6.3,5.2,5.3,2.1,0.0,0,0.023,0.026,0.016,0.197,0.0,0.503,0.221,0.416
2024-04-23,0.623,0.47,weekday,2.7,4.9,3.6,1.2,0.0,0,0.037,0.0,0.0,0.096,0.0,0.53,0.351,0.398
2024-04-24,0.595,0.378,weekday,,4.1,3.7,0.0,0.0,0,0.048,0.0,0.0,0.079,0.0,0.612,0.4,0.379
2024-04-25,0.674,0.43,weekday,3.5,6.7,5.8,0.0,0.0,0,0.065,0.034,0.0,0.0,0.0,0.465,0.27,0.415
2024-04-26,0.651,0.356,weekday,1.6,4.6,5.3,0.0,0.0,0,0.0,0.0,,0.071,0.0,0.572,0.386,0.341
2024-04-27,0.134,0.704,holiday,1.9,5.1,2.9,0.0,0.0,0,0.349,0.443,0.464,0.5,0.118,,0.441,0.406
2024-04-28,0.142,0.745,holiday,2.5,5.5,5.0,0.0,0.0,0,0.451,0.673,0.528,0.439,0.151,0.498,0.434,0.32
2024-04-29,0.626,0.366,weekday,0.7,3.8,4.8,0.0,0.0,0,0.0,0.0,0.086,0.19,0.0,0.558,0.348,0.411
2024-04-30,0.692,0.511,weekday,2.0,4.6,4.9,0.6,0.0,0,0.007,0.014,0.008,0.035,0.013,0.669,0.359,0.399
2024-05-01,0.0,0.565,holiday,8.3,5.0,4.9,0.9,1.0,0,0.29,0.455,,0.294,0.0,0.519,0.355,0.25
2024-05-02,0.163,0.679,holiday,8.1,3.6,4.7,0.1,0.0,0,0.102,0.246,0.278,0.348,0.0,0.527,0.406,0.349
2024-05-03,0.178,0.685,holiday,3.2,5.0,3.4,1.4,0.0,0,0.174,0.234,0.205,0.235,0.1,0.527,0.386,0.431
2024-05-04,0.083,0.698,holiday,5.4,4.8,6.3,0.3,0.0,0,0.327,0.523,0.457,0.431,0.0,0.555,0.438,0.336
2024-05-05,0.095,0.643,holiday,3.8,3.6,6.3,0.0,0.0,0,0.32,0.53,0.521,0.44,0.009,0.637,0.639,0.394
2024-05-06,0.089,0.623,holiday,,4.5,2.8,1.5,0.0,0,0.253,0.322,0.207,0.307,0.09,0.542,0.442,0.318
2024-05-07,0.043,0.713,holiday,6.0,4.8,4.4,0.0,0.0,0,0.227,0.194,0.306,0.31,0.041,0.504,0.399,0.369
2024-05-08,0.105,0.602,holiday,2.1,3.8,4.0,2.3,0.0,0,0.218,0.268,0.297,0.331,,0.644,0.435,0.346
2024-05-09,0.107,0.56,holiday,2.4,4.2,0.2,1.6,0.0,0,0.191,0.198,0.287,0.313,0.177,0.512,0.358,0.364
2024-05-10,0.08,0.593,holiday,5.3,4.8,4.6,0.0,0.0,0,0.216,0.37,0.202,0.25,0.003,0.535,0.274,0.333
2024-05-11,0.084,,holiday,1.3,5.6,3.0,1.1,0.0,0,0.472,0.58,0.484,0.518,0.189,0.43,0.385,0.436
2024-05-12,0.093,0.76,holiday,3.0,3.7,4.5,2.9,0.0,0,0.301,0.527,0.55,0.406,0.124,0.546,0.511,0.324
2024-05-13,0.118,0.664,holiday,0.6,4.7,3.3,3.0,0.0,0,0.15,0.231,0.264,0.319,,,0.421,0.337
2024-05-14,0.084,0.515,holiday,2.1,3.2,2.7,0.0,0.0,0,0.225,0.261,0.143,0.333,0.123,0.498,0.35,0.293
2024-05-15,0.039,0.503,holiday,0.6,4.9,3.8,0.0,0.0,0,0.212,0.204,0.247,0.322,0.041,0.451,0.391,0.311
2024-05-16,0.098,0.514,holiday,2.4,3.9,5.2,1.2,0.0,0,0.274,0.359,0.198,0.349,0.098,0.503,,0.341
2024-05-17,0.055,0.558,holiday,2.8,4.4,1.9,0.0,0.0,0,0.027,0.248,0.225,0.236,0.119,0.593,0.398,0.323
2024-05-18,0.096,0.594,holiday,3.2,5.1,4.5,1.0,0.0,0,0.523,0.651,0.493,0.432,0.085,0.521,0.416,0.321
2024-05-19,0.134,0.504,holiday,0.7,3.8,1.7,0.0,0.0,0,0.48,0.552,0.588,0.487,0.028,0.454,0.417,0.348
2024-05-20,0.144,0.534,holiday,6.0,4.1,3.3,0.0,0.0,0,0.291,,0.41,0.301,0.0,0.531,0.365,0.306
2024-05-21,0.03,0.676,holiday,1.0,4.5,3.9,0.0,0.0,0,0.197,0.34,0.295,0.345,0.04,0.527,0.385,0.3
2024-05-22,0.092,0.564,holiday,6.5,3.7,3.4,0.8,0.0,0,0.0,0.246,0.29,0.307,0.051,,0.399,0.273
2024-05-23,0.059,0.583,holiday,4.8,5.7,4.6,0.0,0.0,0,0.276,0.207,0.301,0.31,0.095,0.431,0.284,0.313
2024-05-24,,,holiday,5.0,5.2,3.5,0.0,0.0,0,0.202,0.268,0.287,0.298,0.091,0.506,0.398,0.307
2024-05-25,0.137,0.869,holiday,,4.7,4.5,0.0,0.0,0,0.449,0.595,0.541,,0.176,0.544,0.512,0.4
2024-05-26,0.049,,holiday,2.3,4.6,4.4,0.0,0.0,0,0.424,0.616,0.454,0.362,0.169,0.59,0.543,0.338
2024-05-27,0.074,0.566,holiday,8.0,5.3,5.6,4.4,0.0,0,0.301,0.254,0.204,0.219,0.0,0.513,0.414,0.342
2024-05-28,0.189,0.347,holiday,1.9,7.2,2.6,2.9,0.0,0,0.224,0.328,0.216,0.294,0.075,0.475,0.434,0.326
2024-05-29,0.079,0.632,holiday,2.3,4.1,2.9,0.0,0.0,0,0.111,,0.305,0.261,0.016,0.498,0.44,0.349
2024-05-30,0.079,0.612,holiday,3.8,5.9,5.0,0.0,0.0,0,0.223,,0.266,0.281,0.03,0.417,0.304,0.341
2024-05-31,0.061,0.47,holiday,2.0,6.0,2.2,0.0,0.0,0,0.155,0.298,,0.239,0.186,0.5,0.363,0.344
2024-06-01,0.082,0.655,,1.5,4.5,4.6,0.9,0.0,0,0.32,0.616,0.472,0.544,0.045,0.593,0.492,0.403
2024-06-02,0.061,0.709,holiday,0.9,5.5,3.6,0.4,1.0,0,0.59,0.839,0.811,0.437,0.14,0.489,0.467,0.405
2024-06-03,0.74,0.514,weekday,5.8,6.1,4.1,0.0,0.0,0,0.0,0.078,0.032,0.068,0.0,0.57,0.336,0.438
2024-06-04,0.745,0.473,weekday,3.0,5.0,4.3,0.7,,0,0.0,0.0,0.008,0.139,0.0,0.566,0.331,0.428
2024-06-05,0.628,0.425,weekday,0.3,6.4,3.5,0.0,0.0,0,0.0,0.0,0.032,0.102,0.0,0.562,0.385,0.4
2024-06-06,0.756,0.582,weekday,4.5,6.6,4.0,0.0,0.0,0,0.038,0.013,0.0,0.113,0.0,0.361,,0.472
2024-06-07,0.674,0.371,weekday,2.5,6.1,2.8,2.1,0.0,0,,0.0,0.064,0.112,0.0,0.551,0.328,0.36
2024-06-08,0.0,0.676,holiday,23.5,6.2,2.5,0.0,0.0,0,0.427,0.526,0.42,0.531,0.007,0.404,0.349,0.275
2024-06-09,0.016,0.605,holiday,24.9,6.6,4.4,1.4,1.0,0,0.528,0.828,0.688,0.457,0.049,0.483,0.468,0.252
2024-06-10,0.693,0.413,weekday,22.9,5.5,2.6,2.6,1.0,0,0.26,0.25,0.176,0.11,0.0,0.434,0.096,0.445
2024-06-11,0.694,0.445,weekday,19.7,6.9,3.2,0.0,0.0,0,0.0,0.0,,0.051,0.0,0.376,0.194,0.323
2024-06-12,0.591,0.321,weekday,22.9,7.3,3.8,0.0,0.0,0,0.0,0.0,0.0,0.129,,0.34,0.143,0.261
2024-06-13,0.637,0.425,weekday,25.4,7.3,4.8,0.0,0.0,0,0.0,0.0,0.0,0.12,0.0,0.427,0.16,0.341
2024-06-14,0.648,0.516,weekday,19.0,4.9,3.3,0.7,1.0,0,,0.23,0.157,0.064,0.0,0.462,0.15,0.406
2024-06-15,0.053,0.697,holiday,19.9,7.5,4.8,0.0,0.0,0,0.31,0.549,0.554,0.465,0.024,0.343,0.403,0.334
2024-06-16,,0.651,holiday,20.4,7.8,3.9,0.3,0.0,0,0.328,0.606,0.556,0.364,0.006,0.458,0.397,0.236
2024-06-17,0.57,0.353,weekday,21.4,7.5,3.6,0.0,,0,0.088,0.0,0.01,,0.0,0.467,0.179,0.336
2024-06-18,0.73,0.534,weekday,22.6,7.6,1.3,0.0,0.0,0,0.0,0.0,0.015,0.113,0.0,0.36,0.174,0.393
2024-06-19,0.649,0.446,weekday,22.4,6.8,4.7,0.0,0.0,0,0.0,0.0,0.019,0.149,0.0,0.416,0.193,0.368
2024-06-20,0.56,0.46,weekday,18.3,7.9,1.9,0.0,0.0,0,0.0,0.049,0.017,0.106,0.0,0.398,0.109,0.355
2024-06-21,0.719,0.503,weekday,21.8,7.9,4.3,2.5,0.0,0,0.0,0.0,0.037,0.151,0.0,0.442,,0.381
2024-06-22,0.089,0.545,holiday,19.7,7.3,4.6,0.0,0.0,0,0.421,0.723,0.561,0.398,0.0,0.466,0.503,0.27
2024-06-23,0.04,0.549,holiday,20.5,8.5,2.4,3.1,1.0,0,0.65,0.914,0.774,0.432,0.057,,0.327,0.316
2024-06-24,0.635,0.424,weekday,20.8,9.1,2.9,0.8,0.0,0,0.013,0.017,0.007,0.044,0.0,0.443,0.271,0.356
2024-06-25,0.619,0.481,weekday,19.1,9.1,4.2,0.0,0.0,0,0.005,0.032,0.063,0.113,0.0,0.431,0.161,0.363
2024-06-26,0.649,0.419,weekday,25.2,8.6,4.3,0.0,0.0,0,,0.0,0.009,0.076,0.0,0.414,0.249,0.302
2024-06-27,0.708,0.403,weekday,23.1,9.9,6.5,0.0,0.0,0,0.0,0.065,0.042,0.199,0.0,0.26,0.157,0.389
2024-06-28,0.624,0.383,weekday,25.0,9.6,4.6,0.0,0.0,0,0.0,0.0,0.059,0.212,0.0,0.379,0.121,0.365
2024-06-29,0.172,,holiday,20.3,9.3,3.0,0.3,0.0,0,0.331,0.572,0.487,0.466,0.0,0.472,0.423,0.325
2024-06-30,0.032,0.611,holiday,23.7,10.7,2.6,2.4,0.0,0,0.304,0.516,,0.42,0.0,,0.315,0.243
2024-07-01,0.567,0.491,weekday,27.9,9.0,3.5,3.2,0.0,0,0.031,0.0,0.061,0.081,0.0,0.279,0.171,0.329
2024-07-02,0.666,0.399,weekday,18.6,10.3,5.7,0.0,0.0,0,0.0,0.009,0.0,,0.0,0.331,0.144,0.314
2024-07-03,0.644,,weekday,23.2,11.1,3.1,0.0,0.0,0,0.0,0.0,,0.101,0.0,0.429,0.233,0.339
2024-07-04,0.633,0.417,,19.5,9.8,3.5,0.0,0.0,0,0.0,0.0,0.0,0.082,0.0,0.325,0.092,0.322
2024-07-05,0.585,0.512,weekday,19.8,11.1,5.7,0.0,0.0,0,0.0,0.0,0.086,0.103,0.0,0.343,0.207,0.36
2024-07-06,0.0,0.632,holiday,24.4,10.4,4.8,1.6,0.0,0,0.345,0.602,0.438,0.385,0.004,0.234,0.393,0.25
2024-07-07,0.015,0.607,holiday,31.8,9.4,4.7,2.1,0.0,0,0.418,0.598,,0.526,0.0,0.361,0.327,0.275
2024-07-08,0.624,0.524,weekday,21.4,9.8,5.5,1.2,1.0,0,0.063,0.185,0.199,0.134,0.0,0.312,0.15,0.392
2024-07-09,0.677,0.445,weekday,20.5,12.0,4.2,1.5,0.0,0,0.0,0.0,0.134,0.039,0.0,0.358,0.188,0.365
2024-07-10,0.638,0.494,weekday,26.5,11.9,5.9,0.0,0.0,0,0.0,0.085,0.005,0.0,0.0,0.244,0.09,0.327
2024-07-11,0.674,0.534,weekday,19.9,10.1,4.1,0.0,0.0,0,0.0,0.0,0.06,0.083,0.0,0.326,0.108,0.397
2024-07-12,0.693,0.478,weekday,19.4,11.3,4.4,1.0,0.0,0,0.006,0.0,0.012,,0.0,0.27,0.121,0.399
2024-07-13,0.072,0.748,holiday,19.5,11.4,3.4,0.4,0.0,0,0.373,0.59,0.528,0.433,0.0,0.275,0.259,0.309
2024-07-14,0.092,,holiday,21.7,13.4,4.8,1.4,0.0,0,0.316,0.547,0.617,0.42,0.006,0.221,0.223,0.306
2024-07-15,0.591,0.596,weekday,20.7,12.3,3.1,0.0,0.0,0,0.111,0.018,0.042,0.01,0.0,0.232,0.092,0.377
2024-07-16,,0.359,weekday,19.6,11.4,4.2,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.37,0.153,0.307
2024-07-17,0.6,0.32,weekday,22.0,12.4,5.2,2.5,,0,,0.048,0.033,0.041,0.0,0.207,0.089,0.338
2024-07-18,0.62,0.343,weekday,19.0,12.2,6.0,0.0,0.0,0,0.15,0.09,0.041,0.001,0.0,0.228,0.082,0.319
2024-07-19,0.577,0.355,weekday,27.2,12.1,4.2,3.3,,0,,0.031,0.013,0.076,0.0,0.318,0.091,0.268
2024-07-20,0.084,0.802,holiday,22.2,12.1,3.6,2.8,0.0,0,0.357,0.611,0.498,0.361,0.0,0.273,0.264,0.357
2024-07-21,0.06,0.627,holiday,2.7,13.4,2.8,0.0,0.0,0,0.365,0.641,0.454,0.402,0.189,0.295,0.335,0.294
2024-07-22,0.671,0.453,weekday,5.8,14.2,6.3,0.0,1.0,0,0.221,0.205,0.216,0.046,0.0,0.186,0.0,0.461
2024-07-23,0.646,0.427,weekday,5.5,13.2,4.8,0.0,0.0,0,0.0,0.0,0.0,0.016,0.0,0.31,0.085,0.401
2024-07-24,0.591,0.305,weekday,9.2,13.9,4.4,0.0,0.0,0,0.043,0.0,0.0,0.022,0.0,0.205,0.109,0.302
2024-07-25,0.623,0.497,weekday,5.7,14.4,3.5,0.0,0.0,0,0.04,0.081,0.048,0.0,0.0,0.25,0.161,0.391
2024-07-26,0.663,0.43,weekday,2.8,14.7,3.6,0.2,0.0,0,0.06,0.066,0.056,0.0,0.0,0.307,0.109,0.406
2024-07-27,0.097,0.696,holiday,3.1,14.2,2.3,1.6,0.0,0,0.433,0.62,0.614,0.392,0.14,0.294,0.438,0.389
2024-07-28,0.108,0.696,holiday,4.3,13.6,3.0,0.0,0.0,0,0.433,0.549,0.498,0.496,0.225,0.24,0.366,0.387
2024-07-29,0.694,0.346,weekday,0.9,16.3,4.0,0.0,0.0,0,0.097,0.037,0.091,0.084,0.0,0.163,0.028,0.346
2024-07-30,0.66,0.327,weekday,2.7,16.4,4.1,0.0,0.0,0,,0.0,0.054,0.0,0.0,0.131,0.0,0.385
2024-07-31,0.552,0.508,weekday,4.2,14.6,2.5,0.0,0.0,0,0.091,0.046,0.065,0.057,0.0,0.225,0.148,0.357
2024-08-01,0.08,0.385,holiday,13.0,15.3,8.0,0.7,,0,0.223,0.342,0.329,0.169,,0.226,0.156,0.219
2024-08-02,0.099,0.633,holiday,12.7,16.0,6.8,0.2,0.0,0,0.14,0.327,0.271,0.323,0.0,0.178,0.075,0.325
2024-08-03,0.032,0.634,holiday,16.2,16.2,7.9,0.0,0.0,0,0.544,0.585,0.489,0.355,0.0,0.122,0.197,0.338
2024-08-04,0.018,0.658,holiday,13.4,15.8,9.0,0.0,0.0,0,0.507,0.583,0.49,,0.148,0.175,0.2,0.354
2024-08-05,0.069,0.428,holiday,14.2,16.3,9.7,1.7,0.0,0,0.197,0.349,0.348,0.223,0.0,0.192,0.21,0.267
2024-08-06,0.093,0.591,holiday,14.6,16.5,5.4,0.3,1.0,0,0.418,0.609,0.534,0.156,0.0,0.225,0.131,0.335
2024-08-07,0.06,0.483,holiday,17.0,16.1,8.2,2.3,1.0,0,0.351,0.532,0.478,0.248,0.0,0.194,0.166,0.278
2024-08-08,0.034,0.548,holiday,,17.0,6.8,2.5,0.0,1,0.186,0.307,0.276,0.164,0.0,0.285,0.251,0.263
2024-08-09,0.068,0.607,holiday,12.1,17.6,5.4,0.0,0.0,0,0.253,0.187,,0.204,0.0,0.219,0.212,0.338
2024-08-10,0.122,0.725,holiday,11.8,16.8,7.0,0.9,,0,0.479,0.627,0.573,0.337,,0.164,0.227,0.37
2024-08-11,0.0,0.671,holiday,17.6,17.8,7.3,1.6,0.0,0,0.467,,0.587,0.362,0.066,0.111,0.2,0.29
2024-08-12,0.034,0.569,holiday,14.8,18.9,10.0,0.1,1.0,0,0.426,0.509,0.61,0.221,0.0,0.116,0.162,0.314
2024-08-13,0.154,0.612,holiday,16.8,17.7,6.6,0.0,0.0,0,0.187,0.253,0.275,0.297,0.0,0.139,0.105,0.334
2024-08-14,0.051,0.573,holiday,11.4,17.4,10.1,1.8,0.0,0,0.095,0.316,0.332,0.21,0.0,0.185,0.166,0.268
2024-08-15,0.089,0.629,holiday,17.5,17.2,7.4,3.6,0.0,0,0.102,0.241,0.282,0.275,0.0,0.167,0.145,0.276
2024-08-16,0.108,0.614,holiday,13.5,18.1,6.4,1.2,0.0,0,0.245,0.328,0.254,0.198,0.057,0.169,0.066,0.292
2024-08-17,0.027,0.705,holiday,11.7,18.2,7.0,3.6,0.0,1,0.518,0.603,0.503,0.346,0.216,0.119,0.31,0.277
2024-08-18,0.0,0.574,holiday,15.4,19.8,6.9,0.0,0.0,1,0.349,0.577,0.547,0.373,0.19,0.035,0.165,0.237
2024-08-19,0.0,0.497,holiday,13.4,20.1,9.0,0.2,0.0,0,0.327,0.284,0.292,0.157,0.0,0.168,0.212,0.291
2024-08-20,0.143,0.628,holiday,18.5,19.2,7.3,0.0,0.0,0,0.197,0.239,0.354,0.227,0.049,0.117,0.034,0.255
2024-08-21,0.186,0.533,holiday,13.6,20.4,9.5,0.5,0.0,0,0.218,0.254,0.298,0.238,0.165,0.108,0.229,0.374
2024-08-22,0.129,0.594,holiday,19.0,17.8,8.7,0.0,1.0,0,0.391,0.572,0.565,,0.008,0.186,0.227,0.36
2024-08-23,0.117,0.697,holiday,11.3,19.9,5.4,0.0,0.0,0,0.171,0.209,0.369,0.176,0.018,0.13,0.182,0.336
2024-08-24,0.028,0.684,holiday,13.0,20.0,4.6,1.5,0.0,0,0.472,0.59,0.556,0.412,0.228,0.161,0.308,0.291
2024-08-25,0.05,0.502,holiday,14.6,19.1,8.2,0.0,0.0,0,0.441,0.591,0.523,0.272,0.035,0.186,0.193,0.287
2024-08-26,0.0,0.581,holiday,,22.1,8.3,0.1,0.0,0,0.307,0.252,0.363,0.147,0.199,0.115,0.09,0.233
2024-08-27,0.047,0.518,holiday,19.2,21.5,8.3,0.3,0.0,0,0.323,0.386,0.379,0.228,0.217,0.0,0.019,0.244
2024-08-28,,0.553,holiday,17.4,20.9,5.8,0.0,0.0,0,0.303,0.323,0.242,0.203,0.107,0.091,0.18,0.29
2024-08-29,0.145,0.542,holiday,11.8,20.6,7.2,0.9,0.0,0,0.347,0.315,0.37,0.245,0.057,0.137,0.166,0.275
2024-08-30,0.029,0.557,holiday,13.8,20.3,7.3,0.0,0.0,0,0.278,0.416,0.267,0.204,0.136,0.0,0.08,0.24
2024-08-31,0.183,0.67,holiday,13.0,22.4,6.7,2.0,0.0,0,0.337,0.521,0.563,,0.195,0.04,0.1,0.406
2024-09-01,0.0,0.689,holiday,14.0,21.8,6.3,0.4,0.0,0,0.262,0.576,0.595,0.372,,0.106,0.266,0.291
2024-09-02,0.599,0.484,weekday,20.3,21.9,7.1,0.0,1.0,0,,0.256,0.24,0.0,0.0,0.018,0.0,0.445
2024-09-03,0.637,0.427,weekday,12.6,21.7,6.7,1.1,0.0,0,0.22,0.089,0.0,0.0,0.067,0.033,0.032,0.34
2024-09-04,0.623,0.319,weekday,15.4,20.8,6.7,0.6,0.0,0,0.081,0.0,0.0,0.0,0.0,0.103,0.0,0.323
2024-09-05,,0.497,weekday,14.2,22.5,7.5,1.8,0.0,0,0.063,0.0,0.105,0.0,0.0,0.156,0.087,0.353
2024-09-06,0.619,0.44,weekday,,22.5,6.9,0.0,0.0,0,0.184,0.0,0.106,0.0,0.003,0.019,,0.348
2024-09-07,0.03,0.732,holiday,16.1,22.7,9.6,0.0,,0,0.452,0.621,0.523,0.309,0.101,0.027,0.186,0.316
2024-09-08,0.111,0.59,holiday,15.6,23.3,6.0,0.0,0.0,0,0.426,0.542,0.65,0.362,0.268,0.016,0.162,0.384
2024-09-09,0.615,0.445,weekday,16.6,23.3,7.6,0.0,1.0,0,0.186,0.245,0.193,0.0,0.183,0.105,0.072,0.443
2024-09-10,0.647,0.408,weekday,15.2,23.4,9.3,1.1,0.0,0,0.002,0.05,0.164,0.0,0.0,0.0,0.0,0.33
2024-09-11,0.642,0.385,weekday,15.8,22.7,7.9,0.0,0.0,0,0.083,0.018,0.161,0.0,0.0,0.0,0.0,0.389
2024-09-12,0.629,0.411,weekday,18.2,23.1,7.0,1.0,0.0,0,0.022,,0.065,0.0,0.0,0.049,0.032,0.367
2024-09-13,0.599,0.425,weekday,15.6,24.2,9.5,0.0,0.0,0,,0.091,0.176,0.0,0.0,0.035,0.0,0.331
2024-09-14,0.16,0.726,holiday,13.2,23.9,6.1,2.7,0.0,0,0.425,0.627,0.577,0.307,0.284,0.02,0.251,0.365
2024-09-15,0.087,0.748,holiday,12.9,23.6,7.7,0.0,0.0,0,0.572,0.651,0.635,0.282,0.341,0.031,0.242,0.346
2024-09-16,0.621,0.382,weekday,18.0,24.6,9.5,0.0,0.0,0,0.0,0.033,0.06,0.0,,0.0,0.0,0.369
2024-09-17,0.618,0.433,weekday,13.7,23.3,8.7,0.6,0.0,0,0.013,0.04,0.068,0.025,0.109,0.0,0.0,0.377
2024-09-18,0.672,0.302,weekday,,26.0,5.8,0.0,0.0,1,0.0,0.016,0.045,0.092,0.064,,0.0,0.337
2024-09-19,0.583,0.426,weekday,12.9,24.3,8.7,0.1,0.0,0,0.054,0.0,0.003,0.033,0.1,0.0,0.0,0.353
2024-09-20,0.646,0.453,weekday,16.7,27.1,8.1,0.3,0.0,0,0.028,0.0,0.142,0.046,0.014,0.0,0.028,0.345
2024-09-21,0.067,0.615,holiday,14.7,25.2,7.7,1.3,0.0,0,0.553,0.606,0.667,0.352,0.293,0.0,,0.301
2024-09-22,0.099,0.547,holiday,15.0,26.3,7.7,4.3,0.0,0,0.496,0.677,0.638,0.273,0.445,0.0,0.257,0.337
2024-09-23,0.621,0.363,weekday,11.1,24.4,9.2,0.0,0.0,0,0.0,0.021,0.089,0.073,0.069,0.0,0.0,0.339
2024-09-24,0.699,,weekday,11.9,25.5,8.1,0.2,0.0,0,0.0,0.048,0.161,0.0,0.199,0.0,0.034,0.447
2024-09-25,0.587,0.474,weekday,11.0,25.4,7.9,1.4,0.0,1,0.03,0.0,0.039,0.001,0.261,0.0,0.0,0.367
2024-09-26,0.679,0.476,weekday,11.6,24.4,7.6,0.0,0.0,0,0.103,0.091,0.074,0.048,0.198,0.036,0.112,0.423
2024-09-27,0.652,0.427,weekday,12.9,25.9,8.6,1.8,0.0,0,0.052,0.074,0.08,0.096,0.257,0.0,,0.341
2024-09-28,0.0,0.652,holiday,12.4,25.4,9.2,0.0,0.0,0,0.489,0.594,0.554,0.461,0.318,0.0,0.277,0.291
2024-09-29,0.019,0.622,holiday,,25.5,7.6,2.0,0.0,0,0.381,0.602,0.549,0.389,0.189,0.0,0.167,0.263
2024-09-30,0.593,0.44,weekday,13.6,25.5,5.9,0.0,0.0,0,0.0,0.0,0.083,0.043,0.188,0.0,0.0,0.369
2024-10-01,0.631,0.416,weekday,4.9,27.2,5.8,0.2,0.0,0,0.193,0.015,0.168,0.0,0.278,0.0,0.0,0.406
