date,holiday,rainfall_mm,event_local_flag,temperature_c,wind_speed_mps,y
2025-01-08,holiday,1.2,0.0,28.2,5.2,0
2025-01-09,holiday,5.2,0.0,29.5,7.3,1
2025-01-10,holiday,5.8,0.0,27.0,5.5,0
2025-01-11,holiday,1.5,0.0,28.7,5.0,0
2025-01-12,holiday,3.7,0.0,28.7,7.8,1
2025-01-13,holiday,2.3,0.0,28.7,6.9,1
2025-01-14,holiday,,0.0,28.0,7.0,1
2025-01-15,holiday,0.9,0.0,27.4,5.7,0
2025-01-16,holiday,6.4,0.0,27.3,6.7,1
2025-01-17,holiday,1.2,0.0,28.6,4.7,0
2025-01-18,holiday,5.8,,28.6,6.2,0
2025-01-19,holiday,1.9,0.0,28.3,4.1,0
2025-01-20,holiday,5.8,0.0,27.2,4.5,0
2025-01-21,holiday,4.5,0.0,27.1,2.0,0
2025-01-22,holiday,2.9,0.0,28.5,6.2,0
2025-01-23,holiday,6.6,0.0,27.8,6.8,1
2025-01-24,holiday,4.2,0.0,27.3,4.9,0
2025-01-25,holiday,,0.0,28.2,3.8,0
2025-01-26,holiday,1.4,1.0,27.0,7.2,0
2025-01-27,holiday,3.8,,26.5,6.0,0
2025-01-28,holiday,1.6,0.0,26.7,7.6,0
2025-01-29,holiday,4.4,0.0,25.0,3.2,0
2025-01-30,holiday,9.4,0.0,25.6,4.4,0
2025-01-31,holiday,2.2,0.0,26.0,5.4,1
2025-02-01,holiday,2.2,0.0,26.2,4.3,0
2025-02-02,holiday,1.8,0.0,25.9,6.1,0
2025-02-03,weekday,1.2,0.0,25.3,7.0,0
2025-02-04,weekday,2.6,0.0,25.3,6.0,0
2025-02-05,weekday,7.8,0.0,26.4,6.6,0
2025-02-06,weekday,2.6,0.0,25.0,6.5,1
2025-02-07,weekday,10.7,0.0,25.8,6.5,1
2025-02-08,holiday,4.8,0.0,25.9,5.6,0
2025-02-09,holiday,5.4,0.0,23.9,6.8,0
2025-02-10,weekday,3.1,0.0,26.2,3.3,0
2025-02-11,weekday,5.7,0.0,24.3,6.5,0
2025-02-12,weekday,4.4,0.0,25.0,3.5,0
2025-02-13,weekday,8.6,0.0,24.4,4.5,0
2025-02-14,weekday,,0.0,24.9,4.5,0
2025-02-15,holiday,2.5,0.0,24.4,6.9,1
2025-02-16,holiday,5.9,0.0,24.5,7.1,1
2025-02-17,weekday,,0.0,24.8,4.5,0
2025-02-18,weekday,7.5,0.0,24.6,4.6,0
2025-02-19,weekday,1.7,0.0,24.1,5.2,0
2025-02-20,weekday,4.2,0.0,23.9,6.1,0
2025-02-21,weekday,6.0,0.0,24.8,7.3,0
2025-02-22,holiday,1.3,0.0,23.4,2.9,0
2025-02-23,holiday,0.8,0.0,22.6,5.7,0
2025-02-24,weekday,0.4,0.0,23.2,6.3,0
2025-02-25,weekday,9.6,0.0,24.5,5.2,1
2025-02-26,weekday,3.6,0.0,22.8,7.4,1
2025-02-27,weekday,5.8,1.0,23.2,5.0,0
2025-02-28,weekday,1.2,0.0,22.6,6.7,0
2025-03-01,holiday,6.8,0.0,22.9,3.7,0
2025-03-02,holiday,4.1,1.0,22.9,2.7,0
2025-03-03,weekday,3.1,0.0,21.2,7.6,0
2025-03-04,weekday,0.6,1.0,22.6,4.3,0
2025-03-05,weekday,4.3,0.0,22.3,6.2,0
2025-03-06,weekday,2.6,0.0,20.9,4.0,0
2025-03-07,weekday,2.3,0.0,20.7,5.5,0
2025-03-08,holiday,1.5,0.0,20.8,5.4,0
2025-03-09,holiday,1.8,0.0,20.5,6.0,1
2025-03-10,weekday,6.7,1.0,20.1,5.9,0
2025-03-11,weekday,1.7,0.0,20.3,4.6,0
2025-03-12,weekday,3.6,0.0,20.5,6.8,0
2025-03-13,weekday,0.7,0.0,21.2,4.5,0
2025-03-14,weekday,8.3,0.0,19.6,6.1,1
2025-03-15,holiday,6.4,0.0,20.4,5.4,1
2025-03-16,holiday,4.7,0.0,19.1,5.1,1
2025-03-17,weekday,3.4,0.0,19.9,5.5,0
2025-03-18,weekday,1.5,,19.1,3.8,0
2025-03-19,weekday,0.8,0.0,19.3,4.3,0
2025-03-20,weekday,1.4,0.0,19.4,4.7,0
2025-03-21,weekday,1.8,0.0,19.8,5.0,0
2025-03-22,holiday,5.1,1.0,19.2,6.8,0
2025-03-23,holiday,0.8,0.0,18.9,3.7,0
2025-03-24,weekday,5.8,1.0,17.5,4.0,0
2025-03-25,weekday,6.3,0.0,19.6,4.5,0
2025-03-26,weekday,3.8,0.0,19.3,5.4,0
2025-03-27,weekday,5.0,1.0,16.3,5.5,1
2025-03-28,weekday,2.8,0.0,16.8,6.8,1
2025-03-29,holiday,3.8,0.0,18.8,5.7,0
2025-03-30,holiday,2.3,0.0,16.7,3.9,0
2025-03-31,weekday,4.5,0.0,16.5,4.1,1
2025-04-01,weekday,2.8,0.0,16.9,5.7,0
2025-04-02,weekday,1.9,0.0,17.7,4.5,0
2025-04-03,weekday,2.5,0.0,14.8,4.7,0
2025-04-04,weekday,6.9,0.0,17.1,4.8,0
2025-04-05,holiday,3.3,0.0,15.2,6.5,0
2025-04-06,holiday,3.5,1.0,14.9,5.6,0
2025-04-07,weekday,4.6,0.0,15.7,6.4,0
2025-04-08,weekday,5.5,0.0,15.8,6.0,1
2025-04-09,weekday,5.2,0.0,15.0,7.7,0
2025-04-10,weekday,0.7,0.0,14.5,3.0,0
2025-04-11,weekday,4.8,0.0,14.7,4.7,0
2025-04-12,holiday,3.6,0.0,15.4,6.2,0
2025-04-13,holiday,4.2,0.0,15.0,7.7,1
2025-04-14,weekday,0.3,0.0,14.3,7.0,1
2025-04-15,weekday,1.5,0.0,15.9,5.4,0
2025-04-16,weekday,1.1,0.0,13.5,5.2,0
2025-04-17,weekday,3.2,0.0,15.4,3.5,0
2025-04-18,weekday,6.7,0.0,14.0,3.3,0
2025-04-19,holiday,3.1,0.0,14.4,4.6,0
2025-04-20,holiday,2.9,0.0,15.0,4.7,0
2025-04-21,weekday,7.9,0.0,13.7,4.1,0
2025-04-22,,1.5,0.0,13.4,4.2,0
2025-04-23,weekday,4.0,0.0,14.1,4.8,0
2025-04-24,weekday,4.7,0.0,15.1,5.5,0
2025-04-25,weekday,2.4,1.0,14.0,3.2,0
2025-04-26,holiday,5.6,0.0,13.2,5.6,0
2025-04-27,holiday,0.9,0.0,14.0,5.5,0
2025-04-28,weekday,1.8,0.0,13.8,7.0,0
2025-04-29,weekday,2.2,0.0,13.0,5.1,0
2025-04-30,weekday,4.5,0.0,13.4,5.1,0
2025-05-01,holiday,8.1,0.0,12.0,6.4,1
2025-05-02,holiday,4.6,0.0,11.9,2.8,0
2025-05-03,holiday,4.1,0.0,11.8,5.1,0
2025-05-04,holiday,3.0,0.0,13.0,5.7,0
2025-05-05,holiday,2.6,0.0,11.7,5.1,0
2025-05-06,holiday,4.3,0.0,12.1,6.6,0
2025-05-07,holiday,1.8,0.0,12.3,5.1,0
2025-05-08,holiday,3.8,0.0,10.9,4.3,0
2025-05-09,holiday,4.4,0.0,11.1,5.0,0
2025-05-10,holiday,2.0,0.0,11.8,6.0,1
2025-05-11,holiday,6.1,0.0,11.0,4.8,1
2025-05-12,holiday,2.6,0.0,10.9,5.5,0
2025-05-13,holiday,2.3,0.0,11.5,6.7,0
2025-05-14,holiday,7.9,0.0,10.3,3.9,0
2025-05-15,holiday,4.9,0.0,9.8,8.4,1
2025-05-16,holiday,6.8,0.0,10.4,6.2,1
2025-05-17,holiday,4.9,0.0,10.4,4.7,0
2025-05-18,holiday,4.2,1.0,9.5,5.3,0
2025-05-19,holiday,4.4,0.0,10.6,5.2,1
2025-05-20,holiday,7.4,0.0,11.8,5.3,0
2025-05-21,holiday,3.5,0.0,10.3,4.9,0
2025-05-22,holiday,2.9,0.0,11.7,7.3,1
2025-05-23,holiday,3.1,0.0,10.4,4.5,0
2025-05-24,holiday,3.7,0.0,11.7,9.0,1
2025-05-25,holiday,7.6,0.0,11.9,4.7,0
2025-05-26,holiday,2.6,0.0,9.7,5.8,0
2025-05-27,holiday,,0.0,10.6,5.3,1
2025-05-28,holiday,4.1,0.0,10.8,7.2,1
2025-05-29,holiday,3.4,0.0,11.2,3.8,0
2025-05-30,holiday,3.5,0.0,9.6,5.6,0
2025-05-31,holiday,,0.0,10.1,4.0,0
2025-06-01,holiday,23.8,0.0,9.5,5.3,1
2025-06-02,weekday,,0.0,9.7,5.9,0
2025-06-03,weekday,20.7,0.0,10.0,4.0,0
2025-06-04,weekday,18.5,0.0,10.8,4.6,1
2025-06-05,weekday,19.1,0.0,11.0,8.2,1
2025-06-06,weekday,19.9,0.0,9.6,4.4,0
2025-06-07,holiday,19.0,1.0,9.2,6.1,1
2025-06-08,,23.0,0.0,9.8,4.8,1
2025-06-09,weekday,19.7,1.0,10.4,3.9,0
2025-06-10,weekday,18.4,0.0,10.2,6.7,1
2025-06-11,weekday,22.1,0.0,10.2,3.6,0
2025-06-12,weekday,22.4,0.0,11.0,6.9,0
2025-06-13,weekday,26.9,1.0,10.8,3.4,0
2025-06-14,holiday,22.5,1.0,10.2,6.5,1
2025-06-15,holiday,,0.0,9.5,8.2,1
2025-06-16,weekday,20.3,0.0,9.4,5.6,1
2025-06-17,weekday,19.8,0.0,8.5,5.5,0
2025-06-18,weekday,20.3,0.0,10.8,5.5,1
2025-06-19,weekday,22.2,0.0,11.7,3.5,0
2025-06-20,weekday,18.6,0.0,9.8,5.4,1
2025-06-21,holiday,19.9,1.0,8.5,6.1,1
2025-06-22,holiday,24.8,0.0,10.3,6.8,1
2025-06-23,weekday,20.4,0.0,9.3,5.8,1
2025-06-24,weekday,21.1,0.0,10.3,4.5,1
2025-06-25,weekday,,0.0,10.1,5.1,0
2025-06-26,weekday,26.2,0.0,12.1,3.9,1
2025-06-27,weekday,21.2,0.0,10.5,4.8,0
2025-06-28,,20.7,0.0,9.9,5.5,0
2025-06-29,holiday,18.7,0.0,10.9,6.0,1
2025-06-30,weekday,19.4,0.0,10.8,6.7,1
2025-07-01,weekday,22.1,0.0,11.0,5.2,1
2025-07-02,weekday,23.3,0.0,9.3,2.8,1
2025-07-03,weekday,19.3,0.0,9.1,5.1,1
2025-07-04,weekday,21.6,0.0,12.0,5.1,0
2025-07-05,holiday,26.3,0.0,10.9,7.7,1
2025-07-06,holiday,20.1,0.0,10.5,3.5,0
2025-07-07,weekday,20.7,0.0,10.2,6.9,0
2025-07-08,weekday,25.4,0.0,10.3,5.0,1
2025-07-09,weekday,21.0,,10.9,5.1,1
2025-07-10,weekday,21.5,1.0,11.0,6.1,1
2025-07-11,weekday,1.9,0.0,11.9,4.1,0
2025-07-12,holiday,1.6,0.0,12.4,5.8,0
2025-07-13,holiday,3.9,0.0,11.7,5.7,0
2025-07-14,weekday,5.3,0.0,11.6,5.1,0
2025-07-15,weekday,2.9,0.0,12.5,4.4,0
2025-07-16,weekday,2.4,0.0,11.3,4.2,0
2025-07-17,weekday,1.8,0.0,12.7,2.1,0
2025-07-18,weekday,5.8,0.0,12.4,6.3,0
2025-07-19,holiday,6.7,0.0,13.0,5.1,0
2025-07-20,holiday,1.7,0.0,11.1,6.3,0
2025-07-21,weekday,8.6,0.0,12.1,4.5,0
2025-07-22,weekday,1.9,0.0,12.0,4.9,0
2025-07-23,weekday,5.1,0.0,10.8,3.1,0
2025-07-24,weekday,4.8,0.0,11.1,6.0,0
2025-07-25,weekday,6.2,0.0,11.7,6.5,0
2025-07-26,holiday,1.1,1.0,13.4,4.0,0
2025-07-27,holiday,4.1,0.0,13.6,5.5,0
2025-07-28,weekday,5.6,0.0,12.0,7.4,0
2025-07-29,weekday,3.1,0.0,11.8,6.0,0
2025-07-30,weekday,3.7,0.0,13.3,6.5,0
2025-07-31,weekday,3.0,1.0,12.1,3.7,0
2025-08-01,holiday,25.8,0.0,13.5,14.3,1
2025-08-02,holiday,19.2,,12.6,8.5,1
2025-08-03,holiday,19.9,0.0,15.3,12.8,1
2025-08-04,holiday,,0.0,13.4,13.0,1
2025-08-05,holiday,22.0,0.0,14.4,12.2,1
2025-08-06,holiday,26.4,0.0,14.9,9.5,1
2025-08-07,holiday,19.4,0.0,14.3,11.4,1
2025-08-08,holiday,20.6,0.0,13.3,11.8,1
2025-08-09,holiday,28.8,0.0,14.8,13.5,1
2025-08-10,holiday,21.3,0.0,15.1,11.6,1
2025-08-11,holiday,30.4,1.0,16.0,10.5,1
2025-08-12,holiday,22.8,0.0,14.8,10.4,1
2025-08-13,holiday,23.2,0.0,13.9,13.4,1
2025-08-14,holiday,21.3,0.0,14.8,8.9,1
2025-08-15,holiday,,0.0,15.3,11.0,1
2025-08-16,holiday,24.5,0.0,16.6,13.8,1
2025-08-17,holiday,22.1,,16.3,12.7,1
2025-08-18,holiday,22.4,0.0,15.3,10.7,1
2025-08-19,holiday,24.5,0.0,15.5,14.0,1
2025-08-20,holiday,25.5,0.0,14.9,13.6,1
2025-08-21,holiday,22.8,0.0,15.8,11.0,1
2025-08-22,holiday,22.3,0.0,16.8,10.8,1
2025-08-23,holiday,21.8,0.0,16.1,13.5,1
2025-08-24,holiday,21.4,0.0,16.6,11.8,1
2025-08-25,holiday,23.5,0.0,17.3,10.7,1
2025-08-26,holiday,20.8,0.0,17.4,13.5,1
2025-08-27,holiday,,0.0,17.3,10.0,1
2025-08-28,holiday,20.1,0.0,17.7,14.2,1
2025-08-29,holiday,,0.0,17.1,10.3,1
2025-08-30,holiday,22.1,0.0,17.8,14.6,1
2025-08-31,holiday,20.7,0.0,18.0,11.9,1
2025-09-01,weekday,25.1,0.0,17.2,12.8,1
2025-09-02,weekday,21.7,0.0,18.0,9.7,1
2025-09-03,weekday,25.8,0.0,18.6,12.8,1
2025-09-04,weekday,23.6,,18.9,13.4,1
2025-09-05,weekday,,0.0,19.1,10.3,1
2025-09-06,holiday,20.4,0.0,19.9,13.1,1
2025-09-07,holiday,21.3,0.0,18.9,11.1,1
2025-09-08,weekday,22.8,0.0,20.5,12.8,1
2025-09-09,weekday,22.8,0.0,18.5,10.8,1
2025-09-10,weekday,19.6,0.0,20.4,11.6,1
2025-09-11,weekday,20.7,0.0,19.9,9.9,1
