date,snowfall_cm,snow_quality_index,wind_speed_mps,rail_ridership,holiday,temperature_c,rainfall_mm,event_local_flag,typhoon_alert_flag,mobility_inflow_index,tourist_inflow_count,lodging_occupancy_ratio,temple_shrine_visits,onsen_visitors_count,y
2024-04-22,3.2,0.579,1.9,0.628,weekday,4.0,5.5,0.0,0,0.427,0.0,0.0,0.0,0.123,0
2024-04-23,0.0,0.653,6.5,0.665,weekday,2.1,1.2,0.0,0,0.556,0.0,0.005,0.0,0.174,1
2024-04-24,0.0,0.495,2.5,0.636,weekday,3.6,9.3,0.0,0,0.504,0.0,0.07,0.137,0.079,0
2024-04-25,0.0,0.557,3.5,0.704,weekday,4.2,1.0,0.0,0,0.388,0.047,0.059,0.0,0.124,0
2024-04-26,2.6,0.507,5.6,0.721,weekday,1.7,6.0,0.0,0,0.435,0.0,0.031,0.0,0.09,1
2024-04-27,0.0,0.664,4.0,0.051,holiday,2.3,1.4,0.0,0,0.698,0.379,0.621,0.516,0.576,1
2024-04-28,0.0,0.563,2.5,0.063,holiday,2.4,6.9,0.0,0,0.673,,0.484,0.495,0.411,0
2024-04-29,0.0,0.582,3.2,0.605,weekday,3.1,4.2,0.0,0,0.384,0.075,0.0,0.0,0.11,1
2024-04-30,0.0,0.495,4.5,0.668,weekday,3.7,6.8,0.0,0,0.379,0.0,0.053,0.0,0.082,1
2024-05-01,0.0,0.609,5.6,,holiday,3.0,0.8,0.0,0,0.659,,0.276,0.273,0.42,1
2024-05-02,0.7,0.597,4.2,0.061,holiday,2.6,6.0,0.0,0,0.292,0.01,0.229,0.301,0.319,1
2024-05-03,0.0,0.559,1.2,0.103,holiday,3.2,1.3,0.0,0,0.484,0.132,0.158,0.385,0.26,0
2024-05-04,0.0,0.521,2.8,0.1,holiday,3.3,1.1,0.0,0,0.715,0.521,0.67,0.644,0.427,0
2024-05-05,1.3,0.502,5.2,0.064,holiday,3.8,4.1,0.0,0,0.498,0.428,0.625,0.463,0.475,1
2024-05-06,0.0,0.583,4.1,0.141,holiday,2.7,3.0,1.0,0,0.611,0.47,0.419,0.415,0.194,0
2024-05-07,1.4,0.594,2.2,0.053,holiday,1.9,3.3,0.0,0,0.501,,0.27,0.204,0.301,0
2024-05-08,4.6,0.62,4.7,0.087,holiday,3.6,1.2,0.0,0,0.552,0.185,0.245,0.137,0.234,1
2024-05-09,3.0,0.502,2.0,0.049,holiday,2.6,4.1,0.0,0,0.394,0.072,0.162,0.345,0.306,0
2024-05-10,0.0,0.624,4.0,0.058,holiday,1.9,3.7,0.0,0,0.575,0.23,0.273,0.123,0.303,0
2024-05-11,0.0,0.621,5.4,0.129,holiday,1.9,4.2,0.0,0,0.727,0.484,0.617,0.493,0.505,0
2024-05-12,1.8,0.69,2.5,0.091,holiday,2.3,1.7,0.0,0,0.773,0.246,0.513,0.473,0.557,0
2024-05-13,0.0,0.609,3.4,0.069,holiday,3.3,4.4,0.0,0,0.523,0.126,0.349,0.183,0.348,0
2024-05-14,0.0,0.581,5.4,0.153,holiday,2.2,0.4,0.0,0,0.468,0.173,0.241,0.266,0.264,0
2024-05-15,1.3,0.458,4.1,0.063,holiday,2.8,3.6,1.0,0,0.571,0.459,0.635,0.493,,1
2024-05-16,5.8,0.696,1.9,0.04,holiday,3.3,8.3,0.0,0,0.556,0.145,0.192,0.319,0.301,1
2024-05-17,3.6,0.611,4.7,0.004,holiday,3.0,5.1,0.0,0,0.44,0.226,0.278,0.202,0.331,0
2024-05-18,2.6,0.521,6.1,0.171,holiday,2.5,2.3,0.0,0,0.659,0.391,0.577,0.546,0.471,1
2024-05-19,1.5,0.622,4.4,0.094,holiday,2.6,1.3,1.0,0,0.725,0.578,0.816,0.588,0.574,1
2024-05-20,0.0,0.58,3.5,0.055,holiday,2.9,2.0,0.0,0,0.475,0.235,0.374,0.262,0.426,0
2024-05-21,2.2,0.59,5.2,0.127,holiday,1.7,4.7,0.0,0,0.509,0.233,0.354,0.249,0.211,0
2024-05-22,0.0,0.647,1.9,0.035,holiday,1.9,1.8,0.0,0,0.526,0.249,0.302,0.356,0.293,0
2024-05-23,0.0,0.522,1.9,0.101,holiday,3.4,0.7,0.0,0,0.673,0.168,0.28,0.287,0.254,1
2024-05-24,1.0,0.592,4.2,0.061,holiday,3.4,2.2,1.0,0,0.679,,0.534,0.407,0.421,0
2024-05-25,0.0,0.475,3.5,0.108,holiday,4.4,3.2,0.0,0,0.713,0.373,0.607,0.472,0.474,0
2024-05-26,2.2,0.616,5.1,0.046,holiday,2.2,4.1,0.0,0,0.851,0.43,0.625,0.527,0.489,1
2024-05-27,0.2,0.66,6.1,0.1,holiday,3.0,4.4,0.0,0,0.627,0.308,0.318,0.272,0.281,0
2024-05-28,0.3,0.557,3.8,0.074,holiday,3.6,3.0,0.0,0,0.535,0.265,0.341,0.268,0.348,0
2024-05-29,0.0,0.624,3.6,0.176,holiday,3.4,1.6,0.0,0,0.499,0.136,0.377,,0.346,0
2024-05-30,1.9,0.539,4.4,0.009,holiday,4.5,4.3,,0,0.349,0.2,0.242,0.211,0.22,1
2024-05-31,0.0,0.434,1.4,0.084,holiday,3.7,3.4,0.0,0,0.579,0.088,0.175,0.234,0.31,0
2024-06-01,1.8,0.607,6.7,0.053,holiday,2.5,2.1,0.0,0,0.704,0.471,0.611,0.472,0.492,0
2024-06-02,3.2,0.593,5.2,0.048,holiday,4.3,4.2,0.0,0,0.794,0.333,0.535,0.548,0.413,0
2024-06-03,0.0,0.489,4.9,0.605,weekday,4.7,5.6,0.0,0,0.29,,0.0,0.0,0.114,1
2024-06-04,0.0,0.543,3.6,0.637,weekday,4.1,7.1,0.0,0,0.339,0.026,0.049,0.0,0.112,0
2024-06-05,0.0,0.525,2.7,,weekday,4.7,3.8,0.0,0,0.312,0.0,0.0,0.0,0.087,0
2024-06-06,0.8,0.605,4.4,0.694,weekday,2.4,4.6,0.0,0,0.383,0.104,0.025,0.0,0.084,0
2024-06-07,1.6,0.556,5.5,,weekday,4.2,5.3,0.0,0,0.508,0.007,0.029,0.0,0.064,0
2024-06-08,1.0,0.519,3.2,0.003,holiday,4.2,19.6,0.0,0,0.592,0.336,0.512,0.477,0.456,0
2024-06-09,2.0,0.493,3.7,0.113,holiday,3.8,20.2,0.0,0,0.838,0.344,0.484,0.479,0.381,1
2024-06-10,0.0,0.482,3.0,0.669,weekday,4.7,21.4,0.0,0,0.468,0.0,0.036,0.046,0.153,0
2024-06-11,0.0,0.526,5.8,0.671,weekday,4.1,21.2,0.0,0,,0.0,0.039,0.008,0.088,0
2024-06-12,0.0,0.459,4.0,0.577,weekday,3.5,19.4,,0,0.37,0.007,0.0,0.0,0.112,1
2024-06-13,0.6,0.601,3.8,0.629,weekday,4.0,24.3,,0,0.431,0.0,0.0,0.049,0.231,1
2024-06-14,0.0,0.437,5.1,0.619,weekday,4.4,20.7,0.0,0,0.456,0.0,0.0,0.0,0.137,0
2024-06-15,0.0,0.481,2.7,0.02,holiday,5.3,20.0,0.0,0,0.667,0.345,0.587,0.503,0.366,0
2024-06-16,1.6,0.515,6.9,0.11,holiday,6.4,19.6,0.0,0,0.624,0.359,0.609,0.429,0.421,0
2024-06-17,1.4,0.392,4.5,0.591,weekday,6.1,22.2,0.0,0,0.424,0.0,0.0,0.018,0.125,0
2024-06-18,0.0,0.482,2.5,0.597,weekday,5.2,22.5,0.0,0,0.425,0.0,0.008,0.035,0.097,0
2024-06-19,0.0,0.521,4.5,0.635,weekday,6.2,23.1,1.0,0,0.591,0.28,0.277,0.233,0.134,0
2024-06-20,0.9,0.469,5.5,0.614,weekday,5.3,19.1,0.0,0,0.503,0.0,0.0,0.058,0.032,0
2024-06-21,0.2,0.468,2.9,0.677,weekday,5.2,21.3,0.0,0,0.528,,0.0,0.006,0.043,0
2024-06-22,0.5,0.49,4.2,0.044,holiday,5.0,19.0,,0,0.627,0.684,0.762,0.724,0.368,0
2024-06-23,0.0,0.59,2.6,0.02,holiday,5.2,21.7,0.0,0,0.732,0.312,0.565,0.458,0.473,0
2024-06-24,0.4,,4.2,0.524,weekday,6.7,,0.0,0,0.475,0.0,0.0,0.0,0.092,1
2024-06-25,0.0,0.481,3.6,0.598,weekday,7.3,24.4,0.0,0,0.415,0.0,0.047,,0.069,0
2024-06-26,0.8,0.339,4.5,0.621,weekday,7.8,20.5,0.0,0,0.437,0.0,0.054,0.002,0.22,0
2024-06-27,0.0,0.454,5.0,0.702,weekday,7.3,20.3,0.0,0,0.298,0.0,0.0,0.0,0.069,0
2024-06-28,0.7,0.364,3.9,0.654,weekday,8.3,22.3,0.0,0,0.444,0.0,0.0,0.0,0.053,0
2024-06-29,0.0,0.425,5.2,0.109,holiday,7.8,23.4,0.0,0,0.647,0.309,0.624,,0.448,0
2024-06-30,0.0,0.31,5.3,0.009,holiday,8.9,24.2,1.0,0,0.683,0.546,0.76,0.691,0.42,0
2024-07-01,1.4,0.381,3.2,0.527,weekday,7.8,23.3,0.0,0,0.38,0.0,0.021,0.02,0.051,1
2024-07-02,2.8,0.42,5.8,0.666,weekday,9.4,21.5,0.0,0,0.443,0.0,0.126,0.045,0.023,1
2024-07-03,0.0,0.365,3.2,0.609,weekday,8.5,21.9,0.0,0,0.439,0.0,0.023,0.017,0.12,0
2024-07-04,0.9,0.408,5.5,0.593,weekday,9.1,23.9,0.0,0,0.425,0.0,0.0,0.061,0.037,0
2024-07-05,0.5,0.332,4.4,0.539,weekday,9.2,23.8,0.0,0,0.495,0.0,0.0,0.0,0.132,0
2024-07-06,0.0,0.457,2.7,,holiday,7.4,21.6,,0,0.668,0.237,0.537,0.529,0.532,0
2024-07-07,0.0,0.381,3.0,0.123,holiday,10.8,19.2,0.0,0,0.654,0.322,0.55,0.509,0.405,0
2024-07-08,0.1,0.301,3.5,0.56,weekday,9.8,18.6,0.0,0,0.429,0.0,0.0,0.145,,0
2024-07-09,0.7,,3.1,0.717,weekday,8.5,21.3,1.0,0,0.375,0.09,0.215,0.197,0.09,0
2024-07-10,0.0,0.32,3.6,0.667,weekday,9.9,18.5,0.0,0,0.507,0.0,0.0,0.0,0.039,0
2024-07-11,0.2,0.404,5.0,0.644,weekday,10.0,20.7,0.0,0,0.336,0.0,0.064,0.051,0.136,0
2024-07-12,1.4,0.391,6.4,0.689,weekday,9.2,20.0,0.0,0,0.437,,0.0,0.0,0.122,1
2024-07-13,3.7,0.405,4.8,0.172,holiday,10.9,21.1,1.0,0,0.768,0.533,0.843,0.675,0.392,0
2024-07-14,0.1,0.344,7.2,0.054,holiday,10.3,24.8,0.0,0,0.66,0.269,0.599,0.529,0.488,1
2024-07-15,0.6,0.491,2.8,0.621,weekday,10.3,20.0,0.0,0,0.412,,0.0,0.025,0.077,0
2024-07-16,0.0,0.324,5.1,0.699,weekday,9.8,24.0,0.0,0,0.442,0.0,0.056,0.062,0.061,0
2024-07-17,0.0,0.36,3.5,0.692,weekday,10.6,21.7,0.0,0,0.51,0.0,0.0,0.051,0.093,0
2024-07-18,0.8,0.354,6.5,0.611,weekday,10.7,23.3,0.0,0,0.504,0.0,0.057,0.063,0.113,0
2024-07-19,0.5,0.341,4.6,0.606,weekday,12.1,6.2,0.0,0,0.524,0.0,0.0,0.0,0.035,0
2024-07-20,2.7,0.399,5.6,0.131,holiday,11.8,,0.0,0,0.777,0.504,0.541,0.53,0.451,1
2024-07-21,0.0,0.381,3.3,0.108,holiday,11.7,2.5,0.0,0,0.616,0.39,,0.486,0.419,0
2024-07-22,1.4,0.43,3.9,0.771,weekday,10.9,7.0,0.0,0,0.567,0.0,0.017,0.001,0.021,0
2024-07-23,0.0,0.288,5.3,0.621,weekday,11.6,2.9,0.0,0,0.262,,0.039,0.027,,0
2024-07-24,0.0,,1.4,0.661,weekday,12.5,3.4,0.0,0,0.486,0.0,0.004,0.051,0.0,0
2024-07-25,0.2,0.272,3.0,0.705,weekday,13.1,2.2,0.0,0,0.601,0.0,0.0,0.0,0.0,0
2024-07-26,0.0,,4.5,0.692,weekday,13.5,3.9,0.0,0,0.446,0.0,0.004,0.009,0.103,0
2024-07-27,0.2,0.18,5.8,0.046,holiday,14.2,4.5,0.0,0,0.562,0.407,0.627,0.542,0.402,1
2024-07-28,0.0,0.308,1.3,0.125,holiday,13.5,2.8,0.0,0,0.748,0.439,0.632,0.405,0.365,0
2024-07-29,0.5,0.348,3.0,0.699,weekday,15.1,4.8,0.0,0,0.442,0.026,0.0,0.124,0.003,0
2024-07-30,1.6,0.262,2.9,0.693,weekday,14.9,0.5,0.0,0,0.353,0.039,0.002,0.077,0.102,0
2024-07-31,0.0,0.282,2.6,0.654,weekday,13.8,0.9,0.0,0,0.267,0.0,0.076,0.058,0.058,0
2024-08-01,0.0,0.277,7.3,0.161,holiday,14.8,12.3,0.0,0,0.608,0.194,0.236,0.325,0.19,0
2024-08-02,0.0,0.222,7.2,0.102,holiday,14.7,10.4,0.0,0,0.645,0.317,0.284,0.301,0.245,0
2024-08-03,0.0,0.115,7.6,0.102,holiday,16.8,9.1,0.0,0,0.654,0.392,0.606,0.594,0.381,1
2024-08-04,0.0,0.267,6.3,0.104,holiday,15.9,13.1,0.0,0,0.652,0.478,0.647,0.628,0.393,0
2024-08-05,0.0,0.284,5.7,0.016,holiday,16.6,12.2,0.0,0,0.583,0.222,0.327,0.417,0.213,0
2024-08-06,2.5,0.22,6.5,0.144,holiday,15.4,8.3,0.0,0,0.615,0.3,0.291,0.21,0.173,0
2024-08-07,0.0,0.166,8.5,0.0,holiday,14.8,15.0,0.0,0,0.533,0.299,0.354,0.212,0.284,0
2024-08-08,0.3,0.214,4.8,0.034,holiday,15.6,13.8,0.0,0,,0.182,0.157,0.315,0.247,0
2024-08-09,2.9,,6.5,0.027,holiday,13.2,13.0,0.0,0,0.546,0.013,0.27,0.282,0.212,1
2024-08-10,0.0,0.109,7.1,0.05,holiday,17.8,12.4,1.0,0,0.717,0.598,0.819,0.75,0.492,0
2024-08-11,4.1,0.168,8.2,0.125,holiday,18.1,14.1,0.0,0,0.654,0.44,0.565,0.496,0.333,0
2024-08-12,1.1,0.208,3.9,0.0,holiday,15.7,10.6,0.0,0,0.578,0.358,0.319,0.395,0.164,0
2024-08-13,0.0,0.163,7.6,0.039,holiday,19.1,9.7,0.0,0,0.559,0.214,0.217,0.334,0.175,0
2024-08-14,0.0,0.161,6.2,0.0,holiday,18.1,10.5,0.0,0,0.508,0.372,0.292,,0.153,0
2024-08-15,0.8,0.208,7.9,0.081,holiday,17.7,11.0,1.0,0,,0.497,0.424,0.547,0.079,0
2024-08-16,1.5,0.107,7.9,0.021,holiday,18.7,15.1,0.0,0,0.513,0.063,0.309,0.395,0.252,0
2024-08-17,0.0,0.172,7.2,0.136,holiday,18.1,12.5,0.0,1,0.697,0.501,0.565,0.587,0.478,1
2024-08-18,0.0,0.173,10.0,0.014,holiday,17.6,9.7,0.0,0,0.703,0.354,0.576,0.546,0.306,1
2024-08-19,0.0,0.171,7.8,0.072,holiday,18.3,15.7,0.0,0,0.65,0.256,0.315,0.406,0.164,0
2024-08-20,3.3,0.235,7.4,0.024,holiday,16.4,10.7,0.0,0,0.598,0.151,0.288,0.254,0.192,1
2024-08-21,0.0,0.089,6.7,0.056,holiday,19.6,13.2,1.0,0,0.418,0.542,0.497,0.418,0.232,0
2024-08-22,0.9,,5.8,0.0,holiday,19.0,10.2,0.0,0,0.506,,0.26,0.299,0.103,0
2024-08-23,0.4,0.112,4.0,0.074,holiday,18.4,11.4,0.0,0,0.539,0.289,0.249,0.325,,0
2024-08-24,0.7,0.27,4.6,0.022,holiday,17.8,11.1,0.0,0,0.587,0.521,0.63,0.593,0.373,0
2024-08-25,0.0,0.138,3.8,0.099,holiday,19.4,9.0,0.0,0,0.66,0.386,0.633,,0.37,0
2024-08-26,0.0,0.128,8.1,0.096,holiday,19.0,10.1,0.0,0,0.517,0.11,0.309,0.348,0.085,0
2024-08-27,0.0,0.206,7.6,0.151,holiday,20.0,10.5,0.0,0,0.526,0.381,0.305,0.257,0.043,0
2024-08-28,0.8,0.118,6.5,0.026,holiday,20.5,10.3,0.0,0,0.656,0.386,,0.334,0.181,0
2024-08-29,0.0,0.052,5.1,0.062,holiday,19.9,12.0,0.0,0,0.693,0.25,0.339,0.329,0.166,0
2024-08-30,1.1,0.086,6.2,,holiday,22.3,13.8,1.0,0,0.502,0.42,0.537,0.577,0.175,0
2024-08-31,2.3,0.156,7.4,0.145,holiday,19.8,10.8,,0,0.799,0.402,0.644,0.553,0.361,0
2024-09-01,0.1,0.094,8.7,0.085,holiday,22.1,9.0,0.0,0,0.706,0.404,0.508,0.646,0.316,0
2024-09-02,0.5,,5.4,0.662,weekday,21.1,16.6,0.0,0,0.34,0.0,0.036,0.092,0.072,0
2024-09-03,0.0,0.07,5.4,0.589,weekday,21.6,9.1,0.0,0,0.451,0.036,0.0,0.127,0.052,0
2024-09-04,0.0,0.059,6.7,0.675,weekday,21.7,,0.0,0,0.382,0.068,0.067,0.065,0.0,0
2024-09-05,1.0,0.056,4.6,0.619,weekday,20.8,9.5,0.0,0,0.398,0.025,,0.02,0.0,0
2024-09-06,2.6,0.048,7.1,0.622,weekday,22.7,9.0,0.0,0,0.393,0.166,0.092,,0.05,0
2024-09-07,0.0,0.072,4.8,0.035,holiday,22.5,11.2,0.0,0,0.607,0.469,0.648,0.572,0.369,0
2024-09-08,0.2,0.0,6.0,,holiday,22.1,,0.0,0,0.515,0.557,0.686,0.628,0.306,0
2024-09-09,0.0,0.118,8.3,0.67,weekday,22.2,13.1,0.0,0,0.381,0.029,0.079,0.094,,0
2024-09-10,0.0,0.0,5.4,0.628,weekday,22.5,18.1,0.0,0,0.572,0.062,0.063,0.095,0.0,0
2024-09-11,0.0,0.0,7.6,0.554,weekday,23.5,12.2,0.0,0,0.448,0.116,0.02,0.038,0.0,0
2024-09-12,0.3,0.101,7.2,0.663,weekday,22.0,9.6,0.0,0,0.325,0.0,0.0,0.119,0.0,0
2024-09-13,0.0,0.106,7.6,0.722,weekday,22.2,11.0,0.0,0,0.434,0.113,0.0,0.159,0.0,1
2024-09-14,0.8,0.084,5.7,0.125,holiday,22.7,12.6,0.0,0,0.669,0.498,0.536,0.565,0.215,0
2024-09-15,0.0,,7.2,0.033,holiday,23.2,17.3,0.0,0,0.8,0.463,0.635,0.539,,0
2024-09-16,1.6,,8.8,0.585,weekday,23.9,16.8,0.0,0,0.431,0.006,0.014,0.049,0.0,1
2024-09-17,4.1,0.0,9.4,0.584,weekday,24.9,10.0,0.0,0,0.375,0.156,0.034,0.093,0.051,1
2024-09-18,0.7,0.05,7.0,,weekday,23.0,13.0,,0,0.479,0.0,0.0,0.122,0.031,0
2024-09-19,0.0,0.0,7.7,0.627,weekday,24.6,10.7,0.0,0,0.517,0.097,0.0,0.167,0.056,0
2024-09-20,0.0,0.176,8.9,0.684,weekday,24.6,13.3,0.0,0,0.702,0.046,0.0,0.097,0.0,1
2024-09-21,0.9,0.019,5.0,,holiday,24.5,9.6,0.0,0,0.593,0.476,0.649,0.625,0.327,0
2024-09-22,0.2,0.0,5.7,0.187,holiday,24.5,9.6,0.0,0,0.743,0.415,0.595,0.697,0.294,0
2024-09-23,0.0,0.0,6.8,0.609,weekday,24.7,9.7,0.0,0,0.403,0.046,0.074,0.144,0.033,0
2024-09-24,0.0,0.0,6.7,0.655,weekday,23.9,9.6,0.0,0,,0.015,0.0,0.1,0.079,0
2024-09-25,0.0,0.006,6.1,0.613,weekday,24.4,11.3,0.0,0,0.27,0.0,0.043,0.142,,0
2024-09-26,0.0,0.0,6.6,0.609,weekday,25.0,11.2,1.0,0,0.437,0.451,0.224,0.263,,0
2024-09-27,1.8,0.059,7.8,0.667,weekday,25.2,9.5,0.0,0,0.375,,0.032,0.151,0.116,1
2024-09-28,0.6,0.031,7.1,0.109,holiday,26.5,10.4,0.0,1,0.656,0.509,0.577,0.686,,0
2024-09-29,0.0,0.032,7.5,0.083,holiday,25.8,11.1,0.0,0,0.594,0.404,0.634,0.57,0.311,0
2024-09-30,0.4,0.0,6.2,0.673,weekday,26.1,14.4,0.0,0,0.509,0.042,,0.15,0.003,0
2024-10-01,0.8,0.0,6.0,0.744,weekday,26.8,2.2,0.0,0,0.47,0.0,0.0,0.084,0.0,0
2024-10-02,0.4,0.0,5.5,0.639,weekday,27.1,3.9,0.0,0,0.446,0.127,0.067,0.033,0.0,0
2024-10-03,0.0,0.0,4.2,0.651,weekday,25.3,9.0,0.0,0,0.34,0.144,0.0,0.117,0.0,0
2024-10-04,0.0,0.0,4.1,0.591,weekday,25.8,2.1,0.0,0,0.346,0.001,0.091,0.034,0.0,0
2024-10-05,0.0,0.0,3.5,0.054,holiday,27.7,0.1,0.0,0,0.651,0.553,0.656,0.603,0.286,0
2024-10-06,0.4,0.0,6.7,0.036,holiday,26.0,2.9,0.0,0,0.648,0.511,,0.641,,0
2024-10-07,0.0,0.013,3.9,0.608,weekday,26.8,4.4,0.0,0,0.497,0.269,0.048,0.106,0.014,0
2024-10-08,0.0,0.014,3.9,0.684,weekday,28.0,3.1,1.0,0,0.479,0.483,0.269,0.381,0.046,0
2024-10-09,1.0,0.0,4.0,0.626,weekday,27.0,2.3,0.0,0,0.263,0.039,0.03,0.117,0.0,0
2024-10-10,3.4,0.024,2.4,0.6,weekday,26.5,4.4,0.0,0,0.326,0.117,0.092,0.095,0.018,0
2024-10-11,0.5,0.0,6.1,0.634,weekday,26.8,4.8,0.0,0,0.313,0.301,0.018,0.113,0.0,0
2024-10-12,1.9,0.031,3.7,0.17,holiday,27.1,4.1,0.0,0,0.629,0.498,0.609,0.57,0.28,0
2024-10-13,1.0,0.006,5.5,0.174,holiday,26.7,9.5,0.0,0,0.627,0.452,0.576,0.509,0.279,0
2024-10-14,0.6,0.0,4.7,0.628,weekday,25.9,3.1,0.0,0,0.434,0.116,0.026,0.086,0.02,0
2024-10-15,0.0,0.129,1.7,0.591,weekday,27.4,6.5,0.0,0,0.27,0.0,0.051,0.06,0.032,0
2024-10-16,0.8,0.0,6.1,0.671,weekday,27.5,4.1,0.0,0,0.373,0.195,0.036,0.069,0.015,0
2024-10-17,0.0,0.0,2.2,0.609,weekday,28.3,,0.0,0,0.369,0.158,0.02,0.125,0.034,0
2024-10-18,0.0,0.0,3.4,0.637,weekday,28.4,1.4,0.0,0,0.318,0.14,0.0,0.06,0.022,0
2024-10-19,0.0,0.0,4.1,0.14,holiday,28.1,6.6,0.0,0,0.706,0.505,0.615,0.638,0.435,0
2024-10-20,1.4,0.038,2.3,0.16,holiday,28.5,6.2,0.0,0,0.673,0.414,0.502,0.7,0.338,0
2024-10-21,0.0,0.0,4.3,0.611,weekday,27.9,1.1,0.0,0,0.412,0.167,0.071,0.161,0.056,0
2024-10-22,2.3,0.027,3.6,0.718,weekday,28.2,2.0,0.0,0,0.381,0.304,0.182,0.168,0.0,0
2024-10-23,0.8,0.0,4.8,0.721,weekday,29.5,1.2,0.0,0,0.391,0.306,0.088,0.092,0.004,0
2024-10-24,0.5,0.006,1.3,0.638,weekday,27.4,9.5,0.0,0,0.431,0.0,0.0,0.186,0.0,0
2024-10-25,0.6,0.0,4.4,0.623,weekday,28.5,4.0,0.0,0,0.35,0.118,0.049,0.181,0.048,0
2024-10-26,2.3,0.095,2.9,0.135,holiday,28.5,3.4,0.0,0,,0.601,0.606,0.675,0.419,0
2024-10-27,0.0,0.0,5.0,0.146,holiday,27.0,6.2,0.0,0,0.698,0.5,0.546,0.604,0.365,0
2024-10-28,0.3,0.018,6.1,0.655,weekday,29.5,0.8,0.0,0,0.306,0.069,0.244,0.1,0.0,0
2024-10-29,1.9,0.03,2.7,0.741,weekday,26.9,0.5,0.0,0,0.538,0.153,0.065,0.01,0.0,0
2024-10-30,0.4,0.008,6.9,0.595,weekday,27.0,5.1,0.0,0,0.427,0.005,0.0,0.118,0.037,0
2024-10-31,1.2,0.034,4.0,0.722,weekday,28.4,1.7,0.0,0,0.474,0.143,,0.106,0.041,0
2024-11-01,0.0,0.0,1.5,0.728,weekday,28.4,4.3,0.0,0,0.407,0.159,0.064,0.246,0.0,0
2024-11-02,2.4,0.044,2.4,0.097,holiday,28.6,2.7,0.0,0,0.693,,0.672,0.527,0.285,0
2024-11-03,1.8,0.0,2.7,0.137,holiday,28.8,4.4,1.0,0,0.594,0.79,0.809,0.729,0.344,0
2024-11-04,1.5,0.0,3.3,0.656,weekday,27.0,3.5,0.0,0,0.278,0.226,0.153,0.183,0.02,0
2024-11-05,2.0,0.002,3.9,0.561,weekday,28.0,3.5,0.0,0,0.435,0.198,0.075,0.081,0.0,0
2024-11-06,1.3,0.0,3.0,0.735,weekday,27.8,3.4,0.0,0,0.323,0.021,0.101,0.065,0.0,0
2024-11-07,0.0,0.0,2.7,0.635,weekday,28.9,4.7,0.0,0,0.58,0.094,,0.185,0.044,0
2024-11-08,0.0,0.0,4.8,0.624,weekday,28.0,,0.0,0,0.464,0.088,0.015,0.069,,0
2024-11-09,0.0,0.019,4.5,0.099,holiday,27.8,3.2,0.0,0,0.721,0.571,0.575,0.588,0.342,0
2024-11-10,1.2,0.0,2.7,0.056,holiday,29.5,4.3,0.0,0,0.618,0.534,0.665,0.572,0.386,0
2024-11-11,2.2,0.01,4.0,0.653,weekday,28.7,2.0,0.0,0,0.397,0.178,0.02,0.122,0.0,0
2024-11-12,0.0,0.0,4.0,0.694,weekday,29.0,2.8,0.0,0,,0.114,0.015,0.158,0.015,0
2024-11-13,0.0,0.002,2.2,0.729,weekday,27.9,4.5,0.0,0,0.428,0.097,0.0,0.177,0.01,0
2024-11-14,0.0,0.093,4.6,0.651,weekday,28.7,2.1,0.0,0,0.371,0.141,0.04,0.125,0.0,0
2024-11-15,0.0,0.081,3.3,0.589,weekday,28.7,2.0,0.0,0,0.342,0.041,,0.037,0.063,0
2024-11-16,0.0,0.0,4.1,0.157,holiday,28.5,0.9,0.0,0,0.6,0.555,0.605,0.649,0.254,0
2024-11-17,0.0,,6.5,0.133,holiday,27.5,5.5,0.0,0,0.725,0.542,0.619,0.621,0.245,0
2024-11-18,0.0,0.0,4.4,0.638,weekday,28.6,1.9,,0,,0.0,0.087,0.14,0.0,0
2024-11-19,2.5,0.035,3.1,0.706,weekday,27.3,1.6,0.0,0,0.524,0.0,0.0,0.078,0.0,0
2024-11-20,0.0,0.0,2.6,0.687,weekday,29.1,3.4,0.0,0,0.5,0.079,,0.164,0.013,0
2024-11-21,0.0,0.019,5.6,,weekday,28.2,3.2,,0,0.448,0.016,0.044,0.127,0.086,0
2024-11-22,0.0,0.0,3.3,0.713,weekday,27.8,6.5,0.0,0,0.419,0.114,0.0,0.099,0.0,0
2024-11-23,1.7,0.0,6.0,0.077,holiday,27.8,4.1,0.0,0,0.636,0.549,0.654,0.606,,0
2024-11-24,0.0,0.0,4.5,0.14,holiday,29.0,6.2,0.0,0,0.671,0.502,0.705,0.641,0.337,0
2024-11-25,0.9,0.008,3.4,0.682,weekday,28.7,2.1,0.0,0,0.402,0.078,0.026,0.136,0.0,0
2024-11-26,0.0,0.038,4.0,0.766,weekday,26.1,4.0,0.0,0,0.604,0.192,0.015,0.045,0.0,0
2024-11-27,0.2,,3.3,0.613,weekday,26.8,5.9,1.0,0,0.384,0.173,0.226,0.336,0.093,0
2024-11-28,1.0,0.0,3.1,0.621,weekday,29.0,1.1,0.0,0,0.385,0.173,0.0,0.104,0.07,0
2024-11-29,0.0,0.0,2.9,0.541,weekday,25.6,3.4,0.0,0,0.443,0.178,0.062,0.143,0.033,0
2024-11-30,0.0,0.0,4.7,0.034,holiday,25.9,5.4,1.0,0,0.728,0.771,0.914,0.921,0.362,0
2024-12-01,7.6,0.039,4.6,0.093,holiday,27.0,0.0,0.0,0,0.614,0.628,0.64,0.609,0.317,1
