date,rainfall_mm,ferry_cancel_count,lodging_occupancy_ratio,holiday,temperature_c,wind_speed_mps,snowfall_cm,event_local_flag,typhoon_alert_flag,mobility_inflow_index,tourist_inflow_count,rail_ridership,y
2024-05-24,3.2,0.161,0.355,holiday,3.5,4.9,0.0,0.0,0,0.51,0.192,0.08,1
2024-05-25,1.8,0.158,0.643,holiday,3.9,5.4,0.0,0.0,0,0.639,,0.091,0
2024-05-26,5.2,0.072,0.79,holiday,5.0,1.9,2.1,1.0,0,0.633,0.631,0.074,1
2024-05-27,5.6,0.099,0.291,holiday,5.7,2.6,0.0,0.0,0,0.521,0.25,0.152,0
2024-05-28,2.3,0.153,0.297,holiday,6.9,5.3,0.0,0.0,0,0.64,0.153,0.163,0
2024-05-29,2.7,0.193,0.285,holiday,4.9,5.6,0.8,0.0,0,0.581,0.25,0.069,1
2024-05-30,3.9,0.11,0.301,holiday,5.9,2.6,0.0,0.0,0,0.569,0.257,0.03,1
2024-05-31,4.6,0.179,0.503,holiday,4.5,5.9,0.7,1.0,0,0.634,0.351,0.114,1
2024-06-01,4.6,0.169,0.599,holiday,6.7,4.7,0.0,0.0,0,0.725,0.371,0.19,0
2024-06-02,2.9,0.104,0.518,holiday,5.3,2.6,0.0,0.0,0,0.751,0.403,0.069,0
2024-06-03,2.0,0.178,0.008,weekday,5.1,3.9,3.0,0.0,0,0.36,0.0,0.591,0
2024-06-04,2.7,0.127,0.0,weekday,6.5,3.9,2.3,0.0,0,0.522,0.063,0.586,1
2024-06-05,18.6,0.189,0.023,weekday,4.1,4.9,1.0,0.0,0,0.342,0.004,0.55,1
2024-06-06,21.0,0.178,,weekday,4.3,4.4,0.0,0.0,0,0.566,0.0,0.703,1
2024-06-07,20.9,0.198,0.0,weekday,4.7,5.0,0.0,0.0,0,0.462,0.0,0.533,1
2024-06-08,18.2,0.189,0.507,holiday,6.2,4.2,0.0,0.0,0,0.641,0.407,0.122,1
2024-06-09,23.1,0.195,0.64,holiday,5.9,4.6,2.0,0.0,0,,0.122,0.058,1
2024-06-10,25.4,0.157,0.0,weekday,5.3,3.0,0.9,0.0,0,0.425,0.0,0.661,0
2024-06-11,22.5,0.218,0.042,weekday,5.7,5.3,0.4,0.0,0,0.423,0.0,0.677,0
2024-06-12,20.5,0.226,0.039,weekday,5.2,6.2,0.0,0.0,0,0.357,0.0,0.601,1
2024-06-13,23.4,0.198,0.045,weekday,6.4,3.6,0.2,0.0,0,0.504,0.0,0.639,0
2024-06-14,20.3,0.253,0.0,weekday,5.5,5.8,0.5,0.0,0,0.417,0.0,0.598,1
2024-06-15,18.8,0.257,0.624,holiday,4.4,4.5,2.4,0.0,0,0.522,0.337,,1
2024-06-16,20.3,0.147,0.595,holiday,6.3,3.4,0.2,0.0,0,0.633,0.46,0.194,1
2024-06-17,20.1,0.251,0.0,weekday,7.7,5.0,2.4,0.0,0,0.433,0.0,0.675,1
2024-06-18,20.2,0.165,0.025,weekday,6.1,4.1,0.0,0.0,0,0.489,0.0,0.596,0
2024-06-19,22.9,0.273,0.024,weekday,6.0,6.7,0.0,0.0,0,0.391,0.0,0.58,1
2024-06-20,21.4,0.224,0.006,weekday,5.0,4.0,0.8,0.0,0,0.456,0.0,0.677,1
2024-06-21,20.1,0.148,0.024,weekday,6.6,3.2,0.2,0.0,0,0.497,0.0,0.634,1
2024-06-22,22.5,0.197,0.57,holiday,6.1,4.9,1.3,0.0,0,0.641,0.44,0.006,1
2024-06-23,19.6,0.197,,holiday,7.0,3.5,0.8,0.0,0,0.677,0.363,0.102,0
2024-06-24,22.7,0.215,0.0,weekday,5.4,4.1,2.2,0.0,0,0.393,0.0,0.566,1
2024-06-25,19.5,0.154,0.085,weekday,8.0,3.3,3.2,0.0,0,0.44,,0.59,1
2024-06-26,23.9,0.226,0.0,weekday,7.5,4.2,0.2,0.0,0,,0.0,0.549,1
2024-06-27,19.8,0.226,0.038,weekday,6.1,3.4,1.9,0.0,0,0.428,0.045,0.555,1
2024-06-28,24.2,0.259,0.004,weekday,6.9,4.8,0.2,0.0,0,0.419,0.0,0.678,1
2024-06-29,23.8,0.117,0.671,holiday,7.6,2.0,0.5,0.0,0,0.611,0.473,0.119,0
2024-06-30,19.0,0.229,0.591,holiday,5.6,6.2,1.4,0.0,0,0.738,0.353,0.125,1
2024-07-01,26.7,0.268,0.023,weekday,6.4,6.2,3.5,0.0,0,0.49,0.0,0.714,1
2024-07-02,23.7,0.166,0.0,weekday,6.4,1.9,0.0,0.0,0,0.41,0.0,0.613,1
2024-07-03,24.9,0.262,0.0,weekday,7.7,5.6,0.0,0.0,0,0.498,0.0,0.562,1
2024-07-04,22.8,0.241,0.015,weekday,7.6,5.1,0.0,0.0,0,0.42,0.012,0.697,1
2024-07-05,20.9,0.26,0.053,weekday,6.3,5.6,2.4,0.0,0,0.466,0.0,0.698,1
2024-07-06,19.3,0.193,0.638,holiday,8.2,5.3,2.8,0.0,0,0.681,0.484,0.018,1
2024-07-07,20.7,0.145,0.871,holiday,7.8,3.3,0.0,1.0,0,0.65,0.675,0.047,0
2024-07-08,20.3,,0.047,weekday,8.7,4.0,1.9,0.0,0,0.437,0.072,0.647,1
2024-07-09,19.7,0.224,0.0,weekday,7.7,4.4,0.0,0.0,0,0.572,0.049,0.661,1
2024-07-10,24.1,0.248,0.0,weekday,7.3,3.5,0.8,0.0,0,0.506,0.0,0.599,1
2024-07-11,20.6,0.147,0.028,weekday,9.1,2.6,2.8,0.0,0,0.462,0.0,0.629,0
2024-07-12,21.3,0.155,0.0,weekday,9.4,3.2,0.0,0.0,0,0.527,0.0,0.672,1
2024-07-13,20.2,0.185,0.588,holiday,8.9,3.8,0.0,0.0,0,0.704,0.223,0.093,0
2024-07-14,18.3,0.2,0.543,holiday,8.9,4.2,1.9,0.0,0,0.614,0.255,0.062,1
2024-07-15,20.2,0.132,0.0,weekday,9.0,1.4,1.1,0.0,0,0.514,0.0,0.633,0
2024-07-16,5.8,0.076,0.0,weekday,9.7,1.7,0.0,0.0,0,0.306,0.203,0.707,0
2024-07-17,2.0,0.112,0.238,weekday,10.0,3.0,0.7,1.0,0,0.456,0.212,0.711,0
2024-07-18,3.5,0.137,0.0,,8.6,4.5,0.0,0.0,0,0.276,0.0,0.645,0
2024-07-19,0.2,0.124,0.175,weekday,9.8,4.1,1.9,1.0,0,0.388,0.344,0.587,0
2024-07-20,3.9,0.18,0.612,holiday,10.5,4.8,0.1,0.0,0,0.748,0.347,,1
2024-07-21,0.8,0.191,0.531,holiday,9.3,4.6,0.3,0.0,0,0.654,0.39,0.151,0
2024-07-22,,0.122,0.081,weekday,11.8,3.2,0.0,0.0,0,0.486,0.0,0.711,0
2024-07-23,7.2,0.141,0.072,weekday,10.9,5.1,0.5,0.0,0,0.349,0.0,0.637,1
2024-07-24,5.3,0.168,0.043,weekday,10.9,4.6,0.0,0.0,0,,0.007,0.607,1
2024-07-25,2.1,0.13,0.053,weekday,11.6,4.1,0.0,0.0,0,0.5,0.03,0.664,0
2024-07-26,0.7,0.114,0.13,weekday,10.6,4.2,0.6,0.0,0,0.439,0.075,0.642,0
2024-07-27,2.2,0.157,0.504,holiday,12.3,3.5,2.6,0.0,0,0.583,0.367,0.031,0
2024-07-28,3.2,0.092,0.836,holiday,11.0,3.0,1.4,1.0,0,0.768,0.72,0.144,0
2024-07-29,4.0,0.118,0.0,weekday,12.6,4.6,2.4,0.0,0,0.523,0.01,0.735,0
2024-07-30,2.8,0.129,0.0,weekday,12.5,3.8,0.0,0.0,0,0.464,0.063,0.716,0
2024-07-31,1.2,0.159,0.0,weekday,10.7,4.2,0.0,0.0,0,0.516,,0.692,0
2024-08-01,14.1,0.245,0.344,holiday,12.7,5.8,0.0,0.0,0,0.579,0.194,0.066,1
2024-08-02,15.4,0.401,0.595,holiday,12.7,9.2,0.0,1.0,0,0.504,0.39,0.04,1
2024-08-03,,0.263,,holiday,14.1,6.7,0.0,0.0,0,0.717,0.53,0.012,1
2024-08-04,12.8,0.686,0.549,holiday,12.0,9.1,0.0,0.0,1,0.776,0.372,0.09,1
2024-08-05,15.0,0.317,,holiday,13.9,8.0,3.3,0.0,0,0.616,0.141,0.025,1
2024-08-06,16.3,0.684,0.282,holiday,13.9,8.1,0.0,0.0,1,0.473,0.3,0.11,1
2024-08-07,12.0,0.238,0.201,holiday,13.2,6.4,0.0,0.0,0,0.521,0.165,0.055,1
2024-08-08,14.0,0.368,0.267,holiday,13.1,8.8,0.0,0.0,0,0.52,0.152,0.091,1
2024-08-09,14.0,0.258,0.241,holiday,13.7,5.6,0.6,0.0,0,0.445,0.114,0.106,1
2024-08-10,15.9,0.322,0.522,holiday,14.2,7.8,0.7,0.0,0,0.637,0.38,0.005,1
2024-08-11,11.0,0.353,0.461,holiday,14.5,9.6,0.0,0.0,0,,0.336,0.105,1
2024-08-12,17.1,0.398,0.238,holiday,14.2,8.6,1.0,0.0,0,0.609,0.212,0.064,1
2024-08-13,12.5,,0.49,holiday,15.2,8.1,1.5,1.0,0,0.734,0.34,,1
2024-08-14,14.3,,0.253,holiday,13.8,6.6,0.0,0.0,0,0.63,0.119,0.071,1
2024-08-15,17.1,0.263,0.284,holiday,16.4,5.5,0.0,0.0,0,0.689,0.175,0.129,1
2024-08-16,12.6,0.304,0.322,holiday,15.9,8.3,3.6,0.0,0,0.639,0.157,0.042,1
2024-08-17,13.6,0.292,0.645,holiday,16.6,7.2,0.0,0.0,0,0.805,0.393,0.087,1
2024-08-18,12.7,0.278,0.622,holiday,15.3,7.5,0.0,0.0,0,,0.431,0.029,1
2024-08-19,12.3,0.283,0.229,holiday,14.0,7.3,0.0,0.0,0,0.562,0.147,0.102,1
2024-08-20,,0.241,0.316,holiday,17.1,7.0,0.0,0.0,0,0.526,0.235,0.083,1
2024-08-21,15.1,0.279,0.305,holiday,17.9,7.1,1.7,0.0,0,0.489,0.196,0.113,1
2024-08-22,12.4,0.304,0.289,holiday,15.6,8.5,0.3,0.0,0,0.448,0.258,0.055,1
2024-08-23,17.1,0.29,0.283,holiday,16.5,8.7,0.1,0.0,0,0.459,,0.0,1
2024-08-24,11.3,0.201,0.609,holiday,18.3,6.0,1.0,0.0,0,0.589,,0.098,1
2024-08-25,16.2,0.318,0.504,holiday,17.3,7.5,0.3,0.0,0,0.631,0.433,0.114,1
2024-08-26,12.0,0.281,0.244,holiday,18.5,7.4,0.0,0.0,0,0.581,0.169,0.04,1
2024-08-27,15.6,0.351,0.242,holiday,17.8,8.0,0.8,0.0,0,0.634,0.259,0.113,1
2024-08-28,14.9,0.256,,holiday,17.9,7.0,1.0,0.0,0,0.461,0.248,0.102,1
2024-08-29,12.9,0.425,0.354,holiday,17.6,11.6,0.5,0.0,0,0.666,0.141,0.075,1
2024-08-30,12.6,0.257,0.242,holiday,19.0,7.7,0.6,0.0,0,0.647,0.0,0.112,1
2024-08-31,13.3,0.344,0.512,holiday,17.8,8.8,0.0,0.0,0,0.623,0.479,0.043,1
2024-09-01,12.0,0.286,0.853,holiday,17.9,7.3,0.0,1.0,0,0.527,0.774,0.018,1
2024-09-02,12.9,0.287,0.0,weekday,18.1,7.2,2.2,0.0,0,0.369,0.119,0.616,1
2024-09-03,13.9,0.302,0.006,weekday,19.0,8.2,0.0,0.0,0,0.457,0.09,0.653,1
2024-09-04,12.9,0.221,0.022,weekday,18.6,5.1,0.0,,0,0.339,0.0,0.579,1
2024-09-05,13.4,0.337,0.005,weekday,19.6,8.5,1.8,0.0,0,0.374,,0.66,1
2024-09-06,11.3,0.244,0.054,weekday,21.0,5.9,0.0,0.0,0,0.324,0.048,0.659,1
2024-09-07,12.0,0.655,0.58,holiday,20.3,7.6,2.8,0.0,1,0.555,0.407,0.073,1
2024-09-08,16.0,0.301,0.592,holiday,20.6,7.0,2.0,0.0,0,0.647,0.38,0.053,1
2024-09-09,13.4,0.316,0.0,weekday,20.3,9.3,0.0,0.0,0,0.375,0.003,0.626,1
2024-09-10,13.5,0.415,0.0,weekday,20.9,10.8,0.0,0.0,0,0.372,0.0,0.697,1
2024-09-11,11.7,0.296,0.033,weekday,21.7,7.8,0.9,0.0,0,0.465,,0.616,1
2024-09-12,14.6,0.607,0.0,weekday,18.7,7.3,0.0,0.0,1,0.429,0.077,0.553,1
2024-09-13,13.2,0.419,0.014,weekday,21.7,11.5,0.0,0.0,0,0.4,,0.713,1
2024-09-14,11.6,0.295,0.591,holiday,20.4,7.5,0.0,0.0,0,0.692,0.477,0.0,1
2024-09-15,,0.245,0.56,holiday,21.2,7.6,0.0,0.0,0,0.633,0.466,0.043,1
2024-09-16,12.4,0.25,0.024,weekday,23.5,7.5,0.0,0.0,0,0.541,0.086,0.652,1
2024-09-17,12.7,0.589,0.074,weekday,22.5,6.0,0.6,0.0,1,0.473,,0.673,1
2024-09-18,11.9,0.278,0.0,weekday,21.0,7.0,1.4,0.0,0,0.364,0.0,0.665,1
2024-09-19,14.7,0.35,0.0,weekday,22.9,9.3,0.0,0.0,0,0.483,0.043,0.665,1
2024-09-20,,0.223,0.0,weekday,23.7,5.7,0.0,0.0,0,0.463,0.031,0.626,1
2024-09-21,13.9,0.219,0.6,holiday,22.8,5.0,0.0,,0,0.759,0.413,0.165,0
2024-09-22,12.7,0.301,0.571,holiday,23.7,6.9,0.0,0.0,0,0.847,0.484,0.098,1
2024-09-23,12.3,0.27,0.057,weekday,22.5,7.4,0.0,0.0,0,0.405,0.051,0.645,1
2024-09-24,12.0,0.352,0.042,weekday,23.0,8.7,0.0,0.0,0,0.364,0.143,0.678,1
2024-09-25,12.7,0.298,0.001,weekday,23.1,9.0,0.0,0.0,0,0.486,0.105,0.748,1
2024-09-26,16.2,0.334,,weekday,24.1,9.8,0.0,0.0,0,0.28,0.0,0.596,1
2024-09-27,11.9,0.218,0.043,,24.7,7.1,0.0,0.0,0,0.406,0.074,0.664,1
2024-09-28,13.0,0.228,0.629,holiday,22.6,7.1,0.2,0.0,0,0.651,0.522,0.085,1
2024-09-29,13.2,0.272,0.59,holiday,24.4,6.3,2.5,0.0,0,0.629,0.423,0.078,1
2024-09-30,11.7,0.313,0.125,weekday,24.6,7.8,0.8,0.0,0,0.421,0.036,0.605,1
2024-10-01,4.2,0.16,0.0,weekday,23.8,2.9,0.0,0.0,0,0.206,,0.628,0
2024-10-02,3.9,0.1,0.032,weekday,24.4,3.3,2.3,0.0,0,0.452,0.12,0.753,0
2024-10-03,0.2,0.153,0.043,weekday,23.6,4.4,0.9,0.0,0,0.254,0.108,0.558,0
2024-10-04,5.4,0.142,0.0,weekday,25.9,5.1,0.0,0.0,0,0.24,0.141,0.69,1
2024-10-05,4.5,0.083,0.669,holiday,25.8,2.2,0.8,0.0,0,0.831,0.637,0.052,0
2024-10-06,1.9,0.182,,holiday,25.1,4.8,1.1,0.0,0,0.639,0.382,0.13,0
2024-10-07,4.6,0.068,0.194,weekday,24.7,2.9,3.3,,0,0.465,0.379,0.614,0
2024-10-08,4.9,0.07,0.097,weekday,26.2,2.0,0.8,0.0,0,0.374,0.174,0.564,0
2024-10-09,4.1,0.137,0.063,weekday,25.0,4.2,2.2,0.0,0,0.386,0.172,,0
2024-10-10,4.5,0.111,0.086,weekday,26.5,3.3,0.0,0.0,0,0.584,0.052,0.633,0
2024-10-11,2.2,0.195,0.0,weekday,28.4,5.2,0.0,0.0,0,0.37,0.091,0.619,1
2024-10-12,6.2,0.167,0.683,holiday,26.1,5.0,0.0,0.0,0,0.727,0.522,0.008,0
2024-10-13,6.0,0.198,0.843,holiday,25.4,3.9,0.0,1.0,0,0.74,0.66,0.136,0
2024-10-14,6.8,0.082,0.048,weekday,26.3,3.3,0.0,0.0,0,0.346,0.115,0.538,0
2024-10-15,4.9,0.083,0.051,weekday,26.9,2.3,0.0,0.0,0,0.309,0.121,0.65,0
2024-10-16,0.9,0.201,0.046,weekday,27.9,5.2,0.0,0.0,0,0.522,0.139,0.687,1
2024-10-17,0.1,0.107,0.181,weekday,26.5,2.4,0.5,1.0,0,0.221,0.248,0.721,0
2024-10-18,2.2,0.107,0.0,weekday,27.4,3.7,0.8,0.0,0,0.403,0.02,0.64,0
2024-10-19,3.5,0.15,0.634,holiday,26.9,5.0,0.0,0.0,0,0.679,0.561,0.108,0
2024-10-20,0.9,0.136,0.586,holiday,25.3,3.8,1.4,0.0,0,0.67,0.49,0.113,0
2024-10-21,4.8,0.19,0.074,weekday,28.2,6.6,0.0,0.0,0,0.343,0.215,0.694,0
2024-10-22,0.3,0.095,0.212,weekday,28.4,2.5,0.5,1.0,0,0.516,0.273,0.646,0
2024-10-23,3.7,0.068,0.02,weekday,27.5,3.0,0.0,0.0,0,0.425,0.042,0.694,0
2024-10-24,1.7,0.189,0.0,weekday,28.2,5.2,0.0,0.0,0,0.58,0.147,0.691,0
2024-10-25,3.7,0.084,0.043,weekday,28.1,2.3,3.0,0.0,0,0.477,0.329,0.558,0
2024-10-26,1.3,0.151,0.678,holiday,26.7,3.4,1.0,0.0,0,0.685,0.639,0.0,0
2024-10-27,2.9,0.074,0.543,holiday,28.1,3.0,0.0,0.0,0,0.647,0.523,0.107,0
2024-10-28,2.3,0.124,0.114,weekday,27.9,5.2,0.0,0.0,0,0.471,0.117,0.637,0
2024-10-29,1.9,0.131,0.021,weekday,27.3,3.1,0.0,0.0,0,0.318,0.176,0.689,0
2024-10-30,7.5,0.299,0.089,weekday,27.4,7.0,0.0,0.0,0,0.402,0.105,0.656,1
2024-10-31,1.8,0.166,0.026,weekday,27.9,5.3,0.0,0.0,0,0.415,0.129,0.727,0
2024-11-01,6.6,0.088,0.0,weekday,28.1,2.5,0.0,0.0,0,0.438,0.147,0.639,0
2024-11-02,,0.261,0.496,holiday,28.2,5.4,0.0,0.0,0,0.675,0.594,0.038,0
2024-11-03,7.9,0.133,0.973,holiday,28.1,3.6,0.7,1.0,0,0.74,0.877,0.208,0
2024-11-04,4.6,0.108,0.0,weekday,27.9,4.1,0.0,0.0,0,0.476,0.161,0.589,0
2024-11-05,0.6,0.092,0.058,weekday,29.2,2.8,2.8,0.0,0,0.419,0.027,0.681,0
2024-11-06,2.8,0.23,0.0,weekday,29.8,5.7,0.0,0.0,0,0.363,0.076,0.601,0
2024-11-07,0.8,,0.074,weekday,29.2,3.0,1.3,0.0,0,0.425,0.182,0.694,0
2024-11-08,4.3,0.144,0.092,weekday,28.0,3.9,0.0,0.0,0,0.245,0.194,0.635,0
2024-11-09,3.3,0.027,0.629,holiday,28.5,1.1,0.0,0.0,0,0.705,0.45,0.103,0
2024-11-10,5.7,0.139,0.632,holiday,27.6,3.8,2.5,0.0,0,0.655,0.64,0.087,0
2024-11-11,1.5,0.129,,weekday,27.5,3.5,1.1,0.0,0,0.482,0.282,0.681,0
2024-11-12,5.2,0.161,0.0,weekday,28.1,4.5,2.3,0.0,0,0.515,0.176,0.649,0
2024-11-13,,0.102,0.033,weekday,28.6,4.1,1.2,0.0,0,0.386,0.212,,0
2024-11-14,4.7,0.069,0.067,weekday,28.8,2.5,1.4,0.0,0,0.363,0.29,0.652,0
2024-11-15,,0.169,0.005,weekday,27.8,2.5,3.8,0.0,0,0.315,0.003,0.627,0
2024-11-16,1.6,0.117,0.668,holiday,27.8,3.5,0.9,0.0,0,0.647,0.496,0.128,0
2024-11-17,3.5,0.081,0.804,holiday,30.5,3.4,0.4,1.0,0,0.756,,0.108,0
2024-11-18,3.1,0.103,0.028,weekday,29.4,3.6,0.7,0.0,0,0.494,0.223,0.664,0
2024-11-19,4.5,0.101,0.0,weekday,27.1,4.1,0.8,0.0,0,0.443,0.025,0.587,0
2024-11-20,1.6,0.087,0.041,weekday,30.3,3.9,1.3,0.0,0,0.454,0.147,0.693,1
2024-11-21,2.3,0.171,0.036,weekday,29.3,5.2,0.0,0.0,0,0.431,,0.641,0
2024-11-22,2.4,0.06,0.001,weekday,29.1,2.7,0.0,0.0,0,0.337,0.128,0.659,1
2024-11-23,1.6,0.049,0.636,holiday,28.0,2.0,0.0,0.0,0,0.618,,0.0,0
2024-11-24,0.8,,0.575,holiday,28.9,5.8,0.7,0.0,0,0.663,0.417,0.085,0
2024-11-25,7.0,0.136,0.0,weekday,29.8,2.6,1.4,0.0,0,0.473,0.058,0.756,0
2024-11-26,6.7,0.19,0.0,weekday,29.3,3.9,1.2,0.0,0,0.689,0.086,0.757,1
2024-11-27,1.8,0.111,0.0,weekday,29.5,4.1,0.0,0.0,0,0.505,0.131,0.733,0
2024-11-28,7.5,0.078,0.091,weekday,30.5,2.4,1.7,0.0,0,0.279,0.089,0.663,0
2024-11-29,1.7,,0.002,weekday,27.7,3.5,3.4,0.0,0,0.484,0.266,0.72,0
2024-11-30,3.9,0.124,0.649,holiday,30.0,5.1,0.0,0.0,0,0.725,0.518,0.151,0
2024-12-01,1.8,0.179,0.524,holiday,28.5,3.8,1.1,0.0,0,0.658,0.489,0.071,1
2024-12-02,,0.096,0.383,holiday,30.1,3.0,0.5,0.0,0,0.519,0.346,0.102,0
2024-12-03,6.7,,0.331,holiday,27.6,4.7,0.5,0.0,0,0.578,0.388,0.122,1
2024-12-04,3.3,0.12,0.35,holiday,29.7,4.5,0.8,0.0,0,0.592,0.487,0.077,1
2024-12-05,3.1,0.139,0.326,holiday,29.4,5.4,2.3,0.0,0,0.544,,0.137,0
2024-12-06,5.2,0.213,0.318,holiday,29.0,5.3,0.0,0.0,0,0.494,0.252,0.064,1
2024-12-07,2.1,0.214,0.639,holiday,28.6,6.5,2.8,0.0,0,0.68,0.562,0.066,1
2024-12-08,1.9,0.217,0.681,holiday,28.5,5.8,2.3,0.0,0,0.568,0.57,0.07,1
2024-12-09,1.3,0.183,0.399,holiday,29.5,4.8,0.2,0.0,0,0.61,0.349,0.034,0
2024-12-10,0.6,0.139,0.3,holiday,26.9,4.4,4.5,0.0,0,0.5,0.331,0.0,1
2024-12-11,3.3,0.102,0.311,holiday,29.3,3.8,1.6,0.0,0,0.638,0.447,0.084,0
2024-12-12,1.7,0.218,0.249,holiday,28.1,5.2,2.8,0.0,0,0.591,0.252,0.141,1
2024-12-13,2.0,0.212,0.392,holiday,26.8,4.8,3.3,0.0,0,0.561,0.288,,1
2024-12-14,2.8,0.166,0.574,holiday,27.6,3.7,0.0,0.0,0,0.748,0.453,0.132,0
2024-12-15,0.7,0.162,0.623,holiday,27.7,5.7,0.0,0.0,0,0.585,0.567,0.137,0
2024-12-16,2.7,0.142,,holiday,27.9,4.2,0.0,0.0,0,0.588,0.236,0.092,0
2024-12-17,,0.11,0.426,holiday,29.5,3.0,0.0,0.0,0,0.334,0.38,0.09,0
2024-12-18,2.7,0.2,,holiday,28.2,4.5,0.3,1.0,0,0.52,0.67,0.098,1
2024-12-19,5.1,0.458,0.334,holiday,27.6,3.5,0.0,0.0,1,0.498,0.385,,1
2024-12-20,3.6,0.121,0.395,holiday,28.1,5.4,1.9,0.0,0,0.61,0.334,0.105,0
2024-12-21,5.3,0.107,0.626,holiday,27.5,2.7,2.7,0.0,0,,0.397,,0
2024-12-22,3.9,0.07,0.583,holiday,29.6,1.1,0.0,0.0,0,0.604,0.529,,0
2024-12-23,,,0.392,holiday,27.5,4.3,0.0,0.0,0,0.721,0.357,0.034,1
2024-12-24,2.9,0.101,,holiday,26.4,3.4,1.1,0.0,0,0.549,0.241,0.067,0
2024-12-25,1.4,0.209,,holiday,26.5,6.0,4.1,0.0,0,0.401,0.423,0.039,1
2024-12-26,3.1,0.15,0.304,holiday,26.8,4.4,0.7,0.0,0,0.517,0.299,0.075,0
2024-12-27,0.3,0.057,0.308,holiday,27.7,1.7,2.3,0.0,0,0.433,0.293,0.134,0
2024-12-28,1.2,0.118,0.621,holiday,27.4,4.6,2.2,0.0,0,0.633,0.539,0.171,1
2024-12-29,4.0,0.1,0.566,holiday,26.8,3.0,0.0,0.0,0,0.579,0.414,0.06,0
2024-12-30,7.9,0.143,0.249,holiday,27.3,4.2,2.5,0.0,0,0.433,0.22,0.025,1
2024-12-31,6.2,0.158,,holiday,28.3,3.6,1.5,0.0,0,0.496,0.44,0.144,0
2025-01-01,1.5,,0.31,holiday,26.7,4.0,1.2,0.0,0,0.601,0.205,0.038,0
2025-01-02,6.0,0.171,0.345,holiday,27.0,4.5,1.5,0.0,0,0.51,0.209,0.043,0
2025-01-03,0.9,0.147,0.602,holiday,26.8,3.9,0.0,1.0,0,0.546,0.715,,0
2025-01-04,3.4,0.257,0.581,holiday,26.1,6.3,0.0,0.0,0,0.697,0.504,0.072,1
2025-01-05,4.9,0.1,0.58,holiday,25.6,3.4,1.2,0.0,0,0.553,0.561,0.035,0
2025-01-06,,0.116,0.339,holiday,24.6,3.5,4.9,0.0,0,0.529,0.435,0.064,0
2025-01-07,1.6,0.088,0.38,holiday,26.3,3.2,0.0,0.0,0,0.514,0.359,0.112,0
2025-01-08,7.3,,0.312,holiday,26.4,6.4,0.1,0.0,0,0.37,0.351,0.026,1
2025-01-09,5.7,0.075,0.361,holiday,24.7,2.1,0.0,0.0,0,0.616,0.34,0.102,0
2025-01-10,0.7,0.12,0.252,holiday,25.2,4.0,4.0,0.0,0,0.488,0.291,0.044,0
2025-01-11,3.2,0.078,0.638,holiday,26.0,2.1,0.9,0.0,0,0.766,0.563,0.169,0
2025-01-12,1.7,0.156,0.61,holiday,25.4,3.9,4.6,0.0,0,0.827,0.408,0.113,0
2025-01-13,6.5,0.074,0.267,holiday,25.1,2.9,2.0,0.0,0,0.547,,0.1,1
2025-01-14,5.6,0.167,0.299,holiday,24.2,4.6,0.3,0.0,0,0.643,0.288,0.016,0
2025-01-15,6.7,0.256,0.369,holiday,25.6,6.6,4.7,0.0,0,0.608,0.394,0.013,1
2025-01-16,2.3,0.151,0.291,holiday,24.6,5.1,2.5,0.0,0,0.652,0.187,0.163,0
2025-01-17,7.4,0.105,0.354,holiday,22.9,3.8,1.7,0.0,0,0.669,0.188,0.078,0
2025-01-18,3.2,0.14,0.576,holiday,25.4,3.5,4.6,,0,0.644,0.541,0.112,0
2025-01-19,7.8,0.138,0.522,holiday,23.2,4.0,2.7,0.0,0,0.651,0.456,0.103,0
2025-01-20,5.5,0.207,0.352,holiday,23.9,5.1,2.4,0.0,0,0.359,0.346,0.016,1
2025-01-21,1.4,0.161,0.581,holiday,23.5,4.6,0.0,1.0,0,0.459,,0.063,0
2025-01-22,1.7,0.165,0.278,holiday,22.9,4.8,0.9,0.0,0,0.579,0.457,,0
2025-01-23,4.8,0.137,0.301,holiday,24.0,4.0,4.6,0.0,0,0.548,0.225,0.107,0
2025-01-24,0.2,0.149,0.275,holiday,23.3,3.3,1.3,0.0,0,0.625,0.32,0.099,0
2025-01-25,1.6,0.14,0.542,holiday,21.9,3.2,6.8,0.0,0,0.461,0.731,0.061,0
2025-01-26,3.4,0.109,0.652,holiday,22.7,3.3,5.2,0.0,0,0.824,0.368,0.121,1
2025-01-27,4.2,0.095,0.287,holiday,22.2,3.7,1.8,0.0,0,0.536,0.269,0.1,0
2025-01-28,3.3,0.112,0.32,holiday,21.9,3.2,4.4,0.0,0,0.488,0.159,0.031,0
2025-01-29,0.9,0.063,0.254,holiday,21.7,2.2,4.4,0.0,0,0.591,0.237,0.021,0
2025-01-30,6.3,0.219,0.235,holiday,21.0,6.1,3.4,,0,,,0.0,0
2025-01-31,2.8,0.172,0.496,holiday,22.1,3.6,3.8,1.0,0,0.588,0.422,0.115,0
2025-02-01,2.1,0.092,0.524,holiday,22.0,4.2,5.3,0.0,0,0.694,0.442,0.111,0
2025-02-02,5.7,0.208,,holiday,19.8,5.8,0.2,0.0,0,0.718,0.415,0.234,0
2025-02-03,8.1,0.166,0.0,weekday,21.6,4.2,3.5,0.0,0,0.483,0.076,0.694,1
