date,holiday,temperature_c,rainfall_mm,wind_speed_mps,snowfall_cm,event_local_flag,typhoon_alert_flag,mobility_inflow_index,tourist_inflow_count,lodging_occupancy_ratio,rail_ridership,temple_shrine_visits,y
2024-05-15,holiday,5.7,5.9,3.5,0.0,0.0,0,0.641,0.303,0.328,0.036,0.255,0.376
2024-05-16,holiday,6.2,1.9,4.7,1.5,0.0,0,0.451,0.233,0.376,0.101,0.265,0.456
2024-05-17,holiday,6.2,6.0,5.5,0.2,0.0,0,0.571,0.04,0.314,0.089,0.259,0.353
2024-05-18,holiday,4.5,3.5,6.0,0.0,0.0,0,0.75,,0.481,0.0,0.507,0.463
2024-05-19,holiday,6.0,0.9,5.9,0.0,0.0,0,0.615,0.329,0.611,0.16,0.536,0.454
2024-05-20,holiday,4.7,0.0,6.2,0.9,0.0,0,0.645,0.246,0.232,0.094,0.296,0.407
2024-05-21,holiday,5.0,2.3,3.4,1.3,0.0,0,0.568,0.225,0.239,0.048,0.327,0.436
2024-05-22,holiday,4.9,4.9,5.1,0.3,,0,0.599,0.208,0.225,0.055,0.329,0.436
2024-05-23,,5.0,4.3,4.4,0.0,0.0,0,0.544,0.181,0.356,0.044,0.227,0.38
2024-05-24,holiday,5.9,5.2,5.7,3.3,0.0,0,,0.066,0.276,0.16,,0.439
2024-05-25,holiday,7.5,4.9,4.7,0.0,0.0,0,0.699,0.198,0.509,0.0,0.501,0.417
2024-05-26,holiday,5.2,3.0,6.2,0.9,0.0,0,0.792,0.318,0.469,0.229,0.51,0.475
2024-05-27,holiday,4.8,9.5,4.8,0.0,0.0,0,0.587,,0.269,0.046,0.34,0.354
2024-05-28,holiday,5.6,1.6,6.5,0.0,0.0,0,,0.227,0.297,0.096,0.333,0.408
2024-05-29,holiday,4.1,3.9,4.7,0.5,0.0,0,0.431,0.185,0.287,,0.314,0.425
2024-05-30,holiday,4.9,0.7,5.5,0.0,0.0,0,0.616,0.352,0.321,,0.328,0.486
2024-05-31,holiday,5.0,4.4,3.1,0.0,0.0,0,0.541,0.118,,0.061,0.214,0.442
2024-06-01,holiday,5.7,7.1,6.1,1.0,0.0,0,0.728,0.336,0.643,0.197,0.505,0.495
2024-06-02,holiday,6.0,2.2,5.1,0.7,0.0,0,0.602,0.513,0.555,0.073,0.542,0.512
2024-06-03,weekday,4.9,3.3,5.1,0.0,1.0,0,0.395,0.222,0.192,,0.103,0.269
2024-06-04,weekday,6.9,1.2,4.2,0.0,0.0,0,0.379,0.0,0.0,0.695,0.055,0.0
2024-06-05,weekday,4.8,22.0,4.6,0.3,0.0,0,0.42,0.0,0.0,0.648,,0.0
2024-06-06,weekday,5.1,20.5,4.7,0.0,0.0,0,0.554,0.0,0.0,0.768,0.0,0.0
2024-06-07,weekday,4.8,23.7,3.8,0.1,0.0,0,,0.0,0.0,0.594,,0.0
2024-06-08,holiday,4.8,24.2,6.1,0.0,,0,0.664,0.23,0.545,0.018,0.549,0.395
2024-06-09,holiday,6.3,23.3,6.6,0.0,0.0,0,0.581,0.296,0.574,0.086,0.555,0.434
2024-06-10,weekday,6.3,18.4,6.2,2.3,0.0,0,0.419,0.0,0.0,0.622,0.0,0.0
2024-06-11,weekday,5.4,20.8,7.3,2.5,0.0,0,0.419,0.0,0.007,0.606,0.006,0.0
2024-06-12,weekday,5.4,20.6,4.5,0.0,0.0,0,0.312,0.0,0.0,0.643,0.0,0.0
2024-06-13,weekday,5.2,20.1,5.5,0.0,0.0,0,0.355,0.0,0.0,0.661,0.043,0.0
2024-06-14,weekday,6.3,22.9,5.1,0.2,0.0,0,0.454,0.0,0.056,0.614,0.024,0.0
2024-06-15,holiday,7.2,20.0,4.4,1.0,0.0,0,0.824,0.259,0.48,0.099,0.491,0.469
2024-06-16,holiday,6.2,20.3,4.1,1.5,0.0,0,0.64,0.195,0.51,0.002,0.531,0.377
2024-06-17,weekday,4.5,19.9,6.2,0.0,0.0,0,0.491,0.0,0.0,0.715,0.024,0.0
2024-06-18,weekday,5.8,18.4,4.4,0.0,0.0,0,0.437,0.0,0.001,0.627,0.0,0.0
2024-06-19,weekday,6.5,24.1,4.9,0.0,1.0,0,0.529,0.255,0.178,0.678,0.17,0.204
2024-06-20,weekday,7.8,20.4,4.9,0.0,0.0,0,0.346,0.0,0.0,0.582,0.0,0.0
2024-06-21,weekday,4.5,18.6,6.1,0.0,0.0,0,0.335,0.0,0.0,0.689,,0.016
2024-06-22,holiday,6.6,19.5,4.5,0.0,0.0,0,0.576,0.312,0.628,0.003,0.459,0.439
2024-06-23,holiday,5.1,20.3,5.5,1.6,0.0,0,0.757,0.345,0.484,0.091,0.503,0.445
2024-06-24,weekday,5.9,,7.2,1.2,0.0,0,0.46,0.0,0.048,0.639,0.0,0.0
2024-06-25,weekday,6.2,19.9,6.2,0.4,0.0,0,0.319,0.001,0.0,0.656,,0.0
2024-06-26,weekday,6.5,22.4,6.6,0.0,0.0,0,0.433,0.0,0.011,0.613,0.0,0.0
2024-06-27,weekday,4.5,20.3,5.6,0.0,0.0,0,0.366,0.0,0.084,0.653,0.049,0.0
2024-06-28,weekday,7.7,18.3,5.4,0.7,0.0,0,0.526,0.016,0.02,0.718,0.023,0.0
2024-06-29,holiday,7.9,20.9,6.8,0.5,0.0,0,0.725,0.385,0.556,0.018,0.447,0.473
2024-06-30,holiday,8.4,22.9,5.6,0.0,1.0,0,0.553,0.601,0.878,0.0,0.687,0.73
2024-07-01,weekday,7.4,26.7,4.9,2.3,0.0,0,0.448,0.0,0.0,0.667,0.031,0.0
2024-07-02,weekday,7.1,23.6,6.2,0.0,0.0,0,0.483,0.0,0.058,0.606,0.0,0.0
2024-07-03,weekday,8.8,,5.0,0.0,0.0,0,0.324,0.0,0.0,0.604,0.074,0.0
2024-07-04,weekday,9.2,21.9,4.1,0.6,0.0,0,0.392,0.0,0.02,0.626,0.0,0.0
2024-07-05,weekday,8.6,19.9,6.2,1.2,0.0,0,0.304,0.0,0.038,0.559,0.041,0.0
2024-07-06,holiday,5.7,25.2,3.6,0.0,0.0,0,0.753,0.303,0.503,0.06,0.506,0.426
2024-07-07,holiday,7.8,,5.2,0.0,0.0,0,0.734,0.347,0.636,0.0,0.513,0.406
2024-07-08,weekday,7.9,18.1,4.9,1.3,0.0,0,0.366,0.0,0.0,0.603,0.0,0.0
2024-07-09,weekday,9.9,21.2,4.2,0.1,0.0,0,0.403,0.0,,0.585,0.0,0.0
2024-07-10,weekday,8.7,20.6,5.5,0.4,,0,0.507,0.0,0.05,0.599,0.0,0.0
2024-07-11,weekday,8.8,20.0,6.6,0.0,0.0,0,0.39,0.0,0.0,0.652,0.0,0.0
2024-07-12,weekday,8.4,18.6,7.0,0.0,0.0,0,0.458,0.0,0.007,0.678,0.023,0.0
2024-07-13,holiday,9.3,21.9,7.3,0.0,0.0,0,0.542,0.44,0.576,0.067,0.516,0.446
2024-07-14,holiday,9.6,19.6,1.9,0.5,0.0,0,0.637,,0.537,0.057,0.517,0.46
2024-07-15,weekday,9.6,22.5,6.3,0.0,0.0,0,0.364,0.0,0.031,0.553,0.046,0.02
2024-07-16,weekday,9.0,4.2,5.6,0.0,0.0,0,0.358,0.064,0.0,,0.022,0.0
2024-07-17,weekday,9.5,,5.0,0.0,0.0,0,0.449,0.0,0.055,0.692,0.0,0.018
2024-07-18,weekday,9.7,2.1,5.4,1.6,0.0,0,0.495,0.032,0.035,0.804,0.071,0.0
2024-07-19,weekday,9.6,2.3,3.2,0.0,0.0,0,0.386,0.0,0.0,0.636,0.015,0.017
2024-07-20,holiday,10.0,4.8,5.3,0.0,0.0,0,0.679,0.364,0.551,0.092,0.55,0.504
2024-07-21,holiday,9.0,3.5,5.5,0.0,0.0,0,0.532,0.301,0.595,0.11,0.505,0.444
2024-07-22,weekday,11.1,2.9,4.2,3.6,0.0,0,0.405,0.0,0.0,0.722,,0.023
2024-07-23,weekday,11.6,1.9,3.3,0.0,0.0,0,0.421,0.0,0.0,0.592,0.0,0.0
2024-07-24,weekday,11.6,1.6,3.5,0.0,0.0,0,0.553,0.055,0.0,0.643,0.0,0.012
2024-07-25,weekday,10.3,3.7,6.5,0.3,0.0,0,0.477,0.004,0.0,0.769,0.146,0.0
2024-07-26,weekday,11.6,5.4,6.0,0.0,0.0,0,0.527,0.045,0.051,0.689,0.0,0.038
2024-07-27,holiday,10.6,7.1,5.7,0.0,0.0,0,0.581,0.307,0.541,0.14,,0.431
2024-07-28,,11.0,3.3,7.6,0.0,0.0,0,0.643,0.477,0.545,0.082,0.585,0.518
2024-07-29,weekday,12.0,4.8,6.8,2.4,0.0,0,0.333,0.0,0.0,0.689,0.079,0.015
2024-07-30,weekday,12.1,2.2,3.9,0.0,0.0,0,0.315,0.0,0.0,,0.113,0.012
2024-07-31,weekday,12.0,,5.3,0.0,0.0,0,0.484,0.0,0.026,,0.067,0.004
2024-08-01,holiday,12.5,12.5,9.5,0.4,0.0,0,0.456,0.258,0.3,0.051,0.32,0.41
2024-08-02,holiday,13.1,14.0,8.8,0.0,0.0,0,0.551,0.165,0.344,0.058,0.283,0.41
2024-08-03,holiday,12.7,17.2,9.7,0.0,0.0,0,0.626,0.25,0.587,0.082,0.635,0.417
2024-08-04,holiday,14.1,12.3,9.1,0.0,0.0,0,0.667,0.233,0.512,0.084,0.567,0.392
2024-08-05,holiday,12.4,13.2,10.7,0.2,1.0,0,0.572,,,0.09,0.406,0.614
2024-08-06,holiday,13.5,15.0,9.4,0.0,0.0,1,0.493,0.198,0.206,0.01,0.329,0.372
2024-08-07,holiday,14.6,12.7,8.0,0.0,0.0,1,0.575,0.21,0.376,0.022,0.27,0.448
2024-08-08,holiday,11.5,16.8,10.0,0.6,0.0,0,0.559,0.165,0.389,0.0,0.314,0.383
2024-08-09,holiday,13.7,11.4,9.0,3.2,0.0,0,0.511,0.249,0.328,0.082,0.303,0.42
2024-08-10,,15.1,12.9,10.7,2.2,0.0,0,0.773,0.363,0.617,0.044,0.549,0.512
2024-08-11,holiday,13.4,13.1,9.5,0.0,0.0,0,0.616,0.499,0.64,0.055,0.546,0.501
2024-08-12,holiday,13.6,13.2,10.1,0.0,0.0,0,0.517,0.166,0.276,0.044,0.325,0.36
2024-08-13,holiday,14.1,14.0,9.0,1.3,0.0,0,0.512,0.304,0.297,0.014,0.278,0.471
2024-08-14,holiday,14.7,13.4,8.3,0.0,0.0,0,0.48,,0.394,0.047,0.273,0.453
2024-08-15,holiday,17.5,14.9,8.5,0.7,0.0,0,0.564,0.209,0.331,0.077,0.329,0.436
2024-08-16,holiday,15.8,16.7,8.8,0.0,0.0,0,0.552,0.134,0.205,0.074,0.368,0.349
2024-08-17,holiday,16.0,11.9,10.0,0.0,0.0,0,0.769,0.438,0.551,0.095,0.503,0.513
2024-08-18,holiday,15.4,,8.7,0.0,1.0,0,0.547,0.537,0.867,0.077,0.726,0.741
2024-08-19,holiday,15.2,11.2,9.7,0.3,0.0,0,,0.182,,0.002,0.262,0.419
2024-08-20,holiday,16.6,13.8,9.8,0.0,0.0,0,0.63,0.052,0.206,0.115,,0.423
2024-08-21,holiday,14.7,16.1,10.5,0.3,0.0,0,0.5,0.094,0.294,0.084,0.332,0.336
2024-08-22,holiday,16.6,,11.5,0.0,0.0,0,0.538,0.222,0.259,0.064,0.272,0.404
2024-08-23,holiday,17.8,12.1,8.5,1.7,0.0,0,0.361,0.207,0.283,0.002,0.291,0.389
2024-08-24,holiday,14.9,13.8,9.0,0.0,0.0,0,0.675,0.419,0.54,0.144,0.525,0.457
2024-08-25,holiday,17.3,17.3,9.7,1.2,,1,0.687,0.402,0.53,0.069,0.458,0.476
2024-08-26,holiday,17.6,11.4,9.3,0.8,0.0,1,0.537,0.211,0.32,0.134,0.346,0.407
2024-08-27,holiday,19.2,15.6,8.4,0.5,0.0,0,0.675,0.137,0.215,0.038,0.333,0.452
2024-08-28,holiday,17.7,14.0,10.3,0.8,0.0,1,0.668,0.26,,0.147,0.296,0.445
2024-08-29,holiday,17.3,15.5,8.3,0.4,0.0,0,,0.234,0.323,0.002,0.409,0.517
2024-08-30,holiday,18.4,13.0,8.1,0.0,0.0,0,,0.254,0.315,0.041,0.276,0.437
2024-08-31,holiday,18.4,19.0,9.6,2.3,1.0,0,0.554,0.732,0.867,0.0,0.73,0.823
2024-09-01,holiday,19.0,13.5,9.6,0.0,1.0,0,0.521,0.605,0.804,0.0,0.82,0.731
2024-09-02,weekday,19.2,17.4,11.8,0.4,0.0,0,0.346,0.179,0.032,0.516,0.136,0.004
2024-09-03,weekday,19.1,14.0,9.2,0.5,0.0,0,0.477,0.198,0.0,0.519,0.024,0.023
2024-09-04,,17.4,16.0,9.2,0.8,0.0,0,0.31,0.022,0.0,0.626,0.108,0.063
2024-09-05,weekday,20.1,12.9,9.3,0.2,0.0,0,0.499,0.0,0.0,,0.075,0.003
2024-09-06,weekday,19.2,11.9,8.8,0.0,0.0,0,0.329,0.017,0.008,0.581,0.163,0.06
2024-09-07,holiday,20.2,13.2,9.3,0.0,0.0,0,0.664,0.59,0.716,0.09,0.573,0.544
2024-09-08,holiday,20.2,16.2,9.4,0.0,0.0,0,0.539,0.396,0.597,,0.609,0.518
2024-09-09,weekday,20.5,11.9,10.2,0.0,0.0,0,0.509,0.176,0.059,0.73,0.112,0.05
2024-09-10,weekday,20.0,11.8,8.5,0.8,0.0,0,0.576,0.012,0.059,0.641,0.151,0.037
2024-09-11,weekday,21.3,15.3,9.6,2.8,0.0,0,0.305,0.0,0.0,,,0.0
2024-09-12,weekday,20.4,14.0,9.9,0.7,0.0,0,0.508,0.111,0.0,0.7,0.14,0.052
2024-09-13,weekday,20.3,11.7,7.6,1.7,0.0,0,0.408,0.047,0.105,0.706,0.032,0.048
2024-09-14,holiday,21.5,11.7,7.5,1.3,0.0,0,0.679,0.46,0.555,0.038,0.557,0.473
2024-09-15,holiday,21.4,12.7,11.1,0.5,0.0,0,0.681,0.427,0.506,0.083,,0.485
2024-09-16,weekday,22.6,12.8,9.3,0.0,0.0,0,0.39,0.0,0.015,0.614,0.06,0.051
2024-09-17,weekday,23.5,17.7,10.9,0.0,0.0,0,,0.067,0.092,0.731,0.05,0.0
2024-09-18,weekday,22.1,11.8,8.2,1.9,0.0,0,0.359,0.0,0.0,0.616,0.039,0.046
2024-09-19,weekday,23.1,12.4,6.9,1.4,0.0,0,0.337,0.08,0.012,0.61,0.0,0.086
2024-09-20,weekday,22.1,12.3,9.0,1.5,0.0,0,0.567,,0.039,0.604,0.009,0.024
2024-09-21,holiday,21.7,16.2,11.5,0.0,0.0,0,0.636,0.466,0.607,0.11,0.532,0.511
2024-09-22,holiday,22.5,15.1,6.8,0.0,0.0,0,0.713,0.309,0.599,0.065,0.548,0.496
2024-09-23,weekday,22.9,12.1,9.8,1.0,0.0,0,0.298,0.0,0.129,0.522,0.03,0.046
2024-09-24,weekday,24.2,18.7,7.6,2.1,0.0,0,0.496,0.0,0.016,0.588,0.13,0.0
2024-09-25,weekday,23.6,15.2,8.9,1.8,,0,0.434,0.224,0.041,0.708,0.052,0.03
2024-09-26,weekday,23.0,15.4,10.0,1.1,,0,0.516,0.0,0.0,0.584,0.0,0.0
2024-09-27,weekday,23.7,12.4,10.8,0.7,0.0,0,0.603,0.246,0.0,0.655,0.005,0.04
2024-09-28,holiday,24.3,12.4,8.4,0.0,0.0,1,0.657,0.574,0.614,0.081,0.651,0.497
2024-09-29,holiday,24.2,12.8,8.0,0.0,0.0,0,0.752,0.428,0.636,0.138,0.596,0.496
2024-09-30,weekday,23.8,14.0,7.3,0.0,0.0,0,0.488,0.007,0.0,0.59,0.121,0.041
2024-10-01,weekday,24.1,3.7,4.9,0.0,1.0,0,0.307,0.408,0.308,0.67,0.275,0.371
2024-10-02,,24.8,4.4,5.7,0.0,0.0,0,0.487,0.026,0.0,0.685,0.052,0.044
2024-10-03,weekday,24.2,2.6,4.8,1.0,0.0,0,0.411,0.123,0.08,0.649,0.124,0.091
2024-10-04,weekday,24.8,4.2,6.2,2.3,0.0,0,0.353,,0.012,0.622,0.114,0.037
2024-10-05,holiday,26.3,9.5,4.7,0.0,0.0,0,0.795,0.448,0.533,0.174,0.61,0.555
2024-10-06,holiday,24.1,0.4,5.7,0.8,0.0,0,0.845,0.412,0.569,0.113,0.619,0.497
2024-10-07,weekday,23.5,1.6,3.5,0.0,0.0,0,0.365,0.188,0.0,0.624,0.2,0.099
2024-10-08,weekday,25.4,1.2,7.3,0.0,,0,0.449,0.209,0.113,,0.163,0.13
2024-10-09,weekday,26.4,2.7,3.4,0.0,0.0,0,0.504,0.055,0.016,0.614,0.263,0.038
2024-10-10,weekday,26.2,3.1,5.1,1.4,1.0,0,0.359,0.237,0.307,0.77,0.286,0.285
2024-10-11,weekday,24.7,3.2,6.4,0.0,0.0,0,0.391,0.21,0.0,0.727,0.106,0.031
2024-10-12,holiday,25.1,2.8,5.8,0.2,0.0,0,0.689,0.508,,0.102,0.643,0.521
2024-10-13,holiday,27.3,2.0,5.3,1.7,0.0,0,0.549,0.57,0.518,0.132,0.564,0.495
2024-10-14,weekday,27.2,,5.5,0.3,0.0,0,0.344,0.136,,0.633,0.192,0.076
2024-10-15,weekday,26.5,1.8,4.4,0.0,1.0,0,0.338,0.293,0.232,0.689,0.287,0.329
2024-10-16,weekday,26.9,6.1,6.5,0.8,0.0,0,0.491,0.172,0.021,0.636,0.106,0.082
2024-10-17,weekday,27.2,7.1,4.6,0.0,0.0,0,,0.143,0.043,0.656,0.113,0.106
2024-10-18,weekday,25.0,2.9,5.4,0.0,0.0,0,0.373,,,0.632,0.124,0.083
2024-10-19,holiday,26.9,2.1,4.3,0.0,0.0,0,0.697,,0.559,0.133,0.633,0.54
2024-10-20,holiday,26.2,4.7,3.3,0.0,0.0,0,0.48,0.407,0.567,0.141,0.59,0.489
2024-10-21,weekday,27.9,5.5,4.8,0.9,0.0,0,0.345,0.153,0.147,0.586,,0.088
2024-10-22,weekday,26.6,1.5,4.8,0.0,0.0,0,0.497,0.052,0.0,0.696,0.181,0.051
2024-10-23,weekday,28.1,0.6,4.4,0.0,0.0,0,0.427,0.183,0.052,0.647,0.202,0.067
2024-10-24,weekday,26.6,1.5,7.0,0.2,0.0,0,0.422,0.18,0.0,0.596,0.075,0.076
2024-10-25,weekday,27.7,6.0,6.5,0.9,0.0,0,0.431,0.156,0.024,0.618,0.139,0.051
2024-10-26,holiday,26.4,3.7,6.8,0.0,0.0,0,0.754,0.4,0.581,0.079,0.612,0.51
2024-10-27,holiday,29.2,,5.4,0.1,0.0,0,,0.476,0.596,0.073,0.576,0.529
2024-10-28,weekday,28.0,7.5,5.1,0.0,0.0,0,0.434,0.081,0.0,0.614,0.048,0.026
2024-10-29,weekday,29.1,0.5,5.1,2.1,0.0,0,,0.13,0.1,0.591,0.081,0.106
2024-10-30,weekday,28.2,6.8,4.7,1.9,0.0,0,0.575,0.137,0.054,0.595,0.14,0.028
2024-10-31,weekday,28.6,7.9,5.7,0.0,0.0,0,0.512,0.16,0.069,0.607,0.172,0.096
2024-11-01,weekday,28.0,3.2,4.0,0.0,0.0,0,0.542,0.261,,0.626,0.0,0.121
2024-11-02,holiday,26.7,2.5,6.1,0.0,1.0,0,0.72,0.729,,0.076,0.862,0.821
2024-11-03,holiday,27.8,4.3,5.6,0.0,0.0,0,0.802,0.64,0.719,0.144,0.6,0.522
2024-11-04,weekday,29.1,5.6,7.1,0.0,0.0,0,0.413,0.072,0.006,0.651,0.057,0.0
2024-11-05,weekday,29.4,4.9,3.9,0.0,0.0,0,0.543,0.183,0.092,0.679,0.187,0.096
2024-11-06,,29.2,5.1,5.0,0.0,0.0,0,0.493,0.183,0.004,0.648,0.089,0.054
2024-11-07,weekday,28.1,1.9,6.6,1.0,0.0,0,0.375,0.11,0.222,0.688,0.049,0.102
2024-11-08,weekday,27.9,2.6,6.4,0.0,0.0,0,0.362,0.071,0.0,0.65,0.008,0.07
2024-11-09,holiday,29.4,,5.0,0.0,1.0,0,0.737,0.795,0.87,0.104,0.794,0.808
2024-11-10,holiday,29.1,8.4,7.3,1.4,0.0,0,0.766,0.574,0.582,0.174,0.539,0.506
2024-11-11,weekday,28.8,2.0,6.8,1.3,1.0,0,0.429,0.346,0.264,0.724,0.303,0.322
2024-11-12,weekday,29.6,3.0,6.9,0.0,0.0,0,0.484,0.205,,0.714,0.073,0.009
2024-11-13,weekday,28.1,3.7,6.8,0.1,0.0,0,,0.063,0.0,0.631,0.144,0.08
2024-11-14,weekday,29.6,1.6,3.8,1.2,0.0,0,0.548,0.142,0.0,0.799,0.137,0.093
2024-11-15,weekday,28.6,8.4,3.8,2.2,0.0,0,0.437,0.024,0.001,0.668,0.153,0.034
2024-11-16,holiday,29.3,4.4,4.8,0.0,0.0,0,0.679,0.514,0.563,,0.638,0.541
2024-11-17,holiday,27.7,5.6,4.5,0.4,0.0,0,0.791,0.49,0.614,0.092,0.569,0.569
2024-11-18,weekday,29.2,4.2,5.2,0.0,0.0,0,0.412,0.168,0.029,0.643,0.142,0.092
2024-11-19,weekday,28.4,3.0,5.8,2.4,0.0,0,0.44,0.266,0.161,0.725,0.155,0.086
2024-11-20,weekday,30.6,4.9,5.3,0.0,0.0,0,0.292,0.159,0.123,0.51,,0.082
2024-11-21,weekday,29.4,5.1,4.0,0.0,0.0,0,0.542,0.134,0.014,0.601,0.1,0.066
2024-11-22,weekday,29.8,6.3,8.0,2.5,0.0,0,0.295,,0.011,0.627,0.106,0.009
2024-11-23,holiday,28.0,5.6,3.2,0.2,0.0,0,0.71,,0.568,0.096,0.589,0.587
2024-11-24,holiday,28.7,1.9,6.2,0.0,0.0,0,0.712,0.496,0.571,0.079,0.587,0.55
2024-11-25,weekday,28.6,3.7,3.9,1.0,0.0,0,0.368,0.005,0.0,0.618,0.141,0.006
2024-11-26,weekday,28.2,2.2,5.7,1.0,0.0,0,0.463,0.146,0.0,0.691,0.016,0.102
2024-11-27,weekday,28.9,2.9,5.5,4.3,0.0,0,0.404,0.192,0.0,0.642,0.114,0.12
2024-11-28,weekday,27.4,0.8,4.8,0.0,0.0,0,0.321,0.124,0.0,0.737,0.064,0.036
2024-11-29,weekday,28.5,3.5,4.2,0.5,0.0,0,0.395,0.088,0.058,0.682,0.052,0.086
2024-11-30,holiday,29.5,2.6,3.3,0.0,0.0,0,0.716,0.507,0.587,0.104,0.702,0.565
2024-12-01,holiday,29.3,6.3,4.9,0.0,0.0,0,0.714,0.559,0.573,0.176,0.555,0.523
2024-12-02,holiday,30.1,4.4,5.5,1.3,0.0,0,0.547,0.34,0.304,0.0,0.341,0.433
2024-12-03,holiday,29.4,1.0,6.4,1.1,1.0,0,0.595,0.61,0.548,0.15,0.562,0.815
2024-12-04,holiday,29.2,2.9,6.0,2.8,0.0,1,0.547,,0.25,0.055,0.334,0.45
2024-12-05,holiday,28.4,4.5,6.8,0.7,0.0,0,0.645,0.3,0.286,0.074,0.409,0.49
2024-12-06,holiday,27.3,1.0,5.2,0.0,0.0,0,0.605,0.202,0.328,0.007,0.272,0.476
2024-12-07,holiday,27.5,6.3,4.5,0.0,0.0,0,0.823,0.514,0.584,0.092,0.571,0.544
2024-12-08,holiday,28.8,0.7,4.8,2.0,0.0,1,0.592,0.566,0.596,0.108,0.61,0.599
2024-12-09,holiday,28.7,4.1,4.7,0.7,0.0,0,0.538,0.243,0.288,0.159,0.344,0.517
2024-12-10,holiday,27.3,0.7,4.4,0.7,0.0,0,0.554,0.295,0.308,0.098,0.356,0.505
2024-12-11,holiday,28.0,3.2,4.9,6.7,0.0,0,0.549,0.196,0.309,0.186,0.4,0.459
2024-12-12,holiday,28.6,1.7,4.8,0.0,0.0,0,0.343,,0.358,0.201,0.462,0.487
2024-12-13,holiday,28.3,1.5,5.1,0.0,0.0,0,0.489,0.39,0.294,0.087,0.395,0.468
2024-12-14,holiday,28.0,5.5,6.6,1.4,0.0,1,0.766,0.326,0.637,0.104,0.598,0.579
2024-12-15,holiday,28.7,2.3,6.5,0.0,,0,0.718,0.653,0.606,0.081,0.561,0.557
2024-12-16,holiday,28.8,4.4,2.1,2.6,0.0,0,0.431,0.469,0.334,0.157,0.34,0.53
2024-12-17,holiday,28.8,4.8,5.9,1.7,0.0,0,0.633,0.535,0.375,0.021,0.37,0.573
2024-12-18,holiday,28.5,8.8,3.1,3.9,0.0,0,0.538,0.298,,0.019,0.322,0.494
2024-12-19,holiday,28.1,3.2,5.7,5.4,0.0,0,0.615,0.305,0.302,0.036,0.313,0.478
2024-12-20,holiday,28.4,0.7,4.4,1.4,0.0,0,0.636,0.475,0.337,0.062,0.327,0.514
2024-12-21,holiday,27.0,1.9,2.9,2.8,0.0,0,0.72,0.506,0.644,0.027,0.479,0.572
2024-12-22,holiday,27.0,1.0,7.3,0.6,1.0,0,0.761,0.752,0.876,0.086,0.806,0.789
2024-12-23,holiday,29.2,2.2,6.9,0.4,0.0,0,0.45,0.263,0.252,0.012,0.341,0.503
2024-12-24,holiday,28.3,3.7,5.0,1.6,0.0,0,0.54,0.231,0.356,,0.307,0.453
2024-12-25,holiday,26.7,2.9,5.2,1.9,0.0,0,0.478,0.341,0.344,0.059,0.378,0.459
2024-12-26,holiday,27.3,4.8,5.3,2.2,0.0,0,0.584,0.394,0.3,0.053,0.366,0.496
2024-12-27,holiday,27.3,,5.3,1.5,0.0,0,0.572,0.211,0.347,0.042,0.408,0.49
2024-12-28,holiday,26.0,7.1,3.7,1.9,0.0,0,0.698,0.52,0.51,0.1,0.596,0.494
2024-12-29,holiday,27.1,3.8,5.6,1.3,0.0,0,0.628,0.522,0.617,0.133,0.535,0.548
2024-12-30,holiday,27.2,,3.2,0.4,1.0,0,0.5,0.608,0.548,0.0,0.508,0.726
2024-12-31,holiday,27.2,1.0,6.7,2.1,0.0,0,0.584,0.324,0.371,0.064,0.337,0.474
2025-01-01,holiday,27.1,3.8,8.6,0.3,0.0,0,0.521,0.336,0.336,0.102,0.374,0.443
2025-01-02,holiday,25.2,6.0,5.8,4.7,0.0,0,0.443,0.42,0.314,0.11,0.461,0.478
2025-01-03,holiday,27.5,6.0,4.9,0.0,,0,,0.38,0.254,0.111,0.371,0.476
2025-01-04,holiday,25.5,9.6,5.6,1.8,0.0,0,0.696,0.494,0.502,0.123,0.622,0.499
2025-01-05,holiday,26.4,4.4,5.9,0.3,0.0,0,0.616,0.649,0.601,0.07,0.625,0.624
2025-01-06,holiday,24.8,1.6,4.0,1.9,0.0,0,0.427,0.477,0.26,0.057,0.294,0.498
2025-01-07,holiday,24.2,4.5,5.8,3.0,1.0,0,0.479,0.669,0.612,0.065,0.563,0.74
2025-01-08,holiday,25.4,1.3,5.3,4.9,0.0,0,0.564,0.167,0.375,0.137,0.374,0.416
2025-01-09,holiday,25.2,7.7,6.0,3.2,0.0,0,0.706,0.123,0.239,0.075,0.317,0.453
2025-01-10,holiday,25.3,6.9,4.5,0.0,0.0,0,0.579,0.196,0.343,0.071,0.308,0.429
2025-01-11,holiday,26.1,7.3,3.7,1.4,0.0,0,0.764,0.412,0.608,0.071,0.581,0.494
2025-01-12,holiday,24.8,1.8,5.4,3.0,0.0,0,0.625,0.629,0.575,0.094,0.651,0.555
2025-01-13,holiday,25.8,5.0,4.8,1.1,0.0,0,0.707,0.274,0.214,0.163,0.34,0.48
2025-01-14,holiday,23.0,2.1,5.4,2.7,0.0,0,0.556,0.414,0.393,0.161,0.306,0.478
2025-01-15,holiday,24.1,5.9,5.0,2.9,0.0,0,,,0.376,0.085,0.406,0.506
2025-01-16,holiday,24.7,1.3,3.8,4.0,1.0,0,0.513,0.58,0.529,0.116,0.553,0.761
2025-01-17,holiday,25.2,4.4,4.9,1.9,0.0,0,0.507,0.222,0.285,0.034,0.391,0.464
