date,holiday,event_local_flag,tourist_inflow_count,rainfall_mm,temple_shrine_visits,temperature_c,wind_speed_mps,snowfall_cm,typhoon_alert_flag,mobility_inflow_index,lodging_occupancy_ratio,rail_ridership,y
2024-05-16,holiday,0.0,0.175,0.8,0.254,4.9,2.5,0.5,0,0.558,,0.061,0.359
2024-05-17,holiday,0.0,0.302,3.3,0.271,4.0,4.5,0.8,0,0.458,0.285,0.057,0.325
2024-05-18,holiday,0.0,0.416,7.2,0.518,3.5,4.6,0.0,0,0.595,0.677,0.117,0.396
2024-05-19,holiday,0.0,0.258,2.8,0.542,5.1,5.1,0.0,0,0.826,0.591,0.144,0.408
2024-05-20,holiday,0.0,,,0.252,6.4,5.8,1.9,0,0.536,0.364,0.0,0.283
2024-05-21,holiday,1.0,0.316,2.5,0.473,6.3,3.5,0.0,0,0.616,0.62,0.168,0.443
2024-05-22,holiday,0.0,0.14,2.9,0.269,5.1,5.3,1.8,0,0.657,0.19,0.065,0.366
2024-05-23,holiday,0.0,0.313,,0.365,6.8,4.2,1.6,0,0.534,0.409,0.152,0.375
2024-05-24,holiday,0.0,0.177,5.1,0.231,5.1,6.2,1.1,0,0.493,0.326,0.085,0.359
2024-05-25,holiday,,0.341,2.4,0.488,4.8,3.8,0.0,0,0.732,0.625,0.072,0.344
2024-05-26,holiday,0.0,0.366,6.7,0.481,5.3,3.3,1.8,0,0.39,0.614,0.005,0.284
2024-05-27,holiday,0.0,0.153,2.3,0.205,5.0,5.9,0.0,0,0.553,0.186,0.181,0.368
2024-05-28,holiday,0.0,0.129,4.5,0.18,5.1,5.3,0.0,0,0.61,0.337,0.124,0.377
2024-05-29,holiday,0.0,0.297,3.2,0.317,4.8,5.8,1.2,0,0.678,0.342,0.074,0.336
2024-05-30,holiday,0.0,0.268,3.1,0.192,6.4,5.2,0.9,0,0.613,0.285,0.049,0.314
2024-05-31,holiday,0.0,0.31,3.1,0.251,4.9,4.9,0.2,0,0.523,0.338,0.102,0.327
2024-06-01,holiday,,0.363,3.2,0.496,4.9,4.1,4.4,1,0.542,0.567,0.093,0.326
2024-06-02,holiday,0.0,0.289,5.3,,5.6,4.9,0.0,0,0.624,0.642,0.081,0.339
2024-06-03,weekday,,0.0,8.2,0.0,5.4,4.4,3.5,0,0.439,0.0,,0.309
2024-06-04,weekday,0.0,0.0,4.8,0.0,4.7,1.3,0.0,0,0.566,0.0,0.749,0.503
2024-06-05,weekday,0.0,0.0,22.1,0.0,6.5,4.6,0.0,0,0.334,0.0,0.679,0.359
2024-06-06,weekday,1.0,0.199,22.6,0.174,6.4,3.1,0.0,0,0.483,0.338,0.645,0.42
2024-06-07,weekday,0.0,0.0,20.2,0.0,6.3,0.0,0.4,0,0.423,0.025,0.599,0.377
2024-06-08,holiday,0.0,0.242,21.8,0.565,7.6,2.9,0.0,0,0.769,0.558,0.013,0.318
2024-06-09,holiday,0.0,0.236,21.2,0.523,5.2,4.8,0.0,0,0.622,,0.021,0.24
2024-06-10,weekday,0.0,0.0,23.6,0.0,6.7,2.2,1.6,0,0.492,0.0,0.649,0.413
2024-06-11,weekday,0.0,0.0,19.8,0.044,5.7,2.9,0.1,0,0.561,0.056,0.648,0.398
2024-06-12,weekday,1.0,0.261,20.1,0.264,5.0,2.7,0.0,0,0.339,0.353,0.667,0.35
2024-06-13,weekday,0.0,0.0,21.1,0.049,5.6,3.7,0.0,0,0.538,0.0,0.796,0.44
2024-06-14,weekday,0.0,0.0,21.9,0.062,5.3,4.7,0.5,0,0.552,0.0,0.631,0.421
2024-06-15,holiday,0.0,0.347,19.0,0.624,5.4,5.4,0.0,0,0.651,0.526,0.052,0.27
2024-06-16,holiday,0.0,0.42,18.8,0.579,5.3,2.0,1.8,0,0.632,0.636,0.036,0.263
2024-06-17,weekday,0.0,0.0,19.5,0.0,6.7,3.0,3.4,0,0.446,0.0,0.629,0.349
2024-06-18,weekday,0.0,0.0,19.4,0.077,5.7,3.9,1.2,0,0.429,0.014,0.633,0.387
2024-06-19,weekday,0.0,0.0,19.5,0.0,5.2,3.4,2.0,0,0.423,0.0,,0.361
2024-06-20,weekday,1.0,0.19,21.7,0.181,6.8,2.7,2.7,0,0.407,0.227,0.645,0.394
2024-06-21,weekday,,0.025,22.7,0.037,6.1,2.4,2.2,0,0.329,0.072,0.614,0.311
2024-06-22,holiday,0.0,0.33,18.6,0.486,7.3,2.5,0.0,0,0.704,0.565,0.109,0.382
2024-06-23,holiday,1.0,0.631,22.1,0.7,5.6,4.6,2.5,0,0.738,,0.034,0.343
2024-06-24,weekday,0.0,0.0,21.5,0.0,6.4,4.7,0.0,0,,0.0,0.571,0.322
2024-06-25,weekday,0.0,0.0,20.9,0.058,6.6,4.7,3.6,0,0.469,0.072,0.626,0.286
2024-06-26,weekday,0.0,0.0,20.7,0.0,7.5,2.6,0.4,0,,0.092,0.661,0.358
2024-06-27,weekday,0.0,0.0,21.1,0.046,8.2,2.1,0.3,0,,0.061,0.674,0.323
2024-06-28,weekday,0.0,0.0,21.5,,8.1,6.4,0.0,0,0.536,0.054,0.676,0.41
2024-06-29,holiday,0.0,0.463,20.0,0.396,7.2,6.1,1.1,0,0.739,0.611,0.153,0.344
2024-06-30,holiday,0.0,0.394,21.6,0.516,6.7,5.2,1.5,0,0.664,0.608,0.029,0.282
2024-07-01,weekday,0.0,0.0,21.1,0.0,6.9,4.7,0.0,0,0.325,0.048,0.574,0.286
2024-07-02,weekday,,0.049,21.5,0.278,7.3,3.8,0.0,0,0.363,0.274,,0.435
2024-07-03,weekday,,0.0,25.2,0.051,7.3,2.6,1.2,0,0.498,0.009,0.713,0.354
2024-07-04,weekday,1.0,0.133,21.8,0.16,8.0,5.4,0.0,0,0.347,0.256,0.621,0.444
2024-07-05,weekday,0.0,0.0,23.4,0.03,9.9,2.3,0.0,0,0.419,0.016,0.639,0.346
2024-07-06,holiday,0.0,,20.1,0.418,8.8,3.7,0.0,0,0.41,0.512,,0.229
2024-07-07,holiday,0.0,,23.9,0.507,7.9,3.1,0.2,0,0.624,0.692,0.067,0.239
2024-07-08,weekday,0.0,0.0,19.5,0.033,8.7,4.2,0.9,0,0.527,0.0,,0.368
2024-07-09,weekday,0.0,0.0,24.5,0.057,9.8,5.9,1.5,1,0.449,0.043,0.69,0.387
2024-07-10,weekday,0.0,0.021,20.1,0.045,8.2,4.9,0.1,0,0.448,0.0,,0.354
2024-07-11,weekday,1.0,0.197,25.2,0.197,7.5,4.3,1.5,0,0.383,0.268,0.604,0.352
2024-07-12,weekday,0.0,0.0,23.4,0.059,9.0,3.5,0.0,0,,0.0,0.633,0.325
2024-07-13,holiday,0.0,0.457,20.4,0.569,9.5,4.5,0.0,0,0.636,0.531,0.0,0.298
2024-07-14,holiday,0.0,0.3,20.7,0.472,8.3,5.2,0.0,0,0.621,0.545,0.069,0.318
2024-07-15,weekday,0.0,0.0,25.8,,8.7,4.6,0.0,0,0.457,0.001,0.616,0.345
2024-07-16,weekday,0.0,0.061,1.2,0.0,9.6,5.2,0.8,0,0.548,,0.715,0.444
2024-07-17,weekday,0.0,0.012,3.7,0.003,8.5,4.0,0.8,0,0.569,0.024,0.683,0.456
2024-07-18,weekday,0.0,0.022,7.9,0.019,10.2,5.2,0.4,0,0.549,0.0,0.708,0.46
2024-07-19,weekday,0.0,0.0,2.5,0.084,10.3,1.4,0.0,0,0.522,0.034,0.606,0.452
2024-07-20,holiday,0.0,0.376,1.2,0.562,10.8,5.2,0.0,0,0.749,0.592,0.042,0.383
2024-07-21,holiday,0.0,0.306,4.7,0.546,10.8,5.2,2.0,0,0.693,0.522,0.062,0.332
2024-07-22,weekday,0.0,0.0,1.1,0.056,10.1,2.7,0.0,0,0.402,,0.626,0.416
2024-07-23,weekday,0.0,0.0,3.6,0.036,10.3,2.1,0.0,0,0.707,0.0,0.655,0.498
2024-07-24,weekday,0.0,0.0,2.8,0.069,11.2,3.6,0.0,0,0.5,0.0,0.666,0.457
2024-07-25,weekday,0.0,0.0,7.0,0.031,11.9,3.2,0.0,0,0.46,0.0,0.674,0.405
2024-07-26,weekday,0.0,0.059,0.5,0.002,12.2,3.4,0.0,0,0.53,0.061,0.709,0.419
2024-07-27,holiday,0.0,0.387,1.2,0.538,10.9,3.6,2.8,0,0.673,0.538,0.138,0.342
2024-07-28,holiday,0.0,0.402,1.8,0.52,11.8,5.3,0.6,0,0.555,0.602,0.032,0.345
2024-07-29,weekday,0.0,0.0,1.1,0.073,10.9,5.1,0.4,0,0.463,0.0,0.725,0.397
2024-07-30,weekday,1.0,0.31,9.2,0.257,11.7,3.7,0.0,0,0.46,0.283,0.606,0.481
2024-07-31,weekday,0.0,0.077,1.3,0.096,11.2,5.1,0.0,0,0.519,0.0,0.676,0.46
2024-08-01,holiday,0.0,0.08,13.5,0.38,12.5,7.5,0.0,0,,0.273,0.065,0.281
2024-08-02,holiday,0.0,0.168,13.4,0.311,11.2,9.2,0.0,0,0.56,0.257,0.03,0.295
2024-08-03,holiday,0.0,0.44,12.9,0.531,12.2,6.5,0.4,0,0.657,0.659,0.051,0.309
2024-08-04,holiday,0.0,0.252,15.1,0.484,11.0,8.9,0.0,0,0.741,0.546,0.098,0.324
2024-08-05,holiday,0.0,0.3,11.3,0.36,12.5,10.0,2.1,0,0.542,0.268,0.0,0.267
2024-08-06,holiday,0.0,0.279,11.9,0.266,13.7,7.3,2.3,0,0.585,0.242,0.112,0.353
2024-08-07,holiday,0.0,0.314,14.5,0.367,12.8,9.5,1.6,1,0.581,0.376,0.0,0.23
2024-08-08,holiday,0.0,0.271,14.5,0.387,13.1,4.7,0.9,0,0.521,,,0.278
2024-08-09,holiday,1.0,0.328,12.6,0.511,12.8,6.8,0.0,0,0.577,,0.131,0.334
2024-08-10,holiday,0.0,0.347,14.8,0.595,14.3,9.1,0.0,0,0.612,0.58,0.137,0.317
2024-08-11,holiday,0.0,0.38,13.6,0.547,13.3,8.1,0.1,0,0.565,0.708,0.005,0.272
2024-08-12,holiday,0.0,0.144,12.4,0.383,14.5,9.9,0.0,0,0.46,0.273,0.128,0.298
2024-08-13,holiday,0.0,0.194,16.4,0.248,12.4,7.7,0.0,0,0.476,,0.126,0.265
2024-08-14,holiday,0.0,0.122,13.6,0.317,14.9,6.8,0.0,0,0.564,0.276,0.061,0.288
2024-08-15,holiday,0.0,0.329,14.3,0.233,14.6,7.0,0.0,0,0.576,0.392,,0.278
2024-08-16,holiday,0.0,0.204,,0.297,15.4,9.7,0.9,0,0.527,0.291,0.115,0.281
2024-08-17,holiday,0.0,0.404,13.8,0.564,15.6,8.1,0.1,0,0.712,0.654,,0.338
2024-08-18,holiday,0.0,0.23,16.6,0.556,15.7,7.2,0.0,0,0.746,0.602,0.084,0.36
2024-08-19,holiday,0.0,0.257,15.0,0.378,16.0,8.5,0.5,0,0.509,0.355,0.039,0.258
2024-08-20,holiday,0.0,0.144,,0.271,15.7,9.4,0.0,0,0.626,0.247,0.137,0.342
2024-08-21,holiday,0.0,0.221,13.1,0.289,15.0,7.0,1.7,0,0.516,0.298,0.0,0.262
2024-08-22,holiday,0.0,0.237,15.6,0.37,16.4,9.9,0.7,1,0.59,0.271,0.078,0.261
2024-08-23,holiday,0.0,0.2,16.1,0.327,16.8,6.1,0.0,0,0.603,0.341,0.09,0.326
2024-08-24,holiday,0.0,0.365,17.5,0.577,16.9,9.0,1.7,0,0.779,0.577,0.084,0.318
2024-08-25,holiday,0.0,0.378,17.6,0.552,17.3,6.2,0.6,0,0.581,0.632,0.046,0.285
2024-08-26,holiday,0.0,0.11,13.1,0.284,18.1,6.5,0.0,0,0.582,0.334,0.062,0.289
2024-08-27,holiday,0.0,0.136,,0.305,18.2,8.9,0.0,0,0.47,0.251,0.115,0.308
2024-08-28,holiday,0.0,0.099,19.5,0.304,18.2,7.3,2.2,0,0.453,0.258,0.077,0.329
2024-08-29,holiday,0.0,0.331,15.2,0.302,17.9,7.8,0.6,0,0.461,0.382,0.063,0.27
2024-08-30,holiday,0.0,0.183,15.3,0.324,19.4,7.7,0.0,0,0.581,,0.023,0.27
2024-08-31,holiday,0.0,0.477,17.0,0.463,18.5,7.2,0.0,0,0.7,0.648,0.08,0.319
2024-09-01,holiday,0.0,0.393,11.9,0.516,18.9,8.2,1.8,0,0.764,0.559,0.158,0.423
2024-09-02,weekday,1.0,0.422,15.1,0.309,19.2,9.9,0.0,0,0.63,0.311,0.569,0.439
2024-09-03,weekday,0.0,0.0,17.7,0.054,19.1,7.7,0.8,0,0.53,,0.735,0.468
2024-09-04,weekday,0.0,0.077,13.9,0.08,17.5,7.1,2.8,0,0.563,0.029,0.654,0.394
2024-09-05,weekday,0.0,0.033,11.6,0.039,18.7,9.0,0.0,0,0.385,0.0,0.654,0.368
2024-09-06,weekday,0.0,0.142,12.5,0.13,18.4,5.6,0.0,0,0.458,0.103,0.571,0.321
2024-09-07,holiday,0.0,0.346,11.9,0.615,20.9,9.0,0.0,0,0.728,0.612,0.118,0.361
2024-09-08,holiday,0.0,0.447,11.6,0.566,18.8,6.2,0.6,0,0.612,0.674,0.094,0.301
2024-09-09,weekday,0.0,0.0,17.4,0.109,20.6,7.6,3.3,0,0.419,0.0,0.62,0.295
2024-09-10,weekday,0.0,0.0,15.6,0.052,19.6,6.3,0.0,0,0.348,0.057,0.736,0.412
2024-09-11,weekday,0.0,0.0,15.1,0.044,19.9,8.7,1.3,0,0.318,0.011,0.545,0.275
2024-09-12,weekday,0.0,0.043,15.7,0.013,20.5,8.1,0.4,0,0.348,0.031,0.611,0.282
2024-09-13,weekday,0.0,0.042,15.8,,19.1,4.6,0.0,0,0.346,0.0,0.589,0.328
2024-09-14,holiday,0.0,0.442,,0.539,20.4,6.8,0.5,0,0.64,0.583,0.011,0.324
2024-09-15,holiday,0.0,0.47,15.4,0.577,23.2,7.5,0.0,0,0.663,0.555,0.111,0.317
2024-09-16,weekday,0.0,0.019,12.7,0.119,22.5,8.1,0.6,0,0.403,0.004,0.604,0.375
2024-09-17,weekday,1.0,0.235,12.5,0.249,21.1,9.1,0.1,0,0.508,0.188,0.649,0.403
2024-09-18,weekday,0.0,0.085,11.6,0.084,21.9,7.3,0.0,0,0.49,0.077,0.591,0.413
2024-09-19,weekday,0.0,0.0,12.0,0.224,22.6,8.3,0.0,0,0.386,0.05,0.601,0.369
2024-09-20,,0.0,0.143,19.1,0.142,22.6,8.4,0.0,0,0.425,0.0,0.697,0.364
2024-09-21,holiday,0.0,0.4,12.8,0.529,22.2,6.2,1.5,0,0.659,0.582,0.0,0.338
2024-09-22,holiday,0.0,0.323,11.5,0.562,21.1,8.6,0.0,0,0.726,0.547,0.205,0.4
2024-09-23,weekday,1.0,0.353,14.9,0.288,22.5,8.5,2.4,0,0.383,0.285,0.624,0.345
2024-09-24,weekday,0.0,0.131,12.0,0.0,24.6,7.5,1.6,0,0.3,0.089,0.532,0.314
2024-09-25,weekday,1.0,0.271,15.0,0.266,23.9,6.8,1.6,0,0.361,0.287,0.645,0.411
2024-09-26,weekday,0.0,0.182,15.0,0.037,23.6,8.3,1.2,0,0.486,0.0,,0.321
2024-09-27,weekday,0.0,0.059,13.6,0.033,22.4,8.1,0.8,0,0.4,0.074,0.692,0.394
2024-09-28,holiday,0.0,0.58,13.5,0.509,24.6,7.5,3.0,0,0.751,0.608,0.104,0.376
2024-09-29,holiday,0.0,0.435,13.1,0.617,23.9,8.2,2.7,0,0.635,0.491,0.023,0.288
2024-09-30,weekday,0.0,0.047,15.7,0.065,23.4,9.5,0.0,1,,0.096,0.672,0.352
2024-10-01,weekday,0.0,0.333,4.1,0.026,25.1,2.7,1.4,0,0.546,0.09,,0.382
2024-10-02,weekday,0.0,0.312,,0.109,24.3,3.3,1.0,0,0.517,0.081,0.65,0.436
2024-10-03,weekday,1.0,0.438,4.7,0.284,24.6,2.8,3.2,0,0.393,0.251,0.707,0.42
2024-10-04,weekday,0.0,0.06,1.6,,23.9,2.9,2.1,0,0.486,0.0,0.705,0.44
2024-10-05,holiday,0.0,0.582,4.4,0.508,26.0,4.1,0.0,0,0.753,0.636,0.101,0.389
2024-10-06,holiday,0.0,0.606,3.1,0.588,25.3,3.9,0.0,0,0.731,0.535,0.083,0.352
2024-10-07,weekday,0.0,,3.2,0.15,24.7,3.1,0.0,0,0.454,0.109,0.678,0.433
2024-10-08,weekday,0.0,0.223,0.8,0.167,25.5,2.7,2.0,0,0.497,0.041,0.714,0.479
2024-10-09,weekday,0.0,0.151,1.6,0.119,24.4,3.8,2.1,0,0.514,0.11,0.646,0.423
2024-10-10,weekday,0.0,0.124,1.5,0.166,25.3,3.6,0.0,0,0.387,0.013,0.648,0.426
2024-10-11,weekday,0.0,0.143,1.7,0.137,26.0,4.8,1.9,0,0.229,0.0,0.662,0.354
2024-10-12,holiday,0.0,0.405,4.7,0.518,25.3,5.1,0.6,0,0.663,0.57,0.179,0.353
2024-10-13,holiday,0.0,0.47,4.7,0.682,25.4,3.8,0.0,0,0.718,0.549,0.134,0.356
2024-10-14,weekday,0.0,0.18,11.6,0.023,26.6,5.4,0.2,0,0.466,0.0,0.686,0.468
2024-10-15,weekday,0.0,0.226,3.0,0.082,27.1,3.2,2.2,0,0.495,0.099,0.611,0.389
2024-10-16,weekday,0.0,0.009,1.0,0.125,25.8,3.2,0.2,0,0.479,0.0,0.685,0.388
2024-10-17,weekday,0.0,0.093,0.4,0.049,25.5,3.2,0.0,0,0.436,0.005,0.676,0.454
2024-10-18,weekday,0.0,0.255,,0.062,26.7,4.9,1.0,0,0.411,0.012,0.746,0.405
2024-10-19,holiday,0.0,0.465,1.6,0.673,26.4,5.0,1.0,0,,0.581,0.068,0.389
2024-10-20,holiday,0.0,0.462,,0.646,25.5,4.7,0.0,0,0.644,,0.157,0.413
2024-10-21,weekday,0.0,0.054,1.8,0.123,27.3,4.2,0.6,0,0.458,0.038,0.724,0.435
2024-10-22,weekday,0.0,0.176,1.0,0.129,27.4,3.6,0.0,0,0.306,0.034,0.685,0.381
2024-10-23,weekday,0.0,0.223,3.2,0.181,28.1,4.6,0.0,0,0.389,0.114,0.641,0.368
2024-10-24,weekday,0.0,0.14,4.5,0.025,28.0,6.9,2.8,0,0.488,0.013,0.645,0.377
2024-10-25,weekday,0.0,0.141,5.2,0.09,27.5,3.5,2.3,0,0.379,0.0,0.759,0.385
2024-10-26,holiday,0.0,0.369,8.1,0.603,27.3,4.7,1.4,0,0.696,,,0.273
2024-10-27,holiday,0.0,0.791,1.8,0.632,26.0,3.2,2.6,0,,0.648,0.13,0.329
2024-10-28,weekday,0.0,0.084,4.4,0.024,28.2,2.4,0.0,0,0.449,0.051,0.67,0.361
2024-10-29,weekday,0.0,0.09,5.7,,28.5,2.2,0.0,0,0.333,0.124,0.599,0.302
2024-10-30,weekday,0.0,0.323,1.3,0.056,27.1,6.6,2.9,0,,0.076,0.675,0.354
2024-10-31,weekday,0.0,0.0,1.4,0.123,28.7,5.5,1.9,0,0.435,0.0,0.635,0.412
2024-11-01,weekday,0.0,0.062,2.1,0.155,28.9,5.0,1.9,0,0.364,0.0,0.61,0.405
2024-11-02,holiday,,0.362,3.1,0.711,29.1,5.6,3.3,0,0.557,0.533,0.082,0.299
2024-11-03,holiday,0.0,0.489,0.4,0.628,28.2,3.5,0.0,0,0.761,0.614,0.029,0.334
2024-11-04,weekday,0.0,0.135,1.1,0.103,27.6,3.7,2.8,0,0.4,,0.593,0.338
2024-11-05,weekday,0.0,0.008,3.8,0.18,28.0,3.1,0.0,0,0.378,0.0,0.634,0.35
2024-11-06,weekday,1.0,0.37,1.7,0.293,27.3,3.9,0.0,0,0.492,0.306,0.687,0.486
2024-11-07,weekday,0.0,0.082,3.1,0.093,28.3,5.7,1.7,0,0.335,,0.693,0.401
2024-11-08,weekday,0.0,0.242,2.8,0.033,28.3,4.1,0.2,0,0.473,0.024,0.708,0.436
2024-11-09,holiday,0.0,0.632,,0.577,29.4,3.7,0.7,0,0.727,0.588,0.116,0.354
2024-11-10,holiday,0.0,0.623,2.3,0.645,28.5,6.1,0.0,0,0.704,0.565,0.096,0.384
2024-11-11,weekday,1.0,0.33,2.0,0.23,28.4,3.9,0.0,0,0.361,0.359,0.662,0.455
2024-11-12,weekday,0.0,0.164,4.3,0.049,29.4,3.6,0.0,0,0.395,0.071,0.609,0.365
2024-11-13,weekday,0.0,0.308,2.2,0.141,29.1,6.9,0.0,0,0.249,0.001,,0.369
2024-11-14,weekday,0.0,0.167,7.6,0.116,28.1,5.2,0.0,0,0.353,0.131,0.653,0.384
2024-11-15,weekday,1.0,0.457,1.1,0.328,29.7,3.5,3.2,0,0.499,0.258,0.68,0.456
2024-11-16,holiday,0.0,0.434,2.8,0.571,29.4,3.2,0.0,0,0.539,0.607,0.057,0.337
2024-11-17,holiday,0.0,0.56,0.5,0.604,28.6,4.5,0.0,0,0.643,0.629,0.09,0.375
2024-11-18,weekday,0.0,0.202,4.5,0.106,28.5,4.1,1.5,0,0.454,0.069,0.682,0.486
2024-11-19,weekday,0.0,0.277,4.9,0.191,29.2,1.4,0.0,0,0.183,0.162,0.745,0.404
2024-11-20,weekday,0.0,0.31,3.2,0.087,30.2,4.8,0.5,0,0.585,0.043,,0.469
2024-11-21,weekday,0.0,0.194,0.7,0.117,28.9,1.4,0.0,0,0.363,0.035,0.617,0.399
2024-11-22,weekday,0.0,0.015,7.0,0.067,30.4,3.8,0.0,0,0.286,0.0,0.582,0.27
2024-11-23,holiday,0.0,0.629,1.3,0.585,30.4,3.1,1.6,0,0.65,0.694,0.105,0.401
2024-11-24,holiday,0.0,0.546,5.6,0.6,27.6,5.5,4.1,0,0.556,0.663,0.03,0.314
2024-11-25,weekday,0.0,0.032,2.6,0.064,29.2,4.2,0.0,0,0.509,0.048,0.627,0.384
2024-11-26,weekday,1.0,0.421,5.5,0.321,29.1,3.0,2.5,0,0.455,0.37,0.604,0.416
2024-11-27,weekday,0.0,0.268,4.1,0.063,30.3,5.5,3.5,0,0.395,0.125,0.653,0.42
2024-11-28,weekday,0.0,0.094,5.9,0.084,29.5,3.0,0.0,0,0.427,,0.713,0.431
2024-11-29,weekday,0.0,0.163,8.4,0.074,29.9,3.1,1.6,0,0.28,0.068,0.636,0.385
2024-11-30,holiday,0.0,0.65,0.9,0.601,28.9,2.4,0.3,0,0.601,0.519,0.106,0.37
2024-12-01,holiday,0.0,0.585,6.5,0.563,28.8,3.3,3.9,0,0.758,0.554,0.052,0.372
2024-12-02,holiday,0.0,0.32,4.0,0.314,28.9,5.4,2.9,0,0.518,0.376,0.075,0.352
2024-12-03,holiday,0.0,0.361,5.6,0.292,29.3,6.5,2.9,0,0.533,0.31,0.066,0.268
2024-12-04,holiday,,0.277,1.8,0.295,27.8,3.1,2.7,0,0.612,0.309,0.076,0.363
2024-12-05,holiday,0.0,,2.1,0.243,28.5,4.4,0.0,0,0.523,0.329,0.014,0.282
2024-12-06,holiday,0.0,0.322,1.6,0.426,27.5,2.1,1.7,0,0.542,0.309,0.068,0.283
2024-12-07,holiday,0.0,0.458,1.5,0.523,28.3,2.8,1.1,0,0.616,0.531,0.112,0.334
2024-12-08,holiday,0.0,0.557,5.9,0.592,28.6,4.1,0.0,0,0.704,0.614,0.167,0.429
2024-12-09,holiday,0.0,0.29,2.6,0.352,27.6,5.9,0.8,0,0.502,0.326,0.055,0.304
2024-12-10,holiday,0.0,0.419,2.8,0.287,30.0,2.8,0.0,0,0.596,0.412,0.015,0.417
2024-12-11,holiday,1.0,0.469,4.2,0.525,27.7,2.0,4.2,0,0.67,0.549,0.102,0.375
2024-12-12,holiday,0.0,0.526,0.5,0.378,27.6,2.5,2.3,0,0.572,,0.0,0.34
2024-12-13,holiday,0.0,0.403,1.7,0.289,27.8,4.5,0.9,0,0.64,0.285,0.026,0.291
2024-12-14,holiday,0.0,0.507,3.4,0.548,28.6,5.0,0.0,0,0.648,,0.078,0.318
2024-12-15,holiday,0.0,0.483,1.6,0.554,28.4,4.0,2.5,0,0.756,0.619,0.081,0.354
2024-12-16,holiday,0.0,0.416,2.3,0.382,30.3,2.2,1.0,0,0.544,0.354,0.044,0.218
2024-12-17,holiday,0.0,0.423,7.4,0.399,26.0,4.0,1.7,0,0.729,0.259,0.199,0.385
2024-12-18,holiday,0.0,0.124,6.7,0.347,28.1,3.5,1.8,0,0.712,0.253,0.037,0.312
2024-12-19,holiday,0.0,0.348,1.7,0.377,28.1,7.2,1.3,0,0.542,0.273,0.025,0.253
2024-12-20,holiday,0.0,0.252,4.7,0.31,26.8,3.7,5.4,0,0.412,0.314,0.066,0.236
2024-12-21,holiday,0.0,0.456,4.2,0.688,29.2,2.7,0.0,0,0.526,0.56,0.12,0.331
2024-12-22,holiday,0.0,0.429,3.8,0.539,28.2,3.6,0.0,0,0.582,0.686,0.066,0.339
2024-12-23,holiday,0.0,0.364,6.2,0.383,28.4,3.3,2.0,0,0.434,0.203,0.026,0.268
2024-12-24,holiday,0.0,0.269,1.2,0.413,28.8,4.5,2.5,0,0.617,0.323,0.071,0.353
2024-12-25,holiday,0.0,0.23,1.5,0.393,28.1,4.3,0.0,0,0.578,0.228,0.064,0.279
2024-12-26,holiday,0.0,0.401,8.5,0.396,26.0,1.4,2.8,0,0.644,0.342,0.096,0.371
2024-12-27,holiday,0.0,0.317,3.7,0.368,27.8,4.9,0.2,0,0.65,0.279,0.019,0.316
2024-12-28,holiday,1.0,0.772,3.3,0.829,27.9,2.3,0.0,0,0.686,0.905,0.128,0.425
2024-12-29,holiday,0.0,0.668,6.2,0.55,27.0,3.4,1.0,0,0.623,0.659,0.091,0.4
2024-12-30,holiday,0.0,0.299,4.9,0.345,27.2,1.9,3.1,0,,0.224,,0.243
2024-12-31,holiday,0.0,,2.4,0.402,26.6,4.7,4.1,0,0.546,0.316,0.1,0.306
2025-01-01,holiday,0.0,0.44,2.2,0.342,27.5,5.4,0.0,0,0.54,0.362,0.1,0.309
2025-01-02,holiday,0.0,0.325,3.5,0.343,26.2,3.1,3.3,0,0.538,0.342,0.158,0.341
2025-01-03,holiday,0.0,0.241,2.7,0.338,25.7,3.8,0.7,0,0.54,0.423,0.065,0.312
2025-01-04,holiday,0.0,0.546,2.2,0.584,26.1,4.0,0.0,0,0.567,0.677,0.198,0.351
2025-01-05,holiday,0.0,0.481,4.7,0.623,26.4,6.0,0.0,0,0.794,0.603,0.08,0.355
2025-01-06,holiday,0.0,0.261,2.3,0.38,26.5,5.5,4.0,0,0.58,0.36,0.051,0.323
2025-01-07,holiday,0.0,0.372,3.1,0.338,25.6,3.6,3.4,0,0.449,0.222,0.062,0.317
2025-01-08,holiday,0.0,0.309,2.8,0.333,25.0,3.4,0.0,0,0.457,0.239,0.045,0.313
2025-01-09,holiday,0.0,0.344,2.9,0.274,24.2,6.2,2.0,0,0.513,0.412,0.065,0.271
2025-01-10,holiday,0.0,0.38,3.1,0.369,24.3,2.6,5.3,0,0.571,0.375,0.138,0.326
2025-01-11,holiday,0.0,0.411,1.5,0.563,24.8,6.2,2.9,0,0.707,0.521,,0.423
2025-01-12,holiday,0.0,0.435,5.0,0.634,25.1,6.6,1.7,0,0.742,0.527,0.205,0.409
2025-01-13,holiday,0.0,0.404,2.9,0.35,25.8,4.6,0.5,0,0.672,,0.161,0.339
2025-01-14,,0.0,0.249,6.1,0.328,24.4,2.7,3.7,0,0.652,0.31,0.02,0.356
2025-01-15,holiday,0.0,0.343,,0.381,24.4,2.7,3.9,0,0.551,0.352,0.131,0.309
2025-01-16,holiday,0.0,0.476,3.7,0.327,24.4,3.5,3.1,0,0.468,0.295,0.046,0.261
2025-01-17,holiday,0.0,0.347,0.9,0.334,24.0,4.7,5.1,0,0.476,0.313,0.047,0.253
