date,snowfall_cm,holiday,temperature_c,rail_ridership,rainfall_mm,wind_speed_mps,event_local_flag,typhoon_alert_flag,mobility_inflow_index,tourist_inflow_count,lodging_occupancy_ratio,temple_shrine_visits,onsen_visitors_count,beach_crowd_index,snow_quality_index,ski_resort_visitors,y
2024-03-27,7.5,weekday,7.1,0.71,4.7,1.6,0.0,0,0.492,0.0,0.0,0.057,0.069,0.023,0.592,0.262,0
2024-03-28,8.4,weekday,8.4,0.702,4.7,5.7,0.0,0,0.556,0.0,0.014,0.0,0.135,0.0,0.56,0.299,1
2024-03-29,4.3,weekday,6.7,0.689,3.0,3.2,0.0,0,0.318,0.0,0.0,0.0,0.131,0.0,0.532,0.294,0
2024-03-30,6.0,holiday,6.5,0.204,3.6,2.8,0.0,0,0.836,0.287,0.597,0.517,0.497,0.166,0.503,0.441,0
2024-03-31,5.2,holiday,7.1,0.123,6.9,2.3,0.0,0,0.774,0.547,0.589,0.489,0.497,0.2,,0.534,0
2024-04-01,0.0,weekday,7.5,0.62,7.3,5.1,0.0,0,0.459,0.0,0.0,0.059,0.046,0.0,0.427,0.145,0
2024-04-02,0.0,weekday,5.9,0.681,1.9,4.8,0.0,0,0.384,0.013,0.0,0.0,0.013,0.0,0.519,0.256,0
2024-04-03,0.0,weekday,5.8,0.662,0.5,3.9,1.0,0,0.569,0.283,0.273,0.2,0.165,0.0,0.436,0.3,0
2024-04-04,0.0,weekday,7.7,0.695,3.1,2.7,0.0,0,0.49,0.0,0.0,0.023,0.022,,0.343,0.162,0
2024-04-05,2.1,weekday,6.4,0.67,2.1,3.9,1.0,0,0.571,0.231,0.255,0.226,0.097,0.0,0.412,0.216,0
2024-04-06,0.8,holiday,6.5,0.075,3.2,5.2,0.0,0,0.654,0.468,0.566,0.44,0.465,0.091,0.516,0.524,0
2024-04-07,3.0,holiday,7.9,0.071,6.2,5.5,0.0,0,0.454,0.372,0.534,0.479,0.435,0.0,0.568,0.509,1
2024-04-08,0.0,weekday,5.4,0.703,3.4,2.0,0.0,0,0.404,0.0,0.028,0.022,0.041,0.013,0.532,0.255,0
2024-04-09,0.0,weekday,5.3,0.625,1.2,1.6,0.0,0,0.425,0.0,0.0,0.055,0.077,0.069,0.534,0.273,0
2024-04-10,0.0,weekday,4.7,0.573,0.4,3.8,1.0,0,0.383,0.171,0.248,0.14,0.147,,0.567,0.382,0
2024-04-11,3.4,weekday,5.3,0.647,0.6,2.7,0.0,0,0.353,0.0,0.066,0.044,0.119,0.09,0.499,0.272,0
2024-04-12,0.0,weekday,5.8,0.708,1.0,4.4,0.0,0,0.423,0.013,0.0,0.0,0.11,0.0,0.466,0.203,1
2024-04-13,0.0,holiday,3.7,0.123,5.6,3.3,0.0,0,,0.386,,0.442,0.509,,0.491,0.449,0
2024-04-14,3.4,holiday,5.3,0.135,0.8,5.4,0.0,0,0.764,0.515,0.551,0.495,0.369,0.019,0.569,0.487,0
2024-04-15,1.6,weekday,4.5,,0.6,5.4,0.0,0,0.366,0.0,0.01,0.026,0.01,0.0,0.554,0.305,0
2024-04-16,2.2,weekday,4.7,0.703,4.3,6.1,0.0,0,0.455,0.0,0.0,0.06,0.157,0.0,0.562,0.318,1
2024-04-17,1.8,weekday,5.9,0.55,2.8,5.7,,0,0.504,0.141,,0.0,0.1,0.0,0.521,0.322,1
2024-04-18,0.7,weekday,4.9,0.673,2.0,3.3,0.0,0,0.504,0.0,0.0,0.0,0.14,0.027,0.58,0.315,1
2024-04-19,0.0,weekday,4.7,0.681,3.3,1.8,0.0,0,0.401,0.0,0.0,0.0,0.088,0.015,0.546,0.259,0
2024-04-20,0.0,holiday,5.1,0.034,1.2,4.3,0.0,0,0.651,0.526,0.679,0.452,0.453,0.079,0.458,0.447,1
2024-04-21,0.0,holiday,3.8,0.104,3.4,2.5,0.0,0,0.536,0.272,0.591,0.405,0.517,0.054,0.57,0.548,0
2024-04-22,2.1,weekday,5.7,0.657,1.6,3.3,1.0,0,0.39,0.293,0.227,0.161,0.233,0.027,0.527,,0
2024-04-23,0.0,weekday,4.6,,7.2,4.9,1.0,0,0.404,0.207,0.24,0.26,,0.0,0.553,0.272,0
2024-04-24,0.0,weekday,5.6,0.753,,2.5,0.0,0,0.528,0.0,0.014,0.025,0.034,0.146,0.535,0.277,0
2024-04-25,0.0,weekday,5.9,0.602,3.9,6.6,,0,0.389,0.0,0.003,0.0,0.045,0.0,0.397,0.177,1
2024-04-26,1.5,weekday,3.6,0.711,6.0,4.1,0.0,0,0.374,0.0,0.0,0.0,0.161,0.032,0.534,0.303,0
2024-04-27,1.4,holiday,2.6,,2.3,3.6,0.0,0,0.698,0.457,0.548,0.378,0.47,0.133,0.588,,0
2024-04-28,0.0,holiday,5.0,0.153,,2.5,0.0,0,0.651,0.263,0.673,0.461,0.434,0.0,0.491,0.528,0
2024-04-29,2.3,weekday,4.0,0.659,2.7,4.4,0.0,0,0.412,0.0,0.0,0.036,0.032,0.0,0.547,0.245,0
2024-04-30,0.3,weekday,5.5,0.672,5.1,6.4,0.0,0,0.459,0.145,0.054,0.028,0.096,0.0,0.512,0.27,1
2024-05-01,0.0,holiday,4.8,0.136,1.2,5.8,,0,0.544,0.133,0.236,0.26,0.227,0.0,0.521,0.379,1
2024-05-02,0.0,holiday,5.1,0.137,3.5,2.2,0.0,0,0.613,,0.325,0.321,0.399,0.095,,0.472,0
2024-05-03,0.0,holiday,4.7,0.144,2.5,6.3,1.0,0,0.681,0.417,0.583,0.374,,0.0,0.517,0.417,0
2024-05-04,0.0,holiday,5.6,0.041,4.0,5.9,0.0,0,0.775,0.419,,0.494,0.512,0.161,0.437,0.431,1
2024-05-05,0.0,holiday,4.8,0.0,12.0,2.1,0.0,0,0.695,0.346,0.534,0.511,0.472,0.003,0.449,0.444,0
2024-05-06,0.0,holiday,2.5,0.1,2.7,3.9,0.0,0,0.509,0.02,0.18,0.239,0.243,,0.568,0.355,0
2024-05-07,1.1,holiday,4.1,,7.1,3.4,0.0,0,0.518,0.098,0.337,0.327,0.271,0.005,0.606,0.467,0
2024-05-08,0.0,holiday,3.6,0.122,1.4,3.6,0.0,0,0.625,0.151,0.28,0.311,0.291,0.05,0.497,0.395,0
2024-05-09,1.6,holiday,4.4,0.113,3.0,1.6,0.0,0,0.554,0.203,0.296,0.247,0.316,,0.636,0.472,0
2024-05-10,0.3,holiday,4.6,0.046,3.1,3.3,0.0,0,,0.138,0.359,0.234,0.238,0.079,0.552,0.433,0
2024-05-11,0.5,holiday,4.0,0.036,3.7,1.8,0.0,0,0.715,0.479,0.684,0.479,0.487,0.053,0.541,0.388,0
2024-05-12,1.2,holiday,4.4,0.153,2.3,5.1,0.0,0,0.587,0.326,0.454,0.515,0.458,0.139,,0.478,0
2024-05-13,0.0,holiday,4.1,0.08,3.9,3.7,1.0,0,0.396,0.43,0.589,0.557,0.403,0.105,0.519,0.318,1
2024-05-14,1.3,holiday,4.8,0.087,2.3,6.8,0.0,0,0.57,0.079,0.363,0.244,0.344,0.087,0.517,,1
2024-05-15,0.2,holiday,3.8,0.054,3.4,4.4,1.0,0,0.645,0.436,0.479,0.413,0.274,0.0,0.488,0.307,0
2024-05-16,0.0,holiday,5.4,0.075,1.4,5.7,0.0,0,,0.207,0.274,0.325,0.166,0.0,0.535,0.412,0
2024-05-17,1.9,holiday,5.2,0.112,2.0,4.4,0.0,0,0.492,0.18,0.296,0.388,0.316,0.144,0.547,0.4,0
2024-05-18,0.0,holiday,6.7,0.164,1.5,4.6,0.0,0,0.741,,0.563,0.437,0.442,0.224,0.431,0.345,0
2024-05-19,0.5,holiday,4.0,0.121,2.3,4.7,0.0,0,0.731,0.519,0.587,0.544,0.477,0.099,0.552,0.531,0
2024-05-20,0.0,holiday,4.9,0.067,1.8,2.0,0.0,0,,0.336,0.183,0.223,0.256,0.0,0.47,0.355,0
2024-05-21,1.4,holiday,3.5,0.075,2.6,4.7,0.0,0,0.398,0.164,,0.319,0.265,0.05,0.524,0.368,1
2024-05-22,0.5,holiday,4.3,0.078,4.9,6.0,1.0,0,0.55,0.449,0.519,0.508,0.379,0.0,0.475,0.436,0
2024-05-23,0.0,holiday,5.8,0.086,10.0,3.4,0.0,0,0.485,0.32,0.345,0.207,0.235,0.0,0.506,0.242,0
2024-05-24,1.4,holiday,3.1,0.125,4.6,7.6,0.0,0,0.527,0.268,0.31,0.162,0.153,0.017,0.536,0.426,0
2024-05-25,1.1,holiday,5.4,0.127,3.4,4.5,0.0,0,0.819,0.342,0.541,0.646,0.488,0.18,0.439,0.506,0
2024-05-26,0.0,holiday,4.1,0.104,1.4,4.6,0.0,0,0.525,0.371,0.544,0.495,0.53,0.123,0.477,,0
2024-05-27,0.0,holiday,3.7,0.098,6.6,4.5,0.0,0,0.584,0.208,0.232,0.231,0.221,0.0,0.523,0.434,0
2024-05-28,0.0,holiday,5.4,0.111,7.7,3.6,0.0,0,0.645,,0.331,0.269,0.273,0.0,0.444,0.32,0
2024-05-29,0.3,holiday,6.1,,5.3,3.4,0.0,0,0.351,0.124,0.191,0.29,,0.104,0.438,0.3,0
2024-05-30,0.0,holiday,5.6,0.097,5.5,3.7,0.0,0,0.573,0.156,0.334,0.161,0.309,0.0,0.539,0.35,0
2024-05-31,0.8,holiday,7.1,0.059,1.1,1.0,1.0,0,0.675,0.505,0.501,0.491,0.308,0.245,0.497,0.329,0
2024-06-01,0.0,holiday,5.1,0.111,3.5,4.6,0.0,0,0.681,0.527,0.519,0.472,0.43,0.118,0.529,0.408,1
2024-06-02,2.0,holiday,6.8,0.0,7.4,7.9,1.0,0,0.687,0.668,,0.646,0.513,0.0,0.489,0.468,1
2024-06-03,0.0,weekday,5.2,0.583,1.9,6.7,0.0,0,0.442,0.0,0.0,0.046,0.03,0.0,0.435,0.166,0
2024-06-04,1.1,weekday,6.3,,1.8,4.6,0.0,0,0.338,0.159,0.022,0.0,0.128,0.0,0.56,0.284,0
2024-06-05,0.9,weekday,5.3,0.726,2.1,2.2,0.0,0,0.332,0.027,0.0,0.008,0.052,0.001,0.479,0.237,0
2024-06-06,0.0,weekday,5.5,0.631,5.0,4.6,1.0,0,0.455,0.418,0.304,0.116,0.108,,,0.322,0
2024-06-07,0.0,weekday,4.6,0.627,2.6,4.3,0.0,0,0.369,,0.0,0.036,0.163,0.0,0.458,0.166,0
2024-06-08,0.0,holiday,7.8,0.079,20.7,4.7,0.0,0,0.599,0.329,0.641,0.492,0.43,0.0,0.459,0.361,1
2024-06-09,0.0,holiday,7.7,0.067,23.6,4.7,0.0,0,0.515,,0.532,0.439,0.427,0.0,0.475,0.447,1
2024-06-10,3.1,weekday,6.6,0.623,18.3,3.7,0.0,0,0.422,0.0,0.0,0.0,0.225,0.0,0.441,0.165,1
2024-06-11,0.0,weekday,5.0,0.55,23.3,2.5,0.0,1,0.491,0.0,0.027,0.004,0.163,0.0,0.481,0.167,1
2024-06-12,1.2,weekday,6.0,0.584,19.1,4.4,0.0,0,0.387,0.0,0.0,0.0,0.041,0.0,0.585,0.32,1
2024-06-13,0.0,weekday,5.7,0.597,20.7,5.0,1.0,0,0.369,0.235,0.251,0.257,0.142,0.0,0.508,0.278,1
2024-06-14,2.3,weekday,7.4,0.7,20.8,2.9,0.0,0,0.42,0.0,0.0,0.0,0.121,0.0,0.401,0.206,1
2024-06-15,0.0,holiday,7.8,0.153,18.6,4.0,0.0,0,0.754,0.4,0.568,0.536,0.481,0.049,0.388,0.28,1
2024-06-16,0.3,holiday,7.8,0.021,21.1,3.7,0.0,0,0.742,0.335,0.516,0.522,0.503,0.0,0.334,0.293,1
2024-06-17,0.0,weekday,5.2,0.602,23.6,2.1,0.0,0,,0.0,0.0,0.034,0.181,0.0,0.47,0.216,0
2024-06-18,2.9,weekday,4.9,0.674,22.7,4.5,0.0,0,,0.023,0.013,0.0,0.08,0.0,0.497,0.279,0
2024-06-19,2.3,weekday,7.6,0.62,18.8,4.0,1.0,0,0.382,0.196,0.264,0.181,0.16,0.0,0.396,0.197,1
2024-06-20,0.0,weekday,7.6,0.643,23.0,6.3,0.0,0,0.389,0.0,0.0,0.118,0.089,0.0,0.395,0.139,1
2024-06-21,0.0,weekday,8.5,0.597,21.3,2.5,0.0,0,0.477,0.0,0.023,0.015,0.086,0.0,0.264,0.028,1
2024-06-22,0.0,holiday,6.8,0.117,19.7,4.9,0.0,0,0.662,0.235,0.571,0.482,0.38,0.0,0.356,0.387,1
2024-06-23,1.5,holiday,8.0,0.094,19.5,3.1,0.0,0,0.543,0.25,0.533,0.45,0.463,0.095,0.336,0.368,0
2024-06-24,0.1,weekday,9.7,0.619,21.5,3.7,0.0,0,0.294,0.003,0.084,0.067,0.095,0.0,0.319,0.174,1
2024-06-25,1.0,weekday,7.8,0.618,21.8,4.1,0.0,0,0.584,0.0,0.0,0.036,0.068,0.0,0.436,0.288,1
2024-06-26,2.4,weekday,9.4,0.648,19.9,2.5,0.0,0,0.501,0.0,0.0,0.0,0.097,0.0,,0.126,0
2024-06-27,1.2,weekday,9.2,,23.8,3.8,0.0,0,0.457,0.0,0.0,0.08,0.099,0.0,0.38,,1
2024-06-28,1.4,weekday,10.1,0.607,27.5,6.9,0.0,0,0.451,,0.0,0.042,0.013,0.0,0.371,0.11,1
2024-06-29,0.8,holiday,8.7,0.047,23.0,2.4,,0,0.605,0.317,0.607,0.51,0.502,0.0,0.392,0.25,1
2024-06-30,0.0,holiday,8.2,0.019,27.2,5.5,0.0,0,,0.181,0.575,0.429,0.576,0.037,0.401,0.388,1
2024-07-01,0.3,weekday,7.8,0.589,22.2,3.8,0.0,0,0.432,0.0,0.0,0.0,0.125,0.0,0.422,0.118,1
2024-07-02,0.0,weekday,8.4,0.634,23.4,2.9,0.0,0,0.336,,0.04,0.069,0.085,0.0,0.302,0.216,1
2024-07-03,0.1,weekday,9.5,0.585,19.6,5.4,0.0,0,0.266,0.0,0.002,0.0,0.121,0.0,0.323,0.104,1
2024-07-04,0.0,weekday,9.2,0.621,22.7,6.0,0.0,1,0.366,0.0,0.016,0.048,0.093,0.0,0.471,0.136,1
2024-07-05,1.1,weekday,9.5,0.664,20.9,3.7,0.0,0,0.415,0.0,,0.0,0.067,0.0,0.388,0.128,1
2024-07-06,3.5,holiday,10.7,0.122,18.9,4.5,1.0,0,0.478,0.661,0.799,,0.448,0.0,0.395,0.31,1
2024-07-07,1.0,holiday,10.1,0.072,21.2,2.4,1.0,0,0.648,0.57,0.842,0.726,0.41,0.123,0.322,0.352,0
2024-07-08,3.4,weekday,12.9,0.649,19.7,4.5,0.0,0,0.48,0.0,0.001,0.103,0.053,0.0,0.264,0.102,1
2024-07-09,0.3,weekday,9.8,0.632,29.4,5.0,0.0,0,0.408,0.0,0.028,0.03,0.117,0.0,0.293,0.144,1
2024-07-10,0.0,,10.3,0.67,20.0,4.8,0.0,0,0.357,0.036,0.029,,0.179,0.0,,0.142,1
2024-07-11,0.0,weekday,10.2,0.621,22.6,2.8,0.0,0,0.516,0.0,0.012,0.016,0.078,0.0,0.326,0.188,1
2024-07-12,0.0,weekday,11.2,0.596,20.0,4.7,0.0,0,0.457,0.0,0.0,0.019,0.07,0.0,0.32,0.156,0
2024-07-13,0.9,holiday,12.2,0.136,24.1,5.7,0.0,0,0.713,0.427,0.585,0.549,0.397,0.0,0.343,0.247,1
2024-07-14,1.8,holiday,12.0,0.092,18.5,3.4,0.0,0,0.612,0.243,0.563,0.496,0.412,0.055,0.282,0.356,0
2024-07-15,3.5,weekday,11.8,0.608,19.3,6.7,0.0,0,0.441,0.104,0.056,0.14,0.05,0.0,0.326,0.238,1
2024-07-16,0.0,weekday,13.2,0.621,23.9,2.3,0.0,0,0.62,0.0,0.097,0.013,0.015,0.0,0.298,0.11,1
2024-07-17,0.3,weekday,11.2,0.678,25.4,2.2,0.0,0,0.427,0.0,0.0,0.0,0.083,0.0,,0.095,1
2024-07-18,0.0,weekday,12.6,0.599,20.3,4.5,0.0,0,0.412,0.0,0.0,0.018,0.02,0.0,0.308,0.195,0
2024-07-19,0.0,weekday,14.0,0.647,21.2,4.0,0.0,0,0.538,0.0,,0.027,0.036,0.0,0.26,0.079,1
2024-07-20,0.0,holiday,12.7,0.033,22.0,3.8,0.0,0,0.579,0.331,0.566,0.556,0.465,0.085,,0.36,1
2024-07-21,0.0,holiday,13.9,0.103,4.1,3.0,0.0,0,0.597,0.546,0.582,0.548,0.428,0.164,0.253,0.376,0
2024-07-22,0.0,weekday,11.5,,2.3,5.9,0.0,0,0.381,0.0,0.0,0.002,,0.078,0.415,0.202,0
2024-07-23,0.0,weekday,13.9,0.605,1.4,5.3,0.0,0,0.636,0.0,0.0,0.0,0.029,,0.318,0.105,1
2024-07-24,0.1,weekday,14.2,0.602,4.5,3.6,0.0,0,0.451,0.005,0.0,,0.063,0.0,0.247,0.076,0
2024-07-25,0.2,weekday,14.5,0.56,2.0,3.2,0.0,0,0.436,,0.0,0.048,0.027,0.0,0.384,0.13,0
2024-07-26,0.0,weekday,13.4,0.747,3.7,5.8,0.0,0,0.507,0.016,0.003,0.133,0.113,0.0,0.233,0.059,1
2024-07-27,3.7,holiday,14.0,0.024,2.4,4.7,0.0,0,0.607,0.461,0.668,0.563,0.456,0.154,0.369,0.441,0
2024-07-28,0.0,holiday,14.9,0.031,7.2,4.5,0.0,0,0.66,0.423,0.553,0.552,0.478,0.0,0.258,0.294,0
2024-07-29,2.8,weekday,14.9,0.685,5.4,2.0,0.0,0,0.428,0.0,0.0,0.008,0.069,0.0,0.236,0.0,0
2024-07-30,0.0,weekday,14.7,0.642,3.9,4.5,0.0,0,0.44,0.019,0.0,0.104,0.005,0.0,0.265,0.217,0
2024-07-31,2.5,weekday,15.7,0.668,1.9,4.8,0.0,0,0.395,0.13,0.041,0.072,0.023,0.026,0.332,0.116,0
2024-08-01,1.4,holiday,15.7,0.016,11.4,7.3,0.0,0,0.374,0.268,0.352,0.318,0.221,0.0,0.265,0.261,1
2024-08-02,0.0,holiday,15.0,0.038,11.7,6.7,1.0,0,,0.508,0.544,0.517,0.228,0.0,0.168,0.136,1
2024-08-03,0.0,holiday,15.6,0.0,12.9,8.5,0.0,0,0.582,0.421,0.577,0.58,0.354,0.0,0.231,0.29,1
2024-08-04,1.7,holiday,15.7,0.105,15.7,6.1,0.0,0,0.719,0.507,0.65,0.433,0.383,0.09,0.197,0.302,1
2024-08-05,3.7,holiday,16.6,0.142,,6.2,0.0,0,0.537,0.232,0.254,0.275,0.299,0.0,0.281,0.202,1
2024-08-06,0.0,holiday,17.6,0.091,16.7,8.9,0.0,0,0.494,0.259,0.273,0.29,0.263,0.0,0.157,0.178,1
2024-08-07,0.0,holiday,16.5,0.018,,7.7,0.0,0,0.565,0.19,0.258,0.379,0.167,0.156,0.268,0.214,1
2024-08-08,0.6,holiday,16.4,0.132,12.2,8.6,0.0,0,0.485,0.104,0.248,0.311,0.178,0.0,0.22,0.229,1
2024-08-09,0.4,holiday,15.4,0.104,15.9,10.2,0.0,0,0.498,0.293,,0.332,0.291,0.0,0.201,0.111,1
2024-08-10,0.0,holiday,16.5,0.107,,8.3,1.0,0,0.657,0.565,,0.739,0.349,0.133,0.199,0.272,0
2024-08-11,0.2,holiday,16.8,0.143,11.6,6.0,0.0,0,,0.393,0.595,0.623,0.358,0.054,0.154,0.277,0
2024-08-12,0.5,holiday,17.9,0.085,12.3,8.7,0.0,0,0.577,0.142,0.406,0.382,0.185,0.056,0.242,0.231,1
2024-08-13,0.0,holiday,18.0,0.177,14.4,6.8,0.0,0,0.595,0.184,0.286,0.327,0.208,0.035,0.131,0.095,1
2024-08-14,0.0,,18.5,0.07,15.8,5.2,,0,0.666,0.198,0.305,0.291,0.177,0.094,0.184,0.248,1
2024-08-15,2.3,holiday,18.5,0.093,15.9,8.1,0.0,0,0.709,0.251,0.308,0.391,0.154,0.0,0.13,0.08,1
2024-08-16,0.0,holiday,19.2,0.028,14.5,8.7,0.0,0,0.577,0.207,0.345,0.347,0.112,0.006,0.084,0.101,1
2024-08-17,0.0,holiday,18.5,,15.5,6.4,,0,0.574,0.433,0.515,0.586,0.425,0.062,0.126,0.236,1
2024-08-18,0.0,holiday,19.0,0.071,11.4,8.3,0.0,0,0.683,0.469,0.576,0.56,,0.143,0.138,0.263,1
2024-08-19,2.9,holiday,19.7,0.116,16.3,8.8,0.0,0,0.481,0.231,0.28,0.367,0.17,0.146,0.078,,1
2024-08-20,0.0,holiday,19.1,0.029,14.0,8.6,0.0,1,0.519,0.195,0.245,0.424,0.196,0.0,0.114,0.151,1
2024-08-21,0.0,holiday,18.2,0.077,10.9,6.2,0.0,0,0.614,0.246,0.362,0.317,0.166,0.0,0.245,0.163,1
2024-08-22,1.4,holiday,19.6,0.018,17.2,4.1,0.0,0,0.51,0.228,0.379,0.384,0.248,0.078,0.019,0.078,0
2024-08-23,0.0,holiday,20.4,0.073,18.0,8.2,0.0,0,0.589,0.381,0.364,0.283,0.115,0.0,0.057,0.073,1
2024-08-24,0.0,holiday,20.2,0.247,11.8,6.6,0.0,0,0.62,0.391,0.598,0.567,0.358,0.342,0.08,0.167,1
2024-08-25,0.0,holiday,20.7,0.13,16.3,8.7,1.0,0,0.735,0.737,0.779,0.78,0.337,0.097,,0.201,1
2024-08-26,1.7,holiday,21.8,0.078,13.4,9.7,1.0,0,0.539,0.53,0.52,0.554,0.21,0.096,0.065,,1
2024-08-27,0.0,holiday,21.5,0.093,19.3,7.7,0.0,0,0.493,0.308,0.36,0.358,,0.095,0.153,0.141,1
2024-08-28,0.0,holiday,22.2,0.144,13.7,8.6,0.0,0,0.552,0.41,0.375,0.387,0.292,0.112,0.04,0.041,1
2024-08-29,0.0,holiday,21.0,0.115,15.2,9.9,1.0,0,0.588,0.53,0.576,0.431,0.182,0.0,0.085,0.069,1
2024-08-30,0.0,holiday,23.3,0.057,15.9,8.2,0.0,0,0.506,,0.144,,0.116,0.055,0.058,0.135,1
2024-08-31,0.0,holiday,21.9,0.018,13.6,7.3,0.0,0,0.566,0.445,0.635,0.742,0.328,0.206,0.05,0.167,1
2024-09-01,0.0,holiday,22.4,0.0,18.8,6.4,0.0,0,0.771,0.397,0.567,0.568,0.329,0.248,0.009,0.24,1
2024-09-02,0.3,weekday,21.7,0.565,20.2,7.7,0.0,0,0.428,0.151,0.0,0.131,0.011,0.0,0.125,0.0,1
2024-09-03,0.4,weekday,22.5,0.475,13.2,8.8,1.0,0,0.435,0.224,0.241,0.36,0.0,0.0,0.074,0.037,1
2024-09-04,0.0,weekday,21.4,0.702,13.7,6.2,0.0,0,0.385,0.043,0.097,0.014,0.033,0.062,0.112,,0
2024-09-05,1.3,weekday,21.8,0.712,13.5,8.5,0.0,0,0.423,0.148,0.016,0.09,0.073,0.0,0.138,0.083,1
2024-09-06,0.0,weekday,23.2,0.692,13.6,5.6,0.0,0,0.423,0.094,,0.057,0.0,0.142,0.06,0.0,0
2024-09-07,0.0,holiday,22.8,0.161,12.1,8.6,0.0,0,0.718,0.629,0.506,0.549,0.358,0.21,,0.195,1
2024-09-08,3.3,holiday,23.5,0.11,13.1,5.8,0.0,0,0.679,0.426,0.551,0.557,0.36,0.245,0.0,0.137,1
2024-09-09,0.8,weekday,23.4,0.677,11.6,8.5,1.0,0,0.444,0.245,0.28,0.269,0.03,0.041,0.004,0.076,1
2024-09-10,1.7,weekday,23.1,0.633,11.3,6.9,0.0,0,0.403,0.037,0.0,0.084,0.02,0.111,0.0,0.0,1
2024-09-11,0.0,weekday,24.7,0.687,12.4,7.3,0.0,0,0.37,0.065,0.0,0.073,0.0,0.022,0.015,0.022,1
2024-09-12,1.0,weekday,22.8,0.638,16.9,6.9,0.0,0,0.342,0.0,0.012,0.117,0.0,,0.006,,1
2024-09-13,0.0,weekday,24.5,0.553,12.2,5.5,0.0,0,0.342,0.147,0.072,0.089,0.0,0.136,0.0,0.0,0
2024-09-14,0.0,holiday,25.2,0.115,12.4,7.6,0.0,0,0.617,0.395,0.501,0.57,0.326,0.261,0.0,0.173,1
2024-09-15,0.0,holiday,25.5,0.006,11.1,6.5,0.0,0,0.68,0.538,0.605,0.6,0.388,0.257,0.0,0.169,1
2024-09-16,0.0,weekday,23.9,0.641,13.8,9.1,0.0,0,0.469,0.235,0.029,0.089,0.024,0.035,,0.0,1
2024-09-17,1.9,weekday,23.9,0.662,14.3,9.1,0.0,0,0.489,0.003,0.043,0.152,0.0,0.0,0.0,0.081,1
2024-09-18,0.3,weekday,23.8,0.627,13.6,8.1,0.0,0,0.376,,0.0,0.09,0.0,0.038,0.0,0.0,1
2024-09-19,0.0,weekday,25.2,0.714,22.2,7.7,0.0,1,0.479,0.094,0.0,0.214,0.057,0.099,0.0,0.0,1
2024-09-20,0.0,weekday,25.6,0.596,,9.2,0.0,0,0.294,0.051,0.025,0.038,0.042,0.051,0.061,0.0,1
2024-09-21,2.2,holiday,24.5,0.043,16.0,5.5,0.0,0,0.533,0.333,,0.548,0.445,0.318,0.0,0.241,1
2024-09-22,5.2,holiday,24.4,0.057,,6.0,0.0,0,0.626,0.517,0.578,0.623,0.304,,0.058,0.287,1
2024-09-23,1.2,weekday,25.6,0.676,16.7,8.0,0.0,0,0.447,0.198,0.006,0.213,0.003,0.124,0.0,0.0,1
2024-09-24,2.0,weekday,26.2,0.652,12.4,8.1,,0,0.375,0.15,0.042,0.107,0.0,0.092,0.011,0.0,1
2024-09-25,2.6,weekday,25.7,0.689,12.8,8.1,1.0,0,0.491,0.36,0.295,0.254,0.0,0.187,0.0,0.0,1
2024-09-26,2.1,weekday,26.9,0.619,17.0,10.9,0.0,0,0.468,0.099,0.0,0.075,0.0,0.022,0.032,0.0,1
2024-09-27,0.0,weekday,25.7,0.731,16.7,8.1,0.0,0,0.577,0.0,0.011,0.106,0.0,0.054,0.0,0.0,1
2024-09-28,0.0,holiday,24.8,0.048,15.9,6.1,,0,0.602,0.429,0.559,0.617,0.387,0.334,0.0,0.188,1
2024-09-29,3.3,holiday,26.1,0.035,16.7,8.5,0.0,0,0.725,0.43,0.598,0.633,0.381,0.254,0.0,0.167,1
2024-09-30,2.9,weekday,26.7,0.672,11.8,6.2,0.0,0,0.488,0.11,0.01,,0.002,0.184,0.0,0.005,1
2024-10-01,0.0,weekday,26.3,0.628,6.3,4.5,0.0,0,0.464,0.211,0.032,,0.056,0.303,0.0,0.017,0
2024-10-02,2.0,weekday,26.4,0.666,4.6,3.4,0.0,0,0.405,0.028,0.036,0.123,0.069,0.218,0.018,0.038,0
2024-10-03,0.0,weekday,26.7,0.734,2.4,5.4,0.0,0,0.437,0.152,0.008,0.113,0.012,0.265,0.098,0.084,1
2024-10-04,0.0,weekday,26.2,0.654,1.5,4.8,0.0,0,0.411,0.106,0.019,0.069,0.0,0.159,0.0,0.0,1
2024-10-05,2.8,holiday,27.9,0.103,1.0,3.8,0.0,0,0.728,0.612,0.539,0.603,0.246,0.368,0.073,0.251,0
2024-10-06,2.5,holiday,27.1,0.125,0.2,5.9,0.0,0,0.546,0.549,0.568,0.574,,0.438,0.033,0.167,1
2024-10-07,0.0,weekday,25.4,0.671,1.9,3.9,0.0,0,0.471,0.214,0.0,,0.0,0.222,0.081,0.092,0
2024-10-08,0.0,weekday,27.9,0.628,2.9,1.6,0.0,0,0.48,0.202,0.062,0.104,0.097,0.446,0.0,0.0,0
2024-10-09,2.1,weekday,26.4,0.686,4.0,4.5,0.0,0,0.411,0.142,0.032,,0.109,0.281,0.014,0.0,0
2024-10-10,0.0,weekday,26.9,0.682,1.1,3.3,0.0,0,0.444,0.121,0.059,0.095,0.0,0.291,0.0,0.032,0
2024-10-11,0.0,weekday,28.1,0.661,1.8,3.7,,0,0.443,,0.139,0.0,0.02,0.162,0.0,0.0,0
