date,ferry_cancel_count,holiday,rainfall_mm,tourist_inflow_count,temperature_c,wind_speed_mps,snowfall_cm,event_local_flag,typhoon_alert_flag,y
2024-08-04,0.318,holiday,12.7,0.45,14.7,8.9,2.6,0.0,0,1
2024-08-05,0.351,holiday,16.6,,12.8,8.3,0.0,1.0,0,1
2024-08-06,0.435,holiday,15.5,0.141,15.9,10.9,1.7,0.0,0,1
2024-08-07,0.357,holiday,12.1,0.269,14.5,9.7,0.0,0.0,0,1
2024-08-08,0.334,holiday,15.6,0.064,14.6,8.4,3.0,0.0,0,1
2024-08-09,,holiday,12.4,0.582,15.5,8.8,0.8,1.0,0,1
2024-08-10,0.254,holiday,12.8,0.401,16.1,7.9,0.0,0.0,0,1
2024-08-11,,holiday,17.1,0.289,16.3,9.4,0.0,0.0,0,1
2024-08-12,0.232,holiday,13.9,0.496,14.5,8.2,0.0,1.0,0,0
2024-08-13,0.381,holiday,14.9,0.252,15.8,10.8,0.0,0.0,0,1
2024-08-14,0.352,holiday,15.0,0.137,15.6,10.8,0.0,,0,1
2024-08-15,0.673,holiday,13.0,0.116,16.6,9.4,1.8,0.0,1,1
2024-08-16,0.313,holiday,12.4,0.312,16.2,7.9,0.0,0.0,0,1
2024-08-17,0.29,holiday,14.6,0.403,17.8,8.0,0.0,0.0,0,1
2024-08-18,0.345,holiday,19.3,0.421,16.6,9.6,0.1,0.0,0,1
2024-08-19,0.31,holiday,13.5,0.224,16.5,9.1,0.0,0.0,0,1
2024-08-20,0.352,holiday,14.0,0.327,15.9,9.7,0.0,0.0,0,1
2024-08-21,0.275,holiday,13.5,0.199,17.8,9.1,0.0,0.0,0,1
2024-08-22,0.363,holiday,11.8,0.211,16.3,9.3,0.0,0.0,0,0
2024-08-23,0.322,holiday,11.9,0.375,16.8,10.1,0.0,0.0,0,1
2024-08-24,0.412,holiday,15.3,0.449,17.7,10.3,0.0,0.0,0,1
2024-08-25,0.319,holiday,12.5,0.52,18.7,9.1,2.4,0.0,0,1
2024-08-26,0.345,holiday,14.9,0.143,19.4,9.7,0.0,0.0,0,1
2024-08-27,0.313,holiday,13.2,0.215,17.4,7.7,1.5,0.0,0,1
2024-08-28,0.374,holiday,14.0,0.312,19.7,9.7,0.0,0.0,0,1
2024-08-29,0.265,holiday,13.6,0.369,18.5,7.5,1.9,0.0,0,0
2024-08-30,0.264,holiday,23.8,0.16,19.3,8.5,0.2,0.0,0,1
2024-08-31,0.247,holiday,14.3,0.509,20.0,7.7,0.5,0.0,0,1
2024-09-01,0.26,holiday,12.6,0.375,20.5,8.7,0.0,0.0,0,1
2024-09-02,0.36,weekday,23.4,0.284,19.7,8.4,0.0,1.0,0,1
2024-09-03,0.302,weekday,13.0,0.0,18.8,6.6,0.0,0.0,0,1
2024-09-04,0.301,weekday,12.0,0.052,20.5,9.0,0.0,0.0,0,0
2024-09-05,0.374,weekday,13.0,0.037,20.3,8.7,1.0,0.0,0,1
2024-09-06,0.272,weekday,13.1,0.153,19.5,8.8,0.0,0.0,0,1
2024-09-07,0.76,holiday,15.4,0.401,20.5,9.0,0.0,0.0,1,1
2024-09-08,0.342,holiday,11.4,0.613,20.5,8.5,0.9,0.0,0,1
2024-09-09,0.222,weekday,12.5,0.247,21.3,7.2,0.0,1.0,0,1
2024-09-10,0.307,weekday,18.0,0.048,19.7,10.0,1.4,0.0,0,1
2024-09-11,0.355,weekday,13.4,0.085,21.5,9.3,0.3,0.0,0,1
2024-09-12,0.283,weekday,14.9,0.032,22.2,8.2,0.0,0.0,0,1
2024-09-13,0.306,weekday,13.0,0.0,23.0,7.6,1.7,0.0,0,1
2024-09-14,0.31,holiday,14.6,0.415,21.9,9.3,1.6,0.0,0,1
2024-09-15,0.238,holiday,12.4,0.468,21.5,8.3,1.2,0.0,0,1
2024-09-16,0.375,weekday,,0.035,21.3,9.5,1.2,0.0,0,1
2024-09-17,0.329,weekday,,0.14,21.9,7.4,1.6,0.0,0,1
2024-09-18,0.362,weekday,17.4,0.066,23.2,10.7,0.0,0.0,0,1
2024-09-19,0.324,weekday,15.0,0.185,21.5,8.4,0.0,0.0,0,1
2024-09-20,0.67,weekday,12.2,0.188,22.8,7.1,0.0,,1,1
2024-09-21,0.327,holiday,12.5,0.466,22.9,9.6,0.0,0.0,0,1
2024-09-22,0.339,holiday,11.7,0.523,22.0,10.6,0.0,0.0,0,1
2024-09-23,0.402,weekday,12.6,0.04,22.8,9.1,0.0,0.0,0,1
2024-09-24,0.333,weekday,18.4,0.078,23.3,8.4,0.0,0.0,0,1
2024-09-25,0.35,weekday,13.0,0.038,23.5,8.9,2.3,0.0,0,1
2024-09-26,0.295,weekday,12.6,,23.2,9.1,2.9,0.0,0,1
2024-09-27,0.369,weekday,12.8,,22.2,10.0,0.0,0.0,0,1
2024-09-28,0.255,holiday,13.8,0.425,23.5,8.0,0.2,,0,1
2024-09-29,0.435,holiday,14.5,0.423,24.0,11.2,0.3,0.0,0,1
2024-09-30,0.291,weekday,17.4,0.113,25.6,7.8,0.0,0.0,0,1
2024-10-01,0.124,weekday,5.0,0.138,24.1,4.6,0.0,0.0,0,0
2024-10-02,0.01,weekday,2.3,0.142,24.7,2.7,1.6,0.0,0,0
2024-10-03,0.131,weekday,4.0,0.457,24.7,4.6,0.1,1.0,0,0
2024-10-04,0.142,weekday,0.5,0.042,25.5,3.4,1.3,0.0,0,0
2024-10-05,,holiday,8.0,0.495,24.8,5.2,1.2,0.0,0,0
2024-10-06,0.082,holiday,2.7,0.547,24.9,3.7,0.0,0.0,0,0
2024-10-07,0.222,weekday,1.8,0.106,25.8,6.3,0.0,0.0,0,1
2024-10-08,0.144,weekday,0.8,0.198,26.2,5.0,1.0,0.0,0,0
2024-10-09,0.127,weekday,2.3,0.132,25.6,4.3,0.5,0.0,0,0
2024-10-10,0.146,weekday,2.4,0.153,26.7,4.9,0.0,0.0,0,0
2024-10-11,0.205,weekday,1.9,0.503,25.9,5.1,0.0,1.0,0,0
2024-10-12,0.245,holiday,2.0,0.467,25.3,6.6,0.5,0.0,0,0
2024-10-13,0.179,holiday,4.3,0.585,24.7,4.8,0.0,0.0,0,0
2024-10-14,0.171,weekday,1.4,0.101,25.6,3.6,0.4,0.0,0,0
2024-10-15,0.171,weekday,2.0,0.174,27.1,5.0,0.8,0.0,0,0
2024-10-16,0.197,weekday,2.3,0.128,27.7,4.6,0.4,0.0,0,0
2024-10-17,0.28,weekday,5.5,0.407,27.4,7.8,0.0,1.0,0,1
2024-10-18,0.186,weekday,5.8,0.138,27.5,6.5,0.0,0.0,0,0
2024-10-19,0.256,holiday,1.1,0.524,26.3,8.1,0.1,0.0,0,0
2024-10-20,0.138,holiday,,0.335,27.0,5.3,1.5,0.0,0,0
2024-10-21,0.208,weekday,6.6,0.276,26.5,6.2,1.9,0.0,0,0
2024-10-22,0.231,weekday,5.5,0.0,27.4,6.5,1.8,0.0,0,0
2024-10-23,0.093,weekday,8.1,0.063,27.7,3.3,0.9,0.0,0,0
2024-10-24,0.18,weekday,3.4,0.104,26.2,4.9,0.0,0.0,0,0
2024-10-25,0.132,weekday,2.7,0.099,27.3,4.5,0.0,0.0,0,0
2024-10-26,0.195,holiday,5.8,0.736,27.6,5.0,0.0,0.0,0,0
2024-10-27,0.176,holiday,3.8,0.475,28.3,6.5,0.0,0.0,0,0
2024-10-28,0.142,weekday,3.3,0.191,26.8,5.0,0.0,0.0,0,0
2024-10-29,0.133,weekday,4.1,0.215,28.2,5.2,3.0,0.0,0,0
2024-10-30,0.118,weekday,4.0,0.234,28.2,2.7,0.1,0.0,0,0
2024-10-31,0.15,weekday,1.8,0.438,28.5,3.7,0.0,1.0,0,0
2024-11-01,0.144,weekday,4.5,0.135,28.2,4.3,0.0,0.0,0,0
2024-11-02,0.192,holiday,6.9,0.771,28.5,4.9,0.0,1.0,0,0
2024-11-03,0.251,holiday,3.7,0.448,28.9,6.8,2.8,0.0,0,0
2024-11-04,0.201,weekday,0.2,0.21,27.9,8.0,0.0,0.0,0,1
2024-11-05,0.127,weekday,2.7,0.032,28.6,2.9,0.2,0.0,0,0
2024-11-06,0.211,weekday,,0.237,29.1,6.3,0.0,0.0,0,0
2024-11-07,0.284,weekday,4.4,0.187,27.9,6.8,0.0,0.0,0,0
2024-11-08,,weekday,3.1,0.187,27.7,7.6,0.0,0.0,0,1
2024-11-09,0.163,holiday,0.1,0.477,27.7,6.0,0.0,0.0,0,0
2024-11-10,,holiday,5.2,0.806,29.0,6.6,0.0,1.0,0,0
2024-11-11,0.14,weekday,1.8,0.073,28.5,5.4,0.0,0.0,0,1
2024-11-12,0.137,weekday,,0.081,29.0,5.2,2.0,0.0,0,0
2024-11-13,0.12,weekday,2.7,0.223,29.2,2.8,1.8,0.0,0,0
2024-11-14,0.165,weekday,1.4,0.128,28.6,4.9,0.0,0.0,0,0
2024-11-15,0.173,weekday,6.8,0.009,29.0,5.8,0.0,0.0,0,1
2024-11-16,0.492,holiday,4.3,0.83,27.7,5.0,0.5,1.0,1,1
2024-11-17,0.266,holiday,5.2,0.504,29.5,6.7,1.2,0.0,0,1
2024-11-18,0.219,weekday,,0.245,30.1,5.2,0.0,0.0,0,1
2024-11-19,0.176,weekday,5.4,0.202,29.3,5.1,2.6,,0,1
2024-11-20,0.149,weekday,2.5,0.141,30.0,4.9,1.7,0.0,0,1
2024-11-21,,weekday,2.7,,28.7,5.5,2.2,1.0,0,1
2024-11-22,0.151,weekday,6.8,0.194,29.7,5.3,2.2,0.0,0,0
2024-11-23,0.159,holiday,3.9,0.548,29.5,4.6,0.0,0.0,0,1
2024-11-24,0.291,holiday,1.4,0.559,28.6,6.6,0.0,0.0,0,0
2024-11-25,0.251,weekday,3.9,,29.2,6.2,0.2,0.0,0,0
2024-11-26,0.251,weekday,2.6,0.09,30.3,7.6,1.2,0.0,0,1
2024-11-27,0.151,weekday,3.8,0.183,29.2,3.9,0.0,0.0,0,0
2024-11-28,0.278,weekday,1.4,0.297,30.5,6.8,0.0,0.0,0,0
2024-11-29,0.271,weekday,4.4,0.233,27.7,5.5,0.0,0.0,0,1
2024-11-30,0.083,holiday,3.7,0.436,30.0,3.0,0.0,,0,0
2024-12-01,0.199,holiday,6.7,0.645,29.1,5.7,0.0,0.0,0,0
2024-12-02,0.193,holiday,5.5,0.279,28.0,5.4,3.3,0.0,0,0
2024-12-03,0.132,holiday,4.4,0.311,28.3,3.8,4.9,0.0,0,0
2024-12-04,0.135,holiday,4.4,0.571,28.3,4.1,1.2,1.0,0,0
2024-12-05,0.171,holiday,2.0,0.403,29.3,5.5,0.1,0.0,0,0
2024-12-06,0.256,holiday,7.6,0.348,28.0,7.2,2.3,0.0,0,1
2024-12-07,0.148,holiday,3.8,0.606,29.4,3.7,3.1,0.0,0,0
2024-12-08,0.231,holiday,5.7,0.551,29.5,6.9,1.4,1.0,0,0
2024-12-09,0.11,holiday,1.5,0.539,30.4,3.5,0.0,1.0,0,0
2024-12-10,0.263,holiday,2.2,0.224,28.8,7.5,0.0,0.0,0,1
2024-12-11,0.222,holiday,5.5,0.184,28.6,6.8,0.2,0.0,0,1
2024-12-12,0.199,holiday,2.9,0.505,29.2,4.6,0.0,0.0,0,0
2024-12-13,0.232,holiday,1.2,0.345,30.1,7.2,0.0,0.0,0,0
2024-12-14,0.203,holiday,3.0,0.503,26.9,5.0,2.4,0.0,0,0
2024-12-15,0.198,holiday,7.6,0.726,27.3,4.9,1.5,1.0,0,0
2024-12-16,0.187,holiday,1.2,0.319,29.1,6.2,0.4,0.0,0,0
2024-12-17,0.132,holiday,1.1,0.495,28.2,4.0,1.7,0.0,0,0
2024-12-18,0.173,holiday,1.8,0.454,28.0,4.4,0.0,0.0,0,0
2024-12-19,0.106,holiday,1.2,0.276,28.2,2.3,4.6,0.0,0,0
2024-12-20,0.22,holiday,4.5,0.244,28.6,7.2,0.0,0.0,0,1
2024-12-21,0.168,holiday,2.9,0.429,27.3,5.3,2.8,0.0,0,0
2024-12-22,,holiday,4.7,0.45,27.5,4.6,1.3,0.0,0,0
2024-12-23,0.204,holiday,5.0,0.467,28.5,5.5,0.3,0.0,0,0
2024-12-24,0.167,holiday,1.2,0.427,27.2,5.2,0.7,0.0,0,0
2024-12-25,0.231,holiday,8.2,0.26,27.3,6.4,3.1,0.0,0,0
2024-12-26,0.172,holiday,3.9,0.185,28.2,5.5,0.0,0.0,0,0
2024-12-27,0.158,holiday,3.1,0.333,27.2,4.9,0.0,0.0,0,0
2024-12-28,0.124,holiday,4.3,0.527,26.8,5.5,3.4,0.0,0,0
2024-12-29,0.192,holiday,0.7,,28.0,5.2,1.2,0.0,0,0
2024-12-30,0.134,holiday,,0.226,26.4,2.9,4.4,0.0,0,0
2024-12-31,0.225,holiday,7.6,0.56,27.2,7.9,3.0,1.0,0,1
2025-01-01,0.232,holiday,3.5,0.363,27.8,7.2,2.7,0.0,0,0
2025-01-02,0.143,holiday,4.8,0.325,25.0,3.3,1.9,0.0,0,0
2025-01-03,0.157,holiday,3.7,0.296,27.1,5.2,4.1,0.0,0,0
2025-01-04,0.169,holiday,6.0,0.509,26.7,4.8,2.3,0.0,0,0
2025-01-05,0.087,holiday,0.7,0.588,26.5,3.6,1.7,0.0,0,0
2025-01-06,0.066,holiday,,0.29,26.4,2.0,0.0,0.0,0,0
2025-01-07,0.153,holiday,4.2,0.392,26.6,5.4,5.6,0.0,0,0
2025-01-08,0.028,holiday,2.3,0.264,25.2,1.9,2.6,0.0,0,0
2025-01-09,0.266,holiday,5.6,0.36,27.1,6.5,3.5,0.0,0,0
2025-01-10,0.185,holiday,5.6,0.555,25.9,6.7,5.8,1.0,0,1
2025-01-11,0.19,holiday,2.5,0.428,27.2,6.5,0.0,0.0,0,0
2025-01-12,0.196,holiday,3.2,0.617,25.9,4.6,0.3,0.0,0,0
2025-01-13,0.145,holiday,5.1,0.308,25.8,4.9,3.6,0.0,0,0
2025-01-14,0.242,holiday,1.5,0.323,24.7,6.6,2.2,0.0,0,0
2025-01-15,0.176,holiday,2.5,0.353,25.5,5.5,0.0,0.0,0,1
2025-01-16,,holiday,3.3,0.22,23.6,7.5,1.4,0.0,0,1
2025-01-17,0.167,holiday,4.4,0.286,25.1,5.6,3.2,0.0,0,0
2025-01-18,0.194,holiday,0.7,0.549,24.6,6.2,2.9,0.0,0,1
2025-01-19,0.219,holiday,4.6,0.406,24.0,5.6,1.9,0.0,0,1
2025-01-20,0.232,holiday,8.7,0.552,24.1,5.5,3.4,1.0,0,1
2025-01-21,0.158,holiday,5.1,0.247,23.5,4.9,1.3,0.0,0,0
2025-01-22,0.196,holiday,5.9,0.278,22.8,5.2,3.1,0.0,0,0
2025-01-23,0.151,holiday,1.1,0.315,24.3,4.1,1.1,0.0,0,0
2025-01-24,0.186,holiday,1.5,0.273,23.7,6.2,3.6,0.0,0,1
2025-01-25,0.127,holiday,4.7,0.599,23.7,3.2,2.9,0.0,0,0
2025-01-26,0.193,holiday,5.8,,22.8,5.8,2.0,0.0,0,0
2025-01-27,0.165,holiday,4.0,0.333,22.4,4.8,4.2,0.0,0,0
2025-01-28,0.076,holiday,0.3,0.418,23.7,2.8,0.8,0.0,0,0
2025-01-29,0.213,holiday,4.8,0.24,23.5,6.1,0.0,0.0,0,0
2025-01-30,0.19,holiday,3.2,0.33,23.0,5.7,3.7,0.0,0,0
2025-01-31,0.091,holiday,2.1,0.384,23.4,3.3,2.8,0.0,0,0
2025-02-01,0.147,holiday,,0.442,21.9,4.1,3.4,0.0,0,0
2025-02-02,0.122,holiday,3.8,0.466,21.9,2.5,2.5,0.0,0,0
2025-02-03,0.239,weekday,5.8,0.086,22.1,6.1,0.0,0.0,0,0
2025-02-04,0.176,weekday,5.1,0.0,22.3,5.6,4.1,0.0,0,1
2025-02-05,,weekday,5.7,0.065,21.4,5.9,2.0,0.0,0,0
2025-02-06,0.219,weekday,2.1,0.0,21.5,6.9,6.0,0.0,0,0
2025-02-07,0.147,weekday,3.3,0.0,20.3,5.0,3.8,0.0,0,1
2025-02-08,0.144,holiday,2.9,0.5,19.8,6.0,2.9,0.0,0,0
2025-02-09,0.16,holiday,1.5,,21.8,5.3,2.3,0.0,0,0
2025-02-10,0.225,weekday,6.2,0.398,20.4,6.6,8.3,1.0,0,0
2025-02-11,0.185,weekday,4.9,0.0,21.1,3.5,4.6,0.0,0,0
2025-02-12,,weekday,3.8,0.02,19.6,6.0,5.2,0.0,0,0
2025-02-13,0.229,weekday,3.1,0.0,19.2,5.0,2.8,0.0,0,1
2025-02-14,0.204,weekday,8.1,0.129,20.7,4.5,2.7,0.0,0,0
2025-02-15,0.16,holiday,4.8,0.446,19.8,5.6,4.2,0.0,0,0
2025-02-16,0.2,holiday,3.3,0.264,19.0,5.9,3.2,0.0,0,0
2025-02-17,0.255,weekday,4.6,0.001,18.1,6.4,0.7,0.0,0,0
2025-02-18,0.188,weekday,3.1,0.008,18.9,6.3,4.6,0.0,0,0
2025-02-19,0.107,weekday,1.8,0.0,17.3,5.3,4.1,0.0,0,0
2025-02-20,,weekday,1.0,0.189,18.1,4.0,6.7,0.0,0,0
2025-02-21,0.16,weekday,4.9,0.059,17.4,6.4,5.1,0.0,0,0
2025-02-22,0.14,holiday,4.2,0.337,18.5,4.4,4.2,0.0,0,0
2025-02-23,0.16,holiday,4.9,,17.8,4.6,3.6,0.0,0,0
2025-02-24,0.231,weekday,0.9,0.135,16.9,6.2,1.9,0.0,0,1
2025-02-25,,weekday,4.9,0.106,19.3,5.6,0.8,0.0,0,1
2025-02-26,0.142,weekday,2.7,0.097,19.1,4.6,5.3,0.0,0,0
2025-02-27,0.215,weekday,2.3,0.14,16.5,7.1,7.4,0.0,0,0
2025-02-28,0.206,weekday,8.2,0.039,17.2,5.0,5.4,0.0,0,0
2025-03-01,0.204,holiday,1.6,0.389,18.0,5.5,4.0,0.0,0,0
2025-03-02,0.164,holiday,0.7,0.53,16.3,4.6,6.4,0.0,0,0
2025-03-03,0.172,weekday,3.4,0.0,15.0,5.2,6.5,0.0,0,1
2025-03-04,0.147,weekday,1.6,0.035,17.1,4.3,5.6,0.0,0,0
2025-03-05,,weekday,2.1,0.05,16.3,4.4,5.6,0.0,0,0
2025-03-06,0.144,weekday,,0.141,16.6,4.7,5.6,0.0,0,0
2025-03-07,0.271,weekday,1.5,0.0,16.5,7.1,4.4,0.0,0,1
2025-03-08,0.161,holiday,6.4,,15.7,5.1,6.8,0.0,0,0
2025-03-09,0.207,holiday,2.2,0.557,16.3,5.8,2.9,0.0,0,0
2025-03-10,0.172,weekday,1.3,0.022,16.1,6.4,3.4,0.0,0,0
2025-03-11,0.128,weekday,0.8,0.023,15.6,5.6,6.3,0.0,0,0
2025-03-12,0.19,weekday,7.0,0.049,13.3,5.2,5.6,0.0,0,0
2025-03-13,0.14,weekday,4.4,0.039,17.3,3.5,5.2,0.0,0,0
2025-03-14,0.204,weekday,8.0,0.094,14.8,5.3,4.7,0.0,0,0
2025-03-15,0.095,holiday,1.8,0.536,14.4,4.5,4.8,0.0,0,0
2025-03-16,0.198,holiday,0.8,0.518,15.5,5.9,4.8,0.0,0,0
2025-03-17,0.221,weekday,2.5,0.117,14.2,5.3,9.2,0.0,0,0
2025-03-18,0.178,weekday,,0.193,12.9,4.9,5.6,0.0,0,1
2025-03-19,0.208,weekday,2.7,0.0,12.2,4.8,4.4,0.0,0,0
2025-03-20,0.223,weekday,6.9,0.0,13.5,5.7,7.7,0.0,0,0
2025-03-21,0.136,weekday,1.8,0.013,13.9,4.8,8.2,0.0,0,0
2025-03-22,0.115,holiday,4.0,0.3,14.0,3.0,6.1,0.0,0,0
2025-03-23,0.175,holiday,0.4,0.615,11.2,5.2,3.8,0.0,0,0
2025-03-24,0.069,weekday,0.9,0.038,13.3,3.5,6.0,0.0,0,0
2025-03-25,0.199,weekday,5.8,,12.8,5.0,2.4,0.0,0,0
2025-03-26,0.209,weekday,5.6,0.116,11.9,6.7,6.4,1.0,0,0
2025-03-27,0.186,weekday,5.5,0.085,11.1,5.0,8.2,0.0,0,0
2025-03-28,0.132,weekday,3.7,0.0,13.1,5.2,5.1,0.0,0,0
2025-03-29,0.151,holiday,4.8,0.447,12.0,5.0,5.9,0.0,0,1
2025-03-30,0.139,holiday,1.8,0.41,13.1,5.3,3.6,0.0,0,0
2025-03-31,0.082,weekday,6.3,0.163,12.1,3.6,2.4,0.0,0,0
2025-04-01,0.27,weekday,2.1,0.011,11.7,6.9,1.3,0.0,0,1
2025-04-02,0.256,weekday,6.0,0.399,12.3,6.6,1.0,1.0,0,1
2025-04-03,0.159,weekday,4.9,0.06,11.7,4.7,2.1,0.0,0,0
2025-04-04,0.141,weekday,2.7,0.0,11.6,5.7,0.0,0.0,0,0
2025-04-05,0.136,holiday,2.5,0.331,11.4,4.9,0.2,0.0,0,0
2025-04-06,0.187,holiday,3.4,0.344,10.8,6.7,1.2,0.0,0,1
2025-04-07,0.14,weekday,3.2,0.22,12.4,4.2,0.0,1.0,0,0
2025-04-08,0.114,weekday,4.1,0.003,10.0,4.5,0.0,0.0,0,0
2025-04-09,0.095,weekday,3.6,0.0,10.3,3.7,3.5,0.0,0,0
2025-04-10,0.183,weekday,7.1,0.0,9.7,3.8,1.7,0.0,0,0
2025-04-11,0.556,weekday,2.0,0.017,9.8,7.5,3.9,0.0,1,1
2025-04-12,0.187,holiday,4.7,0.359,9.7,5.4,1.7,0.0,0,1
2025-04-13,0.189,holiday,1.2,0.329,9.4,6.8,0.0,0.0,0,0
2025-04-14,0.189,weekday,4.5,0.0,8.7,6.1,0.0,0.0,0,0
2025-04-15,0.109,weekday,4.0,0.009,9.5,4.0,0.0,0.0,0,0
2025-04-16,0.142,weekday,7.0,0.0,10.2,3.5,0.0,0.0,0,0
2025-04-17,0.014,weekday,,0.0,9.9,2.4,1.9,0.0,0,0
2025-04-18,0.198,weekday,1.5,0.0,9.2,5.4,0.0,0.0,0,0
2025-04-19,0.142,holiday,3.1,0.519,8.9,4.0,0.9,1.0,0,0
2025-04-20,0.126,holiday,1.5,,7.5,3.6,3.8,1.0,0,0
2025-04-21,0.179,weekday,3.4,0.051,9.4,5.7,1.5,0.0,0,1
2025-04-22,0.135,weekday,4.1,0.0,8.2,3.7,1.4,0.0,0,0
2025-04-23,0.196,weekday,0.6,0.049,7.6,6.1,2.1,0.0,0,0
2025-04-24,0.118,weekday,2.0,0.099,8.9,4.7,0.0,0.0,0,0
2025-04-25,0.196,weekday,1.1,0.224,10.3,5.8,1.8,1.0,0,0
2025-04-26,0.172,holiday,2.4,0.315,8.4,4.5,0.0,0.0,0,0
2025-04-27,0.154,holiday,9.2,0.376,8.4,3.5,1.1,0.0,0,0
2025-04-28,0.197,weekday,2.7,0.0,9.2,4.6,0.0,0.0,0,0
2025-04-29,0.218,weekday,3.7,0.0,8.7,7.3,0.4,0.0,0,1
2025-04-30,0.18,weekday,2.5,,7.9,5.0,4.0,0.0,0,0
2025-05-01,0.196,holiday,0.3,0.402,8.7,5.7,0.0,1.0,0,1
2025-05-02,0.188,holiday,6.7,0.189,6.4,5.2,0.0,0.0,0,0
2025-05-03,0.205,holiday,10.2,0.46,7.6,4.4,0.0,0.0,0,0
2025-05-04,,holiday,3.2,0.504,6.6,5.0,0.0,0.0,0,1
2025-05-05,0.265,holiday,3.9,0.207,6.7,6.6,2.5,0.0,0,1
2025-05-06,,holiday,5.9,0.092,7.2,6.5,0.0,0.0,0,0
2025-05-07,0.181,holiday,2.7,0.215,7.8,4.8,0.0,0.0,0,0
2025-05-08,0.263,holiday,1.2,0.167,7.9,6.4,1.4,0.0,0,1
2025-05-09,0.181,holiday,1.0,0.237,8.0,5.3,0.0,0.0,0,0
2025-05-10,0.233,holiday,1.5,0.431,6.4,5.8,0.0,0.0,0,0
2025-05-11,0.263,holiday,2.1,0.369,6.9,6.8,2.1,0.0,0,0
2025-05-12,0.174,holiday,3.4,0.264,8.3,5.6,0.6,0.0,0,0
2025-05-13,0.232,holiday,0.7,0.55,8.0,6.8,1.6,1.0,0,0
2025-05-14,0.224,holiday,2.6,0.219,6.4,5.4,0.0,0.0,0,0
2025-05-15,0.24,holiday,6.6,0.219,7.3,6.5,0.8,0.0,0,0
2025-05-16,0.145,holiday,4.7,0.158,6.7,4.9,0.4,,0,0
2025-05-17,0.174,holiday,,0.236,6.5,5.4,0.0,0.0,0,1
2025-05-18,0.199,holiday,5.0,0.383,6.9,6.5,0.0,0.0,0,0
2025-05-19,0.161,holiday,1.2,0.182,7.3,6.1,4.0,0.0,0,1
2025-05-20,0.201,holiday,1.8,0.114,7.5,5.8,0.0,0.0,0,1
2025-05-21,0.122,holiday,6.5,0.14,7.1,3.0,3.5,0.0,0,0
2025-05-22,0.182,holiday,4.4,0.157,7.2,5.8,1.0,0.0,0,0
2025-05-23,0.152,holiday,8.4,,6.7,3.5,0.0,0.0,0,0
2025-05-24,0.151,holiday,5.9,0.424,4.6,5.4,0.0,0.0,0,0
2025-05-25,0.177,holiday,3.5,0.324,6.7,5.5,0.0,0.0,0,1
2025-05-26,0.117,holiday,2.9,0.111,8.0,5.4,1.0,0.0,0,0
2025-05-27,0.212,holiday,1.4,0.128,7.0,4.9,0.0,0.0,0,0
2025-05-28,0.186,holiday,0.5,0.274,7.7,5.2,0.0,0.0,0,0
2025-05-29,0.186,holiday,5.6,0.135,7.6,6.4,0.0,0.0,0,0
2025-05-30,0.184,holiday,0.7,0.268,7.4,5.5,0.0,0.0,0,1
2025-05-31,0.249,holiday,3.1,0.16,7.2,6.1,0.0,0.0,0,0
2025-06-01,,holiday,19.2,0.471,7.8,5.2,0.0,0.0,0,0
2025-06-02,0.243,weekday,23.4,0.303,8.8,4.3,0.0,,0,1
2025-06-03,0.581,weekday,19.9,0.0,6.4,5.0,0.0,0.0,1,1
2025-06-04,,weekday,18.9,0.018,8.1,5.2,0.0,,0,1
2025-06-05,0.204,weekday,18.7,0.0,6.5,5.8,0.0,0.0,0,1
2025-06-06,0.234,weekday,18.2,0.0,7.3,4.8,0.0,0.0,0,1
2025-06-07,0.167,holiday,23.8,0.314,7.2,2.4,0.5,0.0,0,0
2025-06-08,0.311,holiday,18.4,0.411,7.4,6.9,0.5,0.0,0,1
2025-06-09,0.245,weekday,19.1,0.0,7.7,6.0,1.1,0.0,0,1
2025-06-10,0.323,weekday,23.4,0.185,7.2,7.4,0.1,1.0,0,1
2025-06-11,,weekday,22.2,0.0,8.2,5.9,0.0,0.0,0,1
2025-06-12,0.234,weekday,25.8,0.0,6.3,3.8,0.0,0.0,0,1
2025-06-13,0.261,weekday,20.8,0.04,7.7,5.8,0.7,0.0,0,1
2025-06-14,0.169,holiday,21.4,0.176,7.0,3.4,2.5,0.0,0,1
2025-06-15,0.201,holiday,20.8,0.304,6.9,5.1,0.4,0.0,0,1
2025-06-16,0.188,weekday,19.3,0.0,8.4,5.6,0.6,0.0,0,0
2025-06-17,0.154,weekday,22.4,0.0,7.2,3.8,1.9,0.0,0,1
2025-06-18,0.202,weekday,21.2,0.0,7.5,4.7,2.5,0.0,0,0
2025-06-19,0.288,weekday,24.4,0.049,7.9,6.0,2.5,1.0,0,1
2025-06-20,0.174,weekday,23.2,0.0,8.9,3.2,0.7,0.0,0,1
2025-06-21,0.213,holiday,20.3,0.36,7.3,4.2,0.0,0.0,0,0
2025-06-22,0.248,holiday,26.0,0.323,8.0,3.7,0.0,0.0,0,1
2025-06-23,0.162,weekday,24.4,0.0,8.7,4.1,0.0,0.0,0,0
2025-06-24,0.27,weekday,22.4,0.108,10.3,3.5,0.3,1.0,0,1
2025-06-25,0.287,weekday,22.7,0.0,9.7,6.0,0.2,0.0,0,1
2025-06-26,0.185,weekday,20.9,0.0,9.0,4.1,0.0,0.0,0,1
