date,beach_crowd_index,temperature_c,holiday,rainfall_mm,wind_speed_mps,y
2024-12-09,0.523,29.9,holiday,3.9,4.1,0.502
2024-12-10,0.521,29.7,holiday,2.8,5.5,0.52
2024-12-11,0.622,30.3,holiday,4.2,5.5,0.522
2024-12-12,0.586,30.7,holiday,2.2,6.0,0.553
2024-12-13,0.375,29.2,holiday,1.9,6.3,0.614
2024-12-14,0.579,30.2,holiday,4.9,4.4,0.571
2024-12-15,0.588,30.0,holiday,4.7,4.1,0.585
2024-12-16,0.269,29.8,holiday,3.4,5.8,0.583
2024-12-17,0.381,30.4,holiday,5.1,5.4,0.587
2024-12-18,0.518,28.4,holiday,6.1,3.1,0.582
2024-12-19,0.505,31.1,holiday,2.7,5.8,0.563
2024-12-20,0.432,29.2,holiday,5.0,4.0,0.525
2024-12-21,0.575,30.5,holiday,,4.3,0.56
2024-12-22,0.523,29.4,holiday,6.5,4.4,0.488
2024-12-23,,31.0,holiday,1.8,8.6,0.615
2024-12-24,0.487,29.1,holiday,4.5,4.7,0.477
2024-12-25,0.445,30.2,holiday,3.0,8.4,0.478
2024-12-26,0.36,29.5,holiday,7.0,7.5,0.492
2024-12-27,0.472,29.7,holiday,4.1,8.2,0.453
2024-12-28,0.642,30.7,holiday,4.1,6.6,0.547
2024-12-29,0.402,28.7,holiday,5.6,6.2,0.471
2024-12-30,0.384,30.8,holiday,3.0,6.2,0.469
2024-12-31,0.39,28.8,holiday,6.4,3.8,0.515
2025-01-01,0.332,29.4,holiday,6.0,3.3,0.469
2025-01-02,0.481,29.9,holiday,2.5,4.3,0.578
2025-01-03,0.423,29.5,holiday,5.2,5.4,0.514
2025-01-04,0.52,28.0,holiday,2.5,5.8,0.471
2025-01-05,,29.8,holiday,5.0,5.0,0.565
2025-01-06,0.422,29.7,holiday,3.6,4.6,0.533
2025-01-07,0.375,30.1,holiday,6.4,6.5,0.516
2025-01-08,0.451,29.4,holiday,6.6,5.2,0.516
2025-01-09,0.534,29.8,holiday,1.1,3.9,0.594
2025-01-10,0.3,28.4,holiday,1.3,8.6,0.471
2025-01-11,0.583,28.5,holiday,3.5,4.1,0.523
2025-01-12,0.561,29.2,holiday,4.6,5.3,0.552
2025-01-13,0.333,28.1,holiday,3.4,5.7,0.518
2025-01-14,0.261,27.3,holiday,,6.0,0.485
2025-01-15,0.374,27.8,holiday,1.1,7.5,0.485
2025-01-16,0.333,28.8,holiday,6.9,5.4,0.497
2025-01-17,0.203,28.1,holiday,0.8,4.6,0.55
2025-01-18,0.471,26.9,holiday,6.4,3.3,0.511
2025-01-19,0.422,27.5,holiday,4.1,5.0,0.4
2025-01-20,0.392,29.0,holiday,1.8,6.2,0.57
2025-01-21,0.406,27.2,holiday,5.1,4.2,0.507
2025-01-22,0.298,27.6,holiday,6.2,5.0,0.513
2025-01-23,0.42,27.5,holiday,,4.1,0.485
2025-01-24,0.329,28.0,holiday,1.0,5.5,0.553
2025-01-25,0.494,27.6,holiday,4.3,6.8,0.382
2025-01-26,,28.6,holiday,2.0,6.6,0.49
2025-01-27,,27.1,holiday,4.3,3.4,0.488
2025-01-28,0.313,27.6,holiday,5.3,4.6,0.546
2025-01-29,0.348,25.5,holiday,0.5,4.3,0.448
2025-01-30,0.187,27.0,holiday,4.0,5.8,0.492
2025-01-31,0.351,28.7,holiday,9.2,6.5,0.437
2025-02-01,0.412,26.8,holiday,2.9,4.3,0.53
2025-02-02,0.179,25.5,holiday,6.5,6.2,0.422
2025-02-03,0.211,25.3,weekday,4.2,2.9,0.381
2025-02-04,0.317,27.4,weekday,0.9,3.7,0.388
2025-02-05,0.371,27.4,weekday,1.3,3.5,0.312
2025-02-06,0.358,26.4,weekday,,4.2,0.317
2025-02-07,0.354,27.1,weekday,3.8,4.2,0.325
2025-02-08,0.413,26.3,holiday,7.4,5.2,0.458
2025-02-09,0.437,26.4,holiday,1.2,6.2,0.479
2025-02-10,0.139,25.7,weekday,3.8,5.2,0.259
2025-02-11,0.202,24.6,weekday,4.7,3.8,0.321
2025-02-12,0.288,25.0,weekday,2.4,4.8,0.316
2025-02-13,0.355,25.4,weekday,3.2,4.2,0.323
2025-02-14,0.2,24.9,weekday,1.8,5.7,0.289
2025-02-15,0.408,24.8,holiday,3.3,5.0,0.375
2025-02-16,0.23,23.4,holiday,1.9,7.2,0.421
2025-02-17,0.136,23.7,weekday,5.2,5.3,0.204
2025-02-18,0.181,24.3,weekday,8.6,5.5,0.253
2025-02-19,0.091,23.7,weekday,2.1,5.9,0.262
2025-02-20,0.097,23.8,weekday,2.4,3.5,0.284
2025-02-21,0.094,22.1,weekday,5.5,3.9,0.223
2025-02-22,0.226,23.0,holiday,1.4,5.6,0.418
2025-02-23,0.376,23.2,holiday,2.7,3.5,0.446
2025-02-24,0.114,22.9,weekday,3.6,6.1,0.246
2025-02-25,0.275,23.8,weekday,3.8,7.0,0.323
2025-02-26,0.136,22.7,weekday,2.6,7.3,0.319
2025-02-27,0.1,22.6,weekday,3.2,7.3,0.298
2025-02-28,0.07,20.8,weekday,6.8,4.8,0.233
2025-03-01,0.338,22.5,holiday,3.5,3.2,0.438
2025-03-02,0.405,22.7,holiday,0.9,6.1,0.423
2025-03-03,0.119,21.4,weekday,4.3,3.9,0.313
2025-03-04,0.223,21.5,weekday,1.1,5.9,0.309
2025-03-05,0.101,21.6,weekday,3.2,4.9,0.344
2025-03-06,0.074,21.2,,3.0,3.9,0.297
2025-03-07,0.159,21.7,weekday,4.8,4.4,0.26
2025-03-08,0.186,21.2,holiday,10.9,6.3,0.414
2025-03-09,0.254,20.0,holiday,1.0,8.0,0.353
2025-03-10,0.0,20.7,weekday,6.5,6.1,0.229
2025-03-11,0.071,20.8,weekday,2.8,5.4,0.186
2025-03-12,0.263,19.8,weekday,5.3,2.5,0.239
2025-03-13,0.113,21.1,weekday,2.4,8.0,0.245
2025-03-14,0.14,20.0,weekday,2.7,3.2,0.278
2025-03-15,0.381,20.9,holiday,1.9,3.7,0.485
2025-03-16,0.353,20.2,holiday,4.9,6.3,0.312
2025-03-17,0.0,19.8,weekday,9.6,7.7,0.133
2025-03-18,0.0,18.4,weekday,7.1,3.9,0.219
2025-03-19,0.078,20.8,weekday,3.8,6.1,0.239
2025-03-20,0.122,19.1,weekday,2.3,6.6,0.25
2025-03-21,0.0,19.9,weekday,,6.0,0.187
2025-03-22,0.271,18.5,holiday,0.4,5.5,0.355
2025-03-23,0.288,18.6,holiday,,4.9,0.397
2025-03-24,0.05,18.8,weekday,1.1,5.7,0.198
2025-03-25,0.0,17.7,weekday,3.0,5.1,0.22
2025-03-26,0.0,17.8,weekday,7.4,6.8,0.183
2025-03-27,0.0,19.2,weekday,2.8,5.4,0.14
2025-03-28,0.0,17.5,weekday,5.8,5.5,0.171
2025-03-29,0.102,17.7,holiday,5.7,7.7,0.288
2025-03-30,0.043,16.7,holiday,5.4,5.0,0.353
2025-03-31,0.0,18.2,weekday,0.5,5.0,0.187
2025-04-01,0.0,17.0,weekday,3.5,4.2,0.208
2025-04-02,0.0,16.3,weekday,1.9,5.7,0.221
2025-04-03,0.059,17.1,weekday,1.9,6.5,0.062
2025-04-04,,16.2,weekday,5.0,6.8,0.18
2025-04-05,0.165,16.5,holiday,5.9,5.2,0.366
2025-04-06,0.201,15.8,holiday,3.8,5.0,0.288
2025-04-07,0.0,14.4,weekday,1.6,6.2,0.119
2025-04-08,0.0,16.3,weekday,1.9,4.7,0.213
2025-04-09,0.0,15.6,weekday,2.0,7.0,0.174
2025-04-10,0.0,15.1,weekday,1.5,5.5,0.178
2025-04-11,0.0,16.1,weekday,1.0,3.0,0.252
2025-04-12,0.042,15.5,holiday,1.0,4.1,0.294
2025-04-13,0.0,15.6,holiday,4.0,4.8,0.291
2025-04-14,,15.1,weekday,1.6,5.1,0.135
2025-04-15,0.0,13.9,weekday,1.2,5.1,0.118
2025-04-16,0.135,16.5,weekday,1.9,5.0,0.163
2025-04-17,0.0,16.0,weekday,1.9,4.9,0.204
2025-04-18,0.0,13.6,weekday,1.5,6.7,0.089
2025-04-19,0.221,14.2,holiday,7.8,5.3,0.292
2025-04-20,0.077,15.2,holiday,2.7,8.2,0.252
2025-04-21,0.0,14.2,weekday,,4.8,0.16
2025-04-22,0.0,14.7,weekday,1.7,5.3,0.121
2025-04-23,0.0,14.7,weekday,4.3,6.7,0.18
2025-04-24,0.0,13.5,weekday,4.5,4.6,0.163
2025-04-25,0.0,14.0,weekday,2.4,5.5,0.158
2025-04-26,0.158,13.2,holiday,3.5,4.3,0.319
2025-04-27,0.099,13.8,holiday,11.9,4.2,0.207
2025-04-28,0.0,11.4,weekday,2.0,1.6,0.159
2025-04-29,,12.6,weekday,1.4,5.5,0.061
2025-04-30,0.0,12.5,weekday,7.6,7.3,0.053
2025-05-01,0.115,13.2,holiday,2.5,4.2,0.225
2025-05-02,0.007,11.9,holiday,3.7,5.5,0.222
2025-05-03,0.041,12.6,holiday,5.0,4.4,0.294
2025-05-04,0.157,12.3,holiday,6.4,4.1,0.278
2025-05-05,0.051,11.9,holiday,2.3,5.2,0.292
2025-05-06,,12.2,holiday,0.8,4.6,0.306
2025-05-07,0.031,12.0,holiday,0.3,5.9,0.252
2025-05-08,0.049,12.2,holiday,2.1,7.1,0.206
2025-05-09,0.0,10.3,holiday,3.7,6.6,0.209
2025-05-10,0.083,11.9,holiday,2.2,5.9,0.25
2025-05-11,0.074,11.2,holiday,5.3,5.1,0.248
2025-05-12,0.0,10.7,holiday,7.3,5.6,0.23
2025-05-13,0.0,11.4,holiday,4.7,5.2,0.241
2025-05-14,0.023,10.7,holiday,3.0,5.4,0.299
2025-05-15,0.0,11.5,holiday,1.3,3.3,0.261
2025-05-16,0.001,12.1,holiday,1.3,4.4,0.311
2025-05-17,0.147,10.4,holiday,3.1,5.9,0.151
2025-05-18,0.117,10.8,holiday,5.2,5.1,0.173
2025-05-19,0.066,11.2,holiday,0.9,5.7,0.2
2025-05-20,0.042,10.3,holiday,4.2,3.8,0.241
2025-05-21,0.021,9.9,holiday,3.3,4.7,0.16
2025-05-22,0.0,11.7,holiday,10.6,5.3,0.245
2025-05-23,0.046,10.7,holiday,1.3,4.4,0.232
2025-05-24,0.196,11.8,holiday,2.1,3.8,0.257
2025-05-25,0.033,10.0,holiday,0.7,6.5,0.18
2025-05-26,0.0,9.9,holiday,2.2,3.9,0.265
2025-05-27,0.0,11.6,holiday,2.8,6.7,0.271
2025-05-28,0.025,11.4,holiday,5.2,6.5,0.147
2025-05-29,,10.4,holiday,3.6,6.8,0.219
2025-05-30,0.0,9.9,holiday,1.7,6.7,0.273
2025-05-31,0.081,8.9,holiday,,6.6,0.25
2025-06-01,0.013,9.5,holiday,20.4,3.9,0.256
2025-06-02,0.0,9.8,weekday,24.2,3.9,0.039
2025-06-03,0.0,9.9,weekday,20.0,3.9,0.0
2025-06-04,0.0,11.1,weekday,21.2,3.2,0.029
2025-06-05,0.0,11.1,weekday,19.8,7.5,0.0
2025-06-06,0.0,9.5,weekday,19.7,7.5,0.0
2025-06-07,0.1,9.6,holiday,20.8,5.1,0.175
2025-06-08,0.0,10.0,holiday,25.8,4.4,0.158
2025-06-09,0.0,10.6,weekday,19.4,8.2,0.0
2025-06-10,0.0,10.4,weekday,25.2,5.0,0.0
2025-06-11,0.0,9.6,weekday,19.0,4.2,0.028
2025-06-12,0.0,9.7,weekday,23.4,4.1,0.05
2025-06-13,0.0,9.3,weekday,21.3,5.6,0.043
2025-06-14,0.095,9.9,holiday,24.3,5.0,0.126
2025-06-15,0.0,10.1,holiday,22.0,6.3,0.154
2025-06-16,0.0,10.3,weekday,21.5,5.5,0.035
2025-06-17,0.0,10.5,weekday,26.2,4.7,0.0
2025-06-18,0.0,9.1,weekday,19.4,7.3,0.0
2025-06-19,0.0,9.0,weekday,22.0,5.8,0.048
2025-06-20,0.0,10.0,weekday,19.6,6.2,0.0
2025-06-21,0.0,8.6,holiday,24.4,5.2,0.124
2025-06-22,0.0,9.5,holiday,21.7,7.1,0.191
2025-06-23,0.0,10.6,weekday,22.0,4.2,0.065
2025-06-24,0.0,10.4,weekday,22.0,3.4,0.087
2025-06-25,0.0,9.9,weekday,27.5,5.0,0.0
2025-06-26,0.0,10.4,weekday,21.7,7.5,0.002
2025-06-27,0.0,9.7,weekday,23.7,6.5,0.0
2025-06-28,0.091,10.4,holiday,21.7,5.9,0.175
2025-06-29,0.018,9.5,holiday,,5.0,0.049
2025-06-30,0.0,10.2,weekday,24.9,3.7,0.048
2025-07-01,0.0,8.8,weekday,25.1,4.6,0.007
2025-07-02,0.0,11.4,weekday,23.2,5.0,0.059
2025-07-03,,9.9,weekday,21.7,5.0,0.0
2025-07-04,0.0,8.3,weekday,22.8,4.7,0.014
2025-07-05,0.0,11.3,holiday,20.6,4.0,0.245
2025-07-06,0.0,10.9,holiday,20.9,4.6,0.133
2025-07-07,0.0,8.7,weekday,24.1,5.3,0.039
2025-07-08,0.0,10.5,weekday,20.8,5.5,0.06
2025-07-09,0.0,10.4,weekday,,5.6,0.0
2025-07-10,0.0,12.7,weekday,21.4,4.9,0.108
2025-07-11,0.0,10.5,weekday,6.1,3.7,0.139
2025-07-12,0.043,9.7,holiday,1.1,5.8,0.226
2025-07-13,0.181,12.5,holiday,4.3,5.4,0.261
2025-07-14,0.0,13.3,weekday,2.7,6.6,0.049
2025-07-15,0.0,10.4,weekday,5.4,6.3,0.079
2025-07-16,0.0,11.2,,2.2,4.7,0.093
2025-07-17,,13.7,weekday,1.3,4.3,0.128
2025-07-18,0.0,11.2,weekday,,6.2,0.042
2025-07-19,0.0,12.1,holiday,2.6,4.4,0.224
2025-07-20,0.156,12.5,holiday,3.3,5.7,0.179
2025-07-21,0.051,11.7,weekday,2.3,5.5,0.117
2025-07-22,0.0,12.3,weekday,7.5,5.5,0.043
2025-07-23,0.0,13.0,weekday,1.0,4.7,0.129
2025-07-24,0.0,11.5,weekday,1.2,5.1,0.106
2025-07-25,0.0,12.1,weekday,1.5,4.9,0.16
2025-07-26,,12.0,holiday,2.6,5.2,0.244
2025-07-27,0.04,13.7,holiday,6.8,5.1,0.261
2025-07-28,,13.2,weekday,2.7,6.8,0.089
2025-07-29,0.0,11.6,weekday,3.2,4.6,0.031
2025-07-30,0.003,11.9,weekday,1.5,3.9,0.142
2025-07-31,0.0,12.8,weekday,4.9,5.4,0.056
2025-08-01,0.0,13.0,holiday,21.0,11.4,0.153
2025-08-02,0.0,13.3,holiday,23.0,13.1,0.121
2025-08-03,0.0,13.2,holiday,19.8,11.8,0.222
2025-08-04,0.0,12.6,holiday,23.4,11.1,0.093
2025-08-05,0.0,13.1,holiday,27.1,12.6,0.112
2025-08-06,0.0,15.0,holiday,20.3,12.0,0.206
2025-08-07,0.0,14.2,holiday,21.4,10.2,0.06
2025-08-08,0.0,14.0,holiday,23.1,11.3,0.055
2025-08-09,0.0,15.5,holiday,21.2,12.6,0.185
2025-08-10,0.0,15.9,holiday,25.9,11.2,0.138
2025-08-11,0.0,14.1,holiday,24.5,11.2,0.144
2025-08-12,0.0,15.9,holiday,24.6,14.2,0.17
2025-08-13,0.0,13.4,holiday,22.5,11.4,0.075
2025-08-14,0.0,15.4,holiday,22.6,12.6,0.168
2025-08-15,0.0,16.4,holiday,21.7,12.5,0.118
2025-08-16,0.0,15.7,holiday,21.4,11.4,0.214
2025-08-17,0.0,14.9,holiday,20.3,8.6,0.251
2025-08-18,0.0,14.5,holiday,21.8,10.9,0.074
2025-08-19,0.0,16.0,holiday,22.5,13.5,0.148
2025-08-20,0.0,15.9,holiday,28.1,12.7,0.136
2025-08-21,0.0,16.1,holiday,27.3,14.7,0.103
2025-08-22,0.0,15.5,holiday,21.0,13.3,0.167
2025-08-23,,16.7,holiday,20.9,12.6,0.134
2025-08-24,0.0,16.4,holiday,22.6,10.7,0.235
2025-08-25,0.0,16.4,holiday,28.4,11.5,0.217
2025-08-26,0.0,17.9,holiday,20.7,13.4,0.113
2025-08-27,0.0,16.5,holiday,21.8,13.1,0.111
2025-08-28,0.0,17.5,holiday,24.5,13.8,0.152
2025-08-29,0.0,19.7,holiday,20.8,12.2,0.172
2025-08-30,0.0,17.3,holiday,23.0,10.1,0.191
2025-08-31,0.0,18.0,holiday,,13.6,0.139
2025-09-01,0.0,18.8,weekday,24.8,12.6,0.0
2025-09-02,0.0,18.9,weekday,26.0,9.4,0.0
2025-09-03,0.0,19.8,weekday,23.4,11.2,0.032
2025-09-04,0.0,17.9,weekday,22.1,16.0,0.04
2025-09-05,0.0,18.5,weekday,24.4,10.6,0.055
2025-09-06,0.076,19.0,holiday,22.7,12.5,0.27
2025-09-07,0.082,18.0,holiday,22.2,10.7,0.23
2025-09-08,0.0,19.3,weekday,25.4,11.0,0.077
2025-09-09,0.0,19.8,weekday,22.1,10.9,0.164
2025-09-10,0.0,18.9,weekday,22.6,14.7,0.054
2025-09-11,0.0,19.7,weekday,25.0,12.3,0.051
