date,wind_speed_mps,temperature_c,holiday,rainfall_mm,snowfall_cm,y
2025-01-07,2.9,29.3,holiday,0.8,0.2,0
2025-01-08,3.3,28.8,holiday,4.5,1.6,0
2025-01-09,5.5,28.7,holiday,5.2,0.4,0
2025-01-10,2.9,28.3,holiday,5.0,3.1,0
2025-01-11,3.8,28.5,holiday,7.3,2.3,0
2025-01-12,2.2,29.4,holiday,1.3,2.2,0
2025-01-13,3.3,28.5,holiday,1.4,2.6,0
2025-01-14,4.5,28.5,holiday,2.0,1.8,0
2025-01-15,3.8,28.3,holiday,2.1,4.2,0
2025-01-16,4.2,29.1,holiday,5.3,0.0,1
2025-01-17,3.5,28.2,holiday,,6.0,0
2025-01-18,4.1,28.6,holiday,6.2,6.1,0
2025-01-19,2.4,28.8,holiday,6.4,3.7,0
2025-01-20,4.1,28.4,holiday,5.7,3.0,0
2025-01-21,5.5,28.0,holiday,4.8,5.6,1
2025-01-22,3.9,26.1,holiday,5.0,2.4,0
2025-01-23,4.3,27.8,holiday,1.9,0.5,0
2025-01-24,2.7,27.6,holiday,2.3,0.0,0
2025-01-25,2.5,27.9,holiday,2.8,0.0,0
2025-01-26,2.7,26.2,holiday,5.3,3.3,0
2025-01-27,4.3,27.4,holiday,1.6,3.2,0
2025-01-28,5.1,27.6,holiday,0.8,2.0,0
2025-01-29,2.3,28.1,holiday,0.3,1.4,0
2025-01-30,3.1,27.5,holiday,3.6,5.0,0
2025-01-31,3.1,25.8,holiday,1.6,0.2,0
2025-02-01,5.4,27.0,holiday,6.7,3.8,1
2025-02-02,4.9,26.3,holiday,2.9,2.1,0
2025-02-03,3.8,26.0,weekday,3.1,2.0,0
2025-02-04,3.2,26.8,weekday,3.7,1.0,0
2025-02-05,2.9,26.3,weekday,1.6,4.0,0
2025-02-06,3.2,25.8,weekday,1.3,1.9,0
2025-02-07,5.2,25.2,weekday,7.0,3.9,0
2025-02-08,3.1,26.5,holiday,2.8,3.0,0
2025-02-09,6.9,27.0,holiday,0.7,3.4,0
2025-02-10,4.3,26.7,weekday,3.9,2.2,0
2025-02-11,3.7,23.1,weekday,2.6,0.0,0
2025-02-12,4.0,25.8,weekday,2.1,0.5,0
2025-02-13,3.1,26.2,weekday,1.8,3.5,0
2025-02-14,4.6,22.9,weekday,3.7,5.9,0
2025-02-15,6.6,24.5,holiday,2.2,3.4,1
2025-02-16,2.5,22.7,holiday,0.8,0.6,0
2025-02-17,3.8,24.3,weekday,6.6,5.1,1
2025-02-18,3.3,23.2,weekday,5.6,5.6,0
2025-02-19,4.6,23.8,weekday,4.5,2.9,0
2025-02-20,3.2,23.1,weekday,0.8,5.5,0
2025-02-21,3.8,24.4,weekday,5.3,1.8,0
2025-02-22,2.9,22.7,holiday,8.3,1.8,0
2025-02-23,3.0,22.2,holiday,5.7,3.1,0
2025-02-24,5.4,23.2,weekday,0.9,3.8,1
2025-02-25,3.9,23.1,weekday,8.9,3.9,1
2025-02-26,4.7,23.9,weekday,2.2,3.5,0
2025-02-27,2.9,22.7,weekday,0.8,5.5,0
2025-02-28,3.5,22.2,weekday,1.8,5.3,0
2025-03-01,3.8,23.0,holiday,2.5,3.0,0
2025-03-02,2.4,23.3,holiday,1.9,0.6,0
2025-03-03,5.1,21.8,weekday,0.9,5.7,0
2025-03-04,2.4,20.4,weekday,7.0,4.8,0
2025-03-05,5.3,23.3,weekday,0.5,6.4,0
2025-03-06,6.9,21.1,weekday,1.9,3.9,1
2025-03-07,3.6,22.3,weekday,0.9,2.8,0
2025-03-08,3.3,20.9,holiday,4.0,4.8,0
2025-03-09,5.3,20.2,holiday,2.7,7.7,0
2025-03-10,3.9,20.2,weekday,2.7,4.9,0
2025-03-11,6.1,20.0,weekday,1.8,5.5,1
2025-03-12,6.2,21.0,weekday,3.0,3.9,0
2025-03-13,5.0,21.2,weekday,0.6,6.3,1
2025-03-14,0.0,19.1,weekday,3.6,5.8,0
2025-03-15,3.8,19.7,holiday,3.5,5.9,0
2025-03-16,3.3,19.1,holiday,8.5,5.2,0
2025-03-17,4.7,19.6,weekday,8.4,3.7,0
2025-03-18,4.7,18.8,weekday,5.4,4.4,1
2025-03-19,4.8,21.1,weekday,8.3,2.4,1
2025-03-20,4.8,19.0,weekday,1.8,1.4,1
2025-03-21,3.4,19.9,weekday,5.5,6.1,0
2025-03-22,4.0,17.5,holiday,5.0,4.0,0
2025-03-23,2.4,18.1,holiday,3.1,5.8,0
2025-03-24,5.6,18.1,weekday,6.6,1.5,1
2025-03-25,5.1,17.4,weekday,1.8,5.8,0
2025-03-26,3.7,18.6,weekday,2.6,4.4,0
2025-03-27,5.6,17.3,weekday,5.8,5.5,0
2025-03-28,2.8,18.7,weekday,4.0,4.6,0
2025-03-29,4.7,16.5,holiday,1.6,1.6,0
2025-03-30,5.4,18.5,holiday,4.7,4.4,1
2025-03-31,4.4,17.4,weekday,4.7,5.0,0
2025-04-01,5.1,16.3,weekday,7.2,0.6,1
2025-04-02,5.2,16.4,weekday,0.7,0.0,1
2025-04-03,3.9,16.9,weekday,1.2,0.0,0
2025-04-04,4.4,17.6,weekday,1.3,0.5,1
2025-04-05,3.0,16.4,holiday,2.0,0.0,0
2025-04-06,3.1,15.5,holiday,0.6,0.7,0
2025-04-07,3.7,16.4,weekday,0.7,3.0,0
2025-04-08,3.3,16.9,weekday,3.9,0.0,0
2025-04-09,2.7,16.4,weekday,1.5,0.7,0
2025-04-10,3.8,16.7,weekday,2.0,3.2,0
2025-04-11,3.1,16.1,weekday,2.1,0.0,0
2025-04-12,6.1,14.6,holiday,1.3,0.0,0
2025-04-13,4.6,16.4,holiday,3.7,0.0,0
2025-04-14,5.3,14.9,weekday,4.0,0.3,1
2025-04-15,4.9,15.1,weekday,3.8,0.0,0
2025-04-16,4.5,15.0,weekday,2.9,0.0,0
2025-04-17,3.6,15.0,weekday,0.5,0.8,0
2025-04-18,3.8,14.7,weekday,2.4,0.0,0
2025-04-19,5.8,14.8,holiday,5.6,0.0,1
2025-04-20,3.2,13.6,holiday,2.8,0.0,0
2025-04-21,2.4,15.6,weekday,4.4,0.0,0
2025-04-22,2.2,15.2,weekday,4.9,0.4,0
2025-04-23,5.1,13.0,weekday,,0.0,0
2025-04-24,4.8,14.2,weekday,6.0,0.0,1
2025-04-25,4.2,14.9,weekday,7.1,0.0,0
2025-04-26,4.2,13.5,holiday,2.2,1.0,0
2025-04-27,4.6,13.8,holiday,1.1,0.0,1
2025-04-28,7.8,13.2,weekday,2.9,0.0,0
2025-04-29,4.3,12.2,weekday,0.8,0.0,0
2025-04-30,3.3,13.3,weekday,,2.7,0
2025-05-01,6.1,12.0,holiday,4.7,0.9,0
2025-05-02,3.7,12.3,holiday,0.5,0.0,0
2025-05-03,5.4,12.5,holiday,,1.6,0
2025-05-04,1.8,11.1,holiday,4.4,0.0,0
2025-05-05,2.5,12.2,holiday,3.7,0.0,0
2025-05-06,6.3,11.5,holiday,0.7,0.0,0
2025-05-07,5.1,11.1,holiday,2.7,0.1,0
2025-05-08,3.9,12.6,holiday,6.6,0.0,0
2025-05-09,3.0,11.4,holiday,2.4,0.0,0
2025-05-10,4.6,11.2,holiday,2.8,3.4,0
2025-05-11,3.9,12.1,holiday,3.0,0.4,1
2025-05-12,4.5,11.6,holiday,5.9,0.0,0
2025-05-13,6.2,10.0,holiday,4.7,0.0,0
2025-05-14,4.0,10.9,holiday,4.2,0.0,0
2025-05-15,3.0,10.1,holiday,2.2,0.5,1
2025-05-16,4.7,11.4,holiday,2.3,0.0,1
2025-05-17,4.6,11.6,holiday,4.1,0.0,0
2025-05-18,5.4,10.0,holiday,7.4,1.1,1
2025-05-19,5.7,10.4,holiday,7.4,1.9,0
2025-05-20,5.4,11.2,holiday,0.7,0.5,0
2025-05-21,0.7,10.7,holiday,5.0,1.4,0
2025-05-22,7.6,11.6,holiday,2.8,0.0,1
2025-05-23,2.4,10.5,holiday,5.3,0.0,0
2025-05-24,2.9,11.6,holiday,3.6,0.0,0
2025-05-25,3.9,10.6,holiday,3.7,0.7,0
2025-05-26,5.6,11.1,holiday,2.1,1.3,0
2025-05-27,4.8,8.9,holiday,6.4,0.0,0
2025-05-28,3.7,9.6,holiday,4.0,0.0,0
2025-05-29,4.4,9.5,holiday,1.5,0.8,0
2025-05-30,4.5,10.9,holiday,1.8,1.0,0
2025-05-31,3.8,13.2,holiday,3.6,0.1,0
2025-06-01,1.1,9.6,holiday,20.7,0.0,0
2025-06-02,2.0,10.3,weekday,21.6,0.6,1
2025-06-03,5.3,10.5,weekday,21.2,3.7,0
2025-06-04,2.5,11.4,weekday,21.3,4.5,1
2025-06-05,6.1,11.0,weekday,20.9,1.2,1
2025-06-06,3.6,9.9,weekday,20.2,1.3,0
2025-06-07,6.6,10.9,holiday,21.2,2.1,1
2025-06-08,1.9,10.4,holiday,19.6,0.0,0
2025-06-09,4.5,8.3,weekday,24.7,0.0,1
2025-06-10,3.6,12.7,weekday,23.5,0.0,1
2025-06-11,2.4,10.2,weekday,20.1,0.0,1
2025-06-12,5.2,8.3,weekday,21.9,1.4,0
2025-06-13,4.4,10.0,weekday,28.6,0.0,1
2025-06-14,5.6,10.2,holiday,19.4,0.0,1
2025-06-15,6.2,10.7,holiday,18.5,1.0,1
2025-06-16,5.6,9.5,weekday,25.2,0.0,1
2025-06-17,3.6,10.6,weekday,24.6,1.2,1
2025-06-18,2.3,10.8,weekday,19.8,0.0,0
2025-06-19,1.9,10.4,weekday,19.8,0.0,0
2025-06-20,1.9,9.8,weekday,19.0,0.9,0
2025-06-21,1.2,9.2,holiday,,0.0,0
2025-06-22,4.3,11.1,holiday,22.5,0.3,0
2025-06-23,4.5,10.4,weekday,18.7,1.0,1
2025-06-24,4.9,10.1,weekday,20.5,0.1,0
2025-06-25,4.4,9.9,weekday,21.6,0.0,1
2025-06-26,5.1,12.3,weekday,21.8,0.0,1
2025-06-27,4.9,10.7,weekday,19.8,0.1,1
2025-06-28,4.0,10.4,holiday,21.8,2.0,1
2025-06-29,6.6,11.0,holiday,21.2,0.0,1
2025-06-30,2.3,10.0,weekday,20.2,3.4,1
2025-07-01,2.3,11.6,weekday,27.8,0.0,1
2025-07-02,6.3,11.7,weekday,21.0,0.0,1
2025-07-03,7.0,10.9,weekday,20.2,1.2,1
2025-07-04,3.7,10.4,weekday,19.3,1.9,1
2025-07-05,4.1,11.3,holiday,22.2,0.0,1
2025-07-06,4.8,9.8,holiday,22.9,0.0,1
2025-07-07,5.1,13.1,weekday,21.0,0.1,1
2025-07-08,6.3,9.7,weekday,22.6,0.8,1
2025-07-09,4.3,11.4,weekday,26.2,0.0,1
2025-07-10,3.4,11.2,weekday,20.9,0.2,1
2025-07-11,4.1,11.1,weekday,2.7,0.0,0
2025-07-12,4.6,10.9,holiday,4.3,0.0,0
2025-07-13,3.5,10.1,holiday,3.8,0.6,0
2025-07-14,6.1,11.0,weekday,4.7,0.0,0
2025-07-15,4.7,11.0,weekday,1.3,0.0,0
2025-07-16,4.8,10.7,weekday,3.8,0.0,1
2025-07-17,3.5,11.5,weekday,2.9,1.0,0
2025-07-18,3.3,11.2,weekday,3.1,3.0,0
2025-07-19,5.1,11.0,holiday,4.1,1.1,1
2025-07-20,3.7,13.5,holiday,1.0,0.0,0
2025-07-21,3.9,11.0,weekday,3.5,0.0,0
2025-07-22,3.6,10.4,weekday,2.3,0.0,1
2025-07-23,3.7,12.0,weekday,1.1,0.0,0
2025-07-24,4.6,11.2,weekday,5.6,0.0,0
2025-07-25,6.8,11.1,weekday,5.6,1.0,1
2025-07-26,2.0,13.2,holiday,2.0,1.0,0
2025-07-27,3.5,11.8,holiday,,1.1,0
2025-07-28,4.0,11.6,weekday,3.7,2.1,0
2025-07-29,3.8,12.2,weekday,2.9,0.0,0
2025-07-30,2.7,11.5,weekday,3.1,1.3,0
2025-07-31,6.4,14.7,weekday,2.0,3.1,1
2025-08-01,8.4,12.4,holiday,26.7,0.0,1
2025-08-02,9.1,12.6,holiday,23.8,1.3,1
2025-08-03,10.5,12.7,holiday,24.5,0.0,1
2025-08-04,12.0,13.8,holiday,19.3,0.0,1
2025-08-05,9.0,13.2,holiday,23.3,0.0,1
2025-08-06,10.3,15.1,holiday,21.9,1.8,1
2025-08-07,12.4,13.9,holiday,26.8,2.9,1
2025-08-08,11.4,14.7,holiday,20.5,0.0,1
2025-08-09,9.3,14.0,holiday,22.6,0.0,1
2025-08-10,12.4,13.6,holiday,,0.0,1
2025-08-11,11.9,15.7,holiday,22.8,1.7,1
2025-08-12,12.0,15.3,holiday,22.5,0.3,1
2025-08-13,9.2,14.5,holiday,23.4,0.0,1
2025-08-14,11.9,14.1,holiday,24.7,1.8,1
2025-08-15,11.2,15.9,holiday,25.5,0.0,1
2025-08-16,11.6,15.0,holiday,24.7,0.8,1
2025-08-17,10.4,14.7,holiday,25.3,0.0,1
2025-08-18,9.9,14.8,holiday,23.9,0.0,1
2025-08-19,10.3,15.2,holiday,26.0,0.0,1
2025-08-20,9.8,15.8,holiday,23.6,0.3,1
2025-08-21,11.7,16.1,holiday,23.1,0.5,1
2025-08-22,11.1,16.9,holiday,22.1,0.0,1
2025-08-23,10.9,16.6,holiday,19.8,0.0,1
2025-08-24,10.2,16.2,holiday,24.3,0.6,1
2025-08-25,10.8,17.3,holiday,24.7,1.0,1
2025-08-26,12.4,16.3,holiday,25.0,0.0,1
2025-08-27,10.7,16.6,holiday,26.2,0.0,1
2025-08-28,11.3,16.7,holiday,22.3,1.0,1
2025-08-29,11.5,16.5,holiday,24.0,0.0,1
2025-08-30,14.3,18.3,holiday,24.0,1.8,1
2025-08-31,11.9,18.7,holiday,28.0,0.0,1
2025-09-01,12.8,18.7,weekday,28.3,0.0,1
2025-09-02,10.5,18.6,weekday,20.8,0.3,1
2025-09-03,10.3,17.6,weekday,22.0,1.5,1
2025-09-04,9.6,19.1,weekday,,0.0,1
2025-09-05,10.1,19.0,weekday,23.0,0.0,1
2025-09-06,11.4,19.1,holiday,22.8,0.1,1
2025-09-07,9.5,17.6,holiday,25.6,0.0,1
2025-09-08,10.1,18.0,weekday,23.4,1.8,1
2025-09-09,11.0,20.7,weekday,26.6,0.0,1
2025-09-10,11.5,20.3,weekday,21.5,0.0,1
2025-09-11,8.7,18.8,weekday,22.5,1.7,1
